Date,RAD_Open_average,RAD_Open_max,RAD_Open_min,RAD_Open_volatility,RAD_Open_change,RAD_High_average,RAD_High_max,RAD_High_min,RAD_High_volatility,RAD_High_change,RAD_Low_average,RAD_Low_max,RAD_Low_min,RAD_Low_volatility,RAD_Low_change,RAD_Close_average,RAD_Close_max,RAD_Close_min,RAD_Close_volatility,RAD_Close_change,RAD_Volume_average,RAD_Volume_max,RAD_Volume_min,RAD_Volume_volatility,RAD_Volume_change
2018-01-14,46.28,48.6,44.8,3.8000000000000043,-2.6000000000000014,46.92,48.8,46.2,2.5999999999999943,-2.3999999999999986,44.8,45.6,44.0,1.6000000000000014,1.3999999999999986,45.76,46.2,44.6,1.6000000000000014,1.1999999999999957,1084826,1932790,738830,1193960,-1193960
2018-01-21,45.36,46.4,44.4,2.0,-2.0,45.64,46.8,44.8,2.0,-2.0,44.3,46.0,43.6,2.3999999999999986,-1.8999999999999986,44.92,46.4,44.4,2.0,-1.7999999999999972,723168,1077840,480920,596920,-198590
2018-01-28,42.44,43.2,40.4,2.8000000000000043,-2.6000000000000014,43.04,44.0,42.2,1.7999999999999972,-1.0,41.0,42.4,39.8,2.6000000000000014,-0.8000000000000043,41.800000000000004,43.6,40.0,3.6000000000000014,-1.6000000000000014,1069826,1506510,748960,757550,-388140
2018-02-04,40.839999999999996,41.6,39.8,1.8000000000000043,0.8000000000000043,41.78,43.0,41.0,2.0,-0.5,39.519999999999996,41.0,37.8,3.200000000000003,0.7999999999999972,40.64,41.6,40.0,1.6000000000000014,-1.3999999999999986,900186,1413210,573090,840120,-478390
2018-02-11,40.85,41.6,40.0,1.6000000000000014,1.6000000000000014,42.05,42.8,41.4,1.3999999999999986,1.3999999999999986,40.65,41.6,40.0,1.6000000000000014,1.6000000000000014,41.5,42.6,40.8,1.8000000000000043,1.8000000000000043,558835,851510,429770,421740,-10000
2018-02-18,42.879999999999995,45.8,40.4,5.399999999999999,-3.799999999999997,43.48,46.0,42.0,4.0,-4.0,41.04,42.4,40.0,2.3999999999999986,-1.3999999999999986,42.08,44.0,40.4,3.6000000000000014,-2.3999999999999986,3190456,7225290,980730,6244560,-5525570
2018-02-25,39.36,41.4,37.2,4.199999999999996,-3.1999999999999957,40.26,41.8,39.0,2.799999999999997,-2.1999999999999957,38.4,40.4,37.2,3.1999999999999957,-2.1999999999999957,38.96,40.6,37.6,3.0,-1.6000000000000014,1475252,2045760,736450,1309310,538800
2018-03-04,36.6,39.0,34.6,4.399999999999999,-4.399999999999999,37.08,39.4,35.6,3.799999999999997,-3.799999999999997,35.28,38.0,33.6,4.399999999999999,-4.399999999999999,35.6,38.0,34.0,4.0,-4.0,1369646,2059510,725670,1333840,185280
2018-03-11,33.32,34.4,32.0,2.3999999999999986,-2.200000000000003,33.72,34.8,32.2,2.5999999999999943,-2.5999999999999943,32.024,33.7,31.22,2.480000000000004,-2.3000000000000043,32.800000000000004,34.2,31.6,2.6000000000000014,-2.6000000000000014,1164198,1387690,837860,549830,110660
2018-03-18,30.64,31.6,30.0,1.6000000000000014,-1.6000000000000014,31.404,32.0,30.36,1.6400000000000006,-1.6400000000000006,29.8,30.2,29.2,1.0,-0.6000000000000014,30.32,30.8,29.8,1.0,-0.5999999999999979,898098,1015350,758070,257280,-122590
