Date,ARQL_Open_average,ARQL_Open_max,ARQL_Open_min,ARQL_Open_volatility,ARQL_Open_change,ARQL_High_average,ARQL_High_max,ARQL_High_min,ARQL_High_volatility,ARQL_High_change,ARQL_Low_average,ARQL_Low_max,ARQL_Low_min,ARQL_Low_volatility,ARQL_Low_change,ARQL_Close_average,ARQL_Close_max,ARQL_Close_min,ARQL_Close_volatility,ARQL_Close_change,ARQL_Volume_average,ARQL_Volume_max,ARQL_Volume_min,ARQL_Volume_volatility,ARQL_Volume_change
2018-01-14,1.728,1.81,1.66,0.15000000000000013,-0.09000000000000008,1.77,1.86,1.73,0.13000000000000012,-0.09000000000000008,1.64,1.7,1.58,0.11999999999999988,-0.06000000000000005,1.728,1.76,1.68,0.08000000000000007,0.010000000000000009,243145,375038,79373,295665,-295665
2018-01-21,1.732,1.77,1.7,0.07000000000000006,-0.030000000000000027,1.78,1.81,1.76,0.050000000000000044,0.040000000000000036,1.678,1.7,1.64,0.06000000000000005,0.06000000000000005,1.724,1.74,1.69,0.050000000000000044,0.040000000000000036,174333,271354,94166,177188,-105102
2018-01-28,1.706,1.76,1.65,0.1100000000000001,-0.09000000000000008,1.722,1.76,1.68,0.08000000000000007,-0.08000000000000007,1.638,1.68,1.61,0.06999999999999984,-0.06999999999999984,1.668,1.71,1.62,0.08999999999999986,-0.08999999999999986,138461,172169,116598,55571,9146
2018-02-04,1.604,1.67,1.52,0.1499999999999999,-0.08000000000000007,1.648,1.7,1.59,0.10999999999999988,-0.039999999999999813,1.54,1.63,1.46,0.16999999999999993,-0.030000000000000027,1.588,1.66,1.51,0.1499999999999999,-0.020000000000000018,124080,185940,39381,146559,-146559
2018-02-11,1.595,1.63,1.54,0.08999999999999986,0.07000000000000006,1.685,1.81,1.62,0.18999999999999995,0.18999999999999995,1.56,1.59,1.53,0.06000000000000005,0.030000000000000027,1.645,1.72,1.61,0.10999999999999988,0.10999999999999988,127002,197163,90634,106529,87803
2018-02-18,1.756,1.83,1.66,0.17000000000000015,0.06000000000000005,1.806,1.84,1.73,0.1100000000000001,0.040000000000000036,1.7,1.76,1.65,0.1100000000000001,0.08000000000000007,1.748,1.84,1.65,0.19000000000000017,0.14000000000000012,274714,573157,130710,442447,135652
2018-02-25,1.718,1.82,1.65,0.17000000000000015,-0.10000000000000009,1.766,1.83,1.73,0.10000000000000009,-0.040000000000000036,1.654,1.7,1.63,0.07000000000000006,-0.07000000000000006,1.692,1.71,1.66,0.050000000000000044,0.0,153132,180163,126595,53568,14852
2018-03-04,1.744,1.8,1.7,0.10000000000000009,0.06000000000000005,1.8659999999999999,1.93,1.8,0.1299999999999999,0.1299999999999999,1.73,1.78,1.7,0.08000000000000007,0.050000000000000044,1.772,1.8,1.73,0.07000000000000006,0.050000000000000044,522522,866125,142564,723561,590748
2018-03-11,1.9600000000000002,2.24,1.8,0.44000000000000017,0.44000000000000017,2.176,2.48,1.87,0.6099999999999999,0.52,1.942,2.23,1.8,0.42999999999999994,0.42999999999999994,2.056,2.32,1.8,0.5199999999999998,0.48999999999999977,1102473,2292387,157199,2135188,314821
2018-03-18,2.646,2.87,2.34,0.5300000000000002,0.38000000000000034,2.91,3.19,2.48,0.71,0.71,2.504,2.65,2.33,0.31999999999999984,0.16999999999999993,2.7960000000000003,3.17,2.43,0.7399999999999998,0.7399999999999998,1749461,2462806,1034356,1428450,978110
