Date,Vanguard S&P 500 Growth_etf_Open_average,Vanguard S&P 500 Growth_etf_Open_max,Vanguard S&P 500 Growth_etf_Open_min,Vanguard S&P 500 Growth_etf_Open_volatility,Vanguard S&P 500 Growth_etf_Open_change,Vanguard S&P 500 Growth_etf_High_average,Vanguard S&P 500 Growth_etf_High_max,Vanguard S&P 500 Growth_etf_High_min,Vanguard S&P 500 Growth_etf_High_volatility,Vanguard S&P 500 Growth_etf_High_change,Vanguard S&P 500 Growth_etf_Low_average,Vanguard S&P 500 Growth_etf_Low_max,Vanguard S&P 500 Growth_etf_Low_min,Vanguard S&P 500 Growth_etf_Low_volatility,Vanguard S&P 500 Growth_etf_Low_change,Vanguard S&P 500 Growth_etf_Close_average,Vanguard S&P 500 Growth_etf_Close_max,Vanguard S&P 500 Growth_etf_Close_min,Vanguard S&P 500 Growth_etf_Close_volatility,Vanguard S&P 500 Growth_etf_Close_change
2019-01-13,142.89,142.89,142.89,0.0,0.0,143.8,143.8,143.8,0.0,0.0,142.32,142.32,142.32,0.0,0.0,143.46,143.46,143.46,0.0,0.0
2019-01-20,142.76,142.76,142.76,0.0,0.0,143.22,143.22,143.22,0.0,0.0,142.41,142.41,142.41,0.0,0.0,142.74,142.74,142.74,0.0,0.0
2019-01-27,145.01,145.01,145.01,0.0,0.0,145.66,145.66,145.66,0.0,0.0,144.65,144.65,144.65,0.0,0.0,145.09,145.09,145.09,0.0,0.0
2019-02-03,144.35,144.35,144.35,0.0,0.0,145.71,145.71,145.71,0.0,0.0,144.33,144.33,144.33,0.0,0.0,145.71,145.71,145.71,0.0,0.0
2019-02-10,149.21,149.21,149.21,0.0,0.0,149.42,149.42,149.42,0.0,0.0,148.74,148.74,148.74,0.0,0.0,149.42,149.42,149.42,0.0,0.0
2019-02-17,149.81,149.81,149.81,0.0,0.0,150.68,150.68,150.68,0.0,0.0,149.81,149.81,149.81,0.0,0.0,150.68,150.68,150.68,0.0,0.0
2019-02-24,152.04,152.04,152.04,0.0,0.0,152.34,152.34,152.34,0.0,0.0,151.21,151.21,151.21,0.0,0.0,152.14,152.14,152.14,0.0,0.0
2019-03-03,148.19,148.19,148.19,0.0,0.0,149.06,149.06,149.06,0.0,0.0,147.83,147.83,147.83,0.0,0.0,149.04,149.04,149.04,0.0,0.0
2019-03-10,152.85,152.85,152.85,0.0,0.0,153.82,153.82,153.82,0.0,0.0,152.79,152.79,152.79,0.0,0.0,153.34,153.34,153.34,0.0,0.0
2019-03-17,155.21,155.21,155.21,0.0,0.0,155.47,155.47,155.47,0.0,0.0,153.03,153.03,153.03,0.0,0.0,153.03,153.03,153.03,0.0,0.0
2019-03-24,154.51,154.51,154.51,0.0,0.0,154.74,154.74,154.74,0.0,0.0,153.86,153.86,153.86,0.0,0.0,154.64,154.64,154.64,0.0,0.0
2019-03-31,157.08,157.08,157.08,0.0,0.0,157.39,157.39,157.39,0.0,0.0,156.99,156.99,156.99,0.0,0.0,157.26,157.26,157.26,0.0,0.0
2019-04-07,158.02,158.02,158.02,0.0,0.0,158.23,158.23,158.23,0.0,0.0,157.9,157.9,157.9,0.0,0.0,158.19,158.19,158.19,0.0,0.0
2019-04-14,157.65,157.65,157.65,0.0,0.0,157.85,157.85,157.85,0.0,0.0,156.8,156.8,156.8,0.0,0.0,157.72,157.72,157.72,0.0,0.0
2019-04-21,160.11,160.11,160.11,0.0,0.0,160.82,160.82,160.82,0.0,0.0,159.36,159.36,159.36,0.0,0.0,160.81,160.81,160.81,0.0,0.0
2019-04-28,159.86,159.86,159.86,0.0,0.0,160.81,160.81,160.81,0.0,0.0,159.71,159.71,159.71,0.0,0.0,160.68,160.68,160.68,0.0,0.0
2019-05-05,156.18,156.18,156.18,0.0,0.0,157.96,157.96,157.96,0.0,0.0,154.46,154.46,154.46,0.0,0.0,157.53,157.53,157.53,0.0,0.0
2019-05-12,157.04,157.04,157.04,0.0,0.0,158.78,158.78,158.78,0.0,0.0,157.04,157.04,157.04,0.0,0.0,157.3,157.3,157.3,0.0,0.0
2019-05-19,156.37,156.37,156.37,0.0,0.0,156.53,156.53,156.53,0.0,0.0,155.49,155.49,155.49,0.0,0.0,155.69,155.69,155.69,0.0,0.0
2019-05-26,152.68,152.68,152.68,0.0,0.0,153.3,153.3,153.3,0.0,0.0,152.21,152.21,152.21,0.0,0.0,152.32,152.32,152.32,0.0,0.0
2019-06-02,157.12,157.12,157.12,0.0,0.0,159.08,159.08,159.08,0.0,0.0,157.12,157.12,157.12,0.0,0.0,158.47,158.47,158.47,0.0,0.0
2019-06-09,159.05,159.05,159.05,0.0,0.0,159.37,159.37,159.37,0.0,0.0,158.71,158.71,158.71,0.0,0.0,158.94,158.94,158.94,0.0,0.0
2019-06-16,162.96,162.96,162.96,0.0,0.0,163.68,163.68,163.68,0.0,0.0,162.7,162.7,162.7,0.0,0.0,162.91,162.91,162.91,0.0,0.0
2019-06-23,160.88,160.88,160.88,0.0,0.0,161.21,161.21,161.21,0.0,0.0,160.39,160.39,160.39,0.0,0.0,161.09,161.09,161.09,0.0,0.0
2019-06-30,163.79,163.79,163.79,0.0,0.0,164.27,164.27,164.27,0.0,0.0,162.88,162.88,162.88,0.0,0.0,164.24,164.24,164.24,0.0,0.0
2019-07-07,165.26,165.26,165.26,0.0,0.0,165.58,165.58,165.58,0.0,0.0,164.87,164.87,164.87,0.0,0.0,165.52,165.52,165.52,0.0,0.0
2019-07-14,165.6,165.6,165.6,0.0,0.0,165.6,165.6,165.6,0.0,0.0,163.5,163.5,163.5,0.0,0.0,163.52,163.52,163.52,0.0,0.0
2019-07-21,165.61,165.61,165.61,0.0,0.0,166.33,166.33,166.33,0.0,0.0,165.58,165.58,165.58,0.0,0.0,166.22,166.22,166.22,0.0,0.0
2019-07-28,161.7,161.7,161.7,0.0,0.0,161.74,161.74,161.74,0.0,0.0,160.13,160.13,160.13,0.0,0.0,161.05,161.05,161.05,0.0,0.0
2019-08-04,161.55,161.55,161.55,0.0,0.0,161.87,161.87,161.87,0.0,0.0,159.96,159.96,159.96,0.0,0.0,161.05,161.05,161.05,0.0,0.0
2019-08-11,158.72,158.72,158.72,0.0,0.0,159.86,159.86,159.86,0.0,0.0,158.56,158.56,158.56,0.0,0.0,159.52,159.52,159.52,0.0,0.0
2019-08-18,161.05,161.05,161.05,0.0,0.0,162.06,162.06,162.06,0.0,0.0,156.84,156.84,156.84,0.0,0.0,157.57,157.57,157.57,0.0,0.0
2019-08-25,162.79,162.79,162.79,0.0,0.0,162.79,162.79,162.79,0.0,0.0,161.0,161.0,161.0,0.0,0.0,161.75,161.75,161.75,0.0,0.0
2019-09-01,164.66,164.66,164.66,0.0,0.0,164.78,164.78,164.78,0.0,0.0,164.17,164.17,164.17,0.0,0.0,164.5,164.5,164.5,0.0,0.0
2019-09-08,164.46,164.46,164.46,0.0,0.0,164.5,164.5,164.5,0.0,0.0,163.76,163.76,163.76,0.0,0.0,163.88,163.88,163.88,0.0,0.0
2019-09-15,164.87,164.87,164.87,0.0,0.0,164.99,164.99,164.99,0.0,0.0,162.87,162.87,162.87,0.0,0.0,163.52,163.52,163.52,0.0,0.0
2019-09-22,162.68,162.68,162.68,0.0,0.0,162.68,162.68,162.68,0.0,0.0,159.92,159.92,159.92,0.0,0.0,160.85,160.85,160.85,0.0,0.0
2019-09-29,159.17,159.17,159.17,0.0,0.0,161.0,161.0,161.0,0.0,0.0,159.17,159.17,159.17,0.0,0.0,160.89,160.89,160.89,0.0,0.0
2019-10-06,161.65,161.65,161.65,0.0,0.0,162.77,162.77,162.77,0.0,0.0,161.35,161.35,161.35,0.0,0.0,161.43,161.43,161.43,0.0,0.0
2019-10-13,162.71,162.71,162.71,0.0,0.0,163.0,163.0,163.0,0.0,0.0,161.25,161.25,161.25,0.0,0.0,161.67,161.67,161.67,0.0,0.0
2019-10-20,161.83,161.83,161.83,0.0,0.0,163.34,163.34,163.34,0.0,0.0,161.83,161.83,161.83,0.0,0.0,163.02,163.02,163.02,0.0,0.0
2019-10-27,165.3,165.3,165.3,0.0,0.0,165.69,165.69,165.69,0.0,0.0,165.0,165.0,165.0,0.0,0.0,165.54,165.54,165.54,0.0,0.0
2019-11-03,165.5,165.5,165.5,0.0,0.0,166.03,166.03,166.03,0.0,0.0,165.24,165.24,165.24,0.0,0.0,166.03,166.03,166.03,0.0,0.0
2019-11-10,167.66,167.66,167.66,0.0,0.0,168.09,168.09,168.09,0.0,0.0,167.22,167.22,167.22,0.0,0.0,168.09,168.09,168.09,0.0,0.0
2019-11-17,167.93,167.93,167.93,0.0,0.0,168.03,168.03,168.03,0.0,0.0,167.3,167.3,167.3,0.0,0.0,167.86,167.86,167.86,0.0,0.0
2019-11-24,170.48,170.48,170.48,0.0,0.0,170.67,170.67,170.67,0.0,0.0,170.07,170.07,170.07,0.0,0.0,170.13,170.13,170.13,0.0,0.0
2019-12-01,169.87,169.87,169.87,0.0,0.0,170.26,170.26,170.26,0.0,0.0,169.69,169.69,169.69,0.0,0.0,170.03,170.03,170.03,0.0,0.0
2019-12-08,170.84,170.84,170.84,0.0,0.0,171.51,171.51,171.51,0.0,0.0,170.46,170.46,170.46,0.0,0.0,171.12,171.12,171.12,0.0,0.0
2019-12-15,173.48,173.48,173.48,0.0,0.0,173.8,173.8,173.8,0.0,0.0,173.21,173.21,173.21,0.0,0.0,173.7,173.7,173.7,0.0,0.0
2019-12-22,175.75,175.75,175.75,0.0,0.0,175.75,175.75,175.75,0.0,0.0,174.89,174.89,174.89,0.0,0.0,175.25,175.25,175.25,0.0,0.0
2019-12-29,174.88,174.88,174.88,0.0,0.0,176.26,176.26,176.26,0.0,0.0,174.38,174.38,174.38,0.0,0.0,175.52,175.52,175.52,0.0,0.0
