Date,First Trust NASDAQ ABA Community Bank_Open_average,First Trust NASDAQ ABA Community Bank_Open_max,First Trust NASDAQ ABA Community Bank_Open_volatility,First Trust NASDAQ ABA Community Bank_Open_change,First Trust NASDAQ ABA Community Bank_High_average,First Trust NASDAQ ABA Community Bank_High_max,First Trust NASDAQ ABA Community Bank_High_volatility,First Trust NASDAQ ABA Community Bank_High_change,First Trust NASDAQ ABA Community Bank_Low_average,First Trust NASDAQ ABA Community Bank_Low_max,First Trust NASDAQ ABA Community Bank_Low_volatility,First Trust NASDAQ ABA Community Bank_Low_change,First Trust NASDAQ ABA Community Bank_Close_average,First Trust NASDAQ ABA Community Bank_Close_max,First Trust NASDAQ ABA Community Bank_Close_volatility,First Trust NASDAQ ABA Community Bank_Close_change
2016-01-03,36.16,36.16,0.0,0.0,36.39,36.39,0.0,0.0,35.96,35.96,0.0,0.0,36.16,36.16,0.0,0.0
2016-01-10,34.27,34.27,0.0,0.0,34.65,34.65,0.0,0.0,33.88,33.88,0.0,0.0,34.63,34.63,0.0,0.0
2016-01-17,33.91,33.91,0.0,0.0,33.91,33.91,0.0,0.0,33.02,33.02,0.0,0.0,33.03,33.03,0.0,0.0
2016-01-24,35.32,35.32,0.0,0.0,35.65,35.65,0.0,0.0,35.01,35.01,0.0,0.0,35.4,35.4,0.0,0.0
2016-01-31,33.65,33.65,0.0,0.0,33.89,33.89,0.0,0.0,33.33,33.33,0.0,0.0,33.73,33.73,0.0,0.0
2016-02-07,33.21,33.21,0.0,0.0,33.97,33.97,0.0,0.0,33.11,33.11,0.0,0.0,33.83,33.83,0.0,0.0
2016-02-14,34.82,34.82,0.0,0.0,34.87,34.87,0.0,0.0,34.69,34.69,0.0,0.0,34.71,34.71,0.0,0.0
2016-02-21,35.05,35.05,0.0,0.0,35.12,35.12,0.0,0.0,34.52,34.52,0.0,0.0,34.52,34.52,0.0,0.0
2016-02-28,36.59,36.59,0.0,0.0,37.08,37.08,0.0,0.0,36.5,36.5,0.0,0.0,36.96,36.96,0.0,0.0
2016-03-06,36.93,36.93,0.0,0.0,37.03,37.03,0.0,0.0,36.71,36.71,0.0,0.0,36.86,36.86,0.0,0.0
2016-03-13,37.23,37.23,0.0,0.0,37.37,37.37,0.0,0.0,36.92,36.92,0.0,0.0,37.22,37.22,0.0,0.0
2016-03-20,36.54,36.54,0.0,0.0,36.6,36.6,0.0,0.0,36.27,36.27,0.0,0.0,36.5,36.5,0.0,0.0
2016-03-27,36.76,36.76,0.0,0.0,36.92,36.92,0.0,0.0,36.43,36.43,0.0,0.0,36.57,36.57,0.0,0.0
2016-04-03,35.77,35.77,0.0,0.0,36.21,36.21,0.0,0.0,35.77,35.77,0.0,0.0,35.82,35.82,0.0,0.0
2016-04-10,37.46,37.46,0.0,0.0,38.09,38.09,0.0,0.0,37.46,37.46,0.0,0.0,38.02,38.02,0.0,0.0
2016-04-17,38.87,38.87,0.0,0.0,38.87,38.87,0.0,0.0,38.4,38.4,0.0,0.0,38.68,38.68,0.0,0.0
2016-04-24,38.65,38.65,0.0,0.0,39.0,39.0,0.0,0.0,38.59,38.59,0.0,0.0,38.99,38.99,0.0,0.0
2016-05-01,37.71,37.71,0.0,0.0,37.81,37.81,0.0,0.0,37.39,37.39,0.0,0.0,37.57,37.57,0.0,0.0
2016-05-08,37.39,37.39,0.0,0.0,38.15,38.15,0.0,0.0,37.39,37.39,0.0,0.0,37.89,37.89,0.0,0.0
2016-05-15,38.4,38.4,0.0,0.0,38.67,38.67,0.0,0.0,38.39,38.39,0.0,0.0,38.51,38.51,0.0,0.0
2016-05-22,39.45,39.45,0.0,0.0,39.85,39.85,0.0,0.0,39.45,39.45,0.0,0.0,39.85,39.85,0.0,0.0
2016-05-29,39.48,39.48,0.0,0.0,40.16,40.16,0.0,0.0,39.48,39.48,0.0,0.0,39.91,39.91,0.0,0.0
2016-06-05,38.96,38.96,0.0,0.0,39.2,39.2,0.0,0.0,38.53,38.53,0.0,0.0,38.58,38.58,0.0,0.0
2016-06-12,38.05,38.05,0.0,0.0,38.65,38.65,0.0,0.0,38.05,38.05,0.0,0.0,38.22,38.22,0.0,0.0
2016-06-19,36.47,36.47,0.0,0.0,36.47,36.47,0.0,0.0,35.27,35.27,0.0,0.0,35.41,35.41,0.0,0.0
2016-06-26,37.96,37.96,0.0,0.0,37.96,37.96,0.0,0.0,37.3,37.3,0.0,0.0,37.48,37.48,0.0,0.0
2016-07-03,38.2,38.2,0.0,0.0,38.59,38.59,0.0,0.0,38.2,38.2,0.0,0.0,38.52,38.52,0.0,0.0
2016-07-10,39.78,39.78,0.0,0.0,39.78,39.78,0.0,0.0,39.46,39.46,0.0,0.0,39.46,39.46,0.0,0.0
2016-07-17,39.35,39.35,0.0,0.0,39.44,39.44,0.0,0.0,39.18,39.18,0.0,0.0,39.19,39.19,0.0,0.0
2016-07-24,39.41,39.41,0.0,0.0,39.45,39.45,0.0,0.0,38.89,38.89,0.0,0.0,38.95,38.95,0.0,0.0
2016-07-31,40.42,40.42,0.0,0.0,40.49,40.49,0.0,0.0,40.08,40.08,0.0,0.0,40.14,40.14,0.0,0.0
2016-08-07,40.08,40.08,0.0,0.0,40.36,40.36,0.0,0.0,40.08,40.08,0.0,0.0,40.34,40.34,0.0,0.0
2016-08-14,40.56,40.56,0.0,0.0,40.77,40.77,0.0,0.0,40.31,40.31,0.0,0.0,40.61,40.61,0.0,0.0
2016-08-21,41.42,41.42,0.0,0.0,41.65,41.65,0.0,0.0,41.31,41.31,0.0,0.0,41.58,41.58,0.0,0.0
2016-08-28,41.88,41.88,0.0,0.0,42.0,42.0,0.0,0.0,41.77,41.77,0.0,0.0,42.0,42.0,0.0,0.0
2016-09-04,41.27,41.27,0.0,0.0,41.69,41.69,0.0,0.0,41.1,41.1,0.0,0.0,41.69,41.69,0.0,0.0
2016-09-11,41.18,41.18,0.0,0.0,41.37,41.37,0.0,0.0,40.77,40.77,0.0,0.0,40.94,40.94,0.0,0.0
2016-09-18,41.11,41.11,0.0,0.0,41.11,41.11,0.0,0.0,40.53,40.53,0.0,0.0,40.53,40.53,0.0,0.0
2016-09-25,40.8,40.8,0.0,0.0,41.11,41.11,0.0,0.0,40.8,40.8,0.0,0.0,40.88,40.88,0.0,0.0
2016-10-02,41.94,41.94,0.0,0.0,42.21,42.21,0.0,0.0,41.94,41.94,0.0,0.0,42.04,42.04,0.0,0.0
2016-10-09,41.12,41.12,0.0,0.0,41.12,41.12,0.0,0.0,40.74,40.74,0.0,0.0,40.76,40.76,0.0,0.0
2016-10-16,41.83,41.83,0.0,0.0,41.84,41.84,0.0,0.0,41.58,41.58,0.0,0.0,41.66,41.66,0.0,0.0
2016-10-23,41.37,41.37,0.0,0.0,41.72,41.72,0.0,0.0,41.27,41.27,0.0,0.0,41.51,41.51,0.0,0.0
2016-10-30,41.58,41.58,0.0,0.0,41.87,41.87,0.0,0.0,41.54,41.54,0.0,0.0,41.87,41.87,0.0,0.0
2016-11-06,47.86,47.86,0.0,0.0,48.97,48.97,0.0,0.0,47.58,47.58,0.0,0.0,48.0,48.0,0.0,0.0
2016-11-13,49.3,49.3,0.0,0.0,49.3,49.3,0.0,0.0,48.57,48.57,0.0,0.0,48.97,48.97,0.0,0.0
2016-11-20,49.95,49.95,0.0,0.0,49.99,49.99,0.0,0.0,48.93,48.93,0.0,0.0,48.98,48.98,0.0,0.0
2016-11-27,50.82,50.82,0.0,0.0,50.82,50.82,0.0,0.0,50.3,50.3,0.0,0.0,50.73,50.73,0.0,0.0
2016-12-04,54.28,54.28,0.0,0.0,54.28,54.28,0.0,0.0,52.1,52.1,0.0,0.0,52.22,52.22,0.0,0.0
2016-12-11,51.99,51.99,0.0,0.0,52.56,52.56,0.0,0.0,51.81,51.81,0.0,0.0,52.5,52.5,0.0,0.0
2016-12-18,53.4,53.4,0.0,0.0,53.4,53.4,0.0,0.0,52.96,52.96,0.0,0.0,53.16,53.16,0.0,0.0
2016-12-25,53.24,53.24,0.0,0.0,53.5,53.5,0.0,0.0,52.7,52.7,0.0,0.0,52.8,52.8,0.0,0.0
2017-01-01,52.6,52.6,0.0,0.0,52.6,52.6,0.0,0.0,51.69,51.69,0.0,0.0,51.76,51.76,0.0,0.0
2017-01-08,51.8,51.8,0.0,0.0,53.09,53.09,0.0,0.0,51.8,51.8,0.0,0.0,52.22,52.22,0.0,0.0
2017-01-15,51.53,51.53,0.0,0.0,51.53,51.53,0.0,0.0,50.62,50.62,0.0,0.0,50.99,50.99,0.0,0.0
2017-01-22,52.28,52.28,0.0,0.0,52.28,52.28,0.0,0.0,51.12,51.12,0.0,0.0,51.61,51.61,0.0,0.0
2017-01-29,52.05,52.05,0.0,0.0,52.25,52.25,0.0,0.0,51.56,51.56,0.0,0.0,51.7,51.7,0.0,0.0
2017-02-05,52.27,52.27,0.0,0.0,52.7,52.7,0.0,0.0,52.27,52.27,0.0,0.0,52.46,52.46,0.0,0.0
2017-02-12,53.04,53.04,0.0,0.0,53.36,53.36,0.0,0.0,52.89,52.89,0.0,0.0,53.36,53.36,0.0,0.0
2017-02-19,53.45,53.45,0.0,0.0,53.59,53.59,0.0,0.0,53.23,53.23,0.0,0.0,53.57,53.57,0.0,0.0
2017-02-26,52.91,52.91,0.0,0.0,53.02,53.02,0.0,0.0,52.37,52.37,0.0,0.0,52.85,52.85,0.0,0.0
2017-03-05,51.6,51.6,0.0,0.0,52.28,52.28,0.0,0.0,51.6,51.6,0.0,0.0,52.0,52.0,0.0,0.0
2017-03-12,52.27,52.27,0.0,0.0,52.27,52.27,0.0,0.0,51.65,51.65,0.0,0.0,51.73,51.73,0.0,0.0
2017-03-19,48.27,48.27,0.0,0.0,48.99,48.99,0.0,0.0,47.52,47.52,0.0,0.0,48.97,48.97,0.0,0.0
2017-03-26,50.59,50.59,0.0,0.0,50.81,50.81,0.0,0.0,49.56,49.56,0.0,0.0,49.92,49.92,0.0,0.0
2017-04-02,49.49,49.49,0.0,0.0,49.81,49.81,0.0,0.0,48.8,48.8,0.0,0.0,49.18,49.18,0.0,0.0
2017-04-09,47.82,47.82,0.0,0.0,48.62,48.62,0.0,0.0,47.66,47.66,0.0,0.0,48.59,48.59,0.0,0.0
2017-04-16,51.14,51.14,0.0,0.0,51.82,51.82,0.0,0.0,50.99,50.99,0.0,0.0,51.26,51.26,0.0,0.0
2017-04-23,50.61,50.61,0.0,0.0,51.2,51.2,0.0,0.0,50.29,50.29,0.0,0.0,50.98,50.98,0.0,0.0
2017-04-30,51.02,51.02,0.0,0.0,51.18,51.18,0.0,0.0,50.74,50.74,0.0,0.0,51.18,51.18,0.0,0.0
2017-05-07,49.32,49.32,0.0,0.0,50.18,50.18,0.0,0.0,49.26,49.26,0.0,0.0,50.01,50.01,0.0,0.0
2017-05-14,48.49,48.49,0.0,0.0,48.79,48.79,0.0,0.0,48.21,48.21,0.0,0.0,48.68,48.68,0.0,0.0
2017-05-21,48.94,48.94,0.0,0.0,49.04,49.04,0.0,0.0,48.59,48.59,0.0,0.0,48.74,48.74,0.0,0.0
2017-05-28,48.94,48.94,0.0,0.0,49.04,49.04,0.0,0.0,48.47,48.47,0.0,0.0,48.5,48.5,0.0,0.0
2017-06-04,52.08,52.08,0.0,0.0,52.63,52.63,0.0,0.0,51.27,51.27,0.0,0.0,51.68,51.68,0.0,0.0
2017-06-11,51.54,51.54,0.0,0.0,51.62,51.62,0.0,0.0,50.94,50.94,0.0,0.0,51.05,51.05,0.0,0.0
2017-06-18,49.15,49.15,0.0,0.0,49.6,49.6,0.0,0.0,48.86,48.86,0.0,0.0,49.21,49.21,0.0,0.0
2017-06-25,50.74,50.74,0.0,0.0,51.96,51.96,0.0,0.0,50.74,50.74,0.0,0.0,51.69,51.69,0.0,0.0
2017-07-02,50.93,50.93,0.0,0.0,51.26,51.26,0.0,0.0,50.75,50.75,0.0,0.0,50.79,50.79,0.0,0.0
2017-07-09,50.44,50.44,0.0,0.0,50.64,50.64,0.0,0.0,50.1,50.1,0.0,0.0,50.39,50.39,0.0,0.0
2017-07-16,50.17,50.17,0.0,0.0,50.7,50.7,0.0,0.0,50.17,50.17,0.0,0.0,50.62,50.62,0.0,0.0
2017-07-23,50.03,50.03,0.0,0.0,50.46,50.46,0.0,0.0,50.0,50.0,0.0,0.0,50.22,50.22,0.0,0.0
2017-07-30,50.21,50.21,0.0,0.0,50.21,50.21,0.0,0.0,49.87,49.87,0.0,0.0,49.94,49.94,0.0,0.0
2017-08-06,48.23,48.23,0.0,0.0,49.09,49.09,0.0,0.0,48.23,48.23,0.0,0.0,49.05,49.05,0.0,0.0
2017-08-13,47.4,47.4,0.0,0.0,47.48,47.48,0.0,0.0,47.08,47.08,0.0,0.0,47.47,47.47,0.0,0.0
2017-08-20,48.46,48.46,0.0,0.0,48.46,48.46,0.0,0.0,47.99,47.99,0.0,0.0,48.17,48.17,0.0,0.0
2017-08-27,48.15,48.15,0.0,0.0,48.63,48.63,0.0,0.0,48.15,48.15,0.0,0.0,48.42,48.42,0.0,0.0
2017-09-03,47.1,47.1,0.0,0.0,48.0,48.0,0.0,0.0,47.01,47.01,0.0,0.0,47.8,47.8,0.0,0.0
2017-09-10,49.01,49.01,0.0,0.0,49.58,49.58,0.0,0.0,49.01,49.01,0.0,0.0,49.44,49.44,0.0,0.0
2017-09-17,50.45,50.45,0.0,0.0,50.74,50.74,0.0,0.0,50.07,50.07,0.0,0.0,50.51,50.51,0.0,0.0
2017-09-24,52.75,52.75,0.0,0.0,53.13,53.13,0.0,0.0,52.43,52.43,0.0,0.0,53.13,53.13,0.0,0.0
2017-10-01,53.16,53.16,0.0,0.0,53.16,53.16,0.0,0.0,52.82,52.82,0.0,0.0,52.88,52.88,0.0,0.0
2017-10-08,52.62,52.62,0.0,0.0,53.22,53.22,0.0,0.0,52.62,52.62,0.0,0.0,52.92,52.92,0.0,0.0
2017-10-15,53.36,53.36,0.0,0.0,53.36,53.36,0.0,0.0,52.67,52.67,0.0,0.0,52.75,52.75,0.0,0.0
