Date,EHTHStock_Open_average,EHTHStock_Open_max,EHTHStock_Open_min,EHTHStock_Open_volatility,EHTHStock_Open_change,EHTHStock_High_average,EHTHStock_High_max,EHTHStock_High_min,EHTHStock_High_volatility,EHTHStock_High_change,EHTHStock_Low_average,EHTHStock_Low_max,EHTHStock_Low_min,EHTHStock_Low_volatility,EHTHStock_Low_change,EHTHStock_Close_average,EHTHStock_Close_max,EHTHStock_Close_min,EHTHStock_Close_volatility,EHTHStock_Close_change,EHTHStock_Volume_average,EHTHStock_Volume_max,EHTHStock_Volume_min,EHTHStock_Volume_volatility,EHTHStock_Volume_change
2018-01-14,17.900000000000002,18.55,17.01,1.5399999999999991,0.8399999999999999,18.6075,19.19,17.75,1.4400000000000013,1.1000000000000014,17.68,18.44,16.64,1.8000000000000007,1.0800000000000018,18.28,18.67,17.5,1.1700000000000017,1.1700000000000017,227112,480983,127865,353118,-21536
2018-01-21,18.948,19.27,18.67,0.5999999999999979,0.5999999999999979,19.224,19.4,19.02,0.379999999999999,0.36999999999999744,18.738,19.07,18.5,0.5700000000000003,0.490000000000002,18.994,19.2,18.69,0.509999999999998,0.1700000000000017,131534,174807,83873,90934,-29358
2018-01-28,17.91,19.11,16.43,2.6799999999999997,-2.6799999999999997,18.092,19.3,16.66,2.6400000000000006,-2.6400000000000006,17.21,18.46,16.04,2.4200000000000017,-2.4200000000000017,17.392,18.8,16.16,2.6400000000000006,-2.6400000000000006,135405,167202,112066,55136,37391
2018-02-04,15.932,16.03,15.8,0.23000000000000043,-0.14000000000000057,16.308,17.03,15.99,1.040000000000001,-1.040000000000001,15.632,16.03,15.28,0.7500000000000018,-0.490000000000002,15.976,16.2,15.75,0.4499999999999993,-0.27999999999999936,174581,220850,94473,126377,25059
2018-02-11,16.126,16.39,15.94,0.45000000000000107,0.41999999999999993,16.446,16.59,16.18,0.41000000000000014,0.18999999999999773,15.998,16.31,15.78,0.5299999999999994,0.10999999999999943,16.26,16.48,16.01,0.46999999999999886,0.259999999999998,70082,93918,40157,53761,6500
2018-02-18,16.4575,16.59,16.23,0.35999999999999943,0.2699999999999996,16.895,17.06,16.66,0.3999999999999986,-0.16000000000000014,16.2825,16.46,15.99,0.47000000000000064,-0.2400000000000002,16.490000000000002,16.53,16.44,0.08999999999999986,-0.08999999999999986,76748,100189,65004,35185,-32452
2018-02-25,16.28,16.83,15.4,1.429999999999998,-1.049999999999999,16.55,16.92,15.69,1.2300000000000022,-1.040000000000001,15.65,16.48,13.61,2.870000000000001,-2.780000000000001,15.888,16.74,13.65,3.089999999999998,-2.839999999999998,272472,881947,61900,820047,813888
2018-03-04,15.177999999999999,16.18,13.79,2.3900000000000006,1.9600000000000009,15.796,16.22,14.82,1.3999999999999986,1.3000000000000007,14.858,15.59,13.71,1.879999999999999,1.879999999999999,15.616,16.12,14.51,1.6100000000000012,1.6100000000000012,228749,330245,115261,214984,-214984
2018-03-11,15.89,16.13,15.47,0.6599999999999984,-0.6599999999999984,15.974,16.19,15.47,0.7200000000000006,-0.7099999999999991,15.49,15.76,15.16,0.5999999999999996,-0.5,15.702,15.96,15.4,0.5600000000000005,-0.33000000000000007,132402,188793,94791,94002,94002
2018-03-18,15.076,15.42,14.83,0.5899999999999999,-0.5199999999999996,15.267999999999999,15.54,14.9,0.6399999999999988,-0.6399999999999988,14.746,14.98,14.33,0.6500000000000004,-0.6500000000000004,14.89,15.32,14.36,0.9600000000000009,-0.9600000000000009,97415,122548,48590,73958,14591
2018-03-25,14.5025,14.65,14.3,0.34999999999999964,-0.019999999999999574,14.8775,15.18,14.59,0.5899999999999999,0.20000000000000107,14.2775,14.34,14.2,0.14000000000000057,-0.14000000000000057,14.415000000000001,14.59,14.3,0.28999999999999915,-0.27999999999999936,82199,99650,63566,36084,912
2018-04-01,15.118,15.89,14.28,1.6100000000000012,0.8800000000000008,15.792,16.48,14.62,1.8600000000000012,0.9700000000000006,14.944,15.64,14.17,1.4700000000000006,0.8900000000000006,15.426,15.96,14.48,1.4800000000000004,0.9000000000000004,146661,275337,92430,182907,-29382
2018-04-08,15.36,15.53,15.28,0.25,-0.16000000000000014,15.596,15.76,15.52,0.2400000000000002,0.23000000000000043,15.216,15.33,15.15,0.17999999999999972,0.17999999999999972,15.342,15.55,15.16,0.39000000000000057,0.39000000000000057,78700,91411,65102,26309,18890
2018-04-15,15.628,15.71,15.5,0.21000000000000085,0.11999999999999922,15.86,15.95,15.77,0.17999999999999972,-0.1399999999999988,15.388,15.52,15.09,0.4299999999999997,0.4299999999999997,15.64,15.75,15.49,0.2599999999999998,-0.05000000000000071,109915,152112,76604,75508,27643
2018-04-22,15.696,16.1,15.46,0.6400000000000006,0.5000000000000018,16.716,20.22,15.6,4.619999999999999,4.619999999999999,15.564,16.1,15.35,0.7500000000000018,0.7500000000000018,16.2,18.26,15.45,2.8100000000000023,2.8100000000000023,160959,487248,52896,434352,404264
2018-04-29,18.526,18.95,18.03,0.9199999999999982,0.23999999999999844,18.826,19.05,18.49,0.5600000000000023,-0.4700000000000024,17.92,18.46,17.54,0.9200000000000017,0.13000000000000256,18.59,18.94,18.28,0.6600000000000001,-0.5599999999999987,158841,268145,91379,176766,-152329
2018-05-06,18.516,18.81,18.22,0.5899999999999999,0.5899999999999999,18.736,18.9,18.54,0.35999999999999943,0.33000000000000185,18.16,18.32,17.98,0.33999999999999986,0.17999999999999972,18.556,18.8,18.43,0.370000000000001,0.08999999999999986,108711,142445,60002,82443,9937
2018-05-13,18.708000000000002,19.05,18.51,0.5399999999999991,0.5399999999999991,19.202,20.35,18.82,1.5300000000000011,1.5300000000000011,18.614,19.05,18.36,0.6900000000000013,0.6900000000000013,18.922,19.76,18.54,1.2200000000000024,1.2200000000000024,119709,144894,73480,71414,10162
