Date,Victory CEMP US Small Cap High Dividend Volatility_Open_average,Victory CEMP US Small Cap High Dividend Volatility_Open_max,Victory CEMP US Small Cap High Dividend Volatility_Open_min,Victory CEMP US Small Cap High Dividend Volatility_Open_volatility,Victory CEMP US Small Cap High Dividend Volatility_Open_change,Victory CEMP US Small Cap High Dividend Volatility_High_average,Victory CEMP US Small Cap High Dividend Volatility_High_max,Victory CEMP US Small Cap High Dividend Volatility_High_min,Victory CEMP US Small Cap High Dividend Volatility_High_volatility,Victory CEMP US Small Cap High Dividend Volatility_High_change,Victory CEMP US Small Cap High Dividend Volatility_Low_average,Victory CEMP US Small Cap High Dividend Volatility_Low_max,Victory CEMP US Small Cap High Dividend Volatility_Low_min,Victory CEMP US Small Cap High Dividend Volatility_Low_volatility,Victory CEMP US Small Cap High Dividend Volatility_Low_change,Victory CEMP US Small Cap High Dividend Volatility_Close_average,Victory CEMP US Small Cap High Dividend Volatility_Close_max,Victory CEMP US Small Cap High Dividend Volatility_Close_min,Victory CEMP US Small Cap High Dividend Volatility_Close_volatility,Victory CEMP US Small Cap High Dividend Volatility_Close_change
2018-01-14,45.31,45.31,45.31,0.0,0.0,45.38,45.38,45.38,0.0,0.0,45.12,45.12,45.12,0.0,0.0,45.34,45.34,45.34,0.0,0.0
2018-01-21,45.12,45.12,45.12,0.0,0.0,45.19,45.19,45.19,0.0,0.0,45.01,45.01,45.01,0.0,0.0,45.03,45.03,45.03,0.0,0.0
2018-01-28,43.42,43.42,43.42,0.0,0.0,43.47,43.47,43.47,0.0,0.0,42.08,42.08,42.08,0.0,0.0,42.08,42.08,42.08,0.0,0.0
2018-02-04,41.99,41.99,41.99,0.0,0.0,42.32,42.32,42.32,0.0,0.0,41.72,41.72,41.72,0.0,0.0,42.2,42.2,42.2,0.0,0.0
2018-02-11,42.86,42.86,42.86,0.0,0.0,43.31,43.31,43.31,0.0,0.0,42.86,42.86,42.86,0.0,0.0,43.24,43.24,43.24,0.0,0.0
2018-02-18,43.58,43.58,43.58,0.0,0.0,43.83,43.83,43.83,0.0,0.0,43.37,43.37,43.37,0.0,0.0,43.83,43.83,43.83,0.0,0.0
2018-02-25,42.68,42.68,42.68,0.0,0.0,43.19,43.19,43.19,0.0,0.0,42.55,42.55,42.55,0.0,0.0,43.19,43.19,43.19,0.0,0.0
2018-03-04,44.19,44.19,44.19,0.0,0.0,44.27,44.27,44.27,0.0,0.0,44.04,44.04,44.04,0.0,0.0,44.04,44.04,44.04,0.0,0.0
2018-03-11,43.66,43.66,43.66,0.0,0.0,43.67,43.67,43.67,0.0,0.0,43.49,43.49,43.49,0.0,0.0,43.6,43.6,43.6,0.0,0.0
2018-03-18,42.22,42.22,42.22,0.0,0.0,42.42,42.42,42.42,0.0,0.0,42.04,42.04,42.04,0.0,0.0,42.39,42.39,42.39,0.0,0.0
2018-03-25,42.71,42.71,42.71,0.0,0.0,42.71,42.71,42.71,0.0,0.0,41.66,41.66,41.66,0.0,0.0,41.9,41.9,41.9,0.0,0.0
2018-04-01,42.58,42.58,42.58,0.0,0.0,42.81,42.81,42.81,0.0,0.0,42.58,42.58,42.58,0.0,0.0,42.81,42.81,42.81,0.0,0.0
2018-04-08,43.36,43.36,43.36,0.0,0.0,43.73,43.73,43.73,0.0,0.0,43.36,43.36,43.36,0.0,0.0,43.62,43.62,43.62,0.0,0.0
2018-04-15,43.56,43.56,43.56,0.0,0.0,43.64,43.64,43.64,0.0,0.0,43.43,43.43,43.43,0.0,0.0,43.61,43.61,43.61,0.0,0.0
2018-04-22,43.39,43.39,43.39,0.0,0.0,43.45,43.45,43.45,0.0,0.0,43.07,43.07,43.07,0.0,0.0,43.07,43.07,43.07,0.0,0.0
2018-04-29,43.74,43.74,43.74,0.0,0.0,43.79,43.79,43.79,0.0,0.0,43.57,43.57,43.57,0.0,0.0,43.74,43.74,43.74,0.0,0.0
2018-05-06,44.17,44.17,44.17,0.0,0.0,44.17,44.17,44.17,0.0,0.0,43.95,43.95,43.95,0.0,0.0,43.95,43.95,43.95,0.0,0.0
2018-05-13,44.8,44.8,44.8,0.0,0.0,44.91,44.91,44.91,0.0,0.0,44.78,44.78,44.78,0.0,0.0,44.8,44.8,44.8,0.0,0.0
2018-05-20,44.86,44.86,44.86,0.0,0.0,44.94,44.94,44.94,0.0,0.0,44.86,44.86,44.86,0.0,0.0,44.94,44.94,44.94,0.0,0.0
2018-05-27,45.31,45.31,45.31,0.0,0.0,45.43,45.43,45.43,0.0,0.0,45.31,45.31,45.31,0.0,0.0,45.43,45.43,45.43,0.0,0.0
2018-06-03,45.99,45.99,45.99,0.0,0.0,45.99,45.99,45.99,0.0,0.0,45.99,45.99,45.99,0.0,0.0,45.99,45.99,45.99,0.0,0.0
2018-06-10,46.44,46.44,46.44,0.0,0.0,46.59,46.59,46.59,0.0,0.0,46.21,46.21,46.21,0.0,0.0,46.59,46.59,46.59,0.0,0.0
2018-06-17,46.57,46.57,46.57,0.0,0.0,46.57,46.57,46.57,0.0,0.0,46.54,46.54,46.54,0.0,0.0,46.54,46.54,46.54,0.0,0.0
2018-06-24,45.74,45.74,45.74,0.0,0.0,46.35,46.35,46.35,0.0,0.0,45.5,45.5,45.5,0.0,0.0,46.35,46.35,46.35,0.0,0.0
2018-07-01,47.32,47.32,47.32,0.0,0.0,47.44,47.44,47.44,0.0,0.0,47.24,47.24,47.24,0.0,0.0,47.24,47.24,47.24,0.0,0.0
2018-07-08,46.6,46.6,46.6,0.0,0.0,46.61,46.61,46.61,0.0,0.0,46.46,46.46,46.46,0.0,0.0,46.57,46.57,46.57,0.0,0.0
2018-07-15,46.94,46.94,46.94,0.0,0.0,47.18,47.18,47.18,0.0,0.0,46.94,46.94,46.94,0.0,0.0,47.06,47.06,47.06,0.0,0.0
2018-07-22,46.56,46.56,46.56,0.0,0.0,46.56,46.56,46.56,0.0,0.0,46.56,46.56,46.56,0.0,0.0,46.56,46.56,46.56,0.0,0.0
2018-07-29,47.39,47.39,47.39,0.0,0.0,47.4,47.4,47.4,0.0,0.0,47.39,47.39,47.39,0.0,0.0,47.4,47.4,47.4,0.0,0.0
2018-08-05,47.54,47.54,47.54,0.0,0.0,47.54,47.54,47.54,0.0,0.0,47.19,47.19,47.19,0.0,0.0,47.35,47.35,47.35,0.0,0.0
2018-08-12,48.17,48.17,48.17,0.0,0.0,48.27,48.27,48.27,0.0,0.0,48.12,48.12,48.12,0.0,0.0,48.14,48.14,48.14,0.0,0.0
2018-08-19,48.69,48.69,48.69,0.0,0.0,48.69,48.69,48.69,0.0,0.0,48.35,48.35,48.35,0.0,0.0,48.41,48.41,48.41,0.0,0.0
2018-08-26,48.15,48.15,48.15,0.0,0.0,48.38,48.38,48.38,0.0,0.0,48.15,48.15,48.15,0.0,0.0,48.38,48.38,48.38,0.0,0.0
2018-09-02,48.68,48.68,48.68,0.0,0.0,48.68,48.68,48.68,0.0,0.0,48.37,48.37,48.37,0.0,0.0,48.39,48.39,48.39,0.0,0.0
2018-09-09,48.57,48.57,48.57,0.0,0.0,48.57,48.57,48.57,0.0,0.0,48.15,48.15,48.15,0.0,0.0,48.19,48.19,48.19,0.0,0.0
2018-09-16,47.75,47.75,47.75,0.0,0.0,47.75,47.75,47.75,0.0,0.0,47.48,47.48,47.48,0.0,0.0,47.6,47.6,47.6,0.0,0.0
2018-09-23,47.49,47.49,47.49,0.0,0.0,47.49,47.49,47.49,0.0,0.0,46.51,46.51,46.51,0.0,0.0,46.55,46.55,46.55,0.0,0.0
2018-09-30,46.11,46.11,46.11,0.0,0.0,46.43,46.43,46.43,0.0,0.0,46.1,46.1,46.1,0.0,0.0,46.43,46.43,46.43,0.0,0.0
2018-10-07,44.17,44.17,44.17,0.0,0.0,44.43,44.43,44.43,0.0,0.0,43.83,43.83,43.83,0.0,0.0,44.43,44.43,44.43,0.0,0.0
2018-10-14,44.32,44.32,44.32,0.0,0.0,44.35,44.35,44.35,0.0,0.0,44.14,44.14,44.14,0.0,0.0,44.27,44.27,44.27,0.0,0.0
2018-10-21,43.38,43.38,43.38,0.0,0.0,43.63,43.63,43.63,0.0,0.0,42.96,42.96,42.96,0.0,0.0,42.96,42.96,42.96,0.0,0.0
2018-10-28,44.6,44.6,44.6,0.0,0.0,44.64,44.64,44.64,0.0,0.0,44.34,44.34,44.34,0.0,0.0,44.52,44.52,44.52,0.0,0.0
2018-11-04,45.05,45.05,45.05,0.0,0.0,45.05,45.05,45.05,0.0,0.0,44.61,44.61,44.61,0.0,0.0,44.61,44.61,44.61,0.0,0.0
2018-11-11,44.89,44.89,44.89,0.0,0.0,45.02,45.02,45.02,0.0,0.0,44.36,44.36,44.36,0.0,0.0,44.54,44.54,44.54,0.0,0.0
2018-11-18,44.62,44.62,44.62,0.0,0.0,44.69,44.69,44.69,0.0,0.0,44.35,44.35,44.35,0.0,0.0,44.4,44.4,44.4,0.0,0.0
2018-11-25,45.28,45.28,45.28,0.0,0.0,45.28,45.28,45.28,0.0,0.0,44.67,44.67,44.67,0.0,0.0,44.97,44.97,44.97,0.0,0.0
2018-12-02,42.87,42.87,42.87,0.0,0.0,42.87,42.87,42.87,0.0,0.0,42.36,42.36,42.36,0.0,0.0,42.6,42.6,42.6,0.0,0.0
2018-12-09,41.87,41.87,41.87,0.0,0.0,42.14,42.14,42.14,0.0,0.0,41.29,41.29,41.29,0.0,0.0,41.29,41.29,41.29,0.0,0.0
2018-12-16,39.3,39.3,39.3,0.0,0.0,39.3,39.3,39.3,0.0,0.0,38.73,38.73,38.73,0.0,0.0,38.78,38.78,38.78,0.0,0.0
2018-12-23,40.21,40.21,40.21,0.0,0.0,40.21,40.21,40.21,0.0,0.0,39.6,39.6,39.6,0.0,0.0,40.15,40.15,40.15,0.0,0.0
2018-12-30,41.11,41.11,41.11,0.0,0.0,41.6,41.6,41.6,0.0,0.0,40.96,40.96,40.96,0.0,0.0,41.38,41.38,41.38,0.0,0.0
2019-01-06,42.16,42.16,42.16,0.0,0.0,42.42,42.42,42.42,0.0,0.0,42.13,42.13,42.13,0.0,0.0,42.2,42.2,42.2,0.0,0.0
2019-01-13,43.25,43.25,43.25,0.0,0.0,43.58,43.58,43.58,0.0,0.0,43.25,43.25,43.25,0.0,0.0,43.46,43.46,43.46,0.0,0.0
2019-01-20,42.92,42.92,42.92,0.0,0.0,43.05,43.05,43.05,0.0,0.0,42.68,42.68,42.68,0.0,0.0,43.05,43.05,43.05,0.0,0.0
2019-01-27,43.29,43.29,43.29,0.0,0.0,43.59,43.59,43.59,0.0,0.0,43.29,43.29,43.29,0.0,0.0,43.59,43.59,43.59,0.0,0.0
2019-02-03,43.76,43.76,43.76,0.0,0.0,43.96,43.96,43.96,0.0,0.0,43.76,43.76,43.76,0.0,0.0,43.96,43.96,43.96,0.0,0.0
2019-02-10,44.48,44.48,44.48,0.0,0.0,45.19,45.19,45.19,0.0,0.0,44.48,44.48,44.48,0.0,0.0,44.95,44.95,44.95,0.0,0.0
2019-02-17,45.68,45.68,45.68,0.0,0.0,45.74,45.74,45.74,0.0,0.0,45.47,45.47,45.47,0.0,0.0,45.47,45.47,45.47,0.0,0.0
2019-02-24,45.49,45.49,45.49,0.0,0.0,45.49,45.49,45.49,0.0,0.0,45.09,45.09,45.09,0.0,0.0,45.19,45.19,45.19,0.0,0.0
2019-03-03,43.86,43.86,43.86,0.0,0.0,44.44,44.44,44.44,0.0,0.0,43.86,43.86,43.86,0.0,0.0,44.42,44.42,44.42,0.0,0.0
2019-03-10,44.41,44.41,44.41,0.0,0.0,44.41,44.41,44.41,0.0,0.0,44.23,44.23,44.23,0.0,0.0,44.4,44.4,44.4,0.0,0.0
2019-03-17,42.83,42.83,42.83,0.0,0.0,42.83,42.83,42.83,0.0,0.0,42.83,42.83,42.83,0.0,0.0,42.83,42.83,42.83,0.0,0.0
2019-03-24,44.19,44.19,44.19,0.0,0.0,44.48,44.48,44.48,0.0,0.0,44.1,44.1,44.1,0.0,0.0,44.47,44.47,44.47,0.0,0.0
2019-03-31,44.76,44.76,44.76,0.0,0.0,44.94,44.94,44.94,0.0,0.0,44.76,44.76,44.76,0.0,0.0,44.85,44.85,44.85,0.0,0.0
2019-04-07,45.44,45.44,45.44,0.0,0.0,45.44,45.44,45.44,0.0,0.0,45.09,45.09,45.09,0.0,0.0,45.12,45.12,45.12,0.0,0.0
2019-04-14,45.03,45.03,45.03,0.0,0.0,45.03,45.03,45.03,0.0,0.0,44.5,44.5,44.5,0.0,0.0,44.52,44.52,44.52,0.0,0.0
2019-04-21,45.55,45.55,45.55,0.0,0.0,45.55,45.55,45.55,0.0,0.0,45.46,45.46,45.46,0.0,0.0,45.46,45.46,45.46,0.0,0.0
2019-04-28,45.29,45.29,45.29,0.0,0.0,45.65,45.65,45.65,0.0,0.0,45.25,45.25,45.25,0.0,0.0,45.63,45.63,45.63,0.0,0.0
2019-05-05,44.34,44.34,44.34,0.0,0.0,44.34,44.34,44.34,0.0,0.0,43.49,43.49,43.49,0.0,0.0,43.6,43.6,43.6,0.0,0.0
2019-05-12,43.65,43.65,43.65,0.0,0.0,43.71,43.71,43.71,0.0,0.0,43.49,43.49,43.49,0.0,0.0,43.59,43.59,43.59,0.0,0.0
2019-05-19,43.13,43.13,43.13,0.0,0.0,43.13,43.13,43.13,0.0,0.0,42.87,42.87,42.87,0.0,0.0,43.13,43.13,43.13,0.0,0.0
2019-05-26,41.77,41.77,41.77,0.0,0.0,42.13,42.13,42.13,0.0,0.0,41.77,41.77,41.77,0.0,0.0,41.95,41.95,41.95,0.0,0.0
2019-06-02,43.35,43.35,43.35,0.0,0.0,43.52,43.52,43.52,0.0,0.0,43.12,43.12,43.12,0.0,0.0,43.12,43.12,43.12,0.0,0.0
2019-06-09,43.26,43.26,43.26,0.0,0.0,43.26,43.26,43.26,0.0,0.0,43.12,43.12,43.12,0.0,0.0,43.12,43.12,43.12,0.0,0.0
2019-06-16,43.51,43.51,43.51,0.0,0.0,43.51,43.51,43.51,0.0,0.0,43.0,43.0,43.0,0.0,0.0,43.0,43.0,43.0,0.0,0.0
2019-06-23,44.85,44.85,44.85,0.0,0.0,44.85,44.85,44.85,0.0,0.0,44.06,44.06,44.06,0.0,0.0,44.06,44.06,44.06,0.0,0.0
2019-06-30,44.37,44.37,44.37,0.0,0.0,44.39,44.39,44.39,0.0,0.0,44.14,44.14,44.14,0.0,0.0,44.15,44.15,44.15,0.0,0.0
2019-07-07,44.54,44.54,44.54,0.0,0.0,44.54,44.54,44.54,0.0,0.0,44.01,44.01,44.01,0.0,0.0,44.15,44.15,44.15,0.0,0.0
2019-07-14,43.97,43.97,43.97,0.0,0.0,43.97,43.97,43.97,0.0,0.0,43.62,43.62,43.62,0.0,0.0,43.63,43.63,43.63,0.0,0.0
2019-07-21,44.56,44.56,44.56,0.0,0.0,44.58,44.58,44.58,0.0,0.0,44.56,44.56,44.56,0.0,0.0,44.56,44.56,44.56,0.0,0.0
2019-07-28,42.86,42.86,42.86,0.0,0.0,42.86,42.86,42.86,0.0,0.0,41.81,41.81,41.81,0.0,0.0,42.22,42.22,42.22,0.0,0.0
2019-08-04,42.26,42.26,42.26,0.0,0.0,42.35,42.35,42.35,0.0,0.0,42.18,42.18,42.18,0.0,0.0,42.18,42.18,42.18,0.0,0.0
