Date,EGLE_Open_average,EGLE_Open_max,EGLE_Open_min,EGLE_Open_volatility,EGLE_Open_change,EGLE_High_average,EGLE_High_max,EGLE_High_min,EGLE_High_volatility,EGLE_High_change,EGLE_Low_average,EGLE_Low_max,EGLE_Low_min,EGLE_Low_volatility,EGLE_Low_change,EGLE_Close_average,EGLE_Close_max,EGLE_Close_min,EGLE_Close_volatility,EGLE_Close_change,EGLE_Volume_average,EGLE_Volume_max,EGLE_Volume_min,EGLE_Volume_volatility,EGLE_Volume_change
2018-01-14,4.95,5.09,4.85,0.2400000000000002,0.10000000000000053,5.09,5.19,5.0,0.1900000000000004,0.0600000000000005,4.88,4.9,4.85,0.05000000000000071,0.05000000000000071,5.016,5.14,4.93,0.20999999999999996,0.08999999999999986,522603,1248640,235238,1013402,-854866
2018-01-21,5.22,5.31,5.11,0.1999999999999993,0.1899999999999995,5.328,5.59,5.13,0.45999999999999996,0.09999999999999964,5.094,5.22,5.0,0.21999999999999975,0.03000000000000025,5.16,5.31,5.05,0.2599999999999998,-0.0600000000000005,295881,623708,100018,523690,73440
2018-01-28,4.784,5.02,4.61,0.40999999999999925,-0.40999999999999925,4.876,5.05,4.71,0.33999999999999986,-0.33999999999999986,4.614,4.84,4.42,0.41999999999999993,-0.41999999999999993,4.67,4.85,4.42,0.4299999999999997,-0.4299999999999997,1044876,2488574,348598,2139976,540395
2018-02-04,4.55,4.65,4.37,0.28000000000000025,0.1899999999999995,4.7,4.79,4.6,0.1900000000000004,0.1299999999999999,4.46,4.56,4.29,0.2699999999999996,0.2699999999999996,4.606,4.71,4.53,0.17999999999999972,0.1200000000000001,366416,593233,244113,349120,-349120
2018-02-11,4.6625,4.73,4.58,0.15000000000000036,0.0600000000000005,4.7775,4.85,4.72,0.1299999999999999,0.09999999999999964,4.5975,4.73,4.5,0.23000000000000043,0.17000000000000082,4.6899999999999995,4.76,4.61,0.14999999999999947,0.14999999999999947,402082,643811,245728,398083,145375
2018-02-18,4.84,4.9,4.74,0.16000000000000014,0.1200000000000001,4.966,4.99,4.94,0.04999999999999982,-0.009999999999999787,4.8020000000000005,4.83,4.73,0.09999999999999964,0.08999999999999986,4.862,4.92,4.83,0.08999999999999986,0.08000000000000007,202290,391721,103425,288296,-206073
2018-02-25,4.932,4.96,4.86,0.09999999999999964,0.019999999999999574,5.016,5.06,4.95,0.10999999999999943,0.040000000000000036,4.87,4.92,4.81,0.11000000000000032,0.019999999999999574,4.94,5.0,4.86,0.13999999999999968,0.08999999999999986,263600,497403,140845,356558,356558
2018-03-04,5.192,5.55,5.04,0.5099999999999998,0.4500000000000002,5.332,5.75,5.19,0.5599999999999996,0.5199999999999996,5.06,5.38,4.96,0.41999999999999993,0.3799999999999999,5.184,5.52,5.01,0.5099999999999998,0.3799999999999999,658379,1506786,259194,1247592,752786
2018-03-11,5.532,5.58,5.49,0.08999999999999986,-0.08000000000000007,5.6080000000000005,5.69,5.55,0.14000000000000057,-0.1200000000000001,5.43,5.46,5.4,0.05999999999999961,-0.040000000000000036,5.494,5.52,5.47,0.04999999999999982,-0.019999999999999574,509312,653562,366663,286899,-286899
2018-03-18,5.494,5.55,5.35,0.20000000000000018,-0.15000000000000036,5.58,5.69,5.4,0.29000000000000004,-0.1999999999999993,5.402,5.51,5.25,0.2599999999999998,-0.20000000000000018,5.45,5.55,5.3,0.25,-0.16999999999999993,373123,444627,305206,139421,24868
2018-03-25,5.0675,5.34,4.82,0.5199999999999996,-0.3700000000000001,5.2,5.4,5.0,0.40000000000000036,-0.40000000000000036,4.8925,5.14,4.77,0.3700000000000001,-0.2999999999999998,4.9375,5.15,4.78,0.3700000000000001,-0.28000000000000025,456470,587662,279144,308518,-232644
2018-04-01,4.85,4.95,4.74,0.20999999999999996,-0.09000000000000075,4.934,5.02,4.84,0.17999999999999972,-0.07000000000000028,4.718,4.78,4.57,0.20999999999999996,-0.019999999999999574,4.822,4.98,4.75,0.23000000000000043,-0.03000000000000025,237239,290841,171626,119215,86164
2018-04-08,4.966,5.06,4.8,0.2599999999999998,0.2599999999999998,5.082,5.14,5.03,0.10999999999999943,0.08999999999999986,4.918,5.01,4.77,0.2400000000000002,0.2400000000000002,5.008,5.07,4.97,0.10000000000000053,0.08999999999999986,241072,305995,199724,106271,-70556
