Date,Guggenheim Invest Multi-Asset Income_Open_average,Guggenheim Invest Multi-Asset Income_Open_max,Guggenheim Invest Multi-Asset Income_Open_min,Guggenheim Invest Multi-Asset Income_Open_volatility,Guggenheim Invest Multi-Asset Income_Open_change,Guggenheim Invest Multi-Asset Income_High_average,Guggenheim Invest Multi-Asset Income_High_max,Guggenheim Invest Multi-Asset Income_High_min,Guggenheim Invest Multi-Asset Income_High_volatility,Guggenheim Invest Multi-Asset Income_High_change,Guggenheim Invest Multi-Asset Income_Low_average,Guggenheim Invest Multi-Asset Income_Low_max,Guggenheim Invest Multi-Asset Income_Low_min,Guggenheim Invest Multi-Asset Income_Low_volatility,Guggenheim Invest Multi-Asset Income_Low_change,Guggenheim Invest Multi-Asset Income_Close_average,Guggenheim Invest Multi-Asset Income_Close_max,Guggenheim Invest Multi-Asset Income_Close_min,Guggenheim Invest Multi-Asset Income_Close_volatility,Guggenheim Invest Multi-Asset Income_Close_change
2018-01-14,23.18,23.18,23.18,0.0,0.0,23.32,23.32,23.32,0.0,0.0,23.18,23.18,23.18,0.0,0.0,23.32,23.32,23.32,0.0,0.0
2018-01-21,23.31,23.31,23.31,0.0,0.0,23.34,23.34,23.34,0.0,0.0,23.21,23.21,23.21,0.0,0.0,23.28,23.28,23.28,0.0,0.0
2018-01-28,22.29,22.29,22.29,0.0,0.0,22.42,22.42,22.42,0.0,0.0,21.72,21.72,21.72,0.0,0.0,21.72,21.72,21.72,0.0,0.0
2018-02-04,21.8,21.8,21.8,0.0,0.0,22.01,22.01,22.01,0.0,0.0,21.68,21.68,21.68,0.0,0.0,21.93,21.93,21.93,0.0,0.0
2018-02-11,22.33,22.33,22.33,0.0,0.0,22.47,22.47,22.47,0.0,0.0,22.28,22.28,22.28,0.0,0.0,22.36,22.36,22.36,0.0,0.0
2018-02-18,22.26,22.26,22.26,0.0,0.0,22.27,22.27,22.27,0.0,0.0,22.15,22.15,22.15,0.0,0.0,22.22,22.22,22.22,0.0,0.0
2018-02-25,21.74,21.74,21.74,0.0,0.0,21.97,21.97,21.97,0.0,0.0,21.7,21.7,21.7,0.0,0.0,21.97,21.97,21.97,0.0,0.0
2018-03-04,22.2,22.2,22.2,0.0,0.0,22.28,22.28,22.28,0.0,0.0,22.19,22.19,22.19,0.0,0.0,22.19,22.19,22.19,0.0,0.0
2018-03-11,22.08,22.08,22.08,0.0,0.0,22.08,22.08,22.08,0.0,0.0,21.75,21.75,21.75,0.0,0.0,21.85,21.85,21.85,0.0,0.0
2018-03-18,21.22,21.22,21.22,0.0,0.0,21.31,21.31,21.31,0.0,0.0,21.1,21.1,21.1,0.0,0.0,21.3,21.3,21.3,0.0,0.0
2018-03-25,21.49,21.49,21.49,0.0,0.0,21.56,21.56,21.56,0.0,0.0,21.11,21.11,21.11,0.0,0.0,21.19,21.19,21.19,0.0,0.0
2018-04-01,21.44,21.44,21.44,0.0,0.0,21.56,21.56,21.56,0.0,0.0,21.39,21.39,21.39,0.0,0.0,21.39,21.39,21.39,0.0,0.0
2018-04-08,21.63,21.63,21.63,0.0,0.0,21.85,21.85,21.85,0.0,0.0,21.63,21.63,21.63,0.0,0.0,21.8,21.8,21.8,0.0,0.0
2018-04-15,21.68,21.68,21.68,0.0,0.0,21.9,21.9,21.9,0.0,0.0,21.68,21.68,21.68,0.0,0.0,21.79,21.79,21.79,0.0,0.0
2018-04-22,21.87,21.87,21.87,0.0,0.0,22.02,22.02,22.02,0.0,0.0,21.84,21.84,21.84,0.0,0.0,21.84,21.84,21.84,0.0,0.0
2018-04-29,21.99,21.99,21.99,0.0,0.0,21.99,21.99,21.99,0.0,0.0,21.85,21.85,21.85,0.0,0.0,21.85,21.85,21.85,0.0,0.0
2018-05-06,22.08,22.08,22.08,0.0,0.0,22.13,22.13,22.13,0.0,0.0,22.02,22.02,22.02,0.0,0.0,22.02,22.02,22.02,0.0,0.0
2018-05-13,22.16,22.16,22.16,0.0,0.0,22.24,22.24,22.24,0.0,0.0,22.1,22.1,22.1,0.0,0.0,22.19,22.19,22.19,0.0,0.0
2018-05-20,22.04,22.04,22.04,0.0,0.0,22.1,22.1,22.1,0.0,0.0,22.0,22.0,22.0,0.0,0.0,22.04,22.04,22.04,0.0,0.0
2018-05-27,22.25,22.25,22.25,0.0,0.0,22.37,22.37,22.37,0.0,0.0,22.25,22.25,22.25,0.0,0.0,22.3,22.3,22.3,0.0,0.0
2018-06-03,22.51,22.51,22.51,0.0,0.0,22.66,22.66,22.66,0.0,0.0,22.51,22.51,22.51,0.0,0.0,22.65,22.65,22.65,0.0,0.0
2018-06-10,22.38,22.38,22.38,0.0,0.0,22.47,22.47,22.47,0.0,0.0,22.38,22.38,22.38,0.0,0.0,22.44,22.44,22.44,0.0,0.0
2018-06-17,22.56,22.56,22.56,0.0,0.0,22.56,22.56,22.56,0.0,0.0,22.2,22.2,22.2,0.0,0.0,22.32,22.32,22.32,0.0,0.0
2018-06-24,21.84,21.84,21.84,0.0,0.0,21.95,21.95,21.95,0.0,0.0,21.8,21.8,21.8,0.0,0.0,21.87,21.87,21.87,0.0,0.0
2018-07-01,22.33,22.33,22.33,0.0,0.0,22.43,22.43,22.43,0.0,0.0,22.3,22.3,22.3,0.0,0.0,22.36,22.36,22.36,0.0,0.0
2018-07-08,22.22,22.22,22.22,0.0,0.0,22.34,22.34,22.34,0.0,0.0,22.17,22.17,22.17,0.0,0.0,22.18,22.18,22.18,0.0,0.0
2018-07-15,22.08,22.08,22.08,0.0,0.0,22.33,22.33,22.33,0.0,0.0,22.08,22.08,22.08,0.0,0.0,22.27,22.27,22.27,0.0,0.0
2018-07-22,22.39,22.39,22.39,0.0,0.0,22.48,22.48,22.48,0.0,0.0,22.34,22.34,22.34,0.0,0.0,22.4,22.4,22.4,0.0,0.0
2018-07-29,22.45,22.45,22.45,0.0,0.0,22.53,22.53,22.53,0.0,0.0,22.45,22.45,22.45,0.0,0.0,22.51,22.51,22.51,0.0,0.0
2018-08-05,22.33,22.33,22.33,0.0,0.0,22.35,22.35,22.35,0.0,0.0,22.21,22.21,22.21,0.0,0.0,22.21,22.21,22.21,0.0,0.0
2018-08-12,22.58,22.58,22.58,0.0,0.0,22.75,22.75,22.75,0.0,0.0,22.58,22.58,22.58,0.0,0.0,22.64,22.64,22.64,0.0,0.0
2018-08-19,22.79,22.79,22.79,0.0,0.0,22.84,22.84,22.84,0.0,0.0,22.73,22.73,22.73,0.0,0.0,22.75,22.75,22.75,0.0,0.0
2018-08-26,22.52,22.52,22.52,0.0,0.0,22.66,22.66,22.66,0.0,0.0,22.52,22.52,22.52,0.0,0.0,22.65,22.65,22.65,0.0,0.0
2018-09-02,22.34,22.34,22.34,0.0,0.0,22.57,22.57,22.57,0.0,0.0,22.34,22.34,22.34,0.0,0.0,22.51,22.51,22.51,0.0,0.0
2018-09-09,22.49,22.49,22.49,0.0,0.0,22.58,22.58,22.58,0.0,0.0,22.44,22.44,22.44,0.0,0.0,22.55,22.55,22.55,0.0,0.0
2018-09-16,22.55,22.55,22.55,0.0,0.0,22.55,22.55,22.55,0.0,0.0,22.3,22.3,22.3,0.0,0.0,22.39,22.39,22.39,0.0,0.0
2018-09-23,22.16,22.16,22.16,0.0,0.0,22.27,22.27,22.27,0.0,0.0,22.13,22.13,22.13,0.0,0.0,22.13,22.13,22.13,0.0,0.0
2018-09-30,21.86,21.86,21.86,0.0,0.0,22.07,22.07,22.07,0.0,0.0,21.86,21.86,21.86,0.0,0.0,21.99,21.99,21.99,0.0,0.0
2018-10-07,21.11,21.11,21.11,0.0,0.0,21.25,21.25,21.25,0.0,0.0,21.11,21.11,21.11,0.0,0.0,21.23,21.23,21.23,0.0,0.0
2018-10-14,21.28,21.28,21.28,0.0,0.0,21.28,21.28,21.28,0.0,0.0,21.07,21.07,21.07,0.0,0.0,21.07,21.07,21.07,0.0,0.0
2018-10-21,20.76,20.76,20.76,0.0,0.0,20.89,20.89,20.89,0.0,0.0,20.39,20.39,20.39,0.0,0.0,20.59,20.59,20.59,0.0,0.0
2018-10-28,21.01,21.01,21.01,0.0,0.0,21.27,21.27,21.27,0.0,0.0,21.01,21.01,21.01,0.0,0.0,21.18,21.18,21.18,0.0,0.0
2018-11-04,21.4,21.4,21.4,0.0,0.0,21.42,21.42,21.42,0.0,0.0,21.18,21.18,21.18,0.0,0.0,21.18,21.18,21.18,0.0,0.0
2018-11-11,21.26,21.26,21.26,0.0,0.0,21.3,21.3,21.3,0.0,0.0,21.06,21.06,21.06,0.0,0.0,21.06,21.06,21.06,0.0,0.0
2018-11-18,20.94,20.94,20.94,0.0,0.0,21.15,21.15,21.15,0.0,0.0,20.94,20.94,20.94,0.0,0.0,21.02,21.02,21.02,0.0,0.0
2018-11-25,21.48,21.48,21.48,0.0,0.0,21.75,21.75,21.75,0.0,0.0,21.38,21.38,21.38,0.0,0.0,21.48,21.48,21.48,0.0,0.0
2018-12-02,20.52,20.52,20.52,0.0,0.0,20.53,20.53,20.53,0.0,0.0,20.16,20.16,20.16,0.0,0.0,20.44,20.44,20.44,0.0,0.0
2018-12-09,20.01,20.01,20.01,0.0,0.0,20.14,20.14,20.14,0.0,0.0,19.56,19.56,19.56,0.0,0.0,19.63,19.63,19.63,0.0,0.0
2018-12-16,18.67,18.67,18.67,0.0,0.0,18.8,18.8,18.8,0.0,0.0,18.31,18.31,18.31,0.0,0.0,18.31,18.31,18.31,0.0,0.0
2018-12-23,19.2,19.2,19.2,0.0,0.0,19.25,19.25,19.25,0.0,0.0,19.05,19.05,19.05,0.0,0.0,19.22,19.22,19.22,0.0,0.0
2018-12-30,19.88,19.88,19.88,0.0,0.0,20.23,20.23,20.23,0.0,0.0,19.88,19.88,19.88,0.0,0.0,20.05,20.05,20.05,0.0,0.0
2019-01-06,20.37,20.37,20.37,0.0,0.0,20.55,20.55,20.55,0.0,0.0,20.37,20.37,20.37,0.0,0.0,20.52,20.52,20.52,0.0,0.0
2019-01-13,20.97,20.97,20.97,0.0,0.0,21.12,21.12,21.12,0.0,0.0,20.86,20.86,20.86,0.0,0.0,21.05,21.05,21.05,0.0,0.0
2019-01-20,21.06,21.06,21.06,0.0,0.0,21.25,21.25,21.25,0.0,0.0,21.06,21.06,21.06,0.0,0.0,21.22,21.22,21.22,0.0,0.0
2019-01-27,21.49,21.49,21.49,0.0,0.0,21.62,21.62,21.62,0.0,0.0,21.44,21.44,21.44,0.0,0.0,21.53,21.53,21.53,0.0,0.0
2019-02-03,21.43,21.43,21.43,0.0,0.0,21.5,21.5,21.5,0.0,0.0,21.39,21.39,21.39,0.0,0.0,21.48,21.48,21.48,0.0,0.0
2019-02-10,21.87,21.87,21.87,0.0,0.0,22.0,22.0,22.0,0.0,0.0,21.87,21.87,21.87,0.0,0.0,21.98,21.98,21.98,0.0,0.0
2019-02-17,22.27,22.27,22.27,0.0,0.0,22.34,22.34,22.34,0.0,0.0,22.15,22.15,22.15,0.0,0.0,22.15,22.15,22.15,0.0,0.0
2019-02-24,21.97,21.97,21.97,0.0,0.0,22.01,22.01,22.01,0.0,0.0,21.77,21.77,21.77,0.0,0.0,21.86,21.86,21.86,0.0,0.0
2019-03-03,21.52,21.52,21.52,0.0,0.0,21.78,21.78,21.78,0.0,0.0,21.52,21.52,21.52,0.0,0.0,21.75,21.75,21.75,0.0,0.0
2019-03-10,21.77,21.77,21.77,0.0,0.0,21.88,21.88,21.88,0.0,0.0,21.77,21.77,21.77,0.0,0.0,21.86,21.86,21.86,0.0,0.0
2019-03-17,21.2,21.2,21.2,0.0,0.0,21.3,21.3,21.3,0.0,0.0,21.15,21.15,21.15,0.0,0.0,21.21,21.21,21.21,0.0,0.0
2019-03-24,21.75,21.75,21.75,0.0,0.0,21.91,21.91,21.91,0.0,0.0,21.71,21.71,21.71,0.0,0.0,21.91,21.91,21.91,0.0,0.0
2019-03-31,22.14,22.14,22.14,0.0,0.0,22.21,22.21,22.21,0.0,0.0,22.12,22.12,22.12,0.0,0.0,22.12,22.12,22.12,0.0,0.0
2019-04-07,22.26,22.26,22.26,0.0,0.0,22.27,22.27,22.27,0.0,0.0,22.17,22.17,22.17,0.0,0.0,22.19,22.19,22.19,0.0,0.0
2019-04-14,22.11,22.11,22.11,0.0,0.0,22.18,22.18,22.18,0.0,0.0,22.04,22.04,22.04,0.0,0.0,22.07,22.07,22.07,0.0,0.0
2019-04-21,22.16,22.16,22.16,0.0,0.0,22.31,22.31,22.31,0.0,0.0,22.16,22.16,22.16,0.0,0.0,22.2,22.2,22.2,0.0,0.0
2019-04-28,22.06,22.06,22.06,0.0,0.0,22.23,22.23,22.23,0.0,0.0,22.03,22.03,22.03,0.0,0.0,22.19,22.19,22.19,0.0,0.0
