Date,Guggenheim Invest Multi-Asset Income_Open_average,Guggenheim Invest Multi-Asset Income_Open_max,Guggenheim Invest Multi-Asset Income_Open_min,Guggenheim Invest Multi-Asset Income_Open_volatility,Guggenheim Invest Multi-Asset Income_Open_change,Guggenheim Invest Multi-Asset Income_High_average,Guggenheim Invest Multi-Asset Income_High_max,Guggenheim Invest Multi-Asset Income_High_min,Guggenheim Invest Multi-Asset Income_High_volatility,Guggenheim Invest Multi-Asset Income_High_change,Guggenheim Invest Multi-Asset Income_Low_average,Guggenheim Invest Multi-Asset Income_Low_max,Guggenheim Invest Multi-Asset Income_Low_min,Guggenheim Invest Multi-Asset Income_Low_volatility,Guggenheim Invest Multi-Asset Income_Low_change,Guggenheim Invest Multi-Asset Income_Close_average,Guggenheim Invest Multi-Asset Income_Close_max,Guggenheim Invest Multi-Asset Income_Close_min,Guggenheim Invest Multi-Asset Income_Close_volatility,Guggenheim Invest Multi-Asset Income_Close_change
2019-05-05,21.62,21.62,21.62,0.0,0.0,21.72,21.72,21.72,0.0,0.0,21.49,21.49,21.49,0.0,0.0,21.53,21.53,21.53,0.0,0.0
2019-05-12,21.65,21.65,21.65,0.0,0.0,21.75,21.75,21.75,0.0,0.0,21.6,21.6,21.6,0.0,0.0,21.62,21.62,21.62,0.0,0.0
2019-05-19,21.53,21.53,21.53,0.0,0.0,21.57,21.57,21.57,0.0,0.0,21.48,21.48,21.48,0.0,0.0,21.52,21.52,21.52,0.0,0.0
2019-05-26,20.91,20.91,20.91,0.0,0.0,21.13,21.13,21.13,0.0,0.0,20.91,20.91,20.91,0.0,0.0,21.08,21.08,21.08,0.0,0.0
2019-06-02,21.55,21.55,21.55,0.0,0.0,21.78,21.78,21.78,0.0,0.0,21.55,21.55,21.55,0.0,0.0,21.61,21.61,21.61,0.0,0.0
2019-06-09,21.63,21.63,21.63,0.0,0.0,21.71,21.71,21.71,0.0,0.0,21.57,21.57,21.57,0.0,0.0,21.58,21.58,21.58,0.0,0.0
2019-06-16,21.86,21.86,21.86,0.0,0.0,21.95,21.95,21.95,0.0,0.0,21.73,21.73,21.73,0.0,0.0,21.73,21.73,21.73,0.0,0.0
2019-06-23,22.34,22.34,22.34,0.0,0.0,22.47,22.47,22.47,0.0,0.0,22.18,22.18,22.18,0.0,0.0,22.21,22.21,22.21,0.0,0.0
2019-06-30,22.26,22.26,22.26,0.0,0.0,22.31,22.31,22.31,0.0,0.0,22.2,22.2,22.2,0.0,0.0,22.26,22.26,22.26,0.0,0.0
2019-07-07,22.46,22.46,22.46,0.0,0.0,22.46,22.46,22.46,0.0,0.0,22.3,22.3,22.3,0.0,0.0,22.36,22.36,22.36,0.0,0.0
2019-07-14,22.23,22.23,22.23,0.0,0.0,22.33,22.33,22.33,0.0,0.0,22.2,22.2,22.2,0.0,0.0,22.21,22.21,22.21,0.0,0.0
2019-07-21,22.49,22.49,22.49,0.0,0.0,22.57,22.57,22.57,0.0,0.0,22.42,22.42,22.42,0.0,0.0,22.43,22.43,22.43,0.0,0.0
2019-07-28,21.47,21.47,21.47,0.0,0.0,21.47,21.47,21.47,0.0,0.0,21.07,21.07,21.07,0.0,0.0,21.16,21.16,21.16,0.0,0.0
2019-08-04,21.19,21.19,21.19,0.0,0.0,21.22,21.22,21.22,0.0,0.0,21.08,21.08,21.08,0.0,0.0,21.09,21.09,21.09,0.0,0.0
2019-08-11,21.21,21.21,21.21,0.0,0.0,21.36,21.36,21.36,0.0,0.0,21.15,21.15,21.15,0.0,0.0,21.23,21.23,21.23,0.0,0.0
2019-08-18,20.95,20.95,20.95,0.0,0.0,21.01,21.01,21.01,0.0,0.0,20.89,20.89,20.89,0.0,0.0,20.93,20.93,20.93,0.0,0.0
2019-08-25,21.42,21.42,21.42,0.0,0.0,21.44,21.44,21.44,0.0,0.0,21.31,21.31,21.31,0.0,0.0,21.32,21.32,21.32,0.0,0.0
2019-09-01,21.71,21.71,21.71,0.0,0.0,22.23,22.23,22.23,0.0,0.0,21.71,21.71,21.71,0.0,0.0,22.14,22.14,22.14,0.0,0.0
2019-09-08,22.76,22.76,22.76,0.0,0.0,22.91,22.91,22.91,0.0,0.0,22.76,22.76,22.76,0.0,0.0,22.88,22.88,22.88,0.0,0.0
2019-09-15,22.37,22.37,22.37,0.0,0.0,22.46,22.46,22.46,0.0,0.0,22.27,22.27,22.27,0.0,0.0,22.4,22.4,22.4,0.0,0.0
2019-09-22,22.31,22.31,22.31,0.0,0.0,22.35,22.35,22.35,0.0,0.0,22.2,22.2,22.2,0.0,0.0,22.28,22.28,22.28,0.0,0.0
2019-09-29,21.8,21.8,21.8,0.0,0.0,21.93,21.93,21.93,0.0,0.0,21.77,21.77,21.77,0.0,0.0,21.78,21.78,21.78,0.0,0.0
2019-10-06,22.06,22.06,22.06,0.0,0.0,22.07,22.07,22.07,0.0,0.0,21.93,21.93,21.93,0.0,0.0,22.03,22.03,22.03,0.0,0.0
2019-10-13,22.5,22.5,22.5,0.0,0.0,22.6,22.6,22.6,0.0,0.0,22.47,22.47,22.47,0.0,0.0,22.49,22.49,22.49,0.0,0.0
2019-10-20,22.82,22.82,22.82,0.0,0.0,22.95,22.95,22.95,0.0,0.0,22.76,22.76,22.76,0.0,0.0,22.85,22.85,22.85,0.0,0.0
2019-10-27,22.81,22.81,22.81,0.0,0.0,23.0,23.0,23.0,0.0,0.0,22.8,22.8,22.8,0.0,0.0,22.96,22.96,22.96,0.0,0.0
2019-11-03,22.99,22.99,22.99,0.0,0.0,23.09,23.09,23.09,0.0,0.0,22.99,22.99,22.99,0.0,0.0,23.07,23.07,23.07,0.0,0.0
2019-11-10,22.93,22.93,22.93,0.0,0.0,23.06,23.06,23.06,0.0,0.0,22.81,22.81,22.81,0.0,0.0,22.87,22.87,22.87,0.0,0.0
2019-11-17,22.86,22.86,22.86,0.0,0.0,23.07,23.07,23.07,0.0,0.0,22.86,22.86,22.86,0.0,0.0,23.05,23.05,23.05,0.0,0.0
2019-11-24,22.97,22.97,22.97,0.0,0.0,23.06,23.06,23.06,0.0,0.0,22.81,22.81,22.81,0.0,0.0,22.82,22.82,22.82,0.0,0.0
2019-12-01,23.0,23.0,23.0,0.0,0.0,23.1,23.1,23.1,0.0,0.0,22.98,22.98,22.98,0.0,0.0,23.05,23.05,23.05,0.0,0.0
2019-12-08,23.26,23.26,23.26,0.0,0.0,23.39,23.39,23.39,0.0,0.0,23.26,23.26,23.26,0.0,0.0,23.33,23.33,23.33,0.0,0.0
2019-12-15,23.32,23.32,23.32,0.0,0.0,23.39,23.39,23.39,0.0,0.0,23.27,23.27,23.27,0.0,0.0,23.3,23.3,23.3,0.0,0.0
2019-12-22,23.45,23.45,23.45,0.0,0.0,23.45,23.45,23.45,0.0,0.0,23.28,23.28,23.28,0.0,0.0,23.32,23.32,23.32,0.0,0.0
2019-12-29,23.21,23.21,23.21,0.0,0.0,23.3,23.3,23.3,0.0,0.0,23.21,23.21,23.21,0.0,0.0,23.26,23.26,23.26,0.0,0.0
