Date,First Trust Dorsey Wright Focus 5Etf_Open_average,First Trust Dorsey Wright Focus 5Etf_Open_max,First Trust Dorsey Wright Focus 5Etf_Open_min,First Trust Dorsey Wright Focus 5Etf_Open_volatility,First Trust Dorsey Wright Focus 5Etf_Open_change,First Trust Dorsey Wright Focus 5Etf_High_average,First Trust Dorsey Wright Focus 5Etf_High_max,First Trust Dorsey Wright Focus 5Etf_High_min,First Trust Dorsey Wright Focus 5Etf_High_volatility,First Trust Dorsey Wright Focus 5Etf_High_change,First Trust Dorsey Wright Focus 5Etf_Low_average,First Trust Dorsey Wright Focus 5Etf_Low_max,First Trust Dorsey Wright Focus 5Etf_Low_min,First Trust Dorsey Wright Focus 5Etf_Low_volatility,First Trust Dorsey Wright Focus 5Etf_Low_change,First Trust Dorsey Wright Focus 5Etf_Close_average,First Trust Dorsey Wright Focus 5Etf_Close_max,First Trust Dorsey Wright Focus 5Etf_Close_min,First Trust Dorsey Wright Focus 5Etf_Close_volatility,First Trust Dorsey Wright Focus 5Etf_Close_change
2018-01-14,29.32,29.32,29.32,0.0,0.0,29.47,29.47,29.47,0.0,0.0,29.3,29.3,29.3,0.0,0.0,29.45,29.45,29.45,0.0,0.0
2018-01-21,29.68,29.68,29.68,0.0,0.0,29.99,29.99,29.99,0.0,0.0,29.66,29.66,29.66,0.0,0.0,29.98,29.98,29.98,0.0,0.0
2018-01-28,29.47,29.47,29.47,0.0,0.0,29.58,29.58,29.58,0.0,0.0,29.06,29.06,29.06,0.0,0.0,29.06,29.06,29.06,0.0,0.0
2018-02-04,27.64,27.64,27.64,0.0,0.0,27.89,27.89,27.89,0.0,0.0,26.73,26.73,26.73,0.0,0.0,27.71,27.71,27.71,0.0,0.0
2018-02-11,29.24,29.24,29.24,0.0,0.0,29.48,29.48,29.48,0.0,0.0,29.15,29.15,29.15,0.0,0.0,29.24,29.24,29.24,0.0,0.0
2018-02-18,29.32,29.32,29.32,0.0,0.0,29.53,29.53,29.53,0.0,0.0,29.14,29.14,29.14,0.0,0.0,29.5,29.5,29.5,0.0,0.0
2018-02-25,28.84,28.84,28.84,0.0,0.0,29.39,29.39,29.39,0.0,0.0,28.6,28.6,28.6,0.0,0.0,29.35,29.35,29.35,0.0,0.0
2018-03-04,30.39,30.39,30.39,0.0,0.0,30.8,30.8,30.8,0.0,0.0,30.39,30.39,30.39,0.0,0.0,30.77,30.77,30.77,0.0,0.0
2018-03-11,30.43,30.43,30.43,0.0,0.0,30.64,30.64,30.64,0.0,0.0,30.43,30.43,30.43,0.0,0.0,30.51,30.51,30.51,0.0,0.0
2018-03-18,29.25,29.25,29.25,0.0,0.0,29.41,29.41,29.41,0.0,0.0,28.43,28.43,28.43,0.0,0.0,28.46,28.46,28.46,0.0,0.0
2018-03-25,28.31,28.31,28.31,0.0,0.0,28.91,28.91,28.91,0.0,0.0,28.19,28.19,28.19,0.0,0.0,28.71,28.71,28.71,0.0,0.0
2018-04-01,28.43,28.43,28.43,0.0,0.0,28.61,28.61,28.61,0.0,0.0,27.82,27.82,27.82,0.0,0.0,28.01,28.01,28.01,0.0,0.0
2018-04-08,29.19,29.19,29.19,0.0,0.0,29.19,29.19,29.19,0.0,0.0,28.62,28.62,28.62,0.0,0.0,28.76,28.76,28.76,0.0,0.0
2018-04-15,29.15,29.15,29.15,0.0,0.0,29.28,29.28,29.28,0.0,0.0,28.93,28.93,28.93,0.0,0.0,29.04,29.04,29.04,0.0,0.0
2018-04-22,28.87,28.87,28.87,0.0,0.0,28.92,28.92,28.92,0.0,0.0,28.55,28.55,28.55,0.0,0.0,28.75,28.75,28.75,0.0,0.0
2018-04-29,28.32,28.32,28.32,0.0,0.0,29.01,29.01,29.01,0.0,0.0,28.32,28.32,28.32,0.0,0.0,28.88,28.88,28.88,0.0,0.0
2018-05-06,30.08,30.08,30.08,0.0,0.0,30.15,30.15,30.15,0.0,0.0,29.94,29.94,29.94,0.0,0.0,30.02,30.02,30.02,0.0,0.0
2018-05-13,29.86,29.86,29.86,0.0,0.0,29.92,29.92,29.92,0.0,0.0,29.77,29.77,29.77,0.0,0.0,29.82,29.82,29.82,0.0,0.0
2018-05-20,29.98,29.98,29.98,0.0,0.0,30.07,30.07,30.07,0.0,0.0,29.9,29.9,29.9,0.0,0.0,29.99,29.99,29.99,0.0,0.0
2018-05-27,29.96,29.96,29.96,0.0,0.0,30.32,30.32,30.32,0.0,0.0,29.96,29.96,29.96,0.0,0.0,30.26,30.26,30.26,0.0,0.0
2018-06-03,30.52,30.52,30.52,0.0,0.0,30.68,30.68,30.68,0.0,0.0,30.43,30.43,30.43,0.0,0.0,30.66,30.66,30.66,0.0,0.0
2018-06-10,30.78,30.78,30.78,0.0,0.0,30.91,30.91,30.91,0.0,0.0,30.64,30.64,30.64,0.0,0.0,30.85,30.85,30.85,0.0,0.0
2018-06-17,30.66,30.66,30.66,0.0,0.0,30.66,30.66,30.66,0.0,0.0,30.31,30.31,30.31,0.0,0.0,30.31,30.31,30.31,0.0,0.0
2018-06-24,29.58,29.58,29.58,0.0,0.0,29.77,29.77,29.77,0.0,0.0,29.46,29.46,29.46,0.0,0.0,29.46,29.46,29.46,0.0,0.0
2018-07-01,29.77,29.77,29.77,0.0,0.0,30.19,30.19,30.19,0.0,0.0,29.77,29.77,29.77,0.0,0.0,30.17,30.17,30.17,0.0,0.0
2018-07-08,30.61,30.61,30.61,0.0,0.0,30.68,30.68,30.68,0.0,0.0,30.43,30.43,30.43,0.0,0.0,30.54,30.54,30.54,0.0,0.0
2018-07-15,30.66,30.66,30.66,0.0,0.0,30.84,30.84,30.84,0.0,0.0,30.66,30.66,30.66,0.0,0.0,30.68,30.68,30.68,0.0,0.0
2018-07-22,30.93,30.93,30.93,0.0,0.0,30.98,30.98,30.98,0.0,0.0,30.24,30.24,30.24,0.0,0.0,30.51,30.51,30.51,0.0,0.0
2018-07-29,30.48,30.48,30.48,0.0,0.0,30.55,30.55,30.55,0.0,0.0,30.26,30.26,30.26,0.0,0.0,30.41,30.41,30.41,0.0,0.0
2018-08-05,30.6,30.6,30.6,0.0,0.0,30.71,30.71,30.71,0.0,0.0,30.5,30.5,30.5,0.0,0.0,30.57,30.57,30.57,0.0,0.0
2018-08-12,30.49,30.49,30.49,0.0,0.0,30.58,30.58,30.58,0.0,0.0,30.3,30.3,30.3,0.0,0.0,30.54,30.54,30.54,0.0,0.0
2018-08-19,31.11,31.11,31.11,0.0,0.0,31.32,31.32,31.32,0.0,0.0,31.11,31.11,31.11,0.0,0.0,31.3,31.3,31.3,0.0,0.0
2018-08-26,31.55,31.55,31.55,0.0,0.0,31.62,31.62,31.62,0.0,0.0,31.5,31.5,31.5,0.0,0.0,31.62,31.62,31.62,0.0,0.0
2018-09-02,30.97,30.97,30.97,0.0,0.0,31.29,31.29,31.29,0.0,0.0,30.87,30.87,30.87,0.0,0.0,31.03,31.03,31.03,0.0,0.0
2018-09-09,31.27,31.27,31.27,0.0,0.0,31.47,31.47,31.47,0.0,0.0,31.22,31.22,31.22,0.0,0.0,31.39,31.39,31.39,0.0,0.0
2018-09-16,31.39,31.39,31.39,0.0,0.0,31.47,31.47,31.47,0.0,0.0,31.17,31.17,31.17,0.0,0.0,31.18,31.18,31.18,0.0,0.0
2018-09-23,30.91,30.91,30.91,0.0,0.0,31.09,31.09,31.09,0.0,0.0,30.89,30.89,30.89,0.0,0.0,30.9,30.9,30.9,0.0,0.0
2018-09-30,30.09,30.09,30.09,0.0,0.0,30.24,30.24,30.24,0.0,0.0,29.49,29.49,29.49,0.0,0.0,29.76,29.76,29.76,0.0,0.0
2018-10-07,28.2,28.2,28.2,0.0,0.0,28.3,28.3,28.3,0.0,0.0,27.7,27.7,27.7,0.0,0.0,28.2,28.2,28.2,0.0,0.0
2018-10-14,28.25,28.25,28.25,0.0,0.0,28.52,28.52,28.52,0.0,0.0,27.78,27.78,27.78,0.0,0.0,27.86,27.86,27.86,0.0,0.0
2018-10-21,26.33,26.33,26.33,0.0,0.0,26.85,26.85,26.85,0.0,0.0,25.98,25.98,25.98,0.0,0.0,26.39,26.39,26.39,0.0,0.0
2018-10-28,27.95,27.95,27.95,0.0,0.0,28.2,28.2,28.2,0.0,0.0,27.54,27.54,27.54,0.0,0.0,27.76,27.76,27.76,0.0,0.0
2018-11-04,28.11,28.11,28.11,0.0,0.0,28.11,28.11,28.11,0.0,0.0,27.49,27.49,27.49,0.0,0.0,27.79,27.79,27.79,0.0,0.0
2018-11-11,27.0,27.0,27.0,0.0,0.0,27.35,27.35,27.35,0.0,0.0,26.95,26.95,26.95,0.0,0.0,27.25,27.25,27.25,0.0,0.0
2018-11-18,26.04,26.04,26.04,0.0,0.0,26.55,26.55,26.55,0.0,0.0,26.04,26.04,26.04,0.0,0.0,26.35,26.35,26.35,0.0,0.0
2018-11-25,27.65,27.65,27.65,0.0,0.0,27.88,27.88,27.88,0.0,0.0,27.5,27.5,27.5,0.0,0.0,27.81,27.81,27.81,0.0,0.0
2018-12-02,27.27,27.27,27.27,0.0,0.0,27.37,27.37,27.37,0.0,0.0,26.3,26.3,26.3,0.0,0.0,26.42,26.42,26.42,0.0,0.0
2018-12-09,26.53,26.53,26.53,0.0,0.0,26.77,26.77,26.77,0.0,0.0,26.29,26.29,26.29,0.0,0.0,26.33,26.33,26.33,0.0,0.0
2018-12-16,24.66,24.66,24.66,0.0,0.0,24.75,24.75,24.75,0.0,0.0,23.76,23.76,23.76,0.0,0.0,23.85,23.85,23.85,0.0,0.0
2018-12-23,25.08,25.08,25.08,0.0,0.0,25.38,25.38,25.38,0.0,0.0,24.73,24.73,24.73,0.0,0.0,25.2,25.2,25.2,0.0,0.0
2018-12-30,24.77,24.77,24.77,0.0,0.0,25.73,25.73,25.73,0.0,0.0,24.77,24.77,24.77,0.0,0.0,25.58,25.58,25.58,0.0,0.0
2019-01-06,26.86,26.86,26.86,0.0,0.0,27.07,27.07,27.07,0.0,0.0,26.81,26.81,26.81,0.0,0.0,27.01,27.01,27.01,0.0,0.0
2019-01-13,27.56,27.56,27.56,0.0,0.0,27.89,27.89,27.89,0.0,0.0,27.43,27.43,27.43,0.0,0.0,27.8,27.8,27.8,0.0,0.0
2019-01-20,27.83,27.83,27.83,0.0,0.0,28.09,28.09,28.09,0.0,0.0,27.75,27.75,27.75,0.0,0.0,28.03,28.03,28.03,0.0,0.0
2019-01-27,28.4,28.4,28.4,0.0,0.0,28.69,28.69,28.69,0.0,0.0,28.38,28.38,28.38,0.0,0.0,28.63,28.63,28.63,0.0,0.0
2019-02-03,28.36,28.36,28.36,0.0,0.0,28.71,28.71,28.71,0.0,0.0,28.32,28.32,28.32,0.0,0.0,28.71,28.71,28.71,0.0,0.0
2019-02-10,29.52,29.52,29.52,0.0,0.0,29.58,29.58,29.58,0.0,0.0,29.41,29.41,29.41,0.0,0.0,29.55,29.55,29.55,0.0,0.0
2019-02-17,29.33,29.33,29.33,0.0,0.0,29.65,29.65,29.65,0.0,0.0,29.33,29.33,29.33,0.0,0.0,29.64,29.64,29.64,0.0,0.0
2019-02-24,29.96,29.96,29.96,0.0,0.0,30.05,30.05,30.05,0.0,0.0,29.76,29.76,29.76,0.0,0.0,29.99,29.99,29.99,0.0,0.0
2019-03-03,28.63,28.63,28.63,0.0,0.0,28.85,28.85,28.85,0.0,0.0,28.45,28.45,28.45,0.0,0.0,28.82,28.82,28.82,0.0,0.0
