Date,GPNStock_Open_average,GPNStock_Open_max,GPNStock_Open_min,GPNStock_Open_volatility,GPNStock_Open_change,GPNStock_High_average,GPNStock_High_max,GPNStock_High_min,GPNStock_High_volatility,GPNStock_High_change,GPNStock_Low_average,GPNStock_Low_max,GPNStock_Low_min,GPNStock_Low_volatility,GPNStock_Low_change,GPNStock_Close_average,GPNStock_Close_max,GPNStock_Close_min,GPNStock_Close_volatility,GPNStock_Close_change,GPNStock_Volume_average,GPNStock_Volume_max,GPNStock_Volume_min,GPNStock_Volume_volatility,GPNStock_Volume_change
2018-01-14,105.3875,106.88,103.62,3.259999999999991,3.259999999999991,106.605,108.06,105.41,2.6500000000000057,2.6500000000000057,104.5275,105.23,103.52,1.710000000000008,1.1300000000000097,106.14750000000001,108.01,104.6,3.410000000000011,3.410000000000011,1019353,1553288,642029,911259,-476111
2018-01-21,110.462,112.67,107.74,4.930000000000007,4.75,111.56,113.26,109.16,4.1000000000000085,4.1000000000000085,109.998,111.95,107.27,4.680000000000007,4.680000000000007,111.324,113.26,109.1,4.160000000000011,4.160000000000011,989048,1325386,682045,643341,-193373
2018-01-28,111.758,112.88,110.94,1.9399999999999977,-1.9399999999999977,112.392,113.26,110.94,2.3200000000000074,-2.3200000000000074,110.578,111.91,108.6,3.3100000000000023,-3.3100000000000023,111.178,112.42,108.72,3.700000000000003,-3.700000000000003,893940,1053201,717440,335761,260702
2018-02-04,104.89,108.04,101.29,6.75,-6.75,107.128,109.41,104.85,4.560000000000002,-4.560000000000002,102.336,105.43,99.45,5.980000000000004,-5.280000000000001,104.366,106.32,100.59,5.72999999999999,-1.0499999999999972,1214063,1575669,770089,805580,562486
2018-02-11,107.208,112.69,104.87,7.819999999999993,7.819999999999993,110.166,114.86,107.39,7.469999999999999,7.469999999999999,106.54,112.43,104.39,8.040000000000006,8.040000000000006,109.506,114.35,106.4,7.949999999999989,7.949999999999989,1844621,2883485,1248813,1634672,-213452
2018-02-18,113.65,114.74,112.86,1.8799999999999955,-1.1400000000000006,114.71,115.24,113.85,1.3900000000000006,-0.7299999999999898,112.495,113.7,111.7,2.0,-1.3400000000000034,113.3625,114.73,112.02,2.710000000000008,-0.27000000000001023,1059139,1343004,870872,472132,-281163
2018-02-25,113.756,114.8,111.0,3.799999999999997,-3.799999999999997,114.75,115.47,113.74,1.730000000000004,-1.2600000000000051,112.244,113.67,110.05,3.6200000000000045,-3.6200000000000045,113.438,114.7,111.45,3.25,-1.25,1517554,1964035,831714,1132321,609160
2018-03-04,113.82,115.05,112.87,2.1799999999999926,2.1799999999999926,115.252,117.68,114.24,3.440000000000012,3.440000000000012,113.322,115.05,111.61,3.4399999999999977,3.4399999999999977,114.794,117.22,113.73,3.489999999999995,3.489999999999995,853855,1550058,578283,971775,-891874
2018-03-11,118.04,118.27,117.66,0.6099999999999994,0.5400000000000063,118.418,118.94,118.09,0.8499999999999943,0.8499999999999943,116.994,117.68,116.47,1.210000000000008,0.8900000000000006,117.836,118.21,117.25,0.9599999999999937,0.18000000000000682,949821,1227454,729853,497601,458203
2018-03-18,116.308,117.93,113.53,4.400000000000006,-4.159999999999997,117.024,118.33,114.48,3.8499999999999943,-3.2099999999999937,114.45,116.43,111.08,5.3500000000000085,-4.1299999999999955,115.09400000000001,117.7,111.18,6.519999999999996,-5.36999999999999,795936,990248,699428,290820,-253559
