Date,SGB_Open_average,SGB_Open_max,SGB_Open_min,SGB_Open_volatility,SGB_Open_change,SGB_High_average,SGB_High_max,SGB_High_min,SGB_High_volatility,SGB_High_change,SGB_Low_average,SGB_Low_max,SGB_Low_min,SGB_Low_volatility,SGB_Low_change,SGB_Close_average,SGB_Close_max,SGB_Close_min,SGB_Close_volatility,SGB_Close_change,SGB_Volume_average,SGB_Volume_max,SGB_Volume_min,SGB_Volume_volatility,SGB_Volume_change
2018-01-14,21.243333333333332,21.73,20.5,1.2300000000000004,1.2300000000000004,21.743333333333332,22.0,21.5,0.5,-0.2699999999999996,21.003333333333334,21.5,20.5,1.0,0.5100000000000016,21.503333333333334,22.0,21.01,0.9899999999999984,-0.9899999999999984,289,667,100,567,-566
2018-01-21,21.630000000000003,21.8,21.46,0.33999999999999986,0.33999999999999986,21.65,21.8,21.5,0.3000000000000007,0.3000000000000007,21.605,21.75,21.46,0.28999999999999915,0.28999999999999915,21.625,21.75,21.5,0.25,0.25,404,686,123,563,-563
2018-01-28,21.475,22.0,21.01,0.9899999999999984,0.8599999999999994,21.775,22.0,21.58,0.4200000000000017,0.2900000000000027,21.28,21.57,21.01,0.5599999999999987,0.5599999999999987,21.58,21.65,21.52,0.129999999999999,-0.00999999999999801,114,250,4,246,-246
2018-02-04,21.13425,21.37,20.92,0.4499999999999993,0.14699999999999847,21.30675,21.74,20.92,0.8199999999999967,-0.5429999999999993,21.042,21.197,20.92,0.27699999999999747,0.14699999999999847,21.2145,21.74,20.92,0.8199999999999967,-0.5429999999999993,113,354,0,354,-354
2018-02-11,20.865000000000002,20.92,20.81,0.11000000000000298,0.11000000000000298,20.905,21.0,20.81,0.19000000000000128,0.19000000000000128,20.865000000000002,20.92,20.81,0.11000000000000298,0.11000000000000298,20.904,20.998,20.81,0.1880000000000024,0.1880000000000024,101,202,0,202,202
2018-02-18,20.53,20.56,20.5,0.05999999999999872,-0.05999999999999872,20.713500000000003,20.804000000000002,20.623,0.18100000000000094,0.18100000000000094,20.53,20.56,20.5,0.05999999999999872,-0.05999999999999872,20.713500000000003,20.804000000000002,20.623,0.18100000000000094,0.18100000000000094,136,265,7,258,258
2018-02-25,20.6125,20.939,20.5,0.43900000000000006,-0.43900000000000006,20.6875,20.939,20.5,0.43900000000000006,-0.43900000000000006,20.6125,20.939,20.5,0.43900000000000006,-0.43900000000000006,20.6875,20.939,20.5,0.43900000000000006,-0.43900000000000006,112,300,0,300,148
2018-03-04,20.823999999999998,20.97,20.65,0.3200000000000003,0.21999999999999886,20.97,21.35,20.75,0.6000000000000014,0.25,20.678,20.97,20.17,0.7999999999999972,0.21999999999999886,20.824,21.35,20.17,1.1799999999999997,0.25,452,943,103,840,613
2018-03-11,20.9175,21.1,20.77,0.33000000000000185,-0.1999999999999993,21.0425,21.6,20.77,0.8300000000000018,-0.1999999999999993,20.6705,21.1,20.0,1.1000000000000014,-0.8119999999999976,20.863,21.45,20.42,1.0299999999999976,-0.3919999999999959,853,1529,0,1529,409
2018-03-18,20.748,21.74,20.34,1.3999999999999986,1.3199999999999967,20.798000000000002,21.74,20.34,1.3999999999999986,1.3199999999999967,20.584,21.7,19.8,1.8999999999999986,1.8999999999999986,20.634,21.7,19.8,1.8999999999999986,1.8999999999999986,386,900,33,867,-800
