Date,EVOL_stock_Open_average,EVOL_stock_Open_max,EVOL_stock_Open_min,EVOL_stock_Open_volatility,EVOL_stock_Open_change,EVOL_stock_High_average,EVOL_stock_High_max,EVOL_stock_High_min,EVOL_stock_High_volatility,EVOL_stock_High_change,EVOL_stock_Low_average,EVOL_stock_Low_max,EVOL_stock_Low_min,EVOL_stock_Low_volatility,EVOL_stock_Low_change,EVOL_stock_Close_average,EVOL_stock_Close_max,EVOL_stock_Close_min,EVOL_stock_Close_volatility,EVOL_stock_Close_change,EVOL_stock_Volume_average,EVOL_stock_Volume_max,EVOL_stock_Volume_min,EVOL_stock_Volume_volatility,EVOL_stock_Volume_change
2018-01-14,5.285,5.4,5.2,0.20000000000000018,-0.05999999999999961,5.41,5.5,5.3,0.20000000000000018,0.09999999999999964,5.202500000000001,5.25,5.15,0.09999999999999964,-0.009999999999999787,5.335,5.44,5.25,0.1900000000000004,0.040000000000000036,18520,20853,13629,7224,-512
2018-01-21,5.59,5.75,5.45,0.2999999999999998,0.09999999999999964,5.712,5.85,5.47,0.3799999999999999,0.1299999999999999,5.48,5.65,5.4,0.25,0.04999999999999982,5.594,5.8,5.42,0.3799999999999999,0.08000000000000007,19502,43496,4675,38821,97
2018-01-28,5.43,5.5,5.35,0.15000000000000036,-0.09999999999999964,5.534,5.75,5.42,0.33000000000000007,-0.2999999999999998,5.368,5.5,5.28,0.21999999999999975,-0.21999999999999975,5.44,5.5,5.4,0.09999999999999964,-0.09999999999999964,15272,29585,4662,24923,24923
2018-02-04,5.45,5.55,5.25,0.2999999999999998,0.25,5.574,5.6,5.55,0.04999999999999982,0.04999999999999982,5.382000000000001,5.45,5.25,0.20000000000000018,0.20000000000000018,5.506,5.55,5.45,0.09999999999999964,0.04999999999999982,18235,36359,7176,29183,-22148
2018-02-11,5.514,5.57,5.45,0.1200000000000001,0.07000000000000028,5.584,5.6,5.55,0.04999999999999982,0.019999999999999574,5.492,5.51,5.45,0.05999999999999961,0.0,5.522,5.56,5.5,0.05999999999999961,0.04999999999999982,9088,15625,2498,13127,-9894
2018-02-18,5.57,5.6,5.5,0.09999999999999964,0.09999999999999964,5.6125,5.65,5.6,0.05000000000000071,0.05000000000000071,5.51,5.54,5.5,0.040000000000000036,0.040000000000000036,5.5875,5.65,5.5,0.15000000000000036,0.15000000000000036,4555,9491,2505,6986,-6986
2018-02-25,5.4,5.55,5.05,0.5,-0.5,5.546,5.55,5.53,0.019999999999999574,0.0,5.364,5.55,4.95,0.5999999999999996,-0.5999999999999996,5.51,5.55,5.45,0.09999999999999964,-0.04999999999999982,9555,20890,589,20301,20301
2018-03-04,5.5,5.55,5.4,0.14999999999999947,-0.09999999999999964,5.548,5.6,5.49,0.10999999999999943,-0.10999999999999943,5.4,5.5,5.25,0.25,-0.20000000000000018,5.46,5.5,5.4,0.09999999999999964,-0.09999999999999964,8685,19083,2992,16091,-6619
2018-03-11,5.36,5.45,5.3,0.15000000000000036,-0.04999999999999982,5.4,5.5,5.3,0.20000000000000018,-0.15000000000000036,5.3,5.35,5.2,0.14999999999999947,-0.04999999999999982,5.344,5.4,5.25,0.15000000000000036,-0.08000000000000007,10459,20853,1862,18991,-4332
2018-03-18,5.318,5.5,5.25,0.25,-0.040000000000000036,5.406,5.53,5.3,0.23000000000000043,0.0,5.196,5.25,5.08,0.16999999999999993,0.04999999999999982,5.3,5.5,5.2,0.2999999999999998,0.09999999999999964,6527,15460,1831,13629,-1639
2018-03-25,5.1,5.4,4.85,0.5500000000000007,-0.5500000000000007,5.15,5.4,4.95,0.4500000000000002,-0.40000000000000036,4.9375,5.2,4.8,0.40000000000000036,-0.40000000000000036,5.0,5.3,4.81,0.4900000000000002,-0.4900000000000002,15251,38822,3164,35658,-6293
2018-04-01,4.48,4.95,4.1,0.8500000000000005,-0.8500000000000005,4.5200000000000005,4.95,4.25,0.7000000000000002,-0.7000000000000002,4.176,4.68,3.95,0.7299999999999995,-0.6299999999999999,4.32,4.85,4.1,0.75,-0.75,31512,58520,8056,50464,-31845
2018-04-08,4.07,4.15,4.0,0.15000000000000036,-0.09999999999999964,4.15,4.2,4.05,0.15000000000000036,-0.15000000000000036,3.9899999999999998,4.05,3.85,0.19999999999999973,-0.19999999999999973,4.05,4.1,4.0,0.09999999999999964,-0.04999999999999982,8865,11846,3224,8622,-846
2018-04-15,3.93,4.0,3.85,0.1499999999999999,-0.1499999999999999,3.9699999999999998,4.1,3.9,0.19999999999999973,-0.19999999999999973,3.842,3.95,3.75,0.20000000000000018,-0.1900000000000004,3.876,3.98,3.75,0.22999999999999998,-0.10000000000000009,15560,32395,7111,25284,-19607
2018-04-22,3.724,3.85,3.65,0.20000000000000018,-0.20000000000000018,3.78,3.85,3.75,0.10000000000000009,-0.10000000000000009,3.632,3.7,3.6,0.10000000000000009,-0.10000000000000009,3.722,3.75,3.65,0.10000000000000009,0.0,11632,27799,5002,22797,22797
2018-04-29,3.658,3.7,3.54,0.16000000000000014,-0.16000000000000014,3.698,3.8,3.54,0.2599999999999998,-0.2599999999999998,3.588,3.7,3.35,0.3500000000000001,-0.33000000000000007,3.63,3.8,3.35,0.44999999999999973,-0.44999999999999973,7173,13727,409,13318,6650
2018-05-06,3.374,3.43,3.34,0.0900000000000003,-0.0900000000000003,3.394,3.5,3.34,0.16000000000000014,-0.16000000000000014,3.282,3.4,3.21,0.18999999999999995,-0.1499999999999999,3.35,3.4,3.3,0.10000000000000009,-0.10000000000000009,12151,17790,2837,14953,7563
2018-05-13,3.434,3.6,3.25,0.3500000000000001,0.10000000000000009,3.474,3.6,3.35,0.25,0.1499999999999999,3.352,3.45,3.25,0.20000000000000018,0.16000000000000014,3.39,3.5,3.3,0.20000000000000018,0.20000000000000018,28641,64709,11745,52964,5886
2018-05-20,3.346,3.5,3.2,0.2999999999999998,-0.20000000000000018,3.376,3.5,3.3,0.20000000000000018,-0.1499999999999999,3.252,3.4,3.15,0.25,-0.10000000000000009,3.302,3.4,3.21,0.18999999999999995,-0.04999999999999982,4564,7008,1741,5267,139
2018-05-27,3.3125,3.35,3.3,0.050000000000000266,-0.050000000000000266,3.3875,3.4,3.35,0.04999999999999982,-0.04999999999999982,3.3024999999999998,3.31,3.3,0.010000000000000231,-0.010000000000000231,3.325,3.35,3.3,0.050000000000000266,0.0,4166,6366,1069,5297,2015
2018-06-03,3.28,3.35,3.25,0.10000000000000009,-0.10000000000000009,3.35,3.4,3.3,0.10000000000000009,-0.050000000000000266,3.266,3.3,3.23,0.06999999999999984,-0.06999999999999984,3.3,3.35,3.25,0.10000000000000009,-0.04999999999999982,7334,14974,3879,11095,4070
2018-06-10,3.288,3.4,3.2,0.19999999999999973,0.10999999999999988,3.334,3.4,3.29,0.10999999999999988,0.10999999999999988,3.21,3.3,3.15,0.1499999999999999,0.09999999999999964,3.2800000000000002,3.35,3.2,0.1499999999999999,0.1499999999999999,20037,58401,3855,54546,11941
2018-06-17,3.262,3.35,3.2,0.1499999999999999,-0.1499999999999999,3.29,3.35,3.2,0.1499999999999999,-0.1499999999999999,3.162,3.26,2.9,0.3599999999999999,-0.3599999999999999,3.186,3.35,2.9,0.4500000000000002,-0.4500000000000002,17149,58499,3637,54862,53277
2018-06-24,2.892,2.95,2.85,0.10000000000000009,-0.10000000000000009,2.968,3.17,2.85,0.31999999999999984,-0.31999999999999984,2.86,2.95,2.8,0.15000000000000036,-0.15000000000000036,2.88,2.95,2.8,0.15000000000000036,-0.10000000000000009,21221,42716,2642,40074,-40074
2018-07-01,2.8625,2.9,2.85,0.04999999999999982,-0.04999999999999982,2.88,2.92,2.85,0.06999999999999984,0.020000000000000018,2.8049999999999997,2.82,2.8,0.020000000000000018,0.020000000000000018,2.8375,2.9,2.8,0.10000000000000009,0.04999999999999982,6036,10903,1733,9170,5989
2018-07-08,2.846,2.9,2.8,0.10000000000000009,-0.10000000000000009,2.898,3.0,2.83,0.16999999999999993,-0.10000000000000009,2.8,2.85,2.7,0.1499999999999999,-0.050000000000000266,2.838,2.9,2.79,0.10999999999999988,0.0,10631,20761,5130,15631,-10406
2018-07-15,2.714,2.92,2.6,0.31999999999999984,-0.31999999999999984,2.786,2.95,2.7,0.25,-0.25,2.616,2.65,2.55,0.10000000000000009,-0.04999999999999982,2.676,2.73,2.65,0.08000000000000007,0.0,13709,24499,4806,19693,-5628
2018-07-22,2.63,2.7,2.5,0.20000000000000018,-0.16000000000000014,2.73,2.75,2.7,0.04999999999999982,0.0,2.608,2.65,2.5,0.1499999999999999,-0.14000000000000012,2.67,2.75,2.6,0.1499999999999999,-0.10000000000000009,9357,13970,808,13162,-6536
2018-07-29,2.582,2.6,2.55,0.050000000000000266,-0.050000000000000266,2.64,2.7,2.55,0.15000000000000036,-0.15000000000000036,2.5300000000000002,2.6,2.45,0.1499999999999999,-0.1499999999999999,2.56,2.65,2.45,0.19999999999999973,-0.1499999999999999,16072,35125,6048,29077,6585
2018-08-05,2.528,2.65,2.45,0.19999999999999973,0.08999999999999986,2.62,2.65,2.55,0.10000000000000009,-0.04999999999999982,2.428,2.45,2.39,0.06000000000000005,0.050000000000000266,2.55,2.65,2.45,0.19999999999999973,0.050000000000000266,19449,38992,5888,33104,-30399
2018-08-12,2.428,2.6,2.24,0.3599999999999999,-0.25,2.524,2.65,2.45,0.19999999999999973,-0.19999999999999973,2.276,2.4,2.05,0.3500000000000001,-0.08999999999999986,2.38,2.55,2.2,0.34999999999999964,-0.1499999999999999,28975,71519,11309,60210,-7358
2018-08-19,2.356,2.4,2.3,0.10000000000000009,0.06999999999999984,2.44,2.45,2.4,0.050000000000000266,0.050000000000000266,2.336,2.35,2.3,0.050000000000000266,0.020000000000000018,2.36,2.4,2.35,0.04999999999999982,0.0,7828,15524,4141,11383,1078
2018-08-26,2.33,2.4,2.26,0.14000000000000012,-0.14000000000000012,2.34,2.4,2.3,0.10000000000000009,-0.10000000000000009,2.254,2.3,2.2,0.09999999999999964,-0.040000000000000036,2.284,2.35,2.2,0.1499999999999999,-0.029999999999999805,6122,10477,2320,8157,615
2018-09-02,2.2824999999999998,2.35,2.25,0.10000000000000009,-0.020000000000000018,2.325,2.35,2.3,0.050000000000000266,-0.050000000000000266,2.225,2.25,2.15,0.10000000000000009,-0.10000000000000009,2.27,2.33,2.25,0.08000000000000007,-0.08000000000000007,5361,12801,1434,11367,8283
