Date,iShares S&P Mid-Cap 400 Value_Open_average,iShares S&P Mid-Cap 400 Value_Open_max,iShares S&P Mid-Cap 400 Value_Open_min,iShares S&P Mid-Cap 400 Value_Open_volatility,iShares S&P Mid-Cap 400 Value_Open_change,iShares S&P Mid-Cap 400 Value_High_average,iShares S&P Mid-Cap 400 Value_High_max,iShares S&P Mid-Cap 400 Value_High_min,iShares S&P Mid-Cap 400 Value_High_volatility,iShares S&P Mid-Cap 400 Value_High_change,iShares S&P Mid-Cap 400 Value_Low_average,iShares S&P Mid-Cap 400 Value_Low_max,iShares S&P Mid-Cap 400 Value_Low_min,iShares S&P Mid-Cap 400 Value_Low_volatility,iShares S&P Mid-Cap 400 Value_Low_change,iShares S&P Mid-Cap 400 Value_Close_average,iShares S&P Mid-Cap 400 Value_Close_max,iShares S&P Mid-Cap 400 Value_Close_min,iShares S&P Mid-Cap 400 Value_Close_volatility,iShares S&P Mid-Cap 400 Value_Close_change
2018-05-06,160.97,160.97,160.97,0.0,0.0,161.29,161.29,161.29,0.0,0.0,160.23,160.23,160.23,0.0,0.0,160.39,160.39,160.39,0.0,0.0
2018-05-13,162.02,162.02,162.02,0.0,0.0,162.99,162.99,162.99,0.0,0.0,162.02,162.02,162.02,0.0,0.0,162.91,162.91,162.91,0.0,0.0
2018-05-20,161.24,161.24,161.24,0.0,0.0,161.64,161.64,161.64,0.0,0.0,160.9,160.9,160.9,0.0,0.0,161.3,161.3,161.3,0.0,0.0
2018-05-27,163.06,163.06,163.06,0.0,0.0,163.55,163.55,163.55,0.0,0.0,162.46,162.46,162.46,0.0,0.0,163.18,163.18,163.18,0.0,0.0
2018-06-03,165.69,165.69,165.69,0.0,0.0,166.34,166.34,166.34,0.0,0.0,165.58,165.58,165.58,0.0,0.0,165.79,165.79,165.79,0.0,0.0
2018-06-10,163.5,163.5,163.5,0.0,0.0,165.15,165.15,165.15,0.0,0.0,163.5,163.5,163.5,0.0,0.0,164.89,164.89,164.89,0.0,0.0
2018-06-17,164.65,164.65,164.65,0.0,0.0,164.76,164.76,164.76,0.0,0.0,162.53,162.53,162.53,0.0,0.0,163.25,163.25,163.25,0.0,0.0
2018-06-24,161.11,161.11,161.11,0.0,0.0,161.96,161.96,161.96,0.0,0.0,160.78,160.78,160.78,0.0,0.0,161.86,161.86,161.86,0.0,0.0
2018-07-01,165.84,165.84,165.84,0.0,0.0,166.9,166.9,166.9,0.0,0.0,165.84,165.84,165.84,0.0,0.0,166.9,166.9,166.9,0.0,0.0
2018-07-08,165.08,165.08,165.08,0.0,0.0,165.08,165.08,165.08,0.0,0.0,163.79,163.79,163.79,0.0,0.0,164.2,164.2,164.2,0.0,0.0
2018-07-15,165.32,165.32,165.32,0.0,0.0,165.74,165.74,165.74,0.0,0.0,164.79,164.79,164.79,0.0,0.0,165.41,165.41,165.41,0.0,0.0
2018-07-22,164.44,164.44,164.44,0.0,0.0,165.31,165.31,165.31,0.0,0.0,164.24,164.24,164.24,0.0,0.0,164.3,164.3,164.3,0.0,0.0
2018-07-29,166.43,166.43,166.43,0.0,0.0,167.36,167.36,167.36,0.0,0.0,166.2,166.2,166.2,0.0,0.0,167.13,167.13,167.13,0.0,0.0
2018-08-05,166.03,166.03,166.03,0.0,0.0,166.46,166.46,166.46,0.0,0.0,164.6,164.6,164.6,0.0,0.0,165.04,165.04,165.04,0.0,0.0
2018-08-12,167.86,167.86,167.86,0.0,0.0,168.55,168.55,168.55,0.0,0.0,167.63,167.63,167.63,0.0,0.0,168.32,168.32,168.32,0.0,0.0
2018-08-19,170.15,170.15,170.15,0.0,0.0,171.0,171.0,171.0,0.0,0.0,169.86,169.86,169.86,0.0,0.0,170.03,170.03,170.03,0.0,0.0
2018-08-26,169.11,169.11,169.11,0.0,0.0,169.77,169.77,169.77,0.0,0.0,168.88,168.88,168.88,0.0,0.0,169.6,169.6,169.6,0.0,0.0
2018-09-02,168.23,168.23,168.23,0.0,0.0,168.48,168.48,168.48,0.0,0.0,167.57,167.57,167.57,0.0,0.0,167.71,167.71,167.71,0.0,0.0
2018-09-09,169.31,169.31,169.31,0.0,0.0,169.37,169.37,169.37,0.0,0.0,168.22,168.22,168.22,0.0,0.0,168.35,168.35,168.35,0.0,0.0
2018-09-16,170.13,170.13,170.13,0.0,0.0,170.13,170.13,170.13,0.0,0.0,168.5,168.5,168.5,0.0,0.0,169.13,169.13,169.13,0.0,0.0
2018-09-23,168.08,168.08,168.08,0.0,0.0,168.08,168.08,168.08,0.0,0.0,165.95,165.95,165.95,0.0,0.0,166.28,166.28,166.28,0.0,0.0
2018-09-30,163.96,163.96,163.96,0.0,0.0,165.39,165.39,165.39,0.0,0.0,163.76,163.76,163.76,0.0,0.0,165.14,165.14,165.14,0.0,0.0
2018-10-07,156.53,156.53,156.53,0.0,0.0,158.6,158.6,158.6,0.0,0.0,156.53,156.53,156.53,0.0,0.0,157.6,157.6,157.6,0.0,0.0
2018-10-14,157.56,157.56,157.56,0.0,0.0,157.79,157.79,157.79,0.0,0.0,155.95,155.95,155.95,0.0,0.0,156.03,156.03,156.03,0.0,0.0
2018-10-21,151.5,151.5,151.5,0.0,0.0,152.95,152.95,152.95,0.0,0.0,148.33,148.33,148.33,0.0,0.0,149.74,149.74,149.74,0.0,0.0
2018-10-28,155.56,155.56,155.56,0.0,0.0,157.13,157.13,157.13,0.0,0.0,155.56,155.56,155.56,0.0,0.0,156.65,156.65,156.65,0.0,0.0
2018-11-04,158.13,158.13,158.13,0.0,0.0,158.31,158.31,158.31,0.0,0.0,155.72,155.72,155.72,0.0,0.0,155.89,155.89,155.89,0.0,0.0
2018-11-11,156.21,156.21,156.21,0.0,0.0,156.72,156.72,156.72,0.0,0.0,154.57,154.57,154.57,0.0,0.0,155.22,155.22,155.22,0.0,0.0
2018-11-18,154.46,154.46,154.46,0.0,0.0,155.39,155.39,155.39,0.0,0.0,154.03,154.03,154.03,0.0,0.0,154.88,154.88,154.88,0.0,0.0
2018-11-25,159.27,159.27,159.27,0.0,0.0,159.27,159.27,159.27,0.0,0.0,156.37,156.37,156.37,0.0,0.0,158.0,158.0,158.0,0.0,0.0
2018-12-02,149.14,149.14,149.14,0.0,0.0,149.43,149.43,149.43,0.0,0.0,146.11,146.11,146.11,0.0,0.0,147.93,147.93,147.93,0.0,0.0
2018-12-09,143.59,143.59,143.59,0.0,0.0,144.41,144.41,144.41,0.0,0.0,140.18,140.18,140.18,0.0,0.0,140.84,140.84,140.84,0.0,0.0
2018-12-16,133.21,133.21,133.21,0.0,0.0,133.64,133.64,133.64,0.0,0.0,130.36,130.36,130.36,0.0,0.0,130.36,130.36,130.36,0.0,0.0
2018-12-23,137.9,137.9,137.9,0.0,0.0,138.34,138.34,138.34,0.0,0.0,136.06,136.06,136.06,0.0,0.0,138.34,138.34,138.34,0.0,0.0
2018-12-30,141.5,141.5,141.5,0.0,0.0,144.16,144.16,144.16,0.0,0.0,140.99,140.99,140.99,0.0,0.0,142.89,142.89,142.89,0.0,0.0
2019-01-06,147.2,147.2,147.2,0.0,0.0,148.6,148.6,148.6,0.0,0.0,147.12,147.12,147.12,0.0,0.0,147.69,147.69,147.69,0.0,0.0
2019-01-13,151.75,151.75,151.75,0.0,0.0,153.43,153.43,153.43,0.0,0.0,151.46,151.46,151.46,0.0,0.0,153.13,153.13,153.13,0.0,0.0
2019-01-20,151.51,151.51,151.51,0.0,0.0,152.99,152.99,152.99,0.0,0.0,151.38,151.38,151.38,0.0,0.0,152.88,152.88,152.88,0.0,0.0
2019-01-27,154.8,154.8,154.8,0.0,0.0,156.01,156.01,156.01,0.0,0.0,153.94,153.94,153.94,0.0,0.0,156.01,156.01,156.01,0.0,0.0
2019-02-03,155.44,155.44,155.44,0.0,0.0,156.24,156.24,156.24,0.0,0.0,155.1,155.1,155.1,0.0,0.0,156.2,156.2,156.2,0.0,0.0
2019-02-10,159.41,159.41,159.41,0.0,0.0,160.72,160.72,160.72,0.0,0.0,159.28,159.28,159.28,0.0,0.0,160.58,160.58,160.58,0.0,0.0
2019-02-17,163.49,163.49,163.49,0.0,0.0,163.86,163.86,163.86,0.0,0.0,162.46,162.46,162.46,0.0,0.0,162.66,162.66,162.66,0.0,0.0
2019-02-24,162.04,162.04,162.04,0.0,0.0,162.4,162.4,162.4,0.0,0.0,159.91,159.91,159.91,0.0,0.0,161.22,161.22,161.22,0.0,0.0
2019-03-03,156.35,156.35,156.35,0.0,0.0,157.97,157.97,157.97,0.0,0.0,156.28,156.28,156.28,0.0,0.0,157.97,157.97,157.97,0.0,0.0
2019-03-10,158.9,158.9,158.9,0.0,0.0,160.22,160.22,160.22,0.0,0.0,158.9,158.9,158.9,0.0,0.0,159.95,159.95,159.95,0.0,0.0
2019-03-17,152.95,152.95,152.95,0.0,0.0,154.29,154.29,154.29,0.0,0.0,151.95,151.95,151.95,0.0,0.0,153.37,153.37,153.37,0.0,0.0
2019-03-24,157.96,157.96,157.96,0.0,0.0,159.63,159.63,159.63,0.0,0.0,157.96,157.96,157.96,0.0,0.0,159.61,159.61,159.61,0.0,0.0
2019-03-31,162.06,162.06,162.06,0.0,0.0,162.62,162.62,162.62,0.0,0.0,161.77,161.77,161.77,0.0,0.0,162.45,162.45,162.45,0.0,0.0
2019-04-07,163.95,163.95,163.95,0.0,0.0,164.39,164.39,164.39,0.0,0.0,163.1,163.1,163.1,0.0,0.0,163.38,163.38,163.38,0.0,0.0
2019-04-14,163.35,163.35,163.35,0.0,0.0,163.37,163.37,163.37,0.0,0.0,162.22,162.22,162.22,0.0,0.0,162.73,162.73,162.73,0.0,0.0
2019-04-21,164.43,164.43,164.43,0.0,0.0,165.07,165.07,165.07,0.0,0.0,164.39,164.39,164.39,0.0,0.0,164.64,164.64,164.64,0.0,0.0
2019-04-28,162.4,162.4,162.4,0.0,0.0,164.94,164.94,164.94,0.0,0.0,162.32,162.32,162.32,0.0,0.0,164.63,164.63,164.63,0.0,0.0
2019-05-05,157.92,157.92,157.92,0.0,0.0,157.92,157.92,157.92,0.0,0.0,155.3,155.3,155.3,0.0,0.0,155.86,155.86,155.86,0.0,0.0
2019-05-12,155.45,155.45,155.45,0.0,0.0,156.29,156.29,156.29,0.0,0.0,155.09,155.09,155.09,0.0,0.0,155.45,155.45,155.45,0.0,0.0
2019-05-19,153.65,153.65,153.65,0.0,0.0,153.97,153.97,153.97,0.0,0.0,153.01,153.01,153.01,0.0,0.0,153.75,153.75,153.75,0.0,0.0
2019-05-26,148.33,148.33,148.33,0.0,0.0,150.41,150.41,150.41,0.0,0.0,148.26,148.26,148.26,0.0,0.0,149.88,149.88,149.88,0.0,0.0
2019-06-02,155.66,155.66,155.66,0.0,0.0,156.85,156.85,156.85,0.0,0.0,155.47,155.47,155.47,0.0,0.0,155.7,155.7,155.7,0.0,0.0
2019-06-09,155.51,155.51,155.51,0.0,0.0,155.89,155.89,155.89,0.0,0.0,154.91,154.91,154.91,0.0,0.0,155.05,155.05,155.05,0.0,0.0
2019-06-16,158.0,158.0,158.0,0.0,0.0,158.16,158.16,158.16,0.0,0.0,156.32,156.32,156.32,0.0,0.0,156.32,156.32,156.32,0.0,0.0
2019-06-23,162.04,162.04,162.04,0.0,0.0,162.47,162.47,162.47,0.0,0.0,159.81,159.81,159.81,0.0,0.0,160.5,160.5,160.5,0.0,0.0
2019-06-30,160.49,160.49,160.49,0.0,0.0,160.84,160.84,160.84,0.0,0.0,159.18,159.18,159.18,0.0,0.0,159.41,159.41,159.41,0.0,0.0
2019-07-07,160.59,160.59,160.59,0.0,0.0,160.59,160.59,160.59,0.0,0.0,159.1,159.1,159.1,0.0,0.0,159.4,159.4,159.4,0.0,0.0
2019-07-14,159.23,159.23,159.23,0.0,0.0,159.5,159.5,159.5,0.0,0.0,158.37,158.37,158.37,0.0,0.0,158.48,158.48,158.48,0.0,0.0
2019-07-21,163.12,163.12,163.12,0.0,0.0,163.19,163.19,163.19,0.0,0.0,162.06,162.06,162.06,0.0,0.0,162.36,162.36,162.36,0.0,0.0
2019-07-28,153.73,153.73,153.73,0.0,0.0,154.14,154.14,154.14,0.0,0.0,150.64,150.64,150.64,0.0,0.0,151.84,151.84,151.84,0.0,0.0
2019-08-04,153.91,153.91,153.91,0.0,0.0,153.91,153.91,153.91,0.0,0.0,152.05,152.05,152.05,0.0,0.0,152.28,152.28,152.28,0.0,0.0
2019-08-11,153.78,153.78,153.78,0.0,0.0,154.18,154.18,154.18,0.0,0.0,153.43,153.43,153.43,0.0,0.0,153.64,153.64,153.64,0.0,0.0
2019-08-18,150.27,150.27,150.27,0.0,0.0,150.38,150.38,150.38,0.0,0.0,149.06,149.06,149.06,0.0,0.0,150.15,150.15,150.15,0.0,0.0
2019-08-25,153.39,153.39,153.39,0.0,0.0,153.67,153.67,153.67,0.0,0.0,152.5,152.5,152.5,0.0,0.0,153.02,153.02,153.02,0.0,0.0
2019-09-01,156.83,156.83,156.83,0.0,0.0,158.78,158.78,158.78,0.0,0.0,156.59,156.59,156.59,0.0,0.0,158.76,158.76,158.76,0.0,0.0
2019-09-08,162.58,162.58,162.58,0.0,0.0,163.54,163.54,163.54,0.0,0.0,161.85,161.85,161.85,0.0,0.0,162.95,162.95,162.95,0.0,0.0
2019-09-15,159.93,159.93,159.93,0.0,0.0,161.53,161.53,161.53,0.0,0.0,159.58,159.58,159.58,0.0,0.0,160.83,160.83,160.83,0.0,0.0
2019-09-22,159.07,159.07,159.07,0.0,0.0,160.36,160.36,160.36,0.0,0.0,159.07,159.07,159.07,0.0,0.0,159.9,159.9,159.9,0.0,0.0
2019-09-29,155.93,155.93,155.93,0.0,0.0,156.66,156.66,156.66,0.0,0.0,155.14,155.14,155.14,0.0,0.0,155.43,155.43,155.43,0.0,0.0
2019-10-06,157.53,157.53,157.53,0.0,0.0,157.62,157.62,157.62,0.0,0.0,156.7,156.7,156.7,0.0,0.0,157.38,157.38,157.38,0.0,0.0
2019-10-13,160.93,160.93,160.93,0.0,0.0,161.89,161.89,161.89,0.0,0.0,160.0,160.0,160.0,0.0,0.0,161.03,161.03,161.03,0.0,0.0
2019-10-20,163.08,163.08,163.08,0.0,0.0,164.4,164.4,164.4,0.0,0.0,163.08,163.08,163.08,0.0,0.0,163.4,163.4,163.4,0.0,0.0
2019-10-27,165.63,165.63,165.63,0.0,0.0,166.35,166.35,166.35,0.0,0.0,165.43,165.43,165.43,0.0,0.0,166.2,166.2,166.2,0.0,0.0
2019-11-03,165.81,165.81,165.81,0.0,0.0,166.55,166.55,166.55,0.0,0.0,165.8,165.8,165.8,0.0,0.0,166.29,166.29,166.29,0.0,0.0
2019-11-10,165.99,165.99,165.99,0.0,0.0,165.99,165.99,165.99,0.0,0.0,165.35,165.35,165.35,0.0,0.0,165.85,165.85,165.85,0.0,0.0
2019-11-17,165.28,165.28,165.28,0.0,0.0,166.86,166.86,166.86,0.0,0.0,165.14,165.14,165.14,0.0,0.0,166.59,166.59,166.59,0.0,0.0
2019-11-24,166.88,166.88,166.88,0.0,0.0,167.01,167.01,167.01,0.0,0.0,165.48,165.48,165.48,0.0,0.0,165.53,165.53,165.53,0.0,0.0
2019-12-01,167.6,167.6,167.6,0.0,0.0,168.1,168.1,168.1,0.0,0.0,167.47,167.47,167.47,0.0,0.0,167.47,167.47,167.47,0.0,0.0
2019-12-08,169.0,169.0,169.0,0.0,0.0,169.73,169.73,169.73,0.0,0.0,168.9,168.9,168.9,0.0,0.0,168.93,168.93,168.93,0.0,0.0
2019-12-15,171.51,171.51,171.51,0.0,0.0,171.84,171.84,171.84,0.0,0.0,170.54,170.54,170.54,0.0,0.0,170.93,170.93,170.93,0.0,0.0
2019-12-22,170.69,170.69,170.69,0.0,0.0,171.01,171.01,171.01,0.0,0.0,170.02,170.02,170.02,0.0,0.0,170.33,170.33,170.33,0.0,0.0
2019-12-29,168.7,168.7,168.7,0.0,0.0,169.84,169.84,169.84,0.0,0.0,168.37,168.37,168.37,0.0,0.0,169.56,169.56,169.56,0.0,0.0
