Date,EGAN_Open_average,EGAN_Open_max,EGAN_Open_min,EGAN_Open_volatility,EGAN_Open_change,EGAN_High_average,EGAN_High_max,EGAN_High_min,EGAN_High_volatility,EGAN_High_change,EGAN_Low_average,EGAN_Low_max,EGAN_Low_min,EGAN_Low_volatility,EGAN_Low_change,EGAN_Close_average,EGAN_Close_max,EGAN_Close_min,EGAN_Close_volatility,EGAN_Close_change,EGAN_Volume_average,EGAN_Volume_max,EGAN_Volume_min,EGAN_Volume_volatility,EGAN_Volume_change
2018-01-14,5.72,6.0,5.35,0.6500000000000004,0.04999999999999982,5.946,6.1,5.75,0.34999999999999964,0.17999999999999972,5.526,5.75,5.15,0.5999999999999996,0.5999999999999996,5.76,6.0,5.35,0.6500000000000004,0.5,171779,290465,92281,198184,-27469
2018-01-21,5.72,5.95,5.5,0.4500000000000002,-0.34999999999999964,5.85,5.95,5.75,0.20000000000000018,-0.15000000000000036,5.51,5.75,5.4,0.34999999999999964,-0.34999999999999964,5.66,5.9,5.5,0.40000000000000036,-0.25,82479,120266,57183,63083,62767
2018-01-28,5.29,5.6,5.05,0.5499999999999998,-0.4499999999999993,5.43,5.65,5.2,0.4500000000000002,-0.4500000000000002,5.028,5.34,4.6,0.7400000000000002,-0.7400000000000002,5.15,5.4,4.85,0.5500000000000007,-0.5500000000000007,126123,324141,45609,278532,257632
2018-02-04,5.359999999999999,6.1,4.8,1.2999999999999998,0.7999999999999998,5.7299999999999995,6.5,5.25,1.25,0.8500000000000005,5.12,5.6,4.6,1.0,1.0,5.41,5.9,5.1,0.8000000000000007,0.6500000000000004,208722,370530,36275,334255,156884
2018-02-11,6.9625,7.95,5.9,2.05,2.05,7.505,8.0,6.82,1.1799999999999997,1.1799999999999997,6.545,7.07,5.9,1.17,0.6499999999999995,7.3,7.8,6.7,1.0999999999999996,0.7999999999999998,438533,528471,367723,160748,-47773
2018-02-18,7.57,7.9,7.35,0.5500000000000007,0.5,7.758,7.99,7.55,0.4400000000000004,0.39000000000000057,7.43,7.7,7.05,0.6500000000000004,0.6500000000000004,7.62,7.8,7.4,0.39999999999999947,0.2999999999999998,229262,541534,118883,422651,-379426
2018-02-25,7.72,7.95,7.4,0.5499999999999998,0.09999999999999964,7.88,7.95,7.75,0.20000000000000018,0.0,7.382,7.7,6.95,0.75,-0.15000000000000036,7.8,7.95,7.55,0.40000000000000036,0.0,207778,249173,153105,96068,88328
2018-03-04,7.88,7.95,7.8,0.15000000000000036,-0.10000000000000053,7.95,8.0,7.9,0.09999999999999964,-0.04999999999999982,7.76,7.85,7.7,0.14999999999999947,0.04999999999999982,7.88,7.95,7.8,0.15000000000000036,0.0,112369,135318,87522,47796,-11623
2018-03-11,7.7700000000000005,7.95,7.6,0.35000000000000053,-0.35000000000000053,7.8500000000000005,7.95,7.7,0.25,-0.25,7.53,7.7,7.1,0.6000000000000005,-0.6000000000000005,7.6,7.8,7.1,0.7000000000000002,-0.7000000000000002,145979,172538,109500,63038,57673
2018-03-18,7.37,7.5,7.1,0.40000000000000036,0.40000000000000036,7.78,8.3,7.55,0.7500000000000009,0.6000000000000005,7.22,7.4,7.1,0.3000000000000007,0.05000000000000071,7.6,8.25,7.25,1.0,0.7000000000000002,259483,841232,73190,768042,663300
2018-03-25,7.975,8.5,7.55,0.9500000000000002,-0.5499999999999998,8.1575,8.5,7.95,0.5499999999999998,-0.2699999999999996,7.6575,7.9,7.43,0.47000000000000064,0.15000000000000036,7.875,8.1,7.5,0.5999999999999996,0.14999999999999947,217969,336997,160938,176059,-130102
2018-04-01,7.96,8.15,7.6,0.5500000000000007,0.0,8.13,8.3,7.9,0.40000000000000036,0.20000000000000107,7.774,8.05,7.35,0.7000000000000011,0.3000000000000007,7.99,8.2,7.75,0.4499999999999993,0.39999999999999947,138525,162747,117145,45602,23945
2018-04-08,8.64,9.05,8.25,0.8000000000000007,0.40000000000000036,8.896,9.3,8.55,0.75,0.1999999999999993,8.394,8.62,8.15,0.46999999999999886,0.1999999999999993,8.64,9.0,8.4,0.5999999999999996,0.1999999999999993,178928,235396,111955,123441,-81287
2018-04-15,8.98,9.3,8.6,0.7000000000000011,0.34999999999999964,9.26,9.5,9.0,0.5,0.05000000000000071,8.792,8.95,8.6,0.34999999999999964,0.20000000000000107,9.08,9.2,8.95,0.25,-0.049999999999998934,115942,151063,78911,72152,-8738
2018-04-22,8.74,9.15,8.45,0.7000000000000011,-0.7000000000000011,8.96,9.15,8.8,0.34999999999999964,-0.34999999999999964,8.43,8.6,8.3,0.29999999999999893,-0.25,8.63,8.85,8.5,0.34999999999999964,0.05000000000000071,103424,140177,69243,70934,-70934
2018-04-29,8.86,9.0,8.65,0.34999999999999964,0.34999999999999964,9.09,9.25,8.9,0.34999999999999964,0.34999999999999964,8.71,8.9,8.5,0.40000000000000036,0.3000000000000007,8.950000000000001,9.15,8.8,0.34999999999999964,0.25,109285,179458,46978,132480,96753
2018-05-06,10.120000000000001,10.5,9.3,1.1999999999999993,1.1999999999999993,10.708,10.95,10.5,0.4499999999999993,-0.009999999999999787,9.88,10.48,9.27,1.2100000000000009,1.1799999999999997,10.41,10.55,9.9,0.6500000000000004,0.0,285534,405230,167204,238026,-238026
