Date,iShares MSCI Belgium Capped_etf_Open_average,iShares MSCI Belgium Capped_etf_Open_max,iShares MSCI Belgium Capped_etf_Open_min,iShares MSCI Belgium Capped_etf_Open_volatility,iShares MSCI Belgium Capped_etf_Open_change,iShares MSCI Belgium Capped_etf_High_average,iShares MSCI Belgium Capped_etf_High_max,iShares MSCI Belgium Capped_etf_High_min,iShares MSCI Belgium Capped_etf_High_volatility,iShares MSCI Belgium Capped_etf_High_change,iShares MSCI Belgium Capped_etf_Low_average,iShares MSCI Belgium Capped_etf_Low_max,iShares MSCI Belgium Capped_etf_Low_min,iShares MSCI Belgium Capped_etf_Low_volatility,iShares MSCI Belgium Capped_etf_Low_change,iShares MSCI Belgium Capped_etf_Close_average,iShares MSCI Belgium Capped_etf_Close_max,iShares MSCI Belgium Capped_etf_Close_min,iShares MSCI Belgium Capped_etf_Close_volatility,iShares MSCI Belgium Capped_etf_Close_change
2018-11-04,17.72,17.72,17.72,0.0,0.0,17.79,17.79,17.79,0.0,0.0,17.7,17.7,17.7,0.0,0.0,17.76,17.76,17.76,0.0,0.0
2018-11-11,17.85,17.85,17.85,0.0,0.0,18.03,18.03,18.03,0.0,0.0,17.8,17.8,17.8,0.0,0.0,18.01,18.01,18.01,0.0,0.0
2018-11-18,17.4,17.4,17.4,0.0,0.0,17.46,17.46,17.46,0.0,0.0,17.4,17.4,17.4,0.0,0.0,17.42,17.42,17.42,0.0,0.0
2018-11-25,17.75,17.75,17.75,0.0,0.0,17.77,17.77,17.77,0.0,0.0,17.68,17.68,17.68,0.0,0.0,17.7,17.7,17.7,0.0,0.0
2018-12-02,17.16,17.16,17.16,0.0,0.0,17.17,17.17,17.17,0.0,0.0,16.94,16.94,16.94,0.0,0.0,16.96,16.96,16.96,0.0,0.0
2018-12-09,16.94,16.94,16.94,0.0,0.0,16.94,16.94,16.94,0.0,0.0,16.86,16.86,16.86,0.0,0.0,16.86,16.86,16.86,0.0,0.0
2018-12-16,16.24,16.24,16.24,0.0,0.0,16.31,16.31,16.31,0.0,0.0,16.04,16.04,16.04,0.0,0.0,16.04,16.04,16.04,0.0,0.0
2018-12-23,16.3,16.3,16.3,0.0,0.0,16.32,16.32,16.32,0.0,0.0,16.17,16.17,16.17,0.0,0.0,16.21,16.21,16.21,0.0,0.0
2018-12-30,16.5,16.5,16.5,0.0,0.0,16.72,16.72,16.72,0.0,0.0,16.49,16.49,16.49,0.0,0.0,16.69,16.69,16.69,0.0,0.0
2019-01-06,17.26,17.26,17.26,0.0,0.0,17.34,17.34,17.34,0.0,0.0,17.26,17.26,17.26,0.0,0.0,17.32,17.32,17.32,0.0,0.0
2019-01-13,17.33,17.33,17.33,0.0,0.0,17.38,17.38,17.38,0.0,0.0,17.3,17.3,17.3,0.0,0.0,17.38,17.38,17.38,0.0,0.0
2019-01-20,17.43,17.43,17.43,0.0,0.0,17.54,17.54,17.54,0.0,0.0,17.43,17.43,17.43,0.0,0.0,17.52,17.52,17.52,0.0,0.0
2019-01-27,17.72,17.72,17.72,0.0,0.0,17.77,17.77,17.77,0.0,0.0,17.71,17.71,17.71,0.0,0.0,17.74,17.74,17.74,0.0,0.0
2019-02-03,17.38,17.38,17.38,0.0,0.0,17.45,17.45,17.45,0.0,0.0,17.33,17.33,17.33,0.0,0.0,17.41,17.41,17.41,0.0,0.0
2019-02-10,17.73,17.73,17.73,0.0,0.0,17.74,17.74,17.74,0.0,0.0,17.64,17.64,17.64,0.0,0.0,17.73,17.73,17.73,0.0,0.0
2019-02-17,17.69,17.69,17.69,0.0,0.0,17.73,17.73,17.73,0.0,0.0,17.66,17.66,17.66,0.0,0.0,17.73,17.73,17.73,0.0,0.0
2019-02-24,18.33,18.33,18.33,0.0,0.0,18.43,18.43,18.43,0.0,0.0,18.32,18.32,18.32,0.0,0.0,18.36,18.36,18.36,0.0,0.0
2019-03-03,17.71,17.71,17.71,0.0,0.0,17.82,17.82,17.82,0.0,0.0,17.71,17.71,17.71,0.0,0.0,17.82,17.82,17.82,0.0,0.0
2019-03-10,18.31,18.31,18.31,0.0,0.0,18.31,18.31,18.31,0.0,0.0,18.29,18.29,18.29,0.0,0.0,18.31,18.31,18.31,0.0,0.0
2019-03-17,18.31,18.31,18.31,0.0,0.0,18.42,18.42,18.42,0.0,0.0,18.14,18.14,18.14,0.0,0.0,18.14,18.14,18.14,0.0,0.0
2019-03-24,18.4,18.4,18.4,0.0,0.0,18.42,18.42,18.42,0.0,0.0,18.32,18.32,18.32,0.0,0.0,18.4,18.4,18.4,0.0,0.0
2019-03-31,19.0,19.0,19.0,0.0,0.0,19.08,19.08,19.08,0.0,0.0,19.0,19.0,19.0,0.0,0.0,19.02,19.02,19.02,0.0,0.0
2019-04-07,19.35,19.35,19.35,0.0,0.0,19.42,19.42,19.42,0.0,0.0,19.33,19.33,19.33,0.0,0.0,19.41,19.41,19.41,0.0,0.0
2019-04-14,19.41,19.41,19.41,0.0,0.0,19.42,19.42,19.42,0.0,0.0,19.36,19.36,19.36,0.0,0.0,19.42,19.42,19.42,0.0,0.0
2019-04-21,18.85,18.85,18.85,0.0,0.0,18.86,18.86,18.86,0.0,0.0,18.83,18.83,18.83,0.0,0.0,18.83,18.83,18.83,0.0,0.0
2019-04-28,18.96,18.96,18.96,0.0,0.0,19.01,19.01,19.01,0.0,0.0,18.91,18.91,18.91,0.0,0.0,19.01,19.01,19.01,0.0,0.0
2019-05-05,18.22,18.22,18.22,0.0,0.0,18.35,18.35,18.35,0.0,0.0,18.15,18.15,18.15,0.0,0.0,18.34,18.34,18.34,0.0,0.0
2019-05-12,18.17,18.17,18.17,0.0,0.0,18.18,18.18,18.18,0.0,0.0,18.09,18.09,18.09,0.0,0.0,18.09,18.09,18.09,0.0,0.0
2019-05-19,18.09,18.09,18.09,0.0,0.0,18.12,18.12,18.12,0.0,0.0,18.07,18.07,18.07,0.0,0.0,18.12,18.12,18.12,0.0,0.0
2019-05-26,17.78,17.78,17.78,0.0,0.0,17.89,17.89,17.89,0.0,0.0,17.78,17.78,17.78,0.0,0.0,17.87,17.87,17.87,0.0,0.0
2019-06-02,18.26,18.26,18.26,0.0,0.0,18.31,18.31,18.31,0.0,0.0,18.26,18.26,18.26,0.0,0.0,18.28,18.28,18.28,0.0,0.0
2019-06-09,18.16,18.16,18.16,0.0,0.0,18.16,18.16,18.16,0.0,0.0,18.09,18.09,18.09,0.0,0.0,18.11,18.11,18.11,0.0,0.0
2019-06-16,18.19,18.19,18.19,0.0,0.0,18.2,18.2,18.2,0.0,0.0,18.12,18.12,18.12,0.0,0.0,18.2,18.2,18.2,0.0,0.0
2019-06-23,18.24,18.24,18.24,0.0,0.0,18.33,18.33,18.33,0.0,0.0,18.24,18.24,18.24,0.0,0.0,18.33,18.33,18.33,0.0,0.0
2019-06-30,18.61,18.61,18.61,0.0,0.0,18.67,18.67,18.67,0.0,0.0,18.56,18.56,18.56,0.0,0.0,18.67,18.67,18.67,0.0,0.0
2019-07-07,18.32,18.32,18.32,0.0,0.0,18.34,18.34,18.34,0.0,0.0,18.24,18.24,18.24,0.0,0.0,18.34,18.34,18.34,0.0,0.0
2019-07-14,18.8,18.8,18.8,0.0,0.0,18.81,18.81,18.81,0.0,0.0,18.69,18.69,18.69,0.0,0.0,18.8,18.8,18.8,0.0,0.0
2019-07-21,19.12,19.12,19.12,0.0,0.0,19.13,19.13,19.13,0.0,0.0,19.07,19.07,19.07,0.0,0.0,19.13,19.13,19.13,0.0,0.0
2019-07-28,18.79,18.79,18.79,0.0,0.0,18.82,18.82,18.82,0.0,0.0,18.7,18.7,18.7,0.0,0.0,18.81,18.81,18.81,0.0,0.0
2019-08-04,18.68,18.68,18.68,0.0,0.0,18.69,18.69,18.69,0.0,0.0,18.55,18.55,18.55,0.0,0.0,18.65,18.65,18.65,0.0,0.0
2019-08-11,18.09,18.09,18.09,0.0,0.0,18.24,18.24,18.24,0.0,0.0,18.02,18.02,18.02,0.0,0.0,18.24,18.24,18.24,0.0,0.0
2019-08-18,18.36,18.36,18.36,0.0,0.0,18.44,18.44,18.44,0.0,0.0,18.15,18.15,18.15,0.0,0.0,18.15,18.15,18.15,0.0,0.0
2019-08-25,18.53,18.53,18.53,0.0,0.0,18.53,18.53,18.53,0.0,0.0,18.43,18.43,18.43,0.0,0.0,18.51,18.51,18.51,0.0,0.0
2019-09-01,18.62,18.62,18.62,0.0,0.0,18.63,18.63,18.63,0.0,0.0,18.56,18.56,18.56,0.0,0.0,18.56,18.56,18.56,0.0,0.0
2019-09-08,19.05,19.05,19.05,0.0,0.0,19.07,19.07,19.07,0.0,0.0,19.05,19.05,19.05,0.0,0.0,19.06,19.06,19.06,0.0,0.0
2019-09-15,19.02,19.02,19.02,0.0,0.0,19.09,19.09,19.09,0.0,0.0,19.01,19.01,19.01,0.0,0.0,19.02,19.02,19.02,0.0,0.0
2019-09-22,18.82,18.82,18.82,0.0,0.0,18.87,18.87,18.87,0.0,0.0,18.79,18.79,18.79,0.0,0.0,18.8,18.8,18.8,0.0,0.0
2019-09-29,18.51,18.51,18.51,0.0,0.0,18.67,18.67,18.67,0.0,0.0,18.51,18.51,18.51,0.0,0.0,18.66,18.66,18.66,0.0,0.0
2019-10-06,19.04,19.04,19.04,0.0,0.0,19.12,19.12,19.12,0.0,0.0,18.99,18.99,18.99,0.0,0.0,19.03,19.03,19.03,0.0,0.0
2019-10-13,19.34,19.34,19.34,0.0,0.0,19.38,19.38,19.38,0.0,0.0,19.29,19.29,19.29,0.0,0.0,19.38,19.38,19.38,0.0,0.0
2019-10-20,19.03,19.03,19.03,0.0,0.0,19.04,19.04,19.04,0.0,0.0,18.96,18.96,18.96,0.0,0.0,18.98,18.98,18.98,0.0,0.0
2019-10-27,19.24,19.24,19.24,0.0,0.0,19.31,19.31,19.31,0.0,0.0,19.22,19.22,19.22,0.0,0.0,19.31,19.31,19.31,0.0,0.0
2019-11-03,19.34,19.34,19.34,0.0,0.0,19.35,19.35,19.35,0.0,0.0,19.33,19.33,19.33,0.0,0.0,19.35,19.35,19.35,0.0,0.0
2019-11-10,19.4,19.4,19.4,0.0,0.0,19.46,19.46,19.46,0.0,0.0,19.4,19.4,19.4,0.0,0.0,19.45,19.45,19.45,0.0,0.0
2019-11-17,19.41,19.41,19.41,0.0,0.0,19.44,19.44,19.44,0.0,0.0,19.39,19.39,19.39,0.0,0.0,19.44,19.44,19.44,0.0,0.0
2019-11-24,19.51,19.51,19.51,0.0,0.0,19.51,19.51,19.51,0.0,0.0,19.45,19.45,19.45,0.0,0.0,19.49,19.49,19.49,0.0,0.0
2019-12-01,19.67,19.67,19.67,0.0,0.0,19.69,19.69,19.69,0.0,0.0,19.63,19.63,19.63,0.0,0.0,19.66,19.66,19.66,0.0,0.0
2019-12-08,19.8,19.8,19.8,0.0,0.0,19.8,19.8,19.8,0.0,0.0,19.69,19.69,19.69,0.0,0.0,19.78,19.78,19.78,0.0,0.0
2019-12-15,19.84,19.84,19.84,0.0,0.0,19.84,19.84,19.84,0.0,0.0,19.8,19.8,19.8,0.0,0.0,19.8,19.8,19.8,0.0,0.0
2019-12-22,20.04,20.04,20.04,0.0,0.0,20.08,20.08,20.08,0.0,0.0,20.04,20.04,20.04,0.0,0.0,20.04,20.04,20.04,0.0,0.0
2019-12-29,19.94,19.94,19.94,0.0,0.0,20.06,20.06,20.06,0.0,0.0,19.94,19.94,19.94,0.0,0.0,20.0,20.0,20.0,0.0,0.0
