Date,GPX_Open_average,GPX_Open_max,GPX_Open_min,GPX_Open_volatility,GPX_Open_change,GPX_High_average,GPX_High_max,GPX_High_min,GPX_High_volatility,GPX_High_change,GPX_Low_average,GPX_Low_max,GPX_Low_min,GPX_Low_volatility,GPX_Low_change,GPX_Close_average,GPX_Close_max,GPX_Close_min,GPX_Close_volatility,GPX_Close_change,GPX_Volume_average,GPX_Volume_max,GPX_Volume_min,GPX_Volume_volatility,GPX_Volume_change
2018-01-14,25.71,26.55,24.95,1.6000000000000014,-1.3000000000000007,25.970000000000002,26.8,25.25,1.5500000000000007,-0.9499999999999993,25.2,25.85,24.7,1.1500000000000021,-0.8000000000000007,25.52,26.2,25.1,1.0999999999999979,-0.5,64172,107737,31189,76548,-10444
2018-01-21,25.490000000000002,25.8,25.25,0.5500000000000007,-0.4499999999999993,25.72,25.9,25.55,0.34999999999999787,-0.14999999999999858,24.95,25.05,24.7,0.3500000000000014,-0.3000000000000007,25.27,25.8,24.9,0.9000000000000021,-0.3000000000000007,44114,63334,23208,40126,24351
2018-01-28,24.638,25.39,24.1,1.2899999999999991,-0.45000000000000284,24.988,25.39,24.5,0.8900000000000006,-0.6999999999999993,24.09,24.9,23.2,1.6999999999999993,-1.4000000000000021,24.41,24.95,23.25,1.6999999999999993,-1.6999999999999993,48074,63583,36381,27202,17461
2018-02-04,23.2,23.45,22.95,0.5,0.3500000000000014,23.576,23.98,23.4,0.5800000000000018,-0.5300000000000011,22.78,23.15,22.6,0.5499999999999972,-0.1999999999999993,23.24,23.5,22.8,0.6999999999999993,-0.10000000000000142,45369,56323,36023,20300,-1209
2018-02-11,23.1625,23.4,22.8,0.5999999999999979,-0.29999999999999716,23.4075,23.5,23.3,0.1999999999999993,-0.019999999999999574,22.8125,22.95,22.55,0.3999999999999986,0.0,23.075,23.2,23.0,0.1999999999999993,0.05000000000000071,42802,53311,35249,18062,-1278
2018-02-18,22.66,23.1,22.15,0.9500000000000028,-0.9000000000000021,23.06,23.5,22.6,0.8999999999999986,-0.5500000000000007,22.37,22.8,22.05,0.75,-0.6000000000000014,22.55,22.9,22.2,0.6999999999999993,-0.14999999999999858,78175,119341,42814,76527,63448
2018-02-25,22.1,23.5,20.4,3.1000000000000014,-2.6000000000000014,22.448,23.75,20.9,2.8500000000000014,-2.4400000000000013,21.24,22.45,20.3,2.1499999999999986,-2.099999999999998,21.37,22.55,20.4,2.150000000000002,-1.9499999999999993,118681,156211,79977,76234,60396
2018-03-04,21.89,22.9,20.6,2.299999999999997,2.299999999999997,22.53,23.25,21.45,1.8000000000000007,1.8000000000000007,21.71,22.55,20.45,2.1000000000000014,2.1000000000000014,22.29,23.0,21.4,1.6000000000000014,1.1500000000000021,57839,93154,36531,56623,-56623
2018-03-11,22.240000000000002,22.55,21.85,0.6999999999999993,-0.34999999999999787,22.514,23.0,22.15,0.8500000000000014,-0.5500000000000007,21.918,22.4,21.6,0.7999999999999972,-0.6499999999999986,22.26,22.5,21.9,0.6000000000000014,-0.05000000000000071,45266,59603,30305,29298,29298
2018-03-18,21.96,22.45,21.1,1.3499999999999979,-1.3499999999999979,22.22,22.9,21.25,1.6499999999999986,-1.3000000000000007,21.45,22.15,20.75,1.3999999999999986,-1.3000000000000007,21.63,22.55,20.75,1.8000000000000007,-1.0999999999999979,60103,143684,31768,111916,111916
2018-03-25,21.7125,22.5,20.7,1.8000000000000007,1.8000000000000007,22.3,22.8,21.85,0.9499999999999993,0.6499999999999986,21.3125,21.65,20.7,0.9499999999999993,0.8000000000000007,22.0375,22.65,21.8,0.8499999999999979,-0.05000000000000071,111274,274306,41897,232409,12912
2018-04-01,21.84,22.1,21.55,0.5500000000000007,0.14999999999999858,22.06,22.45,21.9,0.5500000000000007,-0.05000000000000071,21.39,21.85,20.65,1.2000000000000028,-0.7000000000000028,21.81,22.1,21.45,0.6500000000000021,-0.3500000000000014,49608,98563,21763,76800,70606
2018-04-08,22.062,22.2,21.85,0.34999999999999787,0.1999999999999993,22.302,22.55,22.01,0.5399999999999991,0.15000000000000213,21.82,22.0,21.65,0.3500000000000014,0.0,22.150000000000002,22.5,21.8,0.6999999999999993,0.1999999999999993,29907,45075,16282,28793,-4262
2018-04-15,22.59,22.75,22.4,0.3500000000000014,-0.15000000000000213,22.784,22.97,22.6,0.36999999999999744,-0.04999999999999716,22.33,22.55,22.05,0.5,0.1999999999999993,22.6,22.9,22.35,0.5499999999999972,-0.04999999999999716,25093,35942,18413,17529,-17306
2018-04-22,21.8,22.25,21.25,1.0,-1.0,21.84,22.25,21.3,0.9499999999999993,-0.9499999999999993,21.4,21.7,20.8,0.8999999999999986,-0.8999999999999986,21.48,21.85,20.85,1.0,-1.0,27349,40485,23024,17461,-17372
2018-04-29,21.0,22.2,19.7,2.5,-0.6500000000000021,21.75,23.0,20.35,2.6499999999999986,-1.4000000000000021,20.32,22.05,19.25,2.8000000000000007,-0.5500000000000007,20.99,22.5,19.8,2.6999999999999993,-1.75,83066,99902,54613,45289,-22274
2018-05-06,20.12,20.4,19.6,0.7999999999999972,-0.29999999999999716,20.25,20.4,20.1,0.29999999999999716,-0.29999999999999716,19.624000000000002,20.12,19.3,0.8200000000000003,0.05000000000000071,19.88,20.2,19.35,0.8499999999999979,-0.1999999999999993,46382,53427,40199,13228,-9919
2018-05-13,19.56,20.05,19.05,1.0,0.09999999999999787,19.846,20.15,19.38,0.7699999999999996,0.4200000000000017,19.3,19.65,19.0,0.6499999999999986,0.3999999999999986,19.58,19.95,19.1,0.8499999999999979,0.5499999999999972,35194,50224,24549,25675,-8599
2018-05-20,19.5125,19.65,19.25,0.3999999999999986,0.0,19.8125,19.95,19.65,0.3000000000000007,0.1999999999999993,19.3,19.6,19.15,0.45000000000000284,0.3500000000000014,19.6375,19.9,19.35,0.5499999999999972,0.5499999999999972,28041,39308,21648,17660,5973
2018-05-27,19.49,19.7,19.3,0.3999999999999986,-0.3999999999999986,19.66,19.9,19.4,0.5,-0.3999999999999986,19.21,19.45,19.05,0.3999999999999986,-0.3000000000000007,19.349999999999998,19.7,19.15,0.5500000000000007,-0.25,27173,43887,17648,26239,26234
2018-06-03,19.400000000000002,19.8,19.1,0.6999999999999993,0.0,19.69,19.95,19.4,0.5500000000000007,0.3000000000000007,19.150000000000002,19.3,19.0,0.3000000000000007,0.25,19.398,19.75,19.1,0.6499999999999986,0.5,42144,74154,16991,57163,-8102
2018-06-10,19.5,19.65,19.2,0.4499999999999993,-0.3500000000000014,19.59,19.73,19.3,0.4299999999999997,-0.4299999999999997,19.306,19.48,19.05,0.4299999999999997,-0.34999999999999787,19.42,19.65,19.1,0.5499999999999972,-0.4499999999999993,36887,54395,20710,33685,23684
2018-06-17,19.5,19.95,19.0,0.9499999999999993,0.4499999999999993,19.756,20.05,19.3,0.75,0.14999999999999858,19.2,19.65,18.85,0.7999999999999972,-0.14999999999999858,19.46,20.0,18.95,1.0500000000000007,-0.15000000000000213,107545,272749,31833,240916,-81653
2018-06-24,18.27,19.0,17.45,1.5500000000000007,-1.5500000000000007,18.419999999999998,19.15,17.95,1.1999999999999993,-1.1999999999999993,17.94,18.9,17.45,1.4499999999999993,-1.4499999999999993,18.07,19.0,17.6,1.3999999999999986,-1.1499999999999986,79694,205251,39145,166106,9471
2018-07-01,18.3,18.75,17.9,0.8500000000000014,0.6000000000000014,18.65,19.0,18.05,0.9499999999999993,0.75,18.075,18.4,17.75,0.6499999999999986,0.4499999999999993,18.4125,18.75,17.9,0.8500000000000014,0.6000000000000014,51043,62809,43007,19802,-16679
2018-07-08,18.52,19.0,18.15,0.8500000000000014,0.3999999999999986,18.79,19.2,18.25,0.9499999999999993,0.5500000000000007,18.3,18.9,17.75,1.1499999999999986,0.6499999999999986,18.6,19.15,18.05,1.0999999999999979,0.8999999999999986,32839,41259,24536,16723,6000
2018-07-15,18.85,19.15,18.5,0.6499999999999986,-0.6000000000000014,19.006,19.38,18.75,0.629999999999999,-0.5299999999999976,18.686,19.05,18.38,0.6700000000000017,-0.6700000000000017,18.830000000000002,19.25,18.6,0.6499999999999986,-0.5,28503,45379,18792,26587,-14360
2018-07-22,18.24,18.85,17.95,0.9000000000000021,-0.9000000000000021,18.38,18.85,18.2,0.6500000000000021,-0.5,17.919999999999998,18.25,17.7,0.5500000000000007,-0.3000000000000007,18.150000000000002,18.35,17.95,0.40000000000000213,0.05000000000000071,31703,37251,24049,13202,12644
2018-07-29,18.12,19.0,17.25,1.75,-1.75,18.27,19.3,17.45,1.8500000000000014,-1.8500000000000014,17.64,18.5,17.15,1.3500000000000014,-1.3000000000000007,17.85,18.9,17.3,1.5999999999999979,-1.5999999999999979,48898,88280,34545,53735,-49260
2018-08-05,17.5,17.7,17.35,0.34999999999999787,0.10000000000000142,17.75,18.15,17.6,0.5499999999999972,0.4499999999999993,17.259999999999998,17.45,17.15,0.3000000000000007,0.09999999999999787,17.580000000000002,18.05,17.3,0.75,0.6000000000000014,40393,64543,21068,43475,30455
2018-08-12,18.36,19.0,17.9,1.1000000000000014,1.1000000000000014,18.7,19.2,18.35,0.8499999999999979,0.8000000000000007,18.268,18.89,17.9,0.990000000000002,0.990000000000002,18.6,18.95,18.25,0.6999999999999993,0.5500000000000007,52929,88759,38896,49863,1793
2018-08-19,18.87,19.1,18.75,0.3500000000000014,0.15000000000000213,19.024,19.35,18.8,0.5500000000000007,0.3000000000000007,18.77,19.0,18.65,0.3500000000000014,0.1999999999999993,18.9,19.2,18.75,0.4499999999999993,0.3999999999999986,53078,79138,36543,42595,10019
2018-08-26,19.0875,19.5,18.8,0.6999999999999993,-0.34999999999999787,19.3125,19.55,19.05,0.5,-0.5,18.83,19.2,18.65,0.5500000000000007,-0.5500000000000007,19.0875,19.4,18.95,0.4499999999999993,-0.34999999999999787,29985,52175,19061,33114,-2537
2018-09-02,19.024,19.2,18.9,0.3000000000000007,0.14999999999999858,19.19,19.35,19.05,0.3000000000000007,0.20000000000000284,18.802,19.01,18.6,0.41000000000000014,0.41000000000000014,19.06,19.15,19.0,0.14999999999999858,0.0,41223,53929,23801,30128,-30128
2018-09-09,19.03,19.25,18.9,0.3500000000000014,-0.15000000000000213,19.086,19.27,18.9,0.370000000000001,-0.15000000000000213,18.78,18.9,18.45,0.4499999999999993,-0.4499999999999993,18.93,19.05,18.65,0.40000000000000213,-0.3500000000000014,42410,54642,35270,19372,-11188
2018-09-16,18.55,18.75,18.4,0.3500000000000014,0.14999999999999858,18.776,18.9,18.7,0.1999999999999993,-0.14999999999999858,18.25,18.45,18.0,0.4499999999999993,-0.4499999999999993,18.45,18.8,18.05,0.75,-0.4499999999999993,65672,106474,29481,76993,-33773
2018-09-23,17.104,17.95,16.4,1.5500000000000007,-0.9800000000000004,17.284,17.95,16.8,1.1499999999999986,-0.6999999999999993,16.778,17.45,16.4,1.0500000000000007,-0.6600000000000001,17.008,17.5,16.7,0.8000000000000007,-0.35999999999999943,31541,38120,26272,11848,-3655
2018-09-30,17.838,18.28,17.15,1.1300000000000026,0.5899999999999999,18.114,18.39,17.74,0.6500000000000021,-0.010000000000001563,17.464,17.82,17.13,0.6900000000000013,0.08000000000000185,17.902,18.31,17.41,0.8999999999999986,-0.28999999999999915,57694,101453,26489,74964,-54410
2018-10-07,16.39,17.4,15.58,1.8199999999999985,-1.8199999999999985,16.532,17.43,16.04,1.3900000000000006,-1.3900000000000006,15.884,16.69,15.5,1.1900000000000013,-1.1900000000000013,16.052,16.95,15.64,1.3099999999999987,-1.1099999999999994,49757,60441,29729,30712,30712
2018-10-14,15.37,16.22,14.5,1.7199999999999989,-1.5,15.524000000000001,16.28,14.74,1.540000000000001,-1.540000000000001,14.85,15.77,14.3,1.4699999999999989,-1.4100000000000001,15.07,16.25,14.45,1.8000000000000007,-1.8000000000000007,54272,61921,38280,23641,23641
2018-10-21,14.114,14.3,13.83,0.47000000000000064,-0.08999999999999986,14.334,14.45,14.22,0.22999999999999865,-0.1899999999999995,13.916,14.0,13.78,0.22000000000000064,-0.019999999999999574,14.072000000000001,14.15,14.04,0.11000000000000121,0.019999999999999574,59720,86473,38683,47790,-32274
2018-10-28,14.488,14.78,14.08,0.6999999999999993,0.3800000000000008,14.806,15.08,14.44,0.6400000000000006,0.5899999999999999,14.198,14.53,13.98,0.5499999999999989,0.08000000000000007,14.556,14.76,14.29,0.47000000000000064,0.47000000000000064,48717,63445,34842,28603,11835
2018-11-04,14.27,14.47,14.08,0.39000000000000057,-0.16999999999999993,14.426,14.67,14.2,0.47000000000000064,-0.47000000000000064,13.948,14.27,13.62,0.6500000000000004,0.28000000000000114,14.298,14.56,14.06,0.5,-0.5,66192,124896,40358,84538,-12077
2018-11-11,14.068,14.29,13.77,0.5199999999999996,-0.2900000000000009,14.372,14.5,14.2,0.3000000000000007,-0.3000000000000007,13.884,14.02,13.67,0.34999999999999964,-0.040000000000000924,14.152,14.21,14.05,0.16000000000000014,-0.129999999999999,58607,80807,33005,47802,-13741
2018-11-18,13.754999999999999,14.0,13.16,0.8399999999999999,0.14000000000000057,14.2,14.85,13.72,1.129999999999999,0.7400000000000002,13.4525,13.86,13.16,0.6999999999999993,-0.2699999999999996,13.8825,14.72,13.35,1.370000000000001,0.6600000000000001,118251,286288,17713,268575,199140
