Date,Vanguard High Dividend Yield_Open_average,Vanguard High Dividend Yield_Open_max,Vanguard High Dividend Yield_Open_min,Vanguard High Dividend Yield_Open_volatility,Vanguard High Dividend Yield_Open_change,Vanguard High Dividend Yield_High_average,Vanguard High Dividend Yield_High_max,Vanguard High Dividend Yield_High_min,Vanguard High Dividend Yield_High_volatility,Vanguard High Dividend Yield_High_change,Vanguard High Dividend Yield_Low_average,Vanguard High Dividend Yield_Low_max,Vanguard High Dividend Yield_Low_min,Vanguard High Dividend Yield_Low_volatility,Vanguard High Dividend Yield_Low_change,Vanguard High Dividend Yield_Close_average,Vanguard High Dividend Yield_Close_max,Vanguard High Dividend Yield_Close_min,Vanguard High Dividend Yield_Close_volatility,Vanguard High Dividend Yield_Close_change
2018-07-29,86.53,86.53,86.53,0.0,0.0,86.89,86.89,86.89,0.0,0.0,86.34,86.34,86.34,0.0,0.0,86.77,86.77,86.77,0.0,0.0
2018-08-05,86.18,86.18,86.18,0.0,0.0,86.21,86.21,86.21,0.0,0.0,85.58,85.58,85.58,0.0,0.0,85.71,85.71,85.71,0.0,0.0
2018-08-12,87.4,87.4,87.4,0.0,0.0,87.63,87.63,87.63,0.0,0.0,87.35,87.35,87.35,0.0,0.0,87.51,87.51,87.51,0.0,0.0
2018-08-19,87.72,87.72,87.72,0.0,0.0,88.02,88.02,88.02,0.0,0.0,87.69,87.69,87.69,0.0,0.0,87.91,87.91,87.91,0.0,0.0
2018-08-26,87.36,87.36,87.36,0.0,0.0,87.56,87.56,87.56,0.0,0.0,87.08,87.08,87.08,0.0,0.0,87.41,87.41,87.41,0.0,0.0
2018-09-02,87.68,87.68,87.68,0.0,0.0,88.02,88.02,88.02,0.0,0.0,87.52,87.52,87.52,0.0,0.0,87.55,87.55,87.55,0.0,0.0
2018-09-09,88.29,88.29,88.29,0.0,0.0,88.29,88.29,88.29,0.0,0.0,87.95,87.95,87.95,0.0,0.0,88.04,88.04,88.04,0.0,0.0
2018-09-16,89.23,89.23,89.23,0.0,0.0,89.24,89.24,89.24,0.0,0.0,88.48,88.48,88.48,0.0,0.0,88.61,88.61,88.61,0.0,0.0
2018-09-23,87.56,87.56,87.56,0.0,0.0,87.73,87.73,87.73,0.0,0.0,87.26,87.26,87.26,0.0,0.0,87.48,87.48,87.48,0.0,0.0
2018-09-30,87.37,87.37,87.37,0.0,0.0,88.09,88.09,88.09,0.0,0.0,87.3,87.3,87.3,0.0,0.0,87.98,87.98,87.98,0.0,0.0
2018-10-07,83.72,83.72,83.72,0.0,0.0,84.44,84.44,84.44,0.0,0.0,83.67,83.67,83.67,0.0,0.0,83.71,83.71,83.71,0.0,0.0
2018-10-14,84.68,84.68,84.68,0.0,0.0,84.93,84.93,84.93,0.0,0.0,83.76,83.76,83.76,0.0,0.0,83.95,83.95,83.95,0.0,0.0
2018-10-21,82.27,82.27,82.27,0.0,0.0,82.95,82.95,82.95,0.0,0.0,80.76,80.76,80.76,0.0,0.0,81.71,81.71,81.71,0.0,0.0
2018-10-28,83.77,83.77,83.77,0.0,0.0,84.7,84.7,84.7,0.0,0.0,83.77,83.77,83.77,0.0,0.0,84.47,84.47,84.47,0.0,0.0
2018-11-04,85.61,85.61,85.61,0.0,0.0,85.7,85.7,85.7,0.0,0.0,84.57,84.57,84.57,0.0,0.0,84.74,84.74,84.74,0.0,0.0
2018-11-11,85.18,85.18,85.18,0.0,0.0,85.49,85.49,85.49,0.0,0.0,84.51,84.51,84.51,0.0,0.0,84.93,84.93,84.93,0.0,0.0
2018-11-18,83.42,83.42,83.42,0.0,0.0,83.92,83.92,83.92,0.0,0.0,83.35,83.35,83.35,0.0,0.0,83.84,83.84,83.84,0.0,0.0
2018-11-25,87.18,87.18,87.18,0.0,0.0,87.21,87.21,87.21,0.0,0.0,86.09,86.09,86.09,0.0,0.0,86.73,86.73,86.73,0.0,0.0
2018-12-02,82.63,82.63,82.63,0.0,0.0,82.82,82.82,82.82,0.0,0.0,80.92,80.92,80.92,0.0,0.0,82.54,82.54,82.54,0.0,0.0
2018-12-09,81.15,81.15,81.15,0.0,0.0,81.57,81.57,81.57,0.0,0.0,79.5,79.5,79.5,0.0,0.0,79.95,79.95,79.95,0.0,0.0
2018-12-16,75.47,75.47,75.47,0.0,0.0,75.75,75.75,75.75,0.0,0.0,73.66,73.66,73.66,0.0,0.0,73.71,73.71,73.71,0.0,0.0
2018-12-23,77.72,77.72,77.72,0.0,0.0,77.99,77.99,77.99,0.0,0.0,77.16,77.16,77.16,0.0,0.0,77.99,77.99,77.99,0.0,0.0
2018-12-30,78.97,78.97,78.97,0.0,0.0,79.84,79.84,79.84,0.0,0.0,78.47,78.47,78.47,0.0,0.0,79.31,79.31,79.31,0.0,0.0
2019-01-06,79.87,79.87,79.87,0.0,0.0,80.17,80.17,80.17,0.0,0.0,79.73,79.73,79.73,0.0,0.0,79.98,79.98,79.98,0.0,0.0
2019-01-13,81.65,81.65,81.65,0.0,0.0,82.26,82.26,82.26,0.0,0.0,81.46,81.46,81.46,0.0,0.0,82.15,82.15,82.15,0.0,0.0
2019-01-20,81.05,81.05,81.05,0.0,0.0,81.19,81.19,81.19,0.0,0.0,80.57,80.57,80.57,0.0,0.0,81.18,81.18,81.18,0.0,0.0
2019-01-27,83.02,83.02,83.02,0.0,0.0,83.26,83.26,83.26,0.0,0.0,82.51,82.51,82.51,0.0,0.0,83.26,83.26,83.26,0.0,0.0
2019-02-03,83.17,83.17,83.17,0.0,0.0,83.25,83.25,83.25,0.0,0.0,82.83,82.83,82.83,0.0,0.0,83.07,83.07,83.07,0.0,0.0
2019-02-10,84.58,84.58,84.58,0.0,0.0,85.12,85.12,85.12,0.0,0.0,84.51,84.51,84.51,0.0,0.0,85.12,85.12,85.12,0.0,0.0
2019-02-17,86.22,86.22,86.22,0.0,0.0,86.43,86.43,86.43,0.0,0.0,85.96,85.96,85.96,0.0,0.0,86.01,86.01,86.01,0.0,0.0
2019-02-24,86.48,86.48,86.48,0.0,0.0,86.59,86.59,86.59,0.0,0.0,85.14,85.14,85.14,0.0,0.0,85.92,85.92,85.92,0.0,0.0
2019-03-03,84.62,84.62,84.62,0.0,0.0,85.51,85.51,85.51,0.0,0.0,84.55,84.55,84.55,0.0,0.0,85.49,85.49,85.49,0.0,0.0
2019-03-10,86.5,86.5,86.5,0.0,0.0,86.77,86.77,86.77,0.0,0.0,86.41,86.41,86.41,0.0,0.0,86.72,86.72,86.72,0.0,0.0
2019-03-17,84.56,84.56,84.56,0.0,0.0,84.85,84.85,84.85,0.0,0.0,84.14,84.14,84.14,0.0,0.0,84.49,84.49,84.49,0.0,0.0
2019-03-24,86.11,86.11,86.11,0.0,0.0,86.61,86.61,86.61,0.0,0.0,85.8,85.8,85.8,0.0,0.0,86.53,86.53,86.53,0.0,0.0
2019-03-31,87.02,87.02,87.02,0.0,0.0,87.24,87.24,87.24,0.0,0.0,86.91,86.91,86.91,0.0,0.0,87.24,87.24,87.24,0.0,0.0
2019-04-07,87.55,87.55,87.55,0.0,0.0,87.57,87.57,87.57,0.0,0.0,87.25,87.25,87.25,0.0,0.0,87.45,87.45,87.45,0.0,0.0
2019-04-14,87.47,87.47,87.47,0.0,0.0,87.75,87.75,87.75,0.0,0.0,87.4,87.4,87.4,0.0,0.0,87.59,87.59,87.59,0.0,0.0
2019-04-21,87.54,87.54,87.54,0.0,0.0,87.84,87.84,87.84,0.0,0.0,87.49,87.49,87.49,0.0,0.0,87.64,87.64,87.64,0.0,0.0
2019-04-28,86.74,86.74,86.74,0.0,0.0,87.64,87.64,87.64,0.0,0.0,86.65,86.65,86.65,0.0,0.0,87.53,87.53,87.53,0.0,0.0
2019-05-05,85.07,85.07,85.07,0.0,0.0,85.28,85.28,85.28,0.0,0.0,84.4,84.4,84.4,0.0,0.0,84.76,84.76,84.76,0.0,0.0
2019-05-12,85.57,85.57,85.57,0.0,0.0,86.09,86.09,86.09,0.0,0.0,85.41,85.41,85.41,0.0,0.0,85.66,85.66,85.66,0.0,0.0
2019-05-19,85.6,85.6,85.6,0.0,0.0,85.62,85.62,85.62,0.0,0.0,85.1,85.1,85.1,0.0,0.0,85.34,85.34,85.34,0.0,0.0
2019-05-26,82.72,82.72,82.72,0.0,0.0,83.54,83.54,83.54,0.0,0.0,82.68,82.68,82.68,0.0,0.0,83.43,83.43,83.43,0.0,0.0
2019-06-02,86.81,86.81,86.81,0.0,0.0,86.93,86.93,86.93,0.0,0.0,86.48,86.48,86.48,0.0,0.0,86.55,86.55,86.55,0.0,0.0
2019-06-09,86.23,86.23,86.23,0.0,0.0,86.26,86.26,86.26,0.0,0.0,85.94,85.94,85.94,0.0,0.0,86.0,86.0,86.0,0.0,0.0
2019-06-16,87.6,87.6,87.6,0.0,0.0,87.75,87.75,87.75,0.0,0.0,87.41,87.41,87.41,0.0,0.0,87.5,87.5,87.5,0.0,0.0
2019-06-23,88.0,88.0,88.0,0.0,0.0,88.28,88.28,88.28,0.0,0.0,87.51,87.51,87.51,0.0,0.0,87.91,87.91,87.91,0.0,0.0
2019-06-30,88.31,88.31,88.31,0.0,0.0,88.47,88.47,88.47,0.0,0.0,88.0,88.0,88.0,0.0,0.0,88.15,88.15,88.15,0.0,0.0
2019-07-07,88.82,88.82,88.82,0.0,0.0,88.82,88.82,88.82,0.0,0.0,88.61,88.61,88.61,0.0,0.0,88.78,88.78,88.78,0.0,0.0
2019-07-14,88.15,88.15,88.15,0.0,0.0,88.17,88.17,88.17,0.0,0.0,87.75,87.75,87.75,0.0,0.0,87.99,87.99,87.99,0.0,0.0
2019-07-21,89.19,89.19,89.19,0.0,0.0,89.35,89.35,89.35,0.0,0.0,89.09,89.09,89.09,0.0,0.0,89.21,89.21,89.21,0.0,0.0
2019-07-28,85.71,85.71,85.71,0.0,0.0,85.89,85.89,85.89,0.0,0.0,83.83,83.83,83.83,0.0,0.0,84.51,84.51,84.51,0.0,0.0
2019-08-04,85.75,85.75,85.75,0.0,0.0,85.85,85.85,85.85,0.0,0.0,84.92,84.92,84.92,0.0,0.0,85.25,85.25,85.25,0.0,0.0
2019-08-11,86.1,86.1,86.1,0.0,0.0,86.44,86.44,86.44,0.0,0.0,85.97,85.97,85.97,0.0,0.0,86.22,86.22,86.22,0.0,0.0
2019-08-18,84.68,84.68,84.68,0.0,0.0,84.89,84.89,84.89,0.0,0.0,84.27,84.27,84.27,0.0,0.0,84.84,84.84,84.84,0.0,0.0
2019-08-25,86.46,86.46,86.46,0.0,0.0,86.59,86.59,86.59,0.0,0.0,85.95,85.95,85.95,0.0,0.0,86.16,86.16,86.16,0.0,0.0
2019-09-01,88.3,88.3,88.3,0.0,0.0,88.45,88.45,88.45,0.0,0.0,88.09,88.09,88.09,0.0,0.0,88.44,88.44,88.44,0.0,0.0
2019-09-08,89.54,89.54,89.54,0.0,0.0,89.55,89.55,89.55,0.0,0.0,89.15,89.15,89.15,0.0,0.0,89.32,89.32,89.32,0.0,0.0
2019-09-15,89.14,89.14,89.14,0.0,0.0,89.69,89.69,89.69,0.0,0.0,89.09,89.09,89.09,0.0,0.0,89.48,89.48,89.48,0.0,0.0
2019-09-22,88.54,88.54,88.54,0.0,0.0,88.99,88.99,88.99,0.0,0.0,88.51,88.51,88.51,0.0,0.0,88.73,88.73,88.73,0.0,0.0
2019-09-29,87.47,87.47,87.47,0.0,0.0,87.84,87.84,87.84,0.0,0.0,87.17,87.17,87.17,0.0,0.0,87.21,87.21,87.21,0.0,0.0
2019-10-06,87.76,87.76,87.76,0.0,0.0,87.85,87.85,87.85,0.0,0.0,87.6,87.6,87.6,0.0,0.0,87.73,87.73,87.73,0.0,0.0
2019-10-13,88.78,88.78,88.78,0.0,0.0,89.04,89.04,89.04,0.0,0.0,88.78,88.78,88.78,0.0,0.0,89.01,89.01,89.01,0.0,0.0
2019-10-20,89.68,89.68,89.68,0.0,0.0,89.99,89.99,89.99,0.0,0.0,89.58,89.58,89.58,0.0,0.0,89.64,89.64,89.64,0.0,0.0
2019-10-27,90.85,90.85,90.85,0.0,0.0,91.02,91.02,91.02,0.0,0.0,90.65,90.65,90.65,0.0,0.0,90.81,90.81,90.81,0.0,0.0
2019-11-03,91.12,91.12,91.12,0.0,0.0,91.23,91.23,91.23,0.0,0.0,90.97,90.97,90.97,0.0,0.0,91.18,91.18,91.18,0.0,0.0
2019-11-10,91.37,91.37,91.37,0.0,0.0,91.55,91.55,91.55,0.0,0.0,91.17,91.17,91.17,0.0,0.0,91.44,91.44,91.44,0.0,0.0
2019-11-17,91.53,91.53,91.53,0.0,0.0,91.71,91.71,91.71,0.0,0.0,91.43,91.43,91.43,0.0,0.0,91.66,91.66,91.66,0.0,0.0
2019-11-24,91.85,91.85,91.85,0.0,0.0,91.9,91.9,91.9,0.0,0.0,91.19,91.19,91.19,0.0,0.0,91.27,91.27,91.27,0.0,0.0
2019-12-01,92.15,92.15,92.15,0.0,0.0,92.34,92.34,92.34,0.0,0.0,92.12,92.12,92.12,0.0,0.0,92.13,92.13,92.13,0.0,0.0
2019-12-08,93.5,93.5,93.5,0.0,0.0,93.79,93.79,93.79,0.0,0.0,93.41,93.41,93.41,0.0,0.0,93.57,93.57,93.57,0.0,0.0
2019-12-15,93.87,93.87,93.87,0.0,0.0,93.87,93.87,93.87,0.0,0.0,93.58,93.58,93.58,0.0,0.0,93.66,93.66,93.66,0.0,0.0
2019-12-22,93.93,93.93,93.93,0.0,0.0,93.96,93.96,93.96,0.0,0.0,93.34,93.34,93.34,0.0,0.0,93.43,93.43,93.43,0.0,0.0
2019-12-29,93.15,93.15,93.15,0.0,0.0,93.54,93.54,93.54,0.0,0.0,92.97,92.97,92.97,0.0,0.0,93.23,93.23,93.23,0.0,0.0
