Date,ADBEStock_Open_average,ADBEStock_Open_max,ADBEStock_Open_min,ADBEStock_Open_volatility,ADBEStock_Open_change,ADBEStock_High_average,ADBEStock_High_max,ADBEStock_High_min,ADBEStock_High_volatility,ADBEStock_High_change,ADBEStock_Low_average,ADBEStock_Low_max,ADBEStock_Low_min,ADBEStock_Low_volatility,ADBEStock_Low_change,ADBEStock_Close_average,ADBEStock_Close_max,ADBEStock_Close_min,ADBEStock_Close_volatility,ADBEStock_Close_change,ADBEStock_Volume_average,ADBEStock_Volume_max,ADBEStock_Volume_min,ADBEStock_Volume_volatility,ADBEStock_Volume_change
2018-01-14,195.595,196.24,194.01,2.230000000000018,0.3200000000000216,197.1375,198.21,196.59,1.6200000000000045,-1.5800000000000125,193.2975,194.65,191.71,2.9399999999999977,2.9399999999999977,195.22,196.49,192.46,4.030000000000001,3.269999999999982,3111841,4595560,2342979,2252581,-2252581
2018-01-21,199.278,202.29,195.7,6.590000000000003,2.8000000000000114,201.108,204.45,198.0,6.449999999999989,3.5500000000000114,196.94,199.44,194.42,5.02000000000001,3.8300000000000125,198.904,201.3,197.51,3.7900000000000205,3.460000000000008,2769015,3980994,1701342,2279652,636738
2018-01-28,198.18800000000002,200.11,197.13,2.980000000000018,-2.780000000000001,200.14000000000001,201.75,197.73,4.02000000000001,-1.460000000000008,196.606,198.08,194.89,3.190000000000026,-2.430000000000007,197.982,199.76,195.64,4.1200000000000045,-2.5900000000000034,2641961,3343348,1938978,1404370,874807
2018-02-04,190.93800000000002,194.06,186.59,7.469999999999999,-6.72999999999999,194.44,198.46,189.71,8.75,-8.75,185.296,192.02,179.34,12.680000000000007,-8.659999999999997,190.046,194.47,185.16,9.310000000000002,-2.280000000000001,3813370,4479960,2988024,1491936,17489
2018-02-11,194.764,202.52,189.0,13.52000000000001,13.52000000000001,198.39600000000002,203.9,192.99,10.909999999999997,10.909999999999997,193.754,200.74,188.56,12.180000000000007,12.180000000000007,197.458,202.97,192.15,10.819999999999993,9.409999999999997,2346865,2824726,1961306,863420,-652136
2018-02-18,203.05,204.45,200.46,3.9899999999999807,3.759999999999991,206.4875,209.78,204.22,5.560000000000002,4.659999999999997,201.5475,203.31,199.18,4.1299999999999955,4.1299999999999955,204.35500000000002,209.74,202.09,7.650000000000006,6.760000000000019,2164236,2722668,1541519,1181149,-373403
2018-02-25,209.65,211.99,203.96,8.030000000000001,-7.329999999999984,211.888,213.44,210.21,3.2299999999999898,-2.1399999999999864,206.564,209.26,201.76,7.5,-7.5,209.184,212.15,206.03,6.1200000000000045,-2.3600000000000136,2472655,2632234,2330752,301482,206001
2018-03-04,213.71,218.03,208.75,9.280000000000001,9.25,216.632,221.27,212.0,9.27000000000001,9.27000000000001,211.97,217.19,206.92,10.27000000000001,10.27000000000001,215.508,221.11,211.16,9.950000000000017,9.950000000000017,2400519,2795072,2111808,683264,530451
2018-03-11,222.78,227.18,220.0,7.180000000000007,4.210000000000008,223.964,228.88,221.46,7.4199999999999875,5.769999999999982,219.686,224.0,217.6,6.400000000000006,3.6599999999999966,220.712,225.55,218.44,7.110000000000014,4.610000000000014,4909306,8783042,3216924,5566118,5566118
2018-03-18,223.962,228.76,219.52,9.23999999999998,-4.9599999999999795,227.102,231.34,222.46,8.879999999999995,-4.1299999999999955,220.464,225.61,214.78,10.830000000000013,-3.9000000000000057,222.864,229.75,215.02,14.72999999999999,-7.159999999999997,4065271,5019294,3008694,2010600,267934
2018-03-25,218.95,229.9,213.35,16.55000000000001,-5.480000000000018,224.2175,230.98,217.15,13.829999999999984,-9.560000000000002,212.515,218.5,209.04,9.460000000000008,-8.22999999999999,217.8325,228.91,212.54,16.370000000000005,-12.829999999999984,4553529,5468070,3757447,1710623,-727998
2018-04-01,218.026,227.94,210.71,17.22999999999999,7.079999999999984,222.778,228.8,216.5,12.300000000000011,7.960000000000008,213.67,221.6,207.22,14.379999999999995,9.530000000000001,219.082,225.05,212.28,12.77000000000001,6.3300000000000125,3607312,4474394,2964487,1509907,-530459
2018-04-08,224.038,228.85,220.08,8.769999999999982,8.769999999999982,226.712,228.95,224.44,4.509999999999991,4.509999999999991,222.042,225.12,218.82,6.300000000000011,3.730000000000018,223.67,226.96,219.17,7.7900000000000205,4.890000000000015,2269287,2845870,1851054,994816,-506874
2018-04-15,228.69,231.7,226.08,5.619999999999976,0.9199999999999875,230.128,233.17,227.23,5.939999999999998,0.37000000000000455,225.794,228.62,222.95,5.670000000000016,0.10000000000002274,228.328,231.16,225.24,5.9199999999999875,-1.2800000000000011,2564102,3404449,2130698,1273751,272985
2018-04-22,222.88,227.0,218.16,8.840000000000003,-3.309999999999974,224.844,229.15,219.4,9.75,-4.969999999999999,218.462,224.75,213.25,11.5,-5.069999999999993,220.864,225.3,217.32,7.980000000000018,-3.4000000000000057,2454803,3450849,1503148,1947701,-634840
2018-04-29,222.448,224.3,220.01,4.2900000000000205,0.6199999999999761,225.978,229.39,224.14,5.25,5.25,220.32,223.39,218.74,4.649999999999977,3.8499999999999943,224.268,228.51,221.1,7.409999999999997,6.909999999999997,1986767,2507925,1663737,844188,-102593
