Date,PowerShares FTSE RAFI Developed Markets ex-US_Open_average,PowerShares FTSE RAFI Developed Markets ex-US_Open_max,PowerShares FTSE RAFI Developed Markets ex-US_Open_min,PowerShares FTSE RAFI Developed Markets ex-US_Open_volatility,PowerShares FTSE RAFI Developed Markets ex-US_Open_change,PowerShares FTSE RAFI Developed Markets ex-US_High_average,PowerShares FTSE RAFI Developed Markets ex-US_High_max,PowerShares FTSE RAFI Developed Markets ex-US_High_min,PowerShares FTSE RAFI Developed Markets ex-US_High_volatility,PowerShares FTSE RAFI Developed Markets ex-US_High_change,PowerShares FTSE RAFI Developed Markets ex-US_Low_average,PowerShares FTSE RAFI Developed Markets ex-US_Low_max,PowerShares FTSE RAFI Developed Markets ex-US_Low_min,PowerShares FTSE RAFI Developed Markets ex-US_Low_volatility,PowerShares FTSE RAFI Developed Markets ex-US_Low_change,PowerShares FTSE RAFI Developed Markets ex-US_Close_average,PowerShares FTSE RAFI Developed Markets ex-US_Close_max,PowerShares FTSE RAFI Developed Markets ex-US_Close_min,PowerShares FTSE RAFI Developed Markets ex-US_Close_volatility,PowerShares FTSE RAFI Developed Markets ex-US_Close_change
2018-01-14,48.02,48.02,48.02,0.0,0.0,48.26,48.26,48.26,0.0,0.0,47.97,47.97,47.97,0.0,0.0,48.22,48.22,48.22,0.0,0.0
2018-01-21,48.37,48.37,48.37,0.0,0.0,48.4,48.4,48.4,0.0,0.0,48.19,48.19,48.19,0.0,0.0,48.31,48.31,48.31,0.0,0.0
2018-01-28,46.33,46.33,46.33,0.0,0.0,46.55,46.55,46.55,0.0,0.0,44.71,44.71,44.71,0.0,0.0,44.98,44.98,44.98,0.0,0.0
2018-02-04,44.69,44.69,44.69,0.0,0.0,45.04,45.04,45.04,0.0,0.0,44.54,44.54,44.54,0.0,0.0,44.92,44.92,44.92,0.0,0.0
2018-02-11,45.92,45.92,45.92,0.0,0.0,46.31,46.31,46.31,0.0,0.0,45.92,45.92,45.92,0.0,0.0,46.03,46.03,46.03,0.0,0.0
2018-02-18,46.18,46.18,46.18,0.0,0.0,46.42,46.42,46.42,0.0,0.0,46.0,46.0,46.0,0.0,0.0,46.38,46.38,46.38,0.0,0.0
2018-02-25,44.14,44.14,44.14,0.0,0.0,44.8,44.8,44.8,0.0,0.0,44.14,44.14,44.14,0.0,0.0,44.72,44.72,44.72,0.0,0.0
2018-03-04,45.39,45.39,45.39,0.0,0.0,45.52,45.52,45.52,0.0,0.0,45.35,45.35,45.35,0.0,0.0,45.44,45.44,45.44,0.0,0.0
2018-03-11,44.91,44.91,44.91,0.0,0.0,44.94,44.94,44.94,0.0,0.0,44.44,44.44,44.44,0.0,0.0,44.69,44.69,44.69,0.0,0.0
2018-03-18,44.21,44.21,44.21,0.0,0.0,44.31,44.31,44.31,0.0,0.0,43.77,43.77,43.77,0.0,0.0,44.25,44.25,44.25,0.0,0.0
2018-03-25,44.41,44.41,44.41,0.0,0.0,44.5,44.5,44.5,0.0,0.0,43.7,43.7,43.7,0.0,0.0,44.05,44.05,44.05,0.0,0.0
2018-04-01,44.89,44.89,44.89,0.0,0.0,45.17,45.17,45.17,0.0,0.0,44.74,44.74,44.74,0.0,0.0,44.91,44.91,44.91,0.0,0.0
2018-04-08,45.68,45.68,45.68,0.0,0.0,45.71,45.71,45.71,0.0,0.0,45.52,45.52,45.52,0.0,0.0,45.61,45.61,45.61,0.0,0.0
2018-04-15,45.96,45.96,45.96,0.0,0.0,46.04,46.04,46.04,0.0,0.0,45.82,45.82,45.82,0.0,0.0,45.96,45.96,45.96,0.0,0.0
2018-04-22,45.88,45.88,45.88,0.0,0.0,46.06,46.06,46.06,0.0,0.0,45.76,45.76,45.76,0.0,0.0,45.76,45.76,45.76,0.0,0.0
2018-04-29,45.8,45.8,45.8,0.0,0.0,45.97,45.97,45.97,0.0,0.0,45.77,45.77,45.77,0.0,0.0,45.83,45.83,45.83,0.0,0.0
2018-05-06,46.5,46.5,46.5,0.0,0.0,46.58,46.58,46.58,0.0,0.0,46.39,46.39,46.39,0.0,0.0,46.44,46.44,46.44,0.0,0.0
2018-05-13,46.14,46.14,46.14,0.0,0.0,46.21,46.21,46.21,0.0,0.0,46.11,46.11,46.11,0.0,0.0,46.19,46.19,46.19,0.0,0.0
2018-05-20,45.0,45.0,45.0,0.0,0.0,45.08,45.08,45.08,0.0,0.0,44.93,44.93,44.93,0.0,0.0,45.0,45.0,45.0,0.0,0.0
2018-05-27,45.13,45.13,45.13,0.0,0.0,45.13,45.13,45.13,0.0,0.0,44.93,44.93,44.93,0.0,0.0,44.98,44.98,44.98,0.0,0.0
2018-06-03,45.11,45.11,45.11,0.0,0.0,45.45,45.45,45.45,0.0,0.0,45.11,45.11,45.11,0.0,0.0,45.36,45.36,45.36,0.0,0.0
2018-06-10,43.39,43.39,43.39,0.0,0.0,43.66,43.66,43.66,0.0,0.0,43.39,43.39,43.39,0.0,0.0,43.66,43.66,43.66,0.0,0.0
2018-06-17,43.06,43.06,43.06,0.0,0.0,43.06,43.06,43.06,0.0,0.0,42.67,42.67,42.67,0.0,0.0,42.82,42.82,42.82,0.0,0.0
2018-06-24,42.41,42.41,42.41,0.0,0.0,42.61,42.61,42.61,0.0,0.0,42.31,42.31,42.31,0.0,0.0,42.59,42.59,42.59,0.0,0.0
2018-07-01,43.72,43.72,43.72,0.0,0.0,43.73,43.73,43.73,0.0,0.0,43.59,43.59,43.59,0.0,0.0,43.7,43.7,43.7,0.0,0.0
2018-07-08,43.19,43.19,43.19,0.0,0.0,43.26,43.26,43.26,0.0,0.0,43.12,43.12,43.12,0.0,0.0,43.22,43.22,43.22,0.0,0.0
2018-07-15,43.36,43.36,43.36,0.0,0.0,43.46,43.46,43.46,0.0,0.0,43.3,43.3,43.3,0.0,0.0,43.46,43.46,43.46,0.0,0.0
2018-07-22,44.16,44.16,44.16,0.0,0.0,44.24,44.24,44.24,0.0,0.0,44.03,44.03,44.03,0.0,0.0,44.03,44.03,44.03,0.0,0.0
2018-07-29,43.3,43.3,43.3,0.0,0.0,43.45,43.45,43.45,0.0,0.0,43.18,43.18,43.18,0.0,0.0,43.38,43.38,43.38,0.0,0.0
2018-08-05,42.55,42.55,42.55,0.0,0.0,42.64,42.64,42.64,0.0,0.0,42.32,42.32,42.32,0.0,0.0,42.49,42.49,42.49,0.0,0.0
2018-08-12,42.58,42.58,42.58,0.0,0.0,42.78,42.78,42.78,0.0,0.0,42.52,42.52,42.52,0.0,0.0,42.74,42.74,42.74,0.0,0.0
2018-08-19,43.31,43.31,43.31,0.0,0.0,43.66,43.66,43.66,0.0,0.0,43.31,43.31,43.31,0.0,0.0,43.66,43.66,43.66,0.0,0.0
2018-08-26,42.99,42.99,42.99,0.0,0.0,43.14,43.14,43.14,0.0,0.0,42.75,42.75,42.75,0.0,0.0,42.89,42.89,42.89,0.0,0.0
2018-09-02,42.17,42.17,42.17,0.0,0.0,42.19,42.19,42.19,0.0,0.0,42.04,42.04,42.04,0.0,0.0,42.12,42.12,42.12,0.0,0.0
2018-09-09,42.83,42.83,42.83,0.0,0.0,42.96,42.96,42.96,0.0,0.0,42.66,42.66,42.66,0.0,0.0,42.67,42.67,42.67,0.0,0.0
2018-09-16,43.85,43.85,43.85,0.0,0.0,43.87,43.87,43.87,0.0,0.0,43.56,43.56,43.56,0.0,0.0,43.56,43.56,43.56,0.0,0.0
2018-09-23,43.46,43.46,43.46,0.0,0.0,43.6,43.6,43.6,0.0,0.0,43.31,43.31,43.31,0.0,0.0,43.34,43.34,43.34,0.0,0.0
2018-09-30,42.07,42.07,42.07,0.0,0.0,42.33,42.33,42.33,0.0,0.0,42.02,42.02,42.02,0.0,0.0,42.3,42.3,42.3,0.0,0.0
2018-10-07,40.84,40.84,40.84,0.0,0.0,41.1,41.1,41.1,0.0,0.0,40.82,40.82,40.82,0.0,0.0,40.93,40.93,40.93,0.0,0.0
2018-10-14,40.81,40.81,40.81,0.0,0.0,40.82,40.82,40.82,0.0,0.0,40.49,40.49,40.49,0.0,0.0,40.59,40.59,40.59,0.0,0.0
2018-10-21,39.77,39.77,39.77,0.0,0.0,39.93,39.93,39.93,0.0,0.0,39.03,39.03,39.03,0.0,0.0,39.2,39.2,39.2,0.0,0.0
2018-10-28,40.47,40.47,40.47,0.0,0.0,40.57,40.57,40.57,0.0,0.0,40.36,40.36,40.36,0.0,0.0,40.45,40.45,40.45,0.0,0.0
2018-11-04,40.26,40.26,40.26,0.0,0.0,40.27,40.27,40.27,0.0,0.0,39.83,39.83,39.83,0.0,0.0,39.87,39.87,39.87,0.0,0.0
2018-11-11,40.19,40.19,40.19,0.0,0.0,40.22,40.22,40.22,0.0,0.0,39.83,39.83,39.83,0.0,0.0,39.93,39.93,39.93,0.0,0.0
2018-11-18,39.93,39.93,39.93,0.0,0.0,40.16,40.16,40.16,0.0,0.0,39.88,39.88,39.88,0.0,0.0,40.08,40.08,40.08,0.0,0.0
2018-11-25,40.57,40.57,40.57,0.0,0.0,40.58,40.58,40.58,0.0,0.0,40.34,40.34,40.34,0.0,0.0,40.48,40.48,40.48,0.0,0.0
2018-12-02,38.52,38.52,38.52,0.0,0.0,38.58,38.58,38.58,0.0,0.0,38.0,38.0,38.0,0.0,0.0,38.37,38.37,38.37,0.0,0.0
2018-12-09,38.54,38.54,38.54,0.0,0.0,38.54,38.54,38.54,0.0,0.0,38.01,38.01,38.01,0.0,0.0,38.12,38.12,38.12,0.0,0.0
2018-12-16,36.73,36.73,36.73,0.0,0.0,36.91,36.91,36.91,0.0,0.0,36.29,36.29,36.29,0.0,0.0,36.29,36.29,36.29,0.0,0.0
2018-12-23,37.67,37.67,37.67,0.0,0.0,37.72,37.72,37.72,0.0,0.0,37.39,37.39,37.39,0.0,0.0,37.52,37.52,37.52,0.0,0.0
2018-12-30,38.39,38.39,38.39,0.0,0.0,38.69,38.69,38.69,0.0,0.0,38.37,38.37,38.37,0.0,0.0,38.54,38.54,38.54,0.0,0.0
2019-01-06,38.87,38.87,38.87,0.0,0.0,39.11,39.11,39.11,0.0,0.0,38.87,38.87,38.87,0.0,0.0,38.99,38.99,38.99,0.0,0.0
2019-01-13,39.74,39.74,39.74,0.0,0.0,39.81,39.81,39.81,0.0,0.0,39.64,39.64,39.64,0.0,0.0,39.81,39.81,39.81,0.0,0.0
2019-01-20,39.59,39.59,39.59,0.0,0.0,39.68,39.68,39.68,0.0,0.0,39.52,39.52,39.52,0.0,0.0,39.65,39.65,39.65,0.0,0.0
2019-01-27,40.06,40.06,40.06,0.0,0.0,40.33,40.33,40.33,0.0,0.0,39.98,39.98,39.98,0.0,0.0,40.31,40.31,40.31,0.0,0.0
2019-02-03,39.62,39.62,39.62,0.0,0.0,39.68,39.68,39.68,0.0,0.0,39.53,39.53,39.53,0.0,0.0,39.61,39.61,39.61,0.0,0.0
2019-02-10,40.35,40.35,40.35,0.0,0.0,40.56,40.56,40.56,0.0,0.0,40.33,40.33,40.33,0.0,0.0,40.56,40.56,40.56,0.0,0.0
2019-02-17,41.09,41.09,41.09,0.0,0.0,41.13,41.13,41.13,0.0,0.0,40.97,40.97,40.97,0.0,0.0,40.98,40.98,40.98,0.0,0.0
2019-02-24,41.0,41.0,41.0,0.0,0.0,41.04,41.04,41.04,0.0,0.0,40.68,40.68,40.68,0.0,0.0,40.82,40.82,40.82,0.0,0.0
2019-03-03,40.17,40.17,40.17,0.0,0.0,40.53,40.53,40.53,0.0,0.0,40.17,40.17,40.17,0.0,0.0,40.53,40.53,40.53,0.0,0.0
2019-03-10,41.09,41.09,41.09,0.0,0.0,41.27,41.27,41.27,0.0,0.0,41.09,41.09,41.09,0.0,0.0,41.24,41.24,41.24,0.0,0.0
2019-03-17,40.38,40.38,40.38,0.0,0.0,40.48,40.48,40.48,0.0,0.0,40.25,40.25,40.25,0.0,0.0,40.39,40.39,40.39,0.0,0.0
2019-03-24,41.0,41.0,41.0,0.0,0.0,41.17,41.17,41.17,0.0,0.0,40.97,40.97,40.97,0.0,0.0,41.15,41.15,41.15,0.0,0.0
2019-03-31,41.63,41.63,41.63,0.0,0.0,41.67,41.67,41.67,0.0,0.0,41.56,41.56,41.56,0.0,0.0,41.65,41.65,41.65,0.0,0.0
2019-04-07,41.96,41.96,41.96,0.0,0.0,41.96,41.96,41.96,0.0,0.0,41.86,41.86,41.86,0.0,0.0,41.91,41.91,41.91,0.0,0.0
2019-04-14,41.99,41.99,41.99,0.0,0.0,42.08,42.08,42.08,0.0,0.0,41.99,41.99,41.99,0.0,0.0,42.08,42.08,42.08,0.0,0.0
2019-04-21,41.61,41.61,41.61,0.0,0.0,41.78,41.78,41.78,0.0,0.0,41.59,41.59,41.59,0.0,0.0,41.73,41.73,41.73,0.0,0.0
2019-04-28,40.93,40.93,40.93,0.0,0.0,41.4,41.4,41.4,0.0,0.0,40.93,40.93,40.93,0.0,0.0,41.34,41.34,41.34,0.0,0.0
2019-05-05,39.82,39.82,39.82,0.0,0.0,39.87,39.87,39.87,0.0,0.0,39.59,39.59,39.59,0.0,0.0,39.63,39.63,39.63,0.0,0.0
2019-05-12,39.86,39.86,39.86,0.0,0.0,39.98,39.98,39.98,0.0,0.0,39.77,39.77,39.77,0.0,0.0,39.88,39.88,39.88,0.0,0.0
2019-05-19,39.87,39.87,39.87,0.0,0.0,39.89,39.89,39.89,0.0,0.0,39.73,39.73,39.73,0.0,0.0,39.88,39.88,39.88,0.0,0.0
2019-05-26,39.13,39.13,39.13,0.0,0.0,39.36,39.36,39.36,0.0,0.0,39.06,39.06,39.06,0.0,0.0,39.3,39.3,39.3,0.0,0.0
2019-06-02,40.53,40.53,40.53,0.0,0.0,40.6,40.6,40.6,0.0,0.0,40.43,40.43,40.43,0.0,0.0,40.52,40.52,40.52,0.0,0.0
2019-06-09,40.05,40.05,40.05,0.0,0.0,40.15,40.15,40.15,0.0,0.0,40.01,40.01,40.01,0.0,0.0,40.02,40.02,40.02,0.0,0.0
2019-06-16,40.47,40.47,40.47,0.0,0.0,40.53,40.53,40.53,0.0,0.0,40.42,40.42,40.42,0.0,0.0,40.43,40.43,40.43,0.0,0.0
2019-06-23,41.03,41.03,41.03,0.0,0.0,41.09,41.09,41.09,0.0,0.0,40.71,40.71,40.71,0.0,0.0,40.8,40.8,40.8,0.0,0.0
2019-06-30,40.67,40.67,40.67,0.0,0.0,40.72,40.72,40.72,0.0,0.0,40.6,40.6,40.6,0.0,0.0,40.64,40.64,40.64,0.0,0.0
2019-07-07,40.75,40.75,40.75,0.0,0.0,40.87,40.87,40.87,0.0,0.0,40.66,40.66,40.66,0.0,0.0,40.75,40.75,40.75,0.0,0.0
2019-07-14,40.41,40.41,40.41,0.0,0.0,40.46,40.46,40.46,0.0,0.0,40.3,40.3,40.3,0.0,0.0,40.36,40.36,40.36,0.0,0.0
2019-07-21,40.37,40.37,40.37,0.0,0.0,40.44,40.44,40.44,0.0,0.0,40.28,40.28,40.28,0.0,0.0,40.3,40.3,40.3,0.0,0.0
2019-07-28,38.31,38.31,38.31,0.0,0.0,38.33,38.33,38.33,0.0,0.0,37.91,37.91,37.91,0.0,0.0,38.05,38.05,38.05,0.0,0.0
2019-08-04,38.15,38.15,38.15,0.0,0.0,38.26,38.26,38.26,0.0,0.0,38.0,38.0,38.0,0.0,0.0,38.04,38.04,38.04,0.0,0.0
2019-08-11,38.17,38.17,38.17,0.0,0.0,38.27,38.27,38.27,0.0,0.0,38.04,38.04,38.04,0.0,0.0,38.04,38.04,38.04,0.0,0.0
2019-08-18,37.94,37.94,37.94,0.0,0.0,37.99,37.99,37.99,0.0,0.0,37.81,37.81,37.81,0.0,0.0,37.89,37.89,37.89,0.0,0.0
2019-08-25,38.57,38.57,38.57,0.0,0.0,38.57,38.57,38.57,0.0,0.0,38.29,38.29,38.29,0.0,0.0,38.46,38.46,38.46,0.0,0.0
2019-09-01,39.47,39.47,39.47,0.0,0.0,39.56,39.56,39.56,0.0,0.0,39.47,39.47,39.47,0.0,0.0,39.55,39.55,39.55,0.0,0.0
2019-09-08,40.47,40.47,40.47,0.0,0.0,40.48,40.48,40.48,0.0,0.0,40.37,40.37,40.37,0.0,0.0,40.41,40.41,40.41,0.0,0.0
2019-09-15,39.99,39.99,39.99,0.0,0.0,39.99,39.99,39.99,0.0,0.0,39.69,39.69,39.69,0.0,0.0,39.85,39.85,39.85,0.0,0.0
2019-09-22,39.59,39.59,39.59,0.0,0.0,39.67,39.67,39.67,0.0,0.0,39.57,39.57,39.57,0.0,0.0,39.65,39.65,39.65,0.0,0.0
2019-09-29,38.83,38.83,38.83,0.0,0.0,39.01,39.01,39.01,0.0,0.0,38.83,38.83,38.83,0.0,0.0,38.9,38.9,38.9,0.0,0.0
2019-10-06,39.71,39.71,39.71,0.0,0.0,39.85,39.85,39.85,0.0,0.0,39.71,39.71,39.71,0.0,0.0,39.72,39.72,39.72,0.0,0.0
2019-10-13,40.82,40.82,40.82,0.0,0.0,40.82,40.82,40.82,0.0,0.0,40.69,40.69,40.69,0.0,0.0,40.77,40.77,40.77,0.0,0.0
2019-10-20,41.05,41.05,41.05,0.0,0.0,41.12,41.12,41.12,0.0,0.0,41.03,41.03,41.03,0.0,0.0,41.06,41.06,41.06,0.0,0.0
2019-10-27,41.57,41.57,41.57,0.0,0.0,41.7,41.7,41.7,0.0,0.0,41.52,41.52,41.52,0.0,0.0,41.54,41.54,41.54,0.0,0.0
2019-11-03,41.51,41.51,41.51,0.0,0.0,41.73,41.73,41.73,0.0,0.0,41.51,41.51,41.51,0.0,0.0,41.68,41.68,41.68,0.0,0.0
2019-11-10,41.53,41.53,41.53,0.0,0.0,41.66,41.66,41.66,0.0,0.0,41.45,41.45,41.45,0.0,0.0,41.61,41.61,41.61,0.0,0.0
2019-11-17,41.44,41.44,41.44,0.0,0.0,41.62,41.62,41.62,0.0,0.0,41.44,41.44,41.44,0.0,0.0,41.59,41.59,41.59,0.0,0.0
2019-11-24,41.24,41.24,41.24,0.0,0.0,41.24,41.24,41.24,0.0,0.0,40.98,40.98,40.98,0.0,0.0,41.06,41.06,41.06,0.0,0.0
2019-12-01,41.51,41.51,41.51,0.0,0.0,41.64,41.64,41.64,0.0,0.0,41.43,41.43,41.43,0.0,0.0,41.43,41.43,41.43,0.0,0.0
2019-12-08,42.74,42.74,42.74,0.0,0.0,42.83,42.83,42.83,0.0,0.0,42.73,42.73,42.73,0.0,0.0,42.78,42.78,42.78,0.0,0.0
2019-12-15,42.39,42.39,42.39,0.0,0.0,42.4,42.4,42.4,0.0,0.0,42.22,42.22,42.22,0.0,0.0,42.37,42.37,42.37,0.0,0.0
