Date,COP_Open_average,COP_Open_max,COP_Open_min,COP_Open_volatility,COP_Open_change,COP_High_average,COP_High_max,COP_High_min,COP_High_volatility,COP_High_change,COP_Low_average,COP_Low_max,COP_Low_min,COP_Low_volatility,COP_Low_change,COP_Close_average,COP_Close_max,COP_Close_min,COP_Close_volatility,COP_Close_change,COP_Volume_average,COP_Volume_max,COP_Volume_min,COP_Volume_volatility,COP_Volume_change
2018-01-14,59.626,60.0,58.97,1.0300000000000011,-0.14000000000000057,60.192,60.68,59.81,0.8699999999999974,0.46000000000000085,59.158,59.79,58.78,1.009999999999998,0.990000000000002,59.776,60.67,58.84,1.8299999999999983,1.8299999999999983,5319632,5798442,4554801,1243641,290203
2018-01-21,60.304,60.75,59.7,1.0499999999999972,-0.6899999999999977,60.792,61.31,60.52,0.7899999999999991,-0.1700000000000017,59.81,60.45,59.4,1.0500000000000043,-0.46999999999999886,60.098,60.49,59.48,1.0100000000000051,-0.8100000000000023,5077909,5478827,4167626,1311201,-1311201
2018-01-28,58.556,59.17,57.14,2.030000000000001,-1.7999999999999972,59.288,59.97,58.47,1.5,-0.8500000000000014,57.506,58.28,55.41,2.8700000000000045,-2.6700000000000017,58.056,59.35,55.94,3.4100000000000037,-2.520000000000003,7991864,11060265,6380960,4679305,4679305
2018-02-04,54.46,56.06,52.63,3.4299999999999997,-2.1199999999999974,55.38,56.97,53.6,3.3699999999999974,-2.5799999999999983,53.202,55.63,50.18,5.450000000000003,-1.8700000000000045,54.048,55.94,52.02,3.9199999999999946,-2.530000000000001,8814930,11013514,7035416,3978098,-3978098
2018-02-11,53.915,55.64,52.7,2.9399999999999977,1.4600000000000009,55.1425,55.86,53.94,1.9200000000000017,1.1200000000000045,53.285,54.23,52.54,1.6899999999999977,1.6199999999999974,54.504999999999995,55.51,53.32,2.1899999999999977,1.3299999999999983,5828116,6612440,5070906,1541534,-367389
2018-02-18,55.212,57.26,54.26,3.0,2.6599999999999966,56.184,57.54,55.3,2.240000000000002,2.240000000000002,54.77,56.52,53.73,2.7900000000000063,2.1799999999999997,55.428,57.05,53.75,3.299999999999997,1.75,5523191,6513912,4262866,2251046,1723482
2018-02-25,54.81,56.5,53.49,3.009999999999998,-3.009999999999998,55.53,57.62,54.21,3.4099999999999966,-3.3900000000000006,53.946,55.82,52.78,3.039999999999999,-2.509999999999998,54.414,55.83,53.88,1.9499999999999957,-1.8399999999999963,5248820,5889949,4574396,1315553,-112275
2018-03-04,54.160000000000004,55.01,53.31,1.6999999999999957,0.7299999999999969,54.742,55.41,54.38,1.029999999999994,1.019999999999996,53.652,54.59,52.92,1.6700000000000017,1.0900000000000034,54.300000000000004,55.06,53.57,1.490000000000002,0.6799999999999997,5457627,7245777,4726027,2519750,142413
2018-03-11,54.492,54.94,54.11,0.8299999999999983,-0.17999999999999972,54.91,55.21,54.51,0.7000000000000028,-0.30000000000000426,53.57,53.87,53.38,0.4899999999999949,-0.19999999999999574,54.09,54.93,53.57,1.3599999999999994,-0.39000000000000057,6477403,13000781,4101559,8899222,-706102
2018-03-18,56.204,58.37,54.1,4.269999999999996,4.269999999999996,57.564,59.1,55.47,3.6300000000000026,3.6300000000000026,56.036,58.21,53.91,4.300000000000004,4.300000000000004,57.012,59.08,54.7,4.3799999999999955,4.3799999999999955,8430331,11053224,5140620,5912604,3655095
2018-03-25,59.08,59.27,58.74,0.5300000000000011,0.12000000000000455,59.6125,59.82,59.3,0.5200000000000031,-0.5200000000000031,58.1075,58.74,56.57,2.1700000000000017,-2.1199999999999974,58.8125,59.29,58.09,1.1999999999999957,-1.0499999999999972,9572568,13327619,7403821,5923798,-1685824
2018-04-01,59.452,60.21,58.54,1.6700000000000017,1.3200000000000003,60.556,61.17,59.73,1.4400000000000048,1.0700000000000003,58.816,59.73,57.86,1.8699999999999974,1.6499999999999986,59.986,60.62,59.26,1.3599999999999994,0.5899999999999963,8584750,10832062,6822629,4009433,2574748
2018-04-08,63.19,64.97,61.44,3.530000000000001,3.530000000000001,64.228,65.99,63.0,2.989999999999995,2.989999999999995,62.788000000000004,64.38,61.38,2.999999999999993,2.999999999999993,63.888000000000005,65.73,62.34,3.3900000000000006,3.3900000000000006,9943252,11158041,8534926,2623115,-2623115
2018-04-15,66.048,67.0,65.58,1.4200000000000017,-0.3400000000000034,66.508,67.3,65.63,1.6700000000000017,-1.2800000000000011,65.44,66.38,64.47,1.9099999999999966,-0.9899999999999949,66.102,66.51,65.48,1.0300000000000011,-1.0300000000000011,8782505,11015565,7008374,4007191,897130
2018-04-22,65.604,66.43,64.88,1.5500000000000114,-1.1200000000000045,66.44200000000001,67.13,65.56,1.5699999999999932,-0.480000000000004,64.716,65.1,63.92,1.1799999999999926,-0.0899999999999892,65.558,66.97,64.95,2.019999999999996,0.18999999999999773,8391067,10574560,6381298,4193262,-2350329
2018-04-29,65.68,67.27,64.9,2.3699999999999903,2.219999999999999,66.734,68.64,65.78,2.8599999999999994,2.8599999999999994,65.25999999999999,66.69,64.32,2.3700000000000045,2.1400000000000006,66.15599999999999,66.86,65.45,1.4099999999999966,1.0600000000000023,7351267,9121533,6302172,2819361,1687713
2018-05-06,68.698,69.5,66.8,2.700000000000003,2.700000000000003,69.538,70.21,67.74,2.469999999999999,2.469999999999999,68.164,69.35,65.45,3.8999999999999915,3.8999999999999915,68.962,69.59,67.74,1.8500000000000085,1.8500000000000085,7991864,9271165,6382225,2888940,-183167
2018-05-13,70.05,70.5,69.55,0.9500000000000028,0.45000000000000284,70.68,71.0,70.2,0.7999999999999972,0.18999999999999773,69.506,70.09,69.1,0.9900000000000091,0.3299999999999983,70.16199999999999,70.66,69.55,1.1099999999999994,0.5699999999999932,5290690,5962666,4363391,1599275,-522634
