Date,INFU_stock_Open_average,INFU_stock_Open_max,INFU_stock_Open_min,INFU_stock_Open_volatility,INFU_stock_Open_change,INFU_stock_High_average,INFU_stock_High_max,INFU_stock_High_min,INFU_stock_High_volatility,INFU_stock_High_change,INFU_stock_Low_average,INFU_stock_Low_max,INFU_stock_Low_min,INFU_stock_Low_volatility,INFU_stock_Low_change,INFU_stock_Close_average,INFU_stock_Close_max,INFU_stock_Close_min,INFU_stock_Close_volatility,INFU_stock_Close_change,INFU_stock_Volume_average,INFU_stock_Volume_max,INFU_stock_Volume_min,INFU_stock_Volume_volatility,INFU_stock_Volume_change
2018-01-14,2.375,2.4,2.35,0.04999999999999982,-0.04999999999999982,2.38025,2.4,2.35,0.04999999999999982,-0.04999999999999982,2.35,2.4,2.3,0.10000000000000009,-0.10000000000000009,2.36775,2.4,2.35,0.04999999999999982,-0.04999999999999982,388,788,100,688,-266
2018-01-21,2.41,2.45,2.35,0.10000000000000009,-0.04999999999999982,2.42,2.45,2.4,0.050000000000000266,0.0,2.38,2.4,2.35,0.04999999999999982,-0.04999999999999982,2.39,2.4,2.35,0.04999999999999982,0.0,6433,25710,4,25706,-25363
2018-01-28,2.3625,2.45,2.3,0.15000000000000036,-0.050000000000000266,2.39375,2.45,2.35,0.10000000000000009,-0.02499999999999991,2.325,2.35,2.3,0.050000000000000266,-0.050000000000000266,2.35625,2.4,2.3,0.10000000000000009,-0.02499999999999991,323,408,234,174,-116
2018-02-04,2.27,2.4,2.2,0.19999999999999973,-0.19999999999999973,2.282,2.4,2.2,0.19999999999999973,-0.19999999999999973,2.24,2.3,2.2,0.09999999999999964,-0.09999999999999964,2.252,2.3,2.2,0.09999999999999964,-0.09999999999999964,179,446,0,446,-359
2018-02-11,2.2800000000000002,2.35,2.2,0.1499999999999999,0.1499999999999999,2.3176,2.35,2.25,0.10000000000000009,0.10000000000000009,2.2600000000000002,2.35,2.2,0.1499999999999999,0.04999999999999982,2.2876,2.35,2.2,0.1499999999999999,0.04999999999999982,631,2281,100,2181,-2079
2018-02-18,2.275,2.3,2.25,0.04999999999999982,0.04999999999999982,2.2895,2.3,2.276,0.02400000000000002,0.017999999999999794,2.2625,2.3,2.25,0.04999999999999982,0.04999999999999982,2.277,2.3,2.25,0.04999999999999982,0.017999999999999794,1075,3113,202,2911,2825
2018-02-25,2.27,2.3,2.25,0.04999999999999982,0.04999999999999982,2.2792,2.3,2.25,0.04999999999999982,0.0040000000000000036,2.25,2.25,2.25,0.0,0.0,2.2692,2.3,2.25,0.04999999999999982,0.0040000000000000036,515,1149,65,1084,458
2018-03-04,2.2600000000000002,2.35,2.2,0.1499999999999999,-0.04999999999999982,2.28,2.35,2.25,0.10000000000000009,0.0,2.235,2.25,2.2,0.04999999999999982,-0.04999999999999982,2.235,2.25,2.2,0.04999999999999982,-0.04999999999999982,17185,80036,683,79353,-165
2018-03-11,2.35,2.45,2.25,0.20000000000000018,0.15000000000000036,2.41,2.45,2.3,0.15000000000000036,0.15000000000000036,2.3202,2.4,2.201,0.19899999999999984,0.19899999999999984,2.3526000000000002,2.45,2.201,0.2490000000000001,0.19899999999999984,3335,7054,478,6576,3155
2018-03-18,2.38,2.4,2.35,0.04999999999999982,0.04999999999999982,2.41,2.45,2.4,0.050000000000000266,-0.050000000000000266,2.37,2.4,2.35,0.04999999999999982,0.04999999999999982,2.39,2.4,2.35,0.04999999999999982,0.0,3724,9400,1023,8377,3170
2018-03-25,2.575,2.8,2.4,0.3999999999999999,0.3999999999999999,2.67375,2.9,2.4,0.5,0.5,2.575,2.8,2.4,0.3999999999999999,0.3999999999999999,2.66775,2.9,2.4,0.5,0.5,12561,35790,2199,33591,-31000
2018-04-01,2.84,2.95,2.75,0.20000000000000018,-0.15000000000000036,2.8602,2.95,2.8,0.15000000000000036,-0.10000000000000009,2.79,2.85,2.75,0.10000000000000009,-0.050000000000000266,2.8102,2.85,2.75,0.10000000000000009,0.0,1816,5321,584,4737,-337
2018-04-08,2.77,2.8,2.75,0.04999999999999982,-0.04999999999999982,2.7824,2.812,2.75,0.06199999999999983,-0.06199999999999983,2.74,2.8,2.7,0.09999999999999964,-0.09999999999999964,2.7624,2.812,2.7,0.11199999999999966,-0.06199999999999983,1679,4417,200,4217,4217
2018-04-15,2.68,2.75,2.55,0.20000000000000018,-0.1499999999999999,2.72,2.75,2.65,0.10000000000000009,-0.04999999999999982,2.61,2.7,2.55,0.15000000000000036,-0.10000000000000009,2.69,2.75,2.6,0.1499999999999999,-0.04999999999999982,5870,14831,120,14711,-8480
2018-04-22,2.81,2.9,2.7,0.19999999999999973,0.1499999999999999,2.83,2.9,2.75,0.1499999999999999,0.10000000000000009,2.77,2.85,2.7,0.1499999999999999,0.04999999999999982,2.81,2.9,2.75,0.1499999999999999,0.04999999999999982,1119,2768,8,2760,419
2018-04-29,2.6826,2.8,2.55,0.25,-0.20000000000000018,2.6926,2.8,2.55,0.25,-0.25,2.6526,2.75,2.55,0.20000000000000018,-0.20000000000000018,2.664,2.7569999999999997,2.55,0.20699999999999985,-0.20699999999999985,520,958,12,946,440
2018-05-06,2.62,2.7,2.55,0.15000000000000036,0.15000000000000036,2.6898,2.85,2.55,0.30000000000000027,0.30000000000000027,2.62,2.7,2.55,0.15000000000000036,0.15000000000000036,2.6898,2.85,2.55,0.30000000000000027,0.30000000000000027,1829,5134,501,4633,-287
2018-05-13,2.83,2.95,2.75,0.20000000000000018,0.20000000000000018,2.89,2.95,2.85,0.10000000000000009,0.10000000000000009,2.81,2.85,2.75,0.10000000000000009,0.10000000000000009,2.84,2.9,2.8,0.10000000000000009,0.050000000000000266,4274,12820,208,12612,4040
2018-05-20,3.01,3.15,2.85,0.2999999999999998,0.2999999999999998,3.07,3.15,2.95,0.19999999999999973,0.19999999999999973,3.0,3.1,2.85,0.25,0.25,3.03,3.1,2.9,0.20000000000000018,0.20000000000000018,3985,11335,800,10535,1503
2018-05-27,3.2,3.3,3.15,0.1499999999999999,0.1499999999999999,3.225,3.3,3.15,0.1499999999999999,0.1499999999999999,3.1625,3.2,3.15,0.050000000000000266,0.050000000000000266,3.2,3.25,3.15,0.10000000000000009,0.10000000000000009,6252,9655,1003,8652,1668
2018-06-03,3.18,3.3,3.1,0.19999999999999973,-0.19999999999999973,3.2199999999999998,3.3,3.15,0.1499999999999999,-0.1499999999999999,3.15,3.2,3.1,0.10000000000000009,-0.10000000000000009,3.15,3.2,3.1,0.10000000000000009,-0.10000000000000009,6493,23241,1317,21924,-21194
2018-06-10,3.07,3.15,3.0,0.1499999999999999,-0.050000000000000266,3.12,3.15,3.1,0.04999999999999982,-0.04999999999999982,3.04,3.1,3.0,0.10000000000000009,-0.050000000000000266,3.08,3.15,3.05,0.10000000000000009,-0.10000000000000009,7312,14747,1729,13018,-1693
2018-06-17,3.19,3.25,3.1,0.1499999999999999,0.1499999999999999,3.2399999999999998,3.3,3.15,0.1499999999999999,0.1499999999999999,3.17,3.25,3.1,0.1499999999999999,0.1499999999999999,3.2,3.3,3.1,0.19999999999999973,0.1499999999999999,7053,13016,918,12098,2128
2018-06-24,3.45,3.5,3.4,0.10000000000000009,0.050000000000000266,3.485,3.55,3.4,0.1499999999999999,0.1499999999999999,3.4,3.45,3.3,0.15000000000000036,0.15000000000000036,3.465,3.55,3.4,0.1499999999999999,0.1499999999999999,5619,8123,2869,5254,-77
2018-07-01,3.525,3.55,3.5,0.04999999999999982,-0.04999999999999982,3.575,3.6,3.55,0.050000000000000266,0.050000000000000266,3.5,3.5,3.5,0.0,0.0,3.5375,3.6,3.5,0.10000000000000009,0.04999999999999982,7374,13631,4373,9258,469
2018-07-08,3.5,3.6,3.4,0.20000000000000018,-0.20000000000000018,3.52,3.6,3.45,0.1499999999999999,-0.1499999999999999,3.44,3.55,3.35,0.19999999999999973,-0.19999999999999973,3.45,3.55,3.35,0.19999999999999973,-0.19999999999999973,3757,7269,1300,5969,-69
2018-07-15,3.33,3.4,3.25,0.1499999999999999,-0.04999999999999982,3.36,3.45,3.3,0.15000000000000036,-0.10000000000000009,3.28,3.4,3.2,0.19999999999999973,-0.19999999999999973,3.295,3.4,3.2,0.19999999999999973,-0.19999999999999973,2008,3367,922,2445,271
2018-07-22,3.2,3.3,3.1,0.19999999999999973,-0.10000000000000009,3.2199999999999998,3.3,3.15,0.1499999999999999,-0.1499999999999999,3.15,3.25,3.1,0.1499999999999999,-0.10000000000000009,3.17,3.3,3.1,0.19999999999999973,-0.1499999999999999,1777,4080,159,3921,-3921
2018-07-29,3.04,3.15,2.95,0.19999999999999973,-0.19999999999999973,3.11,3.25,3.05,0.20000000000000018,0.10000000000000009,3.01,3.05,2.95,0.09999999999999964,-0.09999999999999964,3.06,3.1,3.0,0.10000000000000009,0.0,2259,6318,232,6086,5968
2018-08-05,3.21,3.3,3.1,0.19999999999999973,0.19999999999999973,3.26,3.35,3.15,0.20000000000000018,0.20000000000000018,3.2,3.3,3.1,0.19999999999999973,0.19999999999999973,3.26,3.35,3.15,0.20000000000000018,0.20000000000000018,7651,37070,54,37016,-157
2018-08-12,3.24,3.35,3.1,0.25,-0.050000000000000266,3.31,3.35,3.25,0.10000000000000009,0.0,3.09,3.25,2.85,0.3999999999999999,0.10000000000000009,3.24,3.35,3.15,0.20000000000000018,0.10000000000000009,2140,3723,171,3552,-217
2018-08-19,3.13,3.2,3.05,0.15000000000000036,-0.10000000000000009,3.16,3.2,3.1,0.10000000000000009,-0.10000000000000009,3.11,3.15,3.05,0.10000000000000009,-0.04999999999999982,3.14,3.2,3.1,0.10000000000000009,-0.04999999999999982,1624,4056,305,3751,1734
2018-08-26,3.11,3.25,3.0,0.25,0.1499999999999999,3.19,3.35,3.1,0.25,0.25,3.08,3.25,3.0,0.25,0.20000000000000018,3.16,3.35,3.0,0.3500000000000001,0.30000000000000027,5276,15671,804,14867,9299
2018-09-02,3.275,3.3,3.25,0.04999999999999982,-0.04999999999999982,3.2874999999999996,3.3,3.25,0.04999999999999982,0.0,3.225,3.25,3.15,0.10000000000000009,0.0,3.25625,3.275,3.25,0.02499999999999991,0.02499999999999991,3131,6319,1061,5258,-5258
2018-09-09,3.34,3.4,3.3,0.10000000000000009,0.04999999999999982,3.35,3.4,3.3,0.10000000000000009,0.04999999999999982,3.3,3.3,3.3,0.0,0.0,3.31,3.35,3.3,0.050000000000000266,0.0,1630,2818,332,2486,-835
2018-09-16,3.28,3.4,3.15,0.25,0.1499999999999999,3.32,3.4,3.25,0.1499999999999999,0.1499999999999999,3.21,3.25,3.15,0.10000000000000009,0.04999999999999982,3.29,3.4,3.2,0.19999999999999973,0.1499999999999999,6520,13306,358,12948,9135
2018-09-23,3.35,3.4,3.3,0.10000000000000009,-0.10000000000000009,3.37,3.4,3.35,0.04999999999999982,-0.04999999999999982,3.32,3.4,3.25,0.1499999999999999,-0.04999999999999982,3.34,3.4,3.25,0.1499999999999999,-0.1499999999999999,2363,5452,221,5231,-3585
2018-09-30,3.29,3.38,3.16,0.21999999999999975,-0.06000000000000005,3.32,3.38,3.22,0.1599999999999997,-0.07999999999999963,3.226,3.25,3.16,0.08999999999999986,-0.06000000000000005,3.2479999999999998,3.3,3.2,0.09999999999999964,-0.029999999999999805,926,1697,191,1506,-950
2018-10-07,3.196,3.23,3.15,0.08000000000000007,0.06000000000000005,3.224,3.25,3.2,0.04999999999999982,-0.009999999999999787,3.176,3.22,3.15,0.07000000000000028,0.020000000000000018,3.208,3.25,3.18,0.06999999999999984,-0.06000000000000005,1116,2818,300,2518,-504
2018-10-14,3.2075,3.24,3.19,0.050000000000000266,0.040000000000000036,3.2225,3.24,3.2,0.040000000000000036,0.040000000000000036,3.1625,3.2,3.15,0.050000000000000266,-0.050000000000000266,3.2,3.24,3.15,0.0900000000000003,-0.050000000000000266,319,505,213,292,69
2018-10-21,3.16,3.24,3.12,0.1200000000000001,-0.009999999999999787,3.18,3.24,3.13,0.11000000000000032,-0.10000000000000009,3.116,3.15,3.09,0.06000000000000005,-0.06000000000000005,3.1189999999999998,3.15,3.09,0.06000000000000005,-0.06000000000000005,578,2078,87,1991,-356
