Date,SMG_Open_average,SMG_Open_max,SMG_Open_min,SMG_Open_volatility,SMG_Open_change,SMG_High_average,SMG_High_max,SMG_High_min,SMG_High_volatility,SMG_High_change,SMG_Low_average,SMG_Low_max,SMG_Low_min,SMG_Low_volatility,SMG_Low_change,SMG_Close_average,SMG_Close_max,SMG_Close_min,SMG_Close_volatility,SMG_Close_change,SMG_Volume_average,SMG_Volume_max,SMG_Volume_min,SMG_Volume_volatility,SMG_Volume_change
2018-01-14,107.048,108.48,106.34,2.1400000000000006,-1.8100000000000023,107.682,109.27,106.82,2.450000000000003,-2.289999999999992,105.516,106.08,104.56,1.519999999999996,-0.0799999999999983,106.55,107.08,105.99,1.0900000000000034,0.9400000000000119,431259,494915,344736,150179,-57384
2018-01-21,107.586,107.73,107.23,0.5,0.030000000000001137,108.42999999999999,108.75,108.21,0.5400000000000063,0.14000000000000057,106.662,106.91,106.5,0.4099999999999966,0.23000000000000398,107.384,107.98,106.86,1.1200000000000045,0.3100000000000023,388946,561979,321301,240678,240678
2018-01-28,91.566,96.75,89.41,7.340000000000003,-7.340000000000003,93.026,97.0,91.55,5.450000000000003,-4.8799999999999955,88.392,89.51,87.0,2.510000000000005,-1.4699999999999989,90.286,91.96,88.02,3.9399999999999977,-3.9399999999999977,2156551,4916424,930111,3986313,-3846486
2018-02-04,88.804,89.82,86.6,3.219999999999999,3.219999999999999,90.158,90.88,89.44,1.4399999999999977,0.9900000000000091,87.748,88.82,86.25,2.569999999999993,2.4200000000000017,89.162,90.26,88.12,2.1400000000000006,1.1300000000000097,843694,1012295,702311,309984,-234664
2018-02-11,90.2375,91.18,88.81,2.3700000000000045,1.1800000000000068,90.98,92.06,90.12,1.9399999999999977,1.9399999999999977,89.44999999999999,91.03,88.49,2.5400000000000063,2.5400000000000063,90.5925,91.55,89.15,2.3999999999999915,2.3999999999999915,599178,782611,448960,333651,74383
2018-02-18,91.152,91.58,90.38,1.2000000000000028,-0.1799999999999926,91.776,92.03,91.26,0.769999999999996,0.04999999999999716,90.61200000000001,91.2,89.72,1.480000000000004,-0.14000000000000057,91.148,91.82,89.89,1.9299999999999926,0.22999999999998977,561480,901183,356662,544521,74529
2018-02-25,90.54599999999999,91.77,89.61,2.1599999999999966,-1.5499999999999972,91.75,92.47,90.93,1.539999999999992,-0.20000000000000284,89.876,91.02,89.14,1.8799999999999955,-1.0,90.612,91.35,89.84,1.509999999999991,0.3199999999999932,375977,466208,319580,146628,135408
2018-03-04,91.552,92.17,90.65,1.519999999999996,0.37999999999999545,92.134,92.98,91.81,1.1700000000000017,1.0300000000000011,91.096,91.96,90.61,1.3499999999999943,1.0699999999999932,91.582,92.17,91.14,1.0300000000000011,0.7600000000000051,532890,668551,392959,275592,-61050
2018-03-11,90.48,92.67,88.23,4.439999999999998,-4.079999999999998,91.07,93.0,89.06,3.9399999999999977,-3.9399999999999977,89.346,91.8,88.13,3.6700000000000017,-3.6700000000000017,89.756,91.99,88.28,3.7099999999999937,-3.0999999999999943,551196,826120,377814,448306,109932
2018-03-18,87.134,89.0,85.02,3.980000000000004,-3.4099999999999966,87.758,89.19,85.8,3.3900000000000006,-2.930000000000007,85.798,87.52,84.26,3.259999999999991,-2.8100000000000023,86.366,88.52,84.42,4.099999999999994,-1.940000000000012,440542,669284,307654,361630,-48300
2018-03-25,85.6675,86.37,85.0,1.3700000000000045,-1.0300000000000011,86.285,86.95,85.94,1.0100000000000051,-1.0100000000000051,84.08250000000001,85.37,82.36,3.010000000000005,-3.010000000000005,84.82,85.75,83.29,2.4599999999999937,-2.259999999999991,566643,754573,465783,288790,288790
2018-04-01,84.302,85.3,82.94,2.3599999999999994,0.5900000000000034,85.288,86.28,84.43,1.8499999999999943,-0.46999999999999886,83.298,84.72,82.38,2.3400000000000034,-1.1700000000000017,84.172,85.5,82.63,2.8700000000000045,-1.5300000000000011,480675,662845,346016,316829,-82756
2018-04-08,82.998,83.56,82.16,1.4000000000000057,0.3100000000000023,83.94,84.61,82.73,1.8799999999999955,0.060000000000002274,82.188,83.05,81.51,1.539999999999992,0.4099999999999966,83.038,83.96,82.15,1.809999999999988,0.519999999999996,641860,967637,411395,556242,-180318
2018-04-15,82.56,84.46,80.98,3.4799999999999898,-1.8199999999999932,85.456,91.81,82.5,9.310000000000002,6.320000000000007,81.882,84.05,80.21,3.8400000000000034,-1.4099999999999966,83.33200000000001,85.14,82.26,2.8799999999999955,-1.0999999999999943,911289,1698066,609801,1088265,168578
