Date,FlexShares US Quality Large Cap_Open_average,FlexShares US Quality Large Cap_Open_max,FlexShares US Quality Large Cap_Open_volatility,FlexShares US Quality Large Cap_Open_change,FlexShares US Quality Large Cap_High_average,FlexShares US Quality Large Cap_High_max,FlexShares US Quality Large Cap_High_volatility,FlexShares US Quality Large Cap_High_change,FlexShares US Quality Large Cap_Low_average,FlexShares US Quality Large Cap_Low_max,FlexShares US Quality Large Cap_Low_volatility,FlexShares US Quality Large Cap_Low_change,FlexShares US Quality Large Cap_Close_average,FlexShares US Quality Large Cap_Close_max,FlexShares US Quality Large Cap_Close_volatility,FlexShares US Quality Large Cap_Close_change
2016-07-03,26.24,26.24,0.0,0.0,26.24,26.24,0.0,0.0,26.24,26.24,0.0,0.0,26.24,26.24,0.0,0.0
2016-07-10,26.77,26.77,0.0,0.0,26.85,26.85,0.0,0.0,26.77,26.77,0.0,0.0,26.85,26.85,0.0,0.0
2016-07-17,26.84,26.84,0.0,0.0,26.86,26.86,0.0,0.0,26.81,26.81,0.0,0.0,26.86,26.86,0.0,0.0
2016-07-24,26.76,26.76,0.0,0.0,26.76,26.76,0.0,0.0,26.76,26.76,0.0,0.0,26.76,26.76,0.0,0.0
2016-07-31,26.87,26.87,0.0,0.0,26.87,26.87,0.0,0.0,26.87,26.87,0.0,0.0,26.87,26.87,0.0,0.0
2016-08-07,27.02,27.02,0.0,0.0,27.02,27.02,0.0,0.0,27.01,27.01,0.0,0.0,27.01,27.01,0.0,0.0
2016-08-14,26.89,26.89,0.0,0.0,26.89,26.89,0.0,0.0,26.89,26.89,0.0,0.0,26.89,26.89,0.0,0.0
2016-08-21,27.07,27.07,0.0,0.0,27.07,27.07,0.0,0.0,27.07,27.07,0.0,0.0,27.07,27.07,0.0,0.0
2016-08-28,26.88,26.88,0.0,0.0,26.88,26.88,0.0,0.0,26.83,26.83,0.0,0.0,26.83,26.83,0.0,0.0
2016-09-04,28.09,28.09,0.0,0.0,28.09,28.09,0.0,0.0,27.33,27.33,0.0,0.0,27.33,27.33,0.0,0.0
2016-09-11,26.4,26.4,0.0,0.0,26.4,26.4,0.0,0.0,26.4,26.4,0.0,0.0,26.4,26.4,0.0,0.0
2016-09-18,26.52,26.52,0.0,0.0,26.58,26.58,0.0,0.0,26.49,26.49,0.0,0.0,26.49,26.49,0.0,0.0
2016-09-25,26.7,26.7,0.0,0.0,26.85,26.85,0.0,0.0,26.7,26.7,0.0,0.0,26.85,26.85,0.0,0.0
2016-10-02,26.58,26.58,0.0,0.0,26.61,26.61,0.0,0.0,26.58,26.58,0.0,0.0,26.61,26.61,0.0,0.0
2016-10-09,26.35,26.35,0.0,0.0,26.35,26.35,0.0,0.0,26.35,26.35,0.0,0.0,26.35,26.35,0.0,0.0
2016-10-16,26.06,26.06,0.0,0.0,26.06,26.06,0.0,0.0,26.06,26.06,0.0,0.0,26.06,26.06,0.0,0.0
2016-10-23,26.14,26.14,0.0,0.0,26.14,26.14,0.0,0.0,26.14,26.14,0.0,0.0,26.14,26.14,0.0,0.0
2016-10-30,25.78,25.78,0.0,0.0,25.78,25.78,0.0,0.0,25.78,25.78,0.0,0.0,25.78,25.78,0.0,0.0
2016-11-06,27.06,27.06,0.0,0.0,27.06,27.06,0.0,0.0,27.06,27.06,0.0,0.0,27.06,27.06,0.0,0.0
2016-11-13,27.47,27.47,0.0,0.0,27.47,27.47,0.0,0.0,27.47,27.47,0.0,0.0,27.47,27.47,0.0,0.0
2016-11-20,27.78,27.78,0.0,0.0,27.78,27.78,0.0,0.0,27.66,27.66,0.0,0.0,27.66,27.66,0.0,0.0
2016-11-27,28.62,28.62,0.0,0.0,28.62,28.62,0.0,0.0,28.62,28.62,0.0,0.0,28.62,28.62,0.0,0.0
2016-12-04,28.47,28.47,0.0,0.0,28.47,28.47,0.0,0.0,28.35,28.35,0.0,0.0,28.37,28.37,0.0,0.0
2016-12-11,28.4,28.4,0.0,0.0,28.4,28.4,0.0,0.0,28.32,28.32,0.0,0.0,28.34,28.34,0.0,0.0
2016-12-18,28.32,28.32,0.0,0.0,28.32,28.32,0.0,0.0,28.15,28.15,0.0,0.0,28.15,28.15,0.0,0.0
2016-12-25,27.77,27.77,0.0,0.0,27.77,27.77,0.0,0.0,27.77,27.77,0.0,0.0,27.77,27.77,0.0,0.0
2017-01-01,28.2,28.2,0.0,0.0,28.2,28.2,0.0,0.0,28.06,28.06,0.0,0.0,28.06,28.06,0.0,0.0
2017-01-08,28.07,28.07,0.0,0.0,28.1,28.1,0.0,0.0,28.07,28.07,0.0,0.0,28.1,28.1,0.0,0.0
2017-01-15,28.24,28.24,0.0,0.0,28.24,28.24,0.0,0.0,28.24,28.24,0.0,0.0,28.24,28.24,0.0,0.0
2017-01-22,28.42,28.42,0.0,0.0,28.42,28.42,0.0,0.0,28.42,28.42,0.0,0.0,28.42,28.42,0.0,0.0
2017-01-29,28.28,28.28,0.0,0.0,28.28,28.28,0.0,0.0,28.27,28.27,0.0,0.0,28.27,28.27,0.0,0.0
2017-02-05,28.6,28.6,0.0,0.0,28.61,28.61,0.0,0.0,28.6,28.6,0.0,0.0,28.6,28.6,0.0,0.0
2017-02-12,29.22,29.22,0.0,0.0,29.22,29.22,0.0,0.0,29.22,29.22,0.0,0.0,29.22,29.22,0.0,0.0
2017-02-19,29.55,29.55,0.0,0.0,29.55,29.55,0.0,0.0,29.55,29.55,0.0,0.0,29.55,29.55,0.0,0.0
2017-02-26,29.62,29.62,0.0,0.0,29.62,29.62,0.0,0.0,29.62,29.62,0.0,0.0,29.62,29.62,0.0,0.0
2017-03-05,29.49,29.49,0.0,0.0,29.5,29.5,0.0,0.0,29.49,29.49,0.0,0.0,29.5,29.5,0.0,0.0
2017-03-12,29.49,29.49,0.0,0.0,29.49,29.49,0.0,0.0,29.43,29.43,0.0,0.0,29.43,29.43,0.0,0.0
2017-03-19,28.72,28.72,0.0,0.0,28.9,28.9,0.0,0.0,28.72,28.72,0.0,0.0,28.83,28.83,0.0,0.0
2017-03-26,29.19,29.19,0.0,0.0,29.19,29.19,0.0,0.0,29.19,29.19,0.0,0.0,29.19,29.19,0.0,0.0
2017-04-02,29.33,29.33,0.0,0.0,29.34,29.34,0.0,0.0,29.2,29.2,0.0,0.0,29.34,29.34,0.0,0.0
2017-04-09,28.95,28.95,0.0,0.0,29.03,29.03,0.0,0.0,28.9,28.9,0.0,0.0,29.03,29.03,0.0,0.0
2017-04-16,29.9,29.9,0.0,0.0,30.68,30.68,0.0,0.0,29.27,29.27,0.0,0.0,30.68,30.68,0.0,0.0
2017-04-23,29.44,29.44,0.0,0.0,29.45,29.45,0.0,0.0,29.44,29.44,0.0,0.0,29.44,29.44,0.0,0.0
2017-04-30,29.4,29.4,0.0,0.0,29.41,29.41,0.0,0.0,29.4,29.4,0.0,0.0,29.41,29.41,0.0,0.0
2017-05-07,29.4,29.4,0.0,0.0,29.4,29.4,0.0,0.0,29.39,29.39,0.0,0.0,29.39,29.39,0.0,0.0
2017-05-14,29.16,29.16,0.0,0.0,29.19,29.19,0.0,0.0,29.1,29.1,0.0,0.0,29.19,29.19,0.0,0.0
2017-05-21,29.54,29.54,0.0,0.0,29.55,29.55,0.0,0.0,29.53,29.53,0.0,0.0,29.54,29.54,0.0,0.0
2017-05-28,29.79,29.79,0.0,0.0,29.83,29.83,0.0,0.0,29.78,29.78,0.0,0.0,29.8,29.8,0.0,0.0
2017-06-04,29.79,29.79,0.0,0.0,29.79,29.79,0.0,0.0,29.74,29.74,0.0,0.0,29.74,29.74,0.0,0.0
2017-06-11,30.35,30.35,0.0,0.0,30.35,30.35,0.0,0.0,29.9,29.9,0.0,0.0,29.94,29.94,0.0,0.0
2017-06-18,29.72,29.72,0.0,0.0,29.72,29.72,0.0,0.0,29.69,29.69,0.0,0.0,29.69,29.69,0.0,0.0
2017-06-25,29.91,29.91,0.0,0.0,29.91,29.91,0.0,0.0,29.89,29.89,0.0,0.0,29.89,29.89,0.0,0.0
2017-07-02,29.62,29.62,0.0,0.0,29.74,29.74,0.0,0.0,29.62,29.62,0.0,0.0,29.69,29.69,0.0,0.0
2017-07-09,30.04,30.04,0.0,0.0,30.16,30.16,0.0,0.0,30.04,30.04,0.0,0.0,30.1,30.1,0.0,0.0
2017-07-16,30.24,30.24,0.0,0.0,30.24,30.24,0.0,0.0,30.21,30.21,0.0,0.0,30.21,30.21,0.0,0.0
2017-07-23,30.94,30.94,0.0,0.0,30.94,30.94,0.0,0.0,30.12,30.12,0.0,0.0,30.26,30.26,0.0,0.0
2017-07-30,30.43,30.43,0.0,0.0,30.43,30.43,0.0,0.0,30.42,30.42,0.0,0.0,30.42,30.42,0.0,0.0
2017-08-06,29.93,29.93,0.0,0.0,29.96,29.96,0.0,0.0,29.93,29.93,0.0,0.0,29.96,29.96,0.0,0.0
2017-08-13,29.53,29.53,0.0,0.0,29.59,29.59,0.0,0.0,29.53,29.53,0.0,0.0,29.59,29.59,0.0,0.0
2017-08-20,29.86,29.86,0.0,0.0,29.9,29.9,0.0,0.0,29.86,29.86,0.0,0.0,29.9,29.9,0.0,0.0
2017-08-27,30.26,30.26,0.0,0.0,30.28,30.28,0.0,0.0,30.09,30.09,0.0,0.0,30.28,30.28,0.0,0.0
2017-09-03,30.38,30.38,0.0,0.0,30.38,30.38,0.0,0.0,30.35,30.35,0.0,0.0,30.35,30.35,0.0,0.0
2017-09-10,30.51,30.51,0.0,0.0,30.72,30.72,0.0,0.0,30.5,30.5,0.0,0.0,30.71,30.71,0.0,0.0
2017-09-17,30.66,30.66,0.0,0.0,30.66,30.66,0.0,0.0,30.36,30.36,0.0,0.0,30.56,30.56,0.0,0.0
2017-09-24,31.08,31.08,0.0,0.0,31.08,31.08,0.0,0.0,30.95,30.95,0.0,0.0,31.02,31.02,0.0,0.0
2017-10-01,31.33,31.33,0.0,0.0,31.33,31.33,0.0,0.0,31.33,31.33,0.0,0.0,31.33,31.33,0.0,0.0
2017-10-08,31.31,31.31,0.0,0.0,31.42,31.42,0.0,0.0,31.31,31.31,0.0,0.0,31.42,31.42,0.0,0.0
2017-10-15,31.84,31.84,0.0,0.0,31.85,31.85,0.0,0.0,31.84,31.84,0.0,0.0,31.85,31.85,0.0,0.0
2017-10-22,31.93,31.93,0.0,0.0,32.01,32.01,0.0,0.0,31.92,31.92,0.0,0.0,31.92,31.92,0.0,0.0
2017-10-29,31.99,31.99,0.0,0.0,32.04,32.04,0.0,0.0,31.99,31.99,0.0,0.0,32.03,32.03,0.0,0.0
2017-11-05,31.94,31.94,0.0,0.0,31.96,31.96,0.0,0.0,31.94,31.94,0.0,0.0,31.96,31.96,0.0,0.0
2017-11-12,32.15,32.15,0.0,0.0,32.15,32.15,0.0,0.0,32.15,32.15,0.0,0.0,32.15,32.15,0.0,0.0
2017-11-19,32.19,32.19,0.0,0.0,32.26,32.26,0.0,0.0,32.19,32.19,0.0,0.0,32.26,32.26,0.0,0.0
2017-11-26,33.05,33.05,0.0,0.0,33.05,33.05,0.0,0.0,32.97,32.97,0.0,0.0,32.97,32.97,0.0,0.0
2017-12-03,33.09,33.09,0.0,0.0,33.13,33.13,0.0,0.0,33.08,33.08,0.0,0.0,33.09,33.09,0.0,0.0
2017-12-10,33.58,33.58,0.0,0.0,33.62,33.62,0.0,0.0,33.56,33.56,0.0,0.0,33.61,33.61,0.0,0.0
2017-12-17,33.45,33.45,0.0,0.0,33.47,33.47,0.0,0.0,33.43,33.43,0.0,0.0,33.47,33.47,0.0,0.0
2017-12-24,33.94,33.94,0.0,0.0,33.94,33.94,0.0,0.0,33.34,33.34,0.0,0.0,33.34,33.34,0.0,0.0
2017-12-31,34.1,34.1,0.0,0.0,34.18,34.18,0.0,0.0,34.02,34.02,0.0,0.0,34.18,34.18,0.0,0.0
2018-01-07,34.74,34.74,0.0,0.0,34.74,34.74,0.0,0.0,34.74,34.74,0.0,0.0,34.74,34.74,0.0,0.0
2018-01-14,35.26,35.26,0.0,0.0,35.35,35.35,0.0,0.0,35.26,35.26,0.0,0.0,35.35,35.35,0.0,0.0
2018-01-21,35.78,35.78,0.0,0.0,35.78,35.78,0.0,0.0,35.61,35.61,0.0,0.0,35.61,35.61,0.0,0.0
2018-01-28,33.77,33.77,0.0,0.0,33.77,33.77,0.0,0.0,32.73,32.73,0.0,0.0,33.22,33.22,0.0,0.0
2018-02-04,32.85,32.85,0.0,0.0,32.98,32.98,0.0,0.0,32.8,32.8,0.0,0.0,32.98,32.98,0.0,0.0
2018-02-11,34.11,34.11,0.0,0.0,34.15,34.15,0.0,0.0,34.06,34.06,0.0,0.0,34.11,34.11,0.0,0.0
2018-02-18,34.34,34.34,0.0,0.0,34.52,34.52,0.0,0.0,34.34,34.34,0.0,0.0,34.52,34.52,0.0,0.0
2018-02-25,33.21,33.21,0.0,0.0,34.01,34.01,0.0,0.0,33.21,33.21,0.0,0.0,34.01,34.01,0.0,0.0
2018-03-04,34.75,34.75,0.0,0.0,34.81,34.81,0.0,0.0,34.73,34.73,0.0,0.0,34.75,34.75,0.0,0.0
2018-03-11,34.2,34.2,0.0,0.0,34.2,34.2,0.0,0.0,33.8,33.8,0.0,0.0,33.88,33.88,0.0,0.0
2018-03-18,32.8,32.8,0.0,0.0,33.43,33.43,0.0,0.0,32.8,32.8,0.0,0.0,33.38,33.38,0.0,0.0
2018-03-25,32.52,32.52,0.0,0.0,32.54,32.54,0.0,0.0,32.2,32.2,0.0,0.0,32.24,32.24,0.0,0.0
2018-04-01,33.15,33.15,0.0,0.0,33.82,33.82,0.0,0.0,33.03,33.03,0.0,0.0,33.03,33.03,0.0,0.0
2018-04-08,33.57,33.57,0.0,0.0,33.89,33.89,0.0,0.0,33.57,33.57,0.0,0.0,33.73,33.73,0.0,0.0
2018-04-15,33.8,33.8,0.0,0.0,33.8,33.8,0.0,0.0,33.71,33.71,0.0,0.0,33.71,33.71,0.0,0.0
2018-04-22,33.87,33.87,0.0,0.0,33.87,33.87,0.0,0.0,33.73,33.73,0.0,0.0,33.73,33.73,0.0,0.0
2018-04-29,33.76,33.76,0.0,0.0,33.76,33.76,0.0,0.0,33.58,33.58,0.0,0.0,33.65,33.65,0.0,0.0
2018-05-06,34.55,34.55,0.0,0.0,34.55,34.55,0.0,0.0,34.44,34.44,0.0,0.0,34.51,34.51,0.0,0.0
2018-05-13,34.45,34.45,0.0,0.0,34.6,34.6,0.0,0.0,34.45,34.45,0.0,0.0,34.52,34.52,0.0,0.0
2018-05-20,34.23,34.23,0.0,0.0,34.42,34.42,0.0,0.0,34.23,34.23,0.0,0.0,34.34,34.34,0.0,0.0
2018-05-27,34.56,34.56,0.0,0.0,34.62,34.62,0.0,0.0,34.52,34.52,0.0,0.0,34.62,34.62,0.0,0.0
2018-06-03,35.15,35.15,0.0,0.0,35.17,35.17,0.0,0.0,35.08,35.08,0.0,0.0,35.12,35.12,0.0,0.0
2018-06-10,34.57,34.57,0.0,0.0,34.71,34.71,0.0,0.0,34.57,34.57,0.0,0.0,34.67,34.67,0.0,0.0
2018-06-17,33.96,33.96,0.0,0.0,33.96,33.96,0.0,0.0,33.69,33.69,0.0,0.0,33.76,33.76,0.0,0.0
2018-06-24,33.7,33.7,0.0,0.0,33.75,33.75,0.0,0.0,33.55,33.55,0.0,0.0,33.7,33.7,0.0,0.0
2018-07-01,34.75,34.75,0.0,0.0,34.75,34.75,0.0,0.0,34.38,34.38,0.0,0.0,34.49,34.49,0.0,0.0
2018-07-08,34.64,34.64,0.0,0.0,34.64,34.64,0.0,0.0,34.58,34.58,0.0,0.0,34.64,34.64,0.0,0.0
2018-07-15,34.7,34.7,0.0,0.0,35.05,35.05,0.0,0.0,34.7,34.7,0.0,0.0,34.79,34.79,0.0,0.0
2018-07-22,34.87,34.87,0.0,0.0,34.87,34.87,0.0,0.0,34.71,34.71,0.0,0.0,34.73,34.73,0.0,0.0
2018-07-29,35.22,35.22,0.0,0.0,35.22,35.22,0.0,0.0,35.18,35.18,0.0,0.0,35.18,35.18,0.0,0.0
2018-08-05,34.99,34.99,0.0,0.0,34.99,34.99,0.0,0.0,34.86,34.86,0.0,0.0,34.87,34.87,0.0,0.0
2018-08-12,35.44,35.44,0.0,0.0,35.5,35.5,0.0,0.0,35.44,35.44,0.0,0.0,35.5,35.5,0.0,0.0
2018-08-19,35.88,35.88,0.0,0.0,35.91,35.91,0.0,0.0,35.85,35.85,0.0,0.0,35.87,35.87,0.0,0.0
2018-08-26,35.77,35.77,0.0,0.0,35.86,35.86,0.0,0.0,35.77,35.77,0.0,0.0,35.85,35.85,0.0,0.0
2018-09-02,35.5,35.5,0.0,0.0,35.52,35.52,0.0,0.0,35.49,35.49,0.0,0.0,35.49,35.49,0.0,0.0
2018-09-09,35.68,35.68,0.0,0.0,35.68,35.68,0.0,0.0,35.64,35.64,0.0,0.0,35.64,35.64,0.0,0.0
2018-09-16,35.91,35.91,0.0,0.0,35.91,35.91,0.0,0.0,35.8,35.8,0.0,0.0,35.86,35.86,0.0,0.0
2018-09-23,35.97,35.97,0.0,0.0,36.0,36.0,0.0,0.0,35.85,35.85,0.0,0.0,35.85,35.85,0.0,0.0
2018-09-30,35.32,35.32,0.0,0.0,35.55,35.55,0.0,0.0,35.32,35.32,0.0,0.0,35.55,35.55,0.0,0.0
2018-10-07,33.92,33.92,0.0,0.0,34.15,34.15,0.0,0.0,33.92,33.92,0.0,0.0,34.06,34.06,0.0,0.0
2018-10-14,33.76,33.76,0.0,0.0,33.93,33.93,0.0,0.0,33.76,33.76,0.0,0.0,33.93,33.93,0.0,0.0
2018-10-21,33.08,33.08,0.0,0.0,33.67,33.67,0.0,0.0,32.22,32.22,0.0,0.0,33.12,33.12,0.0,0.0
2018-10-28,33.7,33.7,0.0,0.0,33.95,33.95,0.0,0.0,33.7,33.7,0.0,0.0,33.8,33.8,0.0,0.0
2018-11-04,34.16,34.16,0.0,0.0,34.16,34.16,0.0,0.0,33.74,33.74,0.0,0.0,33.74,33.74,0.0,0.0
2018-11-11,33.33,33.33,0.0,0.0,33.33,33.33,0.0,0.0,32.89,32.89,0.0,0.0,33.07,33.07,0.0,0.0
2018-11-18,32.63,32.63,0.0,0.0,32.71,32.71,0.0,0.0,32.45,32.45,0.0,0.0,32.59,32.59,0.0,0.0
2018-11-25,34.03,34.03,0.0,0.0,34.06,34.06,0.0,0.0,33.89,33.89,0.0,0.0,34.0,34.0,0.0,0.0
2018-12-02,31.67,31.67,0.0,0.0,32.05,32.05,0.0,0.0,31.67,31.67,0.0,0.0,32.01,32.01,0.0,0.0
2018-12-09,31.5,31.5,0.0,0.0,31.57,31.57,0.0,0.0,30.95,30.95,0.0,0.0,30.99,30.99,0.0,0.0
2018-12-16,28.77,28.77,0.0,0.0,28.96,28.96,0.0,0.0,28.38,28.38,0.0,0.0,28.41,28.41,0.0,0.0
2018-12-23,30.31,30.31,0.0,0.0,30.31,30.31,0.0,0.0,29.99,29.99,0.0,0.0,30.13,30.13,0.0,0.0
2018-12-30,30.8,30.8,0.0,0.0,30.8,30.8,0.0,0.0,30.8,30.8,0.0,0.0,30.8,30.8,0.0,0.0
2019-01-06,31.21,31.21,0.0,0.0,31.33,31.33,0.0,0.0,31.19,31.19,0.0,0.0,31.24,31.24,0.0,0.0
2019-01-13,31.92,31.92,0.0,0.0,32.33,32.33,0.0,0.0,31.92,31.92,0.0,0.0,32.19,32.19,0.0,0.0
2019-01-20,31.97,31.97,0.0,0.0,32.02,32.02,0.0,0.0,31.84,31.84,0.0,0.0,32.02,32.02,0.0,0.0
2019-01-27,32.66,32.66,0.0,0.0,32.98,32.98,0.0,0.0,32.66,32.66,0.0,0.0,32.98,32.98,0.0,0.0
2019-02-03,32.75,32.75,0.0,0.0,32.76,32.76,0.0,0.0,32.71,32.71,0.0,0.0,32.75,32.75,0.0,0.0
2019-02-10,33.53,33.53,0.0,0.0,33.66,33.66,0.0,0.0,33.49,33.49,0.0,0.0,33.66,33.66,0.0,0.0
2019-02-17,34.16,34.16,0.0,0.0,34.16,34.16,0.0,0.0,33.9,33.9,0.0,0.0,33.9,33.9,0.0,0.0
2019-02-24,33.88,33.88,0.0,0.0,33.88,33.88,0.0,0.0,33.44,33.44,0.0,0.0,33.58,33.58,0.0,0.0
2019-03-03,33.33,33.33,0.0,0.0,33.41,33.41,0.0,0.0,33.28,33.28,0.0,0.0,33.37,33.37,0.0,0.0
2019-03-10,33.94,33.94,0.0,0.0,33.96,33.96,0.0,0.0,33.79,33.79,0.0,0.0,33.96,33.96,0.0,0.0
2019-03-17,33.23,33.23,0.0,0.0,33.23,33.23,0.0,0.0,33.15,33.15,0.0,0.0,33.22,33.22,0.0,0.0
2019-03-24,33.83,33.83,0.0,0.0,34.03,34.03,0.0,0.0,33.83,33.83,0.0,0.0,34.0,34.0,0.0,0.0
2019-03-31,34.25,34.25,0.0,0.0,34.31,34.31,0.0,0.0,34.19,34.19,0.0,0.0,34.31,34.31,0.0,0.0
2019-04-07,34.27,34.27,0.0,0.0,34.28,34.28,0.0,0.0,34.17,34.17,0.0,0.0,34.17,34.17,0.0,0.0
2019-04-14,34.27,34.27,0.0,0.0,34.27,34.27,0.0,0.0,34.18,34.18,0.0,0.0,34.18,34.18,0.0,0.0
2019-04-21,34.39,34.39,0.0,0.0,34.41,34.41,0.0,0.0,34.28,34.28,0.0,0.0,34.28,34.28,0.0,0.0
2019-04-28,33.87,33.87,0.0,0.0,34.18,34.18,0.0,0.0,33.87,33.87,0.0,0.0,34.15,34.15,0.0,0.0
2019-05-05,32.73,32.73,0.0,0.0,32.73,32.73,0.0,0.0,32.51,32.51,0.0,0.0,32.53,32.53,0.0,0.0
2019-05-12,32.8,32.8,0.0,0.0,33.04,33.04,0.0,0.0,32.8,32.8,0.0,0.0,32.82,32.82,0.0,0.0
2019-05-19,32.76,32.76,0.0,0.0,32.76,32.76,0.0,0.0,32.7,32.7,0.0,0.0,32.7,32.7,0.0,0.0
2019-05-26,31.63,31.63,0.0,0.0,31.75,31.75,0.0,0.0,31.58,31.58,0.0,0.0,31.6,31.6,0.0,0.0
2019-06-02,33.24,33.24,0.0,0.0,33.26,33.26,0.0,0.0,33.06,33.06,0.0,0.0,33.06,33.06,0.0,0.0
2019-06-09,33.24,33.24,0.0,0.0,33.29,33.29,0.0,0.0,33.18,33.18,0.0,0.0,33.18,33.18,0.0,0.0
2019-06-16,33.74,33.74,0.0,0.0,33.74,33.74,0.0,0.0,33.73,33.73,0.0,0.0,33.73,33.73,0.0,0.0
2019-06-23,34.15,34.15,0.0,0.0,34.15,34.15,0.0,0.0,33.85,33.85,0.0,0.0,33.87,33.87,0.0,0.0
2019-06-30,34.07,34.07,0.0,0.0,34.13,34.13,0.0,0.0,34.01,34.01,0.0,0.0,34.03,34.03,0.0,0.0
2019-07-07,34.53,34.53,0.0,0.0,34.56,34.56,0.0,0.0,34.51,34.51,0.0,0.0,34.54,34.54,0.0,0.0
2019-07-14,34.28,34.28,0.0,0.0,34.28,34.28,0.0,0.0,34.13,34.13,0.0,0.0,34.18,34.18,0.0,0.0
2019-07-21,34.54,34.54,0.0,0.0,34.61,34.61,0.0,0.0,34.53,34.53,0.0,0.0,34.6,34.6,0.0,0.0
2019-07-28,33.19,33.19,0.0,0.0,33.19,33.19,0.0,0.0,32.57,32.57,0.0,0.0,32.57,32.57,0.0,0.0
