Date,ProShares Ultra Dow30_Open_average,ProShares Ultra Dow30_Open_max,ProShares Ultra Dow30_Open_min,ProShares Ultra Dow30_Open_volatility,ProShares Ultra Dow30_Open_change,ProShares Ultra Dow30_High_average,ProShares Ultra Dow30_High_max,ProShares Ultra Dow30_High_min,ProShares Ultra Dow30_High_volatility,ProShares Ultra Dow30_High_change,ProShares Ultra Dow30_Low_average,ProShares Ultra Dow30_Low_max,ProShares Ultra Dow30_Low_min,ProShares Ultra Dow30_Low_volatility,ProShares Ultra Dow30_Low_change,ProShares Ultra Dow30_Close_average,ProShares Ultra Dow30_Close_max,ProShares Ultra Dow30_Close_min,ProShares Ultra Dow30_Close_volatility,ProShares Ultra Dow30_Close_change
2018-01-14,48.54,48.54,48.54,0.0,0.0,49.35,49.35,49.35,0.0,0.0,48.5,48.5,48.5,0.0,0.0,49.35,49.35,49.35,0.0,0.0
2018-01-21,50.6,50.6,50.6,0.0,0.0,50.8,50.8,50.8,0.0,0.0,50.14,50.14,50.14,0.0,0.0,50.17,50.17,50.17,0.0,0.0
2018-01-28,45.53,45.53,45.53,0.0,0.0,46.66,46.66,46.66,0.0,0.0,40.9,40.9,40.9,0.0,0.0,42.28,42.28,42.28,0.0,0.0
2018-02-04,42.5,42.5,42.5,0.0,0.0,43.79,43.79,43.79,0.0,0.0,42.14,42.14,42.14,0.0,0.0,43.25,43.25,43.25,0.0,0.0
2018-02-11,45.21,45.21,45.21,0.0,0.0,46.24,46.24,46.24,0.0,0.0,45.21,45.21,45.21,0.0,0.0,45.46,45.46,45.46,0.0,0.0
2018-02-18,46.37,46.37,46.37,0.0,0.0,47.31,47.31,47.31,0.0,0.0,46.21,46.21,46.21,0.0,0.0,47.2,47.2,47.2,0.0,0.0
2018-02-25,42.54,42.54,42.54,0.0,0.0,44.5,44.5,44.5,0.0,0.0,42.5,42.5,42.5,0.0,0.0,44.25,44.25,44.25,0.0,0.0
2018-03-04,46.09,46.09,46.09,0.0,0.0,46.3,46.3,46.3,0.0,0.0,45.22,45.22,45.22,0.0,0.0,45.35,45.35,45.35,0.0,0.0
2018-03-11,44.04,44.04,44.04,0.0,0.0,44.11,44.11,44.11,0.0,0.0,42.71,42.71,42.71,0.0,0.0,43.3,43.3,43.3,0.0,0.0
2018-03-18,40.7,40.7,40.7,0.0,0.0,41.77,41.77,41.77,0.0,0.0,40.11,40.11,40.11,0.0,0.0,41.67,41.67,41.67,0.0,0.0
2018-03-25,41.14,41.14,41.14,0.0,0.0,41.33,41.33,41.33,0.0,0.0,38.69,38.69,38.69,0.0,0.0,39.67,39.67,39.67,0.0,0.0
2018-04-01,41.33,41.33,41.33,0.0,0.0,42.16,42.16,42.16,0.0,0.0,40.73,40.73,40.73,0.0,0.0,40.83,40.83,40.83,0.0,0.0
2018-04-08,42.7,42.7,42.7,0.0,0.0,43.17,43.17,43.17,0.0,0.0,42.5,42.5,42.5,0.0,0.0,42.84,42.84,42.84,0.0,0.0
2018-04-15,42.63,42.63,42.63,0.0,0.0,42.66,42.66,42.66,0.0,0.0,41.97,41.97,41.97,0.0,0.0,42.35,42.35,42.35,0.0,0.0
2018-04-22,42.22,42.22,42.22,0.0,0.0,42.5,42.5,42.5,0.0,0.0,41.38,41.38,41.38,0.0,0.0,41.38,41.38,41.38,0.0,0.0
2018-04-29,42.01,42.01,42.01,0.0,0.0,42.41,42.41,42.41,0.0,0.0,41.67,41.67,41.67,0.0,0.0,41.96,41.96,41.96,0.0,0.0
2018-05-06,44.07,44.07,44.07,0.0,0.0,44.3,44.3,44.3,0.0,0.0,43.84,43.84,43.84,0.0,0.0,43.94,43.94,43.94,0.0,0.0
2018-05-13,44.18,44.18,44.18,0.0,0.0,44.67,44.67,44.67,0.0,0.0,44.16,44.16,44.16,0.0,0.0,44.4,44.4,44.4,0.0,0.0
2018-05-20,43.61,43.61,43.61,0.0,0.0,43.75,43.75,43.75,0.0,0.0,43.27,43.27,43.27,0.0,0.0,43.48,43.48,43.48,0.0,0.0
2018-05-27,43.55,43.55,43.55,0.0,0.0,43.88,43.88,43.88,0.0,0.0,43.53,43.53,43.53,0.0,0.0,43.75,43.75,43.75,0.0,0.0
2018-06-03,45.6,45.6,45.6,0.0,0.0,45.8,45.8,45.8,0.0,0.0,45.41,45.41,45.41,0.0,0.0,45.54,45.54,45.54,0.0,0.0
2018-06-10,43.94,43.94,43.94,0.0,0.0,44.39,44.39,44.39,0.0,0.0,43.76,43.76,43.76,0.0,0.0,44.31,44.31,44.31,0.0,0.0
2018-06-17,42.28,42.28,42.28,0.0,0.0,42.33,42.33,42.33,0.0,0.0,41.07,41.07,41.07,0.0,0.0,41.69,41.69,41.69,0.0,0.0
2018-06-24,41.14,41.14,41.14,0.0,0.0,41.83,41.83,41.83,0.0,0.0,41.02,41.02,41.02,0.0,0.0,41.79,41.79,41.79,0.0,0.0
2018-07-01,42.72,42.72,42.72,0.0,0.0,43.53,43.53,43.53,0.0,0.0,42.72,42.72,42.72,0.0,0.0,43.46,43.46,43.46,0.0,0.0
2018-07-08,44.31,44.31,44.31,0.0,0.0,44.46,44.46,44.46,0.0,0.0,44.15,44.15,44.15,0.0,0.0,44.4,44.4,44.4,0.0,0.0
2018-07-15,44.32,44.32,44.32,0.0,0.0,44.49,44.49,44.49,0.0,0.0,44.16,44.16,44.16,0.0,0.0,44.37,44.37,44.37,0.0,0.0
2018-07-22,45.96,45.96,45.96,0.0,0.0,45.97,45.97,45.97,0.0,0.0,45.2,45.2,45.2,0.0,0.0,45.28,45.28,45.28,0.0,0.0
2018-07-29,45.69,45.69,45.69,0.0,0.0,46.08,46.08,46.08,0.0,0.0,45.51,45.51,45.51,0.0,0.0,45.96,45.96,45.96,0.0,0.0
2018-08-05,45.46,45.46,45.46,0.0,0.0,45.59,45.59,45.59,0.0,0.0,44.79,44.79,44.79,0.0,0.0,44.95,44.95,44.95,0.0,0.0
2018-08-12,46.85,46.85,46.85,0.0,0.0,47.12,47.12,47.12,0.0,0.0,46.83,46.83,46.83,0.0,0.0,46.98,46.98,46.98,0.0,0.0
2018-08-19,47.71,47.71,47.71,0.0,0.0,48.14,48.14,48.14,0.0,0.0,47.64,47.64,47.64,0.0,0.0,48.07,48.07,48.07,0.0,0.0
2018-08-26,47.64,47.64,47.64,0.0,0.0,48.02,48.02,48.02,0.0,0.0,47.48,47.48,47.48,0.0,0.0,47.75,47.75,47.75,0.0,0.0
2018-09-02,47.98,47.98,47.98,0.0,0.0,48.06,48.06,48.06,0.0,0.0,47.4,47.4,47.4,0.0,0.0,47.41,47.41,47.41,0.0,0.0
2018-09-09,48.4,48.4,48.4,0.0,0.0,48.58,48.58,48.58,0.0,0.0,48.03,48.03,48.03,0.0,0.0,48.17,48.17,48.17,0.0,0.0
2018-09-16,50.41,50.41,50.41,0.0,0.0,50.43,50.43,50.43,0.0,0.0,49.89,49.89,49.89,0.0,0.0,49.93,49.93,49.93,0.0,0.0
2018-09-23,50.08,50.08,50.08,0.0,0.0,50.45,50.45,50.45,0.0,0.0,49.93,49.93,49.93,0.0,0.0,50.22,50.22,50.22,0.0,0.0
2018-09-30,48.87,48.87,48.87,0.0,0.0,49.65,49.65,49.65,0.0,0.0,48.49,48.49,48.49,0.0,0.0,49.5,49.5,49.5,0.0,0.0
2018-10-07,45.0,45.0,45.0,0.0,0.0,45.67,45.67,45.67,0.0,0.0,44.83,44.83,44.83,0.0,0.0,44.83,44.83,44.83,0.0,0.0
2018-10-14,45.79,45.79,45.79,0.0,0.0,45.92,45.92,45.92,0.0,0.0,44.78,44.78,44.78,0.0,0.0,45.05,45.05,45.05,0.0,0.0
2018-10-21,43.4,43.4,43.4,0.0,0.0,43.99,43.99,43.99,0.0,0.0,40.82,40.82,40.82,0.0,0.0,41.93,41.93,41.93,0.0,0.0
2018-10-28,44.82,44.82,44.82,0.0,0.0,45.58,45.58,45.58,0.0,0.0,44.75,44.75,44.75,0.0,0.0,45.4,45.4,45.4,0.0,0.0
2018-11-04,47.25,47.25,47.25,0.0,0.0,47.35,47.35,47.35,0.0,0.0,45.05,45.05,45.05,0.0,0.0,45.21,45.21,45.21,0.0,0.0
2018-11-11,45.15,45.15,45.15,0.0,0.0,45.24,45.24,45.24,0.0,0.0,43.48,43.48,43.48,0.0,0.0,43.87,43.87,43.87,0.0,0.0
2018-11-18,42.09,42.09,42.09,0.0,0.0,42.67,42.67,42.67,0.0,0.0,41.98,41.98,41.98,0.0,0.0,42.57,42.57,42.57,0.0,0.0
2018-11-25,47.42,47.42,47.42,0.0,0.0,47.42,47.42,47.42,0.0,0.0,46.25,46.25,46.25,0.0,0.0,46.84,46.84,46.84,0.0,0.0
2018-12-02,41.55,41.55,41.55,0.0,0.0,42.07,42.07,42.07,0.0,0.0,39.97,39.97,39.97,0.0,0.0,41.81,41.81,41.81,0.0,0.0
2018-12-09,40.21,40.21,40.21,0.0,0.0,40.62,40.62,40.62,0.0,0.0,38.49,38.49,38.49,0.0,0.0,38.97,38.97,38.97,0.0,0.0
2018-12-16,34.58,34.58,34.58,0.0,0.0,34.87,34.87,34.87,0.0,0.0,33.18,33.18,33.18,0.0,0.0,33.2,33.2,33.2,0.0,0.0
2018-12-23,37.5,37.5,37.5,0.0,0.0,37.82,37.82,37.82,0.0,0.0,37.08,37.08,37.08,0.0,0.0,37.82,37.82,37.82,0.0,0.0
2018-12-30,38.23,38.23,38.23,0.0,0.0,38.86,38.86,38.86,0.0,0.0,37.6,37.6,37.6,0.0,0.0,38.34,38.34,38.34,0.0,0.0
2019-01-06,39.16,39.16,39.16,0.0,0.0,39.75,39.75,39.75,0.0,0.0,39.1,39.1,39.1,0.0,0.0,39.56,39.56,39.56,0.0,0.0
2019-01-13,41.73,41.73,41.73,0.0,0.0,42.36,42.36,42.36,0.0,0.0,41.39,41.39,41.39,0.0,0.0,42.21,42.21,42.21,0.0,0.0
2019-01-20,41.36,41.36,41.36,0.0,0.0,41.56,41.56,41.56,0.0,0.0,40.87,40.87,40.87,0.0,0.0,41.55,41.55,41.55,0.0,0.0
2019-01-27,43.3,43.3,43.3,0.0,0.0,43.97,43.97,43.97,0.0,0.0,43.04,43.04,43.04,0.0,0.0,43.97,43.97,43.97,0.0,0.0
2019-02-03,43.83,43.83,43.83,0.0,0.0,43.92,43.92,43.92,0.0,0.0,43.26,43.26,43.26,0.0,0.0,43.41,43.41,43.41,0.0,0.0
2019-02-10,45.45,45.45,45.45,0.0,0.0,46.34,46.34,46.34,0.0,0.0,45.45,45.45,45.45,0.0,0.0,46.34,46.34,46.34,0.0,0.0
2019-02-17,47.48,47.48,47.48,0.0,0.0,47.63,47.63,47.63,0.0,0.0,47.07,47.07,47.07,0.0,0.0,47.14,47.14,47.14,0.0,0.0
2019-02-24,47.29,47.29,47.29,0.0,0.0,47.34,47.34,47.34,0.0,0.0,45.38,45.38,45.38,0.0,0.0,46.15,46.15,46.15,0.0,0.0
2019-03-03,44.14,44.14,44.14,0.0,0.0,45.56,45.56,45.56,0.0,0.0,44.03,44.03,44.03,0.0,0.0,45.54,45.54,45.54,0.0,0.0
2019-03-10,46.07,46.07,46.07,0.0,0.0,46.53,46.53,46.53,0.0,0.0,46.04,46.04,46.04,0.0,0.0,46.47,46.47,46.47,0.0,0.0
2019-03-17,44.79,44.79,44.79,0.0,0.0,45.24,45.24,45.24,0.0,0.0,44.42,44.42,44.42,0.0,0.0,44.93,44.93,44.93,0.0,0.0
2019-03-24,47.08,47.08,47.08,0.0,0.0,47.6,47.6,47.6,0.0,0.0,46.87,46.87,46.87,0.0,0.0,47.5,47.5,47.5,0.0,0.0
