Date,Hartford Global Small Cap_etf_Open_average,Hartford Global Small Cap_etf_Open_max,Hartford Global Small Cap_etf_Open_min,Hartford Global Small Cap_etf_Open_volatility,Hartford Global Small Cap_etf_Open_change,Hartford Global Small Cap_etf_High_average,Hartford Global Small Cap_etf_High_max,Hartford Global Small Cap_etf_High_min,Hartford Global Small Cap_etf_High_volatility,Hartford Global Small Cap_etf_High_change,Hartford Global Small Cap_etf_Low_average,Hartford Global Small Cap_etf_Low_max,Hartford Global Small Cap_etf_Low_min,Hartford Global Small Cap_etf_Low_volatility,Hartford Global Small Cap_etf_Low_change,Hartford Global Small Cap_etf_Close_average,Hartford Global Small Cap_etf_Close_max,Hartford Global Small Cap_etf_Close_min,Hartford Global Small Cap_etf_Close_volatility,Hartford Global Small Cap_etf_Close_change
2018-01-14,32.66,32.66,32.66,0.0,0.0,32.72,32.72,32.72,0.0,0.0,32.66,32.66,32.66,0.0,0.0,32.68,32.68,32.68,0.0,0.0
2018-01-21,33.3,33.3,33.3,0.0,0.0,33.42,33.42,33.42,0.0,0.0,33.24,33.24,33.24,0.0,0.0,33.41,33.41,33.41,0.0,0.0
2018-01-28,32.5,32.5,32.5,0.0,0.0,32.5,32.5,32.5,0.0,0.0,32.23,32.23,32.23,0.0,0.0,32.27,32.27,32.27,0.0,0.0
2018-02-04,30.3,30.3,30.3,0.0,0.0,30.3,30.3,30.3,0.0,0.0,29.95,29.95,29.95,0.0,0.0,29.95,29.95,29.95,0.0,0.0
2018-02-11,31.71,31.71,31.71,0.0,0.0,32.06,32.06,32.06,0.0,0.0,31.71,31.71,31.71,0.0,0.0,31.82,31.82,31.82,0.0,0.0
2018-02-18,31.82,31.82,31.82,0.0,0.0,31.82,31.82,31.82,0.0,0.0,31.79,31.79,31.79,0.0,0.0,31.79,31.79,31.79,0.0,0.0
2018-02-25,31.35,31.35,31.35,0.0,0.0,31.35,31.35,31.35,0.0,0.0,31.11,31.11,31.11,0.0,0.0,31.11,31.11,31.11,0.0,0.0
2018-03-04,32.34,32.34,32.34,0.0,0.0,32.34,32.34,32.34,0.0,0.0,32.34,32.34,32.34,0.0,0.0,32.34,32.34,32.34,0.0,0.0
2018-03-11,32.31,32.31,32.31,0.0,0.0,32.31,32.31,32.31,0.0,0.0,32.15,32.15,32.15,0.0,0.0,32.2,32.2,32.2,0.0,0.0
2018-03-18,31.1,31.1,31.1,0.0,0.0,31.1,31.1,31.1,0.0,0.0,31.09,31.09,31.09,0.0,0.0,31.1,31.1,31.1,0.0,0.0
2018-03-25,31.6,31.6,31.6,0.0,0.0,31.77,31.77,31.77,0.0,0.0,31.6,31.6,31.6,0.0,0.0,31.77,31.77,31.77,0.0,0.0
2018-04-01,31.99,31.99,31.99,0.0,0.0,31.99,31.99,31.99,0.0,0.0,31.85,31.85,31.85,0.0,0.0,31.95,31.95,31.95,0.0,0.0
2018-04-08,32.1,32.1,32.1,0.0,0.0,32.11,32.11,32.11,0.0,0.0,31.92,31.92,31.92,0.0,0.0,31.99,31.99,31.99,0.0,0.0
2018-04-15,32.12,32.12,32.12,0.0,0.0,32.12,32.12,32.12,0.0,0.0,31.87,31.87,31.87,0.0,0.0,31.93,31.93,31.93,0.0,0.0
2018-04-22,31.73,31.73,31.73,0.0,0.0,31.79,31.79,31.79,0.0,0.0,31.73,31.73,31.73,0.0,0.0,31.79,31.79,31.79,0.0,0.0
2018-04-29,31.46,31.46,31.46,0.0,0.0,31.64,31.64,31.64,0.0,0.0,31.41,31.41,31.41,0.0,0.0,31.54,31.54,31.54,0.0,0.0
2018-05-06,32.18,32.18,32.18,0.0,0.0,32.18,32.18,32.18,0.0,0.0,32.18,32.18,32.18,0.0,0.0,32.18,32.18,32.18,0.0,0.0
2018-05-13,32.48,32.48,32.48,0.0,0.0,32.48,32.48,32.48,0.0,0.0,32.4,32.4,32.4,0.0,0.0,32.4,32.4,32.4,0.0,0.0
2018-05-20,32.4,32.4,32.4,0.0,0.0,32.5,32.5,32.5,0.0,0.0,32.34,32.34,32.34,0.0,0.0,32.46,32.46,32.46,0.0,0.0
2018-05-27,32.5,32.5,32.5,0.0,0.0,32.57,32.57,32.57,0.0,0.0,32.5,32.5,32.5,0.0,0.0,32.55,32.55,32.55,0.0,0.0
2018-06-03,32.96,32.96,32.96,0.0,0.0,33.05,33.05,33.05,0.0,0.0,32.94,32.94,32.94,0.0,0.0,32.94,32.94,32.94,0.0,0.0
2018-06-10,32.57,32.57,32.57,0.0,0.0,32.6,32.6,32.6,0.0,0.0,32.48,32.48,32.48,0.0,0.0,32.6,32.6,32.6,0.0,0.0
2018-06-17,32.08,32.08,32.08,0.0,0.0,32.11,32.11,32.11,0.0,0.0,32.03,32.03,32.03,0.0,0.0,32.11,32.11,32.11,0.0,0.0
2018-06-24,31.6,31.6,31.6,0.0,0.0,31.6,31.6,31.6,0.0,0.0,31.59,31.59,31.59,0.0,0.0,31.59,31.59,31.59,0.0,0.0
2018-07-01,31.58,31.58,31.58,0.0,0.0,31.58,31.58,31.58,0.0,0.0,31.5,31.5,31.5,0.0,0.0,31.5,31.5,31.5,0.0,0.0
2018-07-08,31.54,31.54,31.54,0.0,0.0,31.59,31.59,31.59,0.0,0.0,31.5,31.5,31.5,0.0,0.0,31.58,31.58,31.58,0.0,0.0
2018-07-15,31.67,31.67,31.67,0.0,0.0,31.68,31.68,31.68,0.0,0.0,31.66,31.66,31.66,0.0,0.0,31.68,31.68,31.68,0.0,0.0
