Date,PCH_Open_average,PCH_Open_max,PCH_Open_min,PCH_Open_volatility,PCH_Open_change,PCH_High_average,PCH_High_max,PCH_High_min,PCH_High_volatility,PCH_High_change,PCH_Low_average,PCH_Low_max,PCH_Low_min,PCH_Low_volatility,PCH_Low_change,PCH_Close_average,PCH_Close_max,PCH_Close_min,PCH_Close_volatility,PCH_Close_change,PCH_Volume_average,PCH_Volume_max,PCH_Volume_min,PCH_Volume_volatility,PCH_Volume_change
2018-01-14,51.76,52.15,51.3,0.8500000000000014,0.25,52.39,52.75,52.05,0.7000000000000028,0.20000000000000284,51.484,51.77,51.2,0.5700000000000003,0.3999999999999986,51.88,52.45,51.25,1.2000000000000028,0.6499999999999986,433012,504769,295569,209200,-33020
2018-01-21,53.98,55.6,51.75,3.8500000000000014,3.75,54.85,55.75,52.6,3.1499999999999986,3.1000000000000014,53.44,54.75,51.4,3.3500000000000014,3.200000000000003,54.57,55.5,52.5,3.0,2.5,579449,771266,372309,398957,231192
2018-01-28,53.06,54.3,51.75,2.549999999999997,-2.0,53.67,55.55,52.1,3.4499999999999957,-3.4499999999999957,52.129999999999995,53.75,50.55,3.200000000000003,-3.200000000000003,52.53,54.05,50.7,3.3499999999999943,-3.3499999999999943,628382,764213,503520,260693,123641
2018-02-04,49.95,50.5,49.5,1.0,-0.5,50.62,51.15,50.1,1.0499999999999972,-0.29999999999999716,49.15,49.75,48.4,1.3500000000000014,-0.25,50.03,50.8,49.1,1.6999999999999957,0.0,643730,846990,482351,364639,-364639
2018-02-11,52.65,54.4,50.85,3.549999999999997,3.1000000000000014,54.0075,54.9,52.05,2.8500000000000014,2.8500000000000014,52.1125,53.45,50.4,3.0500000000000043,2.950000000000003,53.7375,54.75,51.9,2.8500000000000014,2.8500000000000014,627380,840638,434039,406599,-168160
2018-02-18,52.56,54.65,51.6,3.049999999999997,-2.299999999999997,53.2,54.85,52.35,2.5,-1.3999999999999986,51.534,52.2,51.15,1.0500000000000043,0.45000000000000284,52.160000000000004,53.35,51.25,2.1000000000000014,1.3999999999999986,1501146,4085225,607102,3478123,-3461067
2018-02-25,51.89,53.45,50.05,3.4000000000000057,-1.6500000000000057,52.45,53.6,51.65,1.9500000000000028,-1.5500000000000043,50.83,52.35,49.75,2.6000000000000014,-1.25,51.41,52.65,50.25,2.3999999999999986,-1.5499999999999972,733569,859517,602626,256891,-59471
2018-03-04,51.0,51.45,50.45,1.0,-0.5499999999999972,51.6,51.85,51.2,0.6499999999999986,-0.14999999999999858,50.39,50.6,50.05,0.5500000000000043,0.05000000000000426,51.12,51.75,50.55,1.2000000000000028,-0.29999999999999716,681990,792303,627377,164926,-28484
2018-03-11,52.21,53.2,51.75,1.4500000000000028,1.4500000000000028,52.75,53.55,52.2,1.3499999999999943,1.0,51.77,52.1,51.4,0.7000000000000028,0.44999999999999574,52.39,53.45,51.7,1.75,0.6000000000000014,610121,884965,299856,585109,-237975
2018-03-18,52.06,52.95,51.0,1.9500000000000028,-1.5,53.05,53.65,52.4,1.25,-0.5500000000000043,51.296,51.75,50.45,1.2999999999999972,-0.8299999999999983,51.980000000000004,53.05,50.45,2.5999999999999943,0.25,516206,695569,342801,352768,271671
