Date,ARCH_Open_average,ARCH_Open_max,ARCH_Open_min,ARCH_Open_volatility,ARCH_Open_change,ARCH_High_average,ARCH_High_max,ARCH_High_min,ARCH_High_volatility,ARCH_High_change,ARCH_Low_average,ARCH_Low_max,ARCH_Low_min,ARCH_Low_volatility,ARCH_Low_change,ARCH_Close_average,ARCH_Close_max,ARCH_Close_min,ARCH_Close_volatility,ARCH_Close_change,ARCH_Volume_average,ARCH_Volume_max,ARCH_Volume_min,ARCH_Volume_volatility,ARCH_Volume_change
2018-01-14,95.02,97.06,92.56,4.5,-4.5,95.9525,97.77,94.73,3.039999999999992,-3.039999999999992,93.32,94.27,92.2,2.069999999999993,-2.030000000000001,94.19,95.2,92.99,2.210000000000008,-0.39000000000000057,321141,446015,217599,228416,-145191
2018-01-21,92.666,94.76,90.6,4.160000000000011,-3.980000000000004,93.844,95.5,91.71,3.7900000000000063,-2.019999999999996,90.884,92.86,89.29,3.569999999999993,-2.519999999999996,92.506,93.97,90.66,3.3100000000000023,-0.9399999999999977,327139,524851,166240,358611,82172
2018-01-28,91.294,92.93,89.81,3.1200000000000045,-1.2900000000000063,92.556,94.86,90.67,4.189999999999998,-2.549999999999997,89.746,92.74,87.46,5.280000000000001,-5.280000000000001,90.646,93.21,87.55,5.659999999999997,-5.659999999999997,255250,345944,195682,150262,-40641
2018-02-04,87.468,88.48,86.55,1.9300000000000068,0.09000000000000341,88.662,89.54,87.4,2.1400000000000006,-2.1400000000000006,85.196,86.66,83.84,2.819999999999993,-2.1599999999999966,86.654,88.32,85.66,2.6599999999999966,-0.35999999999999943,363378,451977,307801,144176,131740
2018-02-11,90.09,93.87,86.04,7.829999999999998,7.579999999999998,92.904,95.24,89.39,5.849999999999994,5.069999999999993,88.82600000000001,91.76,85.01,6.75,6.75,91.682,94.17,88.58,5.590000000000003,3.8900000000000006,619267,769800,470514,299286,-154954
2018-02-18,94.015,97.02,92.5,4.519999999999996,4.519999999999996,96.41499999999999,98.95,93.64,5.310000000000002,5.310000000000002,93.6075,96.53,92.01,4.519999999999996,4.519999999999996,95.045,97.79,92.16,5.63000000000001,5.63000000000001,345241,526142,237758,288384,88153
2018-02-25,97.532,99.01,95.64,3.3700000000000045,-2.719999999999999,99.882,100.48,99.41,1.0700000000000074,-0.5400000000000063,96.346,98.39,94.72,3.6700000000000017,-3.3100000000000023,97.896,99.22,95.71,3.510000000000005,-0.1799999999999926,309180,498976,197244,301732,65475
2018-03-04,98.49,99.96,96.86,3.0999999999999943,-1.4000000000000057,100.032,101.84,97.19,4.650000000000006,-2.710000000000008,96.576,98.71,93.29,5.4199999999999875,-3.6999999999999886,97.522,100.71,93.71,7.0,-3.460000000000008,311522,370597,220125,150472,20912
2018-03-11,94.43599999999999,95.79,93.41,2.3800000000000097,1.6600000000000108,96.148,97.73,95.22,2.510000000000005,1.7900000000000063,93.274,95.79,92.1,3.690000000000012,3.6000000000000085,94.756,96.55,93.21,3.3400000000000034,3.3400000000000034,237060,258641,210460,48181,-42227
2018-03-18,94.864,96.54,91.91,4.63000000000001,-4.560000000000002,96.322,97.96,93.06,4.8999999999999915,-3.4099999999999966,92.718,95.06,90.41,4.650000000000006,-2.480000000000004,93.94800000000001,97.78,91.23,6.549999999999997,-2.5,282634,390822,232925,157897,157897
2018-03-25,91.875,93.73,90.29,3.4399999999999977,-1.7600000000000051,92.91749999999999,93.99,91.47,2.519999999999996,-1.4500000000000028,89.8225,91.59,87.67,3.9200000000000017,-0.730000000000004,91.345,93.3,89.88,3.4200000000000017,-1.4200000000000017,252014,295380,200395,94985,85585
2018-04-01,92.938,94.02,91.62,2.3999999999999915,2.3900000000000006,94.998,96.4,93.0,3.4000000000000057,2.7900000000000063,92.02799999999999,94.02,89.91,4.109999999999999,1.9200000000000017,93.294,94.75,91.57,3.180000000000007,0.8400000000000034,274552,322698,213871,108827,27720
2018-04-08,95.654,97.25,92.23,5.019999999999996,5.019999999999996,97.364,98.33,94.66,3.6700000000000017,3.280000000000001,94.718,96.35,91.36,4.989999999999995,4.989999999999995,96.344,97.84,93.75,4.090000000000003,3.469999999999999,238209,310572,180461,130111,-103646
2018-04-15,97.928,100.41,96.42,3.989999999999995,2.989999999999995,99.732,102.61,97.19,5.420000000000002,4.590000000000003,97.304,99.75,95.4,4.349999999999994,4.349999999999994,98.14,100.57,95.88,4.689999999999998,4.410000000000011,275220,394677,171818,222859,-32735
2018-04-22,94.468,100.27,80.81,19.459999999999994,-19.459999999999994,95.618,100.78,84.5,16.28,-16.28,89.782,97.92,78.21,19.710000000000008,-19.710000000000008,90.896,98.85,79.34,19.50999999999999,-19.50999999999999,965521,2820995,257963,2563032,747367
2018-04-29,78.744,80.37,77.74,2.6300000000000097,0.3400000000000034,80.556,81.64,78.94,2.700000000000003,0.4000000000000057,77.51,78.5,76.97,1.5300000000000011,1.2999999999999972,79.306,80.97,77.78,3.1899999999999977,0.14000000000000057,525077,701053,309025,392028,-392028
2018-05-06,79.15599999999999,81.27,76.86,4.409999999999997,-4.409999999999997,80.068,83.27,77.68,5.589999999999989,-4.950000000000003,77.31,80.11,76.0,4.109999999999999,-3.25,78.264,81.09,76.52,4.570000000000007,-3.6500000000000057,442086,537325,260674,276651,-204463
2018-05-13,79.19,80.64,77.26,3.3799999999999955,2.8700000000000045,80.436,81.73,79.2,2.530000000000001,1.519999999999996,78.306,79.93,76.57,3.3600000000000136,0.7999999999999972,79.364,80.35,77.66,2.6899999999999977,1.490000000000009,243631,265421,227449,37972,-37972
2018-05-20,79.806,80.89,78.47,2.4200000000000017,-1.4699999999999989,80.898,81.39,79.99,1.4000000000000057,0.8400000000000034,78.938,79.99,78.46,1.5300000000000011,-0.1599999999999966,80.238,81.1,79.48,1.6199999999999903,0.7999999999999972,245403,323212,210655,112557,8606
2018-05-27,82.58,84.27,79.97,4.299999999999997,2.8100000000000023,85.0875,86.2,83.68,2.519999999999996,1.3399999999999892,81.81,83.17,79.97,3.200000000000003,2.8100000000000023,83.2825,84.25,82.16,2.0900000000000034,0.9000000000000057,334089,423196,237400,185796,185796
2018-06-03,85.598,87.04,83.99,3.0500000000000114,2.6000000000000085,86.942,88.3,84.83,3.469999999999999,3.049999999999997,84.242,85.56,83.33,2.230000000000004,0.960000000000008,85.356,86.66,83.86,2.799999999999997,1.3100000000000023,366065,600487,200209,400278,110663
2018-06-10,83.976,85.05,81.2,3.8499999999999943,-3.8499999999999943,84.84400000000001,86.32,82.78,3.539999999999992,-3.539999999999992,82.5,84.37,78.12,6.25,-6.25,83.042,85.1,78.93,6.1699999999999875,-6.1699999999999875,318444,567410,212979,354431,330040
2018-06-17,79.95,81.4,78.87,2.530000000000001,2.530000000000001,80.946,82.67,79.87,2.799999999999997,2.799999999999997,78.784,80.54,77.32,3.220000000000013,2.6500000000000057,80.378,82.38,79.41,2.969999999999999,2.75,274274,411711,171439,240272,-117950
2018-06-24,79.586,81.92,78.18,3.739999999999995,-3.739999999999995,80.564,82.61,78.95,3.6599999999999966,-3.6599999999999966,77.762,78.67,76.39,2.280000000000001,-1.6799999999999926,78.96000000000001,80.5,78.2,2.299999999999997,0.23000000000000398,348531,478508,218425,260083,167302
2018-07-01,78.3825,79.52,77.62,1.8999999999999915,1.8999999999999915,79.465,80.21,78.79,1.4199999999999875,1.039999999999992,77.47500000000001,78.2,76.4,1.7999999999999972,1.7999999999999972,78.7725,79.74,77.16,2.5799999999999983,2.5799999999999983,203342,309765,93237,216528,-133070
2018-07-08,79.29,81.12,77.2,3.9200000000000017,-2.1500000000000057,80.236,81.76,78.97,2.7900000000000063,-2.730000000000004,77.74,80.33,75.09,5.239999999999995,-3.1999999999999886,78.772,80.9,76.99,3.910000000000011,-3.660000000000011,283422,356688,215796,140892,-44011
2018-07-15,77.97,79.34,76.15,3.1899999999999977,2.460000000000008,79.528,80.5,76.9,3.5999999999999943,3.280000000000001,77.288,78.63,75.52,3.1099999999999994,3.1099999999999994,78.76599999999999,80.39,75.85,4.540000000000006,3.719999999999999,205315,283881,129275,154606,-39513
2018-07-22,82.23,85.56,79.68,5.8799999999999955,5.8799999999999955,83.78,85.56,81.35,4.210000000000008,4.210000000000008,80.81400000000001,82.68,79.04,3.6400000000000006,1.759999999999991,82.298,85.0,80.19,4.810000000000002,1.1200000000000045,317724,389648,232603,157045,89228
2018-07-29,84.89399999999999,88.41,81.55,6.859999999999999,6.859999999999999,87.926,89.81,82.56,7.25,7.25,84.138,87.36,80.33,7.030000000000001,7.030000000000001,86.038,89.27,80.98,8.289999999999992,8.289999999999992,354162,595771,214147,381624,-74163
2018-08-05,88.97,89.9,88.57,1.3300000000000125,0.1700000000000017,90.472,91.05,89.61,1.4399999999999977,-0.21000000000000796,88.11,88.57,87.76,0.8099999999999881,-0.8099999999999881,89.088,89.51,88.61,0.9000000000000057,-0.35999999999999943,222795,267715,192027,75688,-17141
2018-08-12,88.4,89.29,87.2,2.0900000000000034,0.28000000000000114,89.744,90.87,88.66,2.210000000000008,0.8900000000000006,87.758,88.87,86.15,2.719999999999999,1.0500000000000114,88.518,89.8,87.33,2.469999999999999,1.6599999999999966,205996,256731,123037,133694,133694
