Date,IVZ_Open_average,IVZ_Open_max,IVZ_Open_min,IVZ_Open_volatility,IVZ_Open_change,IVZ_High_average,IVZ_High_max,IVZ_High_min,IVZ_High_volatility,IVZ_High_change,IVZ_Low_average,IVZ_Low_max,IVZ_Low_min,IVZ_Low_volatility,IVZ_Low_change,IVZ_Close_average,IVZ_Close_max,IVZ_Close_min,IVZ_Close_volatility,IVZ_Close_change,IVZ_Volume_average,IVZ_Volume_max,IVZ_Volume_min,IVZ_Volume_volatility,IVZ_Volume_change
2018-01-14,37.91,38.13,37.4,0.730000000000004,-0.1700000000000017,38.246,38.42,38.06,0.35999999999999943,-0.35999999999999943,37.488,37.92,37.09,0.8299999999999983,0.23999999999999488,37.828,38.13,37.2,0.9299999999999997,0.6699999999999946,3010373,3843918,2315740,1528178,-667566
2018-01-21,37.862,38.26,37.69,0.5700000000000003,0.4799999999999969,38.156,38.43,37.71,0.7199999999999989,0.4200000000000017,37.418,37.49,37.24,0.25,0.030000000000001137,37.738,38.4,37.48,0.9200000000000017,-0.13000000000000256,2889158,3309719,2042607,1267112,-130362
2018-01-28,35.96,37.12,34.53,2.5899999999999963,-2.5899999999999963,36.31,37.4,35.15,2.25,-2.25,35.154,36.68,33.02,3.6599999999999966,-3.6599999999999966,35.434,36.68,33.17,3.509999999999998,-3.509999999999998,4812363,6240053,3941125,2298928,2298928
2018-02-04,32.9,33.54,32.39,1.1499999999999986,0.3299999999999983,33.486,34.36,32.73,1.6300000000000026,-0.9099999999999966,32.164,33.43,31.24,2.1900000000000013,0.07000000000000028,32.79,33.61,31.92,1.6899999999999977,-1.0899999999999963,4555005,6416553,2720708,3695845,-3695845
2018-02-11,32.7675,33.4,32.06,1.3399999999999963,0.6299999999999955,33.515,34.05,33.01,1.0399999999999991,1.0399999999999991,32.5275,33.02,31.92,1.1000000000000014,0.7100000000000009,33.1975,33.92,32.51,1.4100000000000037,1.4100000000000037,3966000,4997102,3181816,1815286,1815286
2018-02-18,33.38,33.71,33.06,0.6499999999999986,-0.28000000000000114,33.732,34.03,33.2,0.8299999999999983,-0.14999999999999858,33.008,33.2,32.8,0.4000000000000057,0.09000000000000341,33.28,33.84,32.94,0.9000000000000057,0.6300000000000026,3357164,4285154,2246775,2038379,-1647280
2018-02-25,32.66,33.75,31.64,2.1099999999999994,-1.6400000000000006,33.088,34.0,32.28,1.7199999999999989,-1.1000000000000014,32.068,33.01,31.44,1.5699999999999967,-1.2099999999999973,32.45,33.02,31.81,1.2100000000000044,-0.3500000000000014,3715219,4218443,3225602,992841,-72026
2018-03-04,33.578,34.61,32.74,1.8699999999999974,1.6799999999999997,34.034,35.03,33.23,1.8000000000000043,1.8000000000000043,33.348,34.47,32.57,1.8999999999999986,1.8999999999999986,33.88,34.52,33.12,1.4000000000000057,1.4000000000000057,4142744,5810706,3012752,2797954,1177201
2018-03-11,33.676,34.64,33.05,1.5900000000000034,-1.5300000000000011,33.83,34.88,33.2,1.6799999999999997,-1.6799999999999997,33.02,33.97,32.29,1.6799999999999997,-1.6799999999999997,33.228,34.11,32.64,1.4699999999999989,-1.4699999999999989,5551919,11491283,2849301,8641982,567255
2018-03-18,32.15,32.79,31.4,1.3900000000000006,-1.3900000000000006,32.582,33.55,31.71,1.8399999999999963,-0.6700000000000017,31.605999999999998,32.54,30.66,1.879999999999999,-1.3499999999999979,31.954,32.94,30.72,2.219999999999999,-0.3999999999999986,3533541,4006667,2920451,1086216,1084747
2018-03-25,31.795,32.17,31.5,0.6700000000000017,-0.360000000000003,32.005,32.26,31.71,0.5499999999999972,-0.43000000000000327,30.965,31.49,30.19,1.2999999999999972,-0.8699999999999974,31.4225,32.01,30.84,1.1699999999999982,-0.5199999999999996,4142574,5263757,2217868,3045889,-444246
2018-04-01,31.184,31.9,30.74,1.1600000000000001,-0.1599999999999966,31.646,32.01,31.45,0.5599999999999987,0.0,30.754,31.48,30.38,1.1000000000000014,-0.1999999999999993,31.232,31.78,30.65,1.1300000000000026,-0.6600000000000001,3055310,3653470,2438635,1214835,-1171914
2018-04-08,30.928,31.17,30.78,0.39000000000000057,-0.39000000000000057,31.178,31.49,31.06,0.4299999999999997,-0.36999999999999744,30.646,31.01,30.39,0.620000000000001,-0.360000000000003,30.814,31.27,30.53,0.7399999999999984,-0.41999999999999815,2652517,3271447,2325686,945761,-409391
2018-04-15,31.178,31.3,31.08,0.22000000000000242,-0.08000000000000185,31.458,31.53,31.41,0.120000000000001,0.05999999999999872,30.906,31.09,30.72,0.370000000000001,-0.08999999999999986,31.104,31.22,31.0,0.21999999999999886,-0.129999999999999,2662627,3115460,1977942,1137518,559726
2018-04-22,30.282,31.18,29.64,1.5399999999999991,-1.509999999999998,30.468,31.28,29.78,1.5,-1.4400000000000013,29.664,30.48,28.93,1.5500000000000007,-1.5199999999999996,29.96,30.74,28.97,1.7699999999999996,-1.6799999999999997,4057344,5975401,2691758,3283643,1389435
2018-04-29,28.306,28.84,27.77,1.0700000000000003,-0.35999999999999943,28.574,29.02,28.05,0.9699999999999989,-0.4299999999999997,27.858,28.12,27.35,0.7699999999999996,0.08000000000000185,28.28,28.47,27.96,0.509999999999998,0.029999999999997584,3423339,4786054,2704143,2081911,-1405645
2018-05-06,28.198,28.37,27.81,0.5600000000000023,-0.10999999999999943,28.45,28.68,28.34,0.33999999999999986,0.23999999999999844,27.878,28.18,27.63,0.5500000000000007,0.33999999999999986,28.202,28.55,27.98,0.5700000000000003,0.41000000000000014,4717363,9792903,2690289,7102614,-237243
2018-05-13,28.541999999999998,28.88,28.33,0.5500000000000007,0.5500000000000007,28.762,28.91,28.53,0.379999999999999,0.379999999999999,28.4,28.55,28.3,0.25,0.25,28.562,28.65,28.41,0.23999999999999844,0.1999999999999993,2269316,2791708,2025813,765895,-365882
