Date,Vanguard FTSE Developed Markets_etf_Open_average,Vanguard FTSE Developed Markets_etf_Open_max,Vanguard FTSE Developed Markets_etf_Open_min,Vanguard FTSE Developed Markets_etf_Open_volatility,Vanguard FTSE Developed Markets_etf_Open_change,Vanguard FTSE Developed Markets_etf_High_average,Vanguard FTSE Developed Markets_etf_High_max,Vanguard FTSE Developed Markets_etf_High_min,Vanguard FTSE Developed Markets_etf_High_volatility,Vanguard FTSE Developed Markets_etf_High_change,Vanguard FTSE Developed Markets_etf_Low_average,Vanguard FTSE Developed Markets_etf_Low_max,Vanguard FTSE Developed Markets_etf_Low_min,Vanguard FTSE Developed Markets_etf_Low_volatility,Vanguard FTSE Developed Markets_etf_Low_change,Vanguard FTSE Developed Markets_etf_Close_average,Vanguard FTSE Developed Markets_etf_Close_max,Vanguard FTSE Developed Markets_etf_Close_min,Vanguard FTSE Developed Markets_etf_Close_volatility,Vanguard FTSE Developed Markets_etf_Close_change
2018-07-22,43.98,43.98,43.98,0.0,0.0,44.05,44.05,44.05,0.0,0.0,43.79,43.79,43.79,0.0,0.0,43.87,43.87,43.87,0.0,0.0
2018-07-29,43.28,43.28,43.28,0.0,0.0,43.46,43.46,43.46,0.0,0.0,43.24,43.24,43.24,0.0,0.0,43.46,43.46,43.46,0.0,0.0
2018-08-05,42.71,42.71,42.71,0.0,0.0,42.75,42.75,42.75,0.0,0.0,42.51,42.51,42.51,0.0,0.0,42.61,42.61,42.61,0.0,0.0
2018-08-12,42.09,42.09,42.09,0.0,0.0,42.47,42.47,42.47,0.0,0.0,42.04,42.04,42.04,0.0,0.0,42.38,42.38,42.38,0.0,0.0
2018-08-19,42.95,42.95,42.95,0.0,0.0,43.1,43.1,43.1,0.0,0.0,42.89,42.89,42.89,0.0,0.0,43.05,43.05,43.05,0.0,0.0
2018-08-26,43.18,43.18,43.18,0.0,0.0,43.32,43.32,43.32,0.0,0.0,42.94,42.94,42.94,0.0,0.0,43.12,43.12,43.12,0.0,0.0
2018-09-02,41.85,41.85,41.85,0.0,0.0,42.01,42.01,42.01,0.0,0.0,41.77,41.77,41.77,0.0,0.0,41.88,41.88,41.88,0.0,0.0
2018-09-09,42.78,42.78,42.78,0.0,0.0,42.82,42.82,42.82,0.0,0.0,42.59,42.59,42.59,0.0,0.0,42.71,42.71,42.71,0.0,0.0
2018-09-16,43.79,43.79,43.79,0.0,0.0,43.89,43.89,43.89,0.0,0.0,43.75,43.75,43.75,0.0,0.0,43.82,43.82,43.82,0.0,0.0
2018-09-23,43.25,43.25,43.25,0.0,0.0,43.45,43.45,43.45,0.0,0.0,43.2,43.2,43.2,0.0,0.0,43.27,43.27,43.27,0.0,0.0
2018-09-30,42.39,42.39,42.39,0.0,0.0,42.44,42.44,42.44,0.0,0.0,42.08,42.08,42.08,0.0,0.0,42.27,42.27,42.27,0.0,0.0
2018-10-07,40.74,40.74,40.74,0.0,0.0,40.84,40.84,40.84,0.0,0.0,40.15,40.15,40.15,0.0,0.0,40.57,40.57,40.57,0.0,0.0
2018-10-14,40.46,40.46,40.46,0.0,0.0,40.72,40.72,40.72,0.0,0.0,40.46,40.46,40.46,0.0,0.0,40.51,40.51,40.51,0.0,0.0
2018-10-21,38.69,38.69,38.69,0.0,0.0,39.15,39.15,39.15,0.0,0.0,38.38,38.38,38.38,0.0,0.0,38.91,38.91,38.91,0.0,0.0
2018-10-28,40.47,40.47,40.47,0.0,0.0,40.52,40.52,40.52,0.0,0.0,39.93,39.93,39.93,0.0,0.0,40.18,40.18,40.18,0.0,0.0
2018-11-04,40.18,40.18,40.18,0.0,0.0,40.24,40.24,40.24,0.0,0.0,39.97,39.97,39.97,0.0,0.0,40.17,40.17,40.17,0.0,0.0
2018-11-11,39.56,39.56,39.56,0.0,0.0,39.88,39.88,39.88,0.0,0.0,39.5,39.5,39.5,0.0,0.0,39.84,39.84,39.84,0.0,0.0
2018-11-18,39.03,39.03,39.03,0.0,0.0,39.19,39.19,39.19,0.0,0.0,39.01,39.01,39.01,0.0,0.0,39.09,39.09,39.09,0.0,0.0
2018-11-25,39.67,39.67,39.67,0.0,0.0,39.78,39.78,39.78,0.0,0.0,39.56,39.56,39.56,0.0,0.0,39.75,39.75,39.75,0.0,0.0
2018-12-02,38.93,38.93,38.93,0.0,0.0,39.09,39.09,39.09,0.0,0.0,38.36,38.36,38.36,0.0,0.0,38.48,38.48,38.48,0.0,0.0
2018-12-09,38.27,38.27,38.27,0.0,0.0,38.43,38.43,38.43,0.0,0.0,38.18,38.18,38.18,0.0,0.0,38.19,38.19,38.19,0.0,0.0
2018-12-16,37.1,37.1,37.1,0.0,0.0,37.3,37.3,37.3,0.0,0.0,36.59,36.59,36.59,0.0,0.0,36.62,36.62,36.62,0.0,0.0
2018-12-23,37.18,37.18,37.18,0.0,0.0,37.21,37.21,37.21,0.0,0.0,36.91,36.91,36.91,0.0,0.0,37.02,37.02,37.02,0.0,0.0
2018-12-30,37.31,37.31,37.31,0.0,0.0,37.95,37.95,37.95,0.0,0.0,37.26,37.26,37.26,0.0,0.0,37.88,37.88,37.88,0.0,0.0
2019-01-06,38.64,38.64,38.64,0.0,0.0,38.74,38.74,38.74,0.0,0.0,38.55,38.55,38.55,0.0,0.0,38.66,38.66,38.66,0.0,0.0
2019-01-13,39.33,39.33,39.33,0.0,0.0,39.4,39.4,39.4,0.0,0.0,39.21,39.21,39.21,0.0,0.0,39.37,39.37,39.37,0.0,0.0
2019-01-20,39.41,39.41,39.41,0.0,0.0,39.56,39.56,39.56,0.0,0.0,39.4,39.4,39.4,0.0,0.0,39.5,39.5,39.5,0.0,0.0
2019-01-27,39.83,39.83,39.83,0.0,0.0,39.93,39.93,39.93,0.0,0.0,39.73,39.73,39.73,0.0,0.0,39.85,39.85,39.85,0.0,0.0
2019-02-03,39.27,39.27,39.27,0.0,0.0,39.4,39.4,39.4,0.0,0.0,39.14,39.14,39.14,0.0,0.0,39.4,39.4,39.4,0.0,0.0
2019-02-10,40.17,40.17,40.17,0.0,0.0,40.41,40.41,40.41,0.0,0.0,40.15,40.15,40.15,0.0,0.0,40.39,40.39,40.39,0.0,0.0
2019-02-17,40.78,40.78,40.78,0.0,0.0,40.9,40.9,40.9,0.0,0.0,40.75,40.75,40.75,0.0,0.0,40.8,40.8,40.8,0.0,0.0
2019-02-24,41.07,41.07,41.07,0.0,0.0,41.14,41.14,41.14,0.0,0.0,40.91,40.91,40.91,0.0,0.0,41.05,41.05,41.05,0.0,0.0
2019-03-03,40.01,40.01,40.01,0.0,0.0,40.23,40.23,40.23,0.0,0.0,39.99,39.99,39.99,0.0,0.0,40.23,40.23,40.23,0.0,0.0
2019-03-10,41.14,41.14,41.14,0.0,0.0,41.31,41.31,41.31,0.0,0.0,41.05,41.05,41.05,0.0,0.0,41.29,41.29,41.29,0.0,0.0
2019-03-17,41.05,41.05,41.05,0.0,0.0,41.12,41.12,41.12,0.0,0.0,40.71,40.71,40.71,0.0,0.0,40.74,40.74,40.74,0.0,0.0
2019-03-24,40.9,40.9,40.9,0.0,0.0,40.91,40.91,40.91,0.0,0.0,40.69,40.69,40.69,0.0,0.0,40.87,40.87,40.87,0.0,0.0
2019-03-31,41.65,41.65,41.65,0.0,0.0,41.77,41.77,41.77,0.0,0.0,41.62,41.62,41.62,0.0,0.0,41.76,41.76,41.76,0.0,0.0
2019-04-07,41.92,41.92,41.92,0.0,0.0,41.96,41.96,41.96,0.0,0.0,41.85,41.85,41.85,0.0,0.0,41.94,41.94,41.94,0.0,0.0
2019-04-14,42.0,42.0,42.0,0.0,0.0,42.1,42.1,42.1,0.0,0.0,41.95,41.95,41.95,0.0,0.0,42.02,42.02,42.02,0.0,0.0
2019-04-21,41.75,41.75,41.75,0.0,0.0,41.84,41.84,41.84,0.0,0.0,41.67,41.67,41.67,0.0,0.0,41.84,41.84,41.84,0.0,0.0
2019-04-28,41.88,41.88,41.88,0.0,0.0,42.12,42.12,42.12,0.0,0.0,41.85,41.85,41.85,0.0,0.0,42.08,42.08,42.08,0.0,0.0
2019-05-05,40.77,40.77,40.77,0.0,0.0,41.06,41.06,41.06,0.0,0.0,40.49,40.49,40.49,0.0,0.0,41.01,41.01,41.01,0.0,0.0
2019-05-12,40.64,40.64,40.64,0.0,0.0,40.85,40.85,40.85,0.0,0.0,40.62,40.62,40.62,0.0,0.0,40.67,40.67,40.67,0.0,0.0
2019-05-19,40.61,40.61,40.61,0.0,0.0,40.63,40.63,40.63,0.0,0.0,40.46,40.46,40.46,0.0,0.0,40.62,40.62,40.62,0.0,0.0
2019-05-26,39.65,39.65,39.65,0.0,0.0,39.86,39.86,39.86,0.0,0.0,39.61,39.61,39.61,0.0,0.0,39.84,39.84,39.84,0.0,0.0
2019-06-02,40.99,40.99,40.99,0.0,0.0,41.23,41.23,41.23,0.0,0.0,40.99,40.99,40.99,0.0,0.0,41.15,41.15,41.15,0.0,0.0
2019-06-09,40.91,40.91,40.91,0.0,0.0,40.93,40.93,40.93,0.0,0.0,40.84,40.84,40.84,0.0,0.0,40.87,40.87,40.87,0.0,0.0
2019-06-16,41.48,41.48,41.48,0.0,0.0,41.59,41.59,41.59,0.0,0.0,41.45,41.45,41.45,0.0,0.0,41.49,41.49,41.49,0.0,0.0
2019-06-23,41.67,41.67,41.67,0.0,0.0,41.74,41.74,41.74,0.0,0.0,41.63,41.63,41.63,0.0,0.0,41.71,41.71,41.71,0.0,0.0
2019-06-30,41.94,41.94,41.94,0.0,0.0,41.99,41.99,41.99,0.0,0.0,41.71,41.71,41.71,0.0,0.0,41.96,41.96,41.96,0.0,0.0
2019-07-07,41.69,41.69,41.69,0.0,0.0,41.75,41.75,41.75,0.0,0.0,41.62,41.62,41.62,0.0,0.0,41.75,41.75,41.75,0.0,0.0
2019-07-14,41.66,41.66,41.66,0.0,0.0,41.72,41.72,41.72,0.0,0.0,41.55,41.55,41.55,0.0,0.0,41.58,41.58,41.58,0.0,0.0
2019-07-21,41.6,41.6,41.6,0.0,0.0,41.6,41.6,41.6,0.0,0.0,41.51,41.51,41.51,0.0,0.0,41.57,41.57,41.57,0.0,0.0
2019-07-28,40.56,40.56,40.56,0.0,0.0,40.56,40.56,40.56,0.0,0.0,40.2,40.2,40.2,0.0,0.0,40.38,40.38,40.38,0.0,0.0
2019-08-04,40.02,40.02,40.02,0.0,0.0,40.08,40.08,40.08,0.0,0.0,39.8,39.8,39.8,0.0,0.0,39.9,39.9,39.9,0.0,0.0
2019-08-11,39.19,39.19,39.19,0.0,0.0,39.45,39.45,39.45,0.0,0.0,39.17,39.17,39.17,0.0,0.0,39.41,39.41,39.41,0.0,0.0
2019-08-18,39.62,39.62,39.62,0.0,0.0,39.91,39.91,39.91,0.0,0.0,39.22,39.22,39.22,0.0,0.0,39.24,39.24,39.24,0.0,0.0
2019-08-25,40.18,40.18,40.18,0.0,0.0,40.2,40.2,40.2,0.0,0.0,39.9,39.9,39.9,0.0,0.0,40.09,40.09,40.09,0.0,0.0
2019-09-01,40.89,40.89,40.89,0.0,0.0,41.0,41.0,41.0,0.0,0.0,40.87,40.87,40.87,0.0,0.0,40.91,40.91,40.91,0.0,0.0
2019-09-08,41.77,41.77,41.77,0.0,0.0,41.91,41.91,41.91,0.0,0.0,41.73,41.73,41.73,0.0,0.0,41.77,41.77,41.77,0.0,0.0
2019-09-15,41.75,41.75,41.75,0.0,0.0,41.81,41.81,41.81,0.0,0.0,41.56,41.56,41.56,0.0,0.0,41.6,41.6,41.6,0.0,0.0
2019-09-22,41.12,41.12,41.12,0.0,0.0,41.15,41.15,41.15,0.0,0.0,40.84,40.84,40.84,0.0,0.0,40.93,40.93,40.93,0.0,0.0
2019-09-29,40.18,40.18,40.18,0.0,0.0,40.51,40.51,40.51,0.0,0.0,40.18,40.18,40.18,0.0,0.0,40.49,40.49,40.49,0.0,0.0
2019-10-06,41.24,41.24,41.24,0.0,0.0,41.52,41.52,41.52,0.0,0.0,41.23,41.23,41.23,0.0,0.0,41.33,41.33,41.33,0.0,0.0
2019-10-13,41.67,41.67,41.67,0.0,0.0,41.8,41.8,41.8,0.0,0.0,41.58,41.58,41.58,0.0,0.0,41.73,41.73,41.73,0.0,0.0
2019-10-20,42.03,42.03,42.03,0.0,0.0,42.22,42.22,42.22,0.0,0.0,42.01,42.01,42.01,0.0,0.0,42.19,42.19,42.19,0.0,0.0
2019-10-27,42.67,42.67,42.67,0.0,0.0,42.81,42.81,42.81,0.0,0.0,42.66,42.66,42.66,0.0,0.0,42.78,42.78,42.78,0.0,0.0
2019-11-03,42.96,42.96,42.96,0.0,0.0,43.08,43.08,43.08,0.0,0.0,42.87,42.87,42.87,0.0,0.0,43.06,43.06,43.06,0.0,0.0
2019-11-10,42.97,42.97,42.97,0.0,0.0,43.13,43.13,43.13,0.0,0.0,42.97,42.97,42.97,0.0,0.0,43.12,43.12,43.12,0.0,0.0
2019-11-17,42.93,42.93,42.93,0.0,0.0,42.93,42.93,42.93,0.0,0.0,42.74,42.74,42.74,0.0,0.0,42.82,42.82,42.82,0.0,0.0
2019-11-24,43.02,43.02,43.02,0.0,0.0,43.07,43.07,43.07,0.0,0.0,42.95,42.95,42.95,0.0,0.0,42.97,42.97,42.97,0.0,0.0
2019-12-01,43.27,43.27,43.27,0.0,0.0,43.33,43.33,43.33,0.0,0.0,43.23,43.23,43.23,0.0,0.0,43.32,43.32,43.32,0.0,0.0
2019-12-08,43.92,43.92,43.92,0.0,0.0,44.17,44.17,44.17,0.0,0.0,43.81,43.81,43.81,0.0,0.0,43.96,43.96,43.96,0.0,0.0
2019-12-15,44.28,44.28,44.28,0.0,0.0,44.31,44.31,44.31,0.0,0.0,44.22,44.22,44.22,0.0,0.0,44.24,44.24,44.24,0.0,0.0
2019-12-22,44.24,44.24,44.24,0.0,0.0,44.25,44.25,44.25,0.0,0.0,44.06,44.06,44.06,0.0,0.0,44.14,44.14,44.14,0.0,0.0
2019-12-29,43.88,43.88,43.88,0.0,0.0,44.16,44.16,44.16,0.0,0.0,43.81,43.81,43.81,0.0,0.0,43.88,43.88,43.88,0.0,0.0
