Date,SPDR S&P 1500 Momentum Tilt_etf_Open_average,SPDR S&P 1500 Momentum Tilt_etf_Open_max,SPDR S&P 1500 Momentum Tilt_etf_Open_min,SPDR S&P 1500 Momentum Tilt_etf_Open_volatility,SPDR S&P 1500 Momentum Tilt_etf_Open_change,SPDR S&P 1500 Momentum Tilt_etf_High_average,SPDR S&P 1500 Momentum Tilt_etf_High_max,SPDR S&P 1500 Momentum Tilt_etf_High_min,SPDR S&P 1500 Momentum Tilt_etf_High_volatility,SPDR S&P 1500 Momentum Tilt_etf_High_change,SPDR S&P 1500 Momentum Tilt_etf_Low_average,SPDR S&P 1500 Momentum Tilt_etf_Low_max,SPDR S&P 1500 Momentum Tilt_etf_Low_min,SPDR S&P 1500 Momentum Tilt_etf_Low_volatility,SPDR S&P 1500 Momentum Tilt_etf_Low_change,SPDR S&P 1500 Momentum Tilt_etf_Close_average,SPDR S&P 1500 Momentum Tilt_etf_Close_max,SPDR S&P 1500 Momentum Tilt_etf_Close_min,SPDR S&P 1500 Momentum Tilt_etf_Close_volatility,SPDR S&P 1500 Momentum Tilt_etf_Close_change
2018-01-14,120.13,120.13,120.13,0.0,0.0,120.22,120.22,120.22,0.0,0.0,120.13,120.13,120.13,0.0,0.0,120.22,120.22,120.22,0.0,0.0
2018-01-21,123.14,123.14,123.14,0.0,0.0,123.14,123.14,123.14,0.0,0.0,123.1,123.1,123.1,0.0,0.0,123.1,123.1,123.1,0.0,0.0
2018-01-28,120.38,120.38,120.38,0.0,0.0,120.38,120.38,120.38,0.0,0.0,119.22,119.22,119.22,0.0,0.0,119.22,119.22,119.22,0.0,0.0
2018-02-04,114.55,114.55,114.55,0.0,0.0,114.55,114.55,114.55,0.0,0.0,111.12,111.12,111.12,0.0,0.0,111.63,111.63,111.63,0.0,0.0
2018-02-11,118.96,118.96,118.96,0.0,0.0,119.4,119.4,119.4,0.0,0.0,118.96,118.96,118.96,0.0,0.0,119.4,119.4,119.4,0.0,0.0
2018-02-18,119.0,119.0,119.0,0.0,0.0,119.0,119.0,119.0,0.0,0.0,119.0,119.0,119.0,0.0,0.0,119.0,119.0,119.0,0.0,0.0
2018-02-25,116.82,116.82,116.82,0.0,0.0,116.82,116.82,116.82,0.0,0.0,116.82,116.82,116.82,0.0,0.0,116.82,116.82,116.82,0.0,0.0
2018-03-04,122.27,122.27,122.27,0.0,0.0,122.41,122.41,122.41,0.0,0.0,121.77,121.77,121.77,0.0,0.0,122.41,122.41,122.41,0.0,0.0
2018-03-11,121.39,121.39,121.39,0.0,0.0,121.71,121.71,121.71,0.0,0.0,120.89,120.89,120.89,0.0,0.0,120.95,120.95,120.95,0.0,0.0
2018-03-18,115.79,115.79,115.79,0.0,0.0,115.79,115.79,115.79,0.0,0.0,114.37,114.37,114.37,0.0,0.0,114.61,114.61,114.61,0.0,0.0
2018-03-25,114.58,114.58,114.58,0.0,0.0,115.99,115.99,115.99,0.0,0.0,114.58,114.58,114.58,0.0,0.0,115.99,115.99,115.99,0.0,0.0
