Date,SBUX_Open_average,SBUX_Open_max,SBUX_Open_min,SBUX_Open_volatility,SBUX_Open_change,SBUX_High_average,SBUX_High_max,SBUX_High_min,SBUX_High_volatility,SBUX_High_change,SBUX_Low_average,SBUX_Low_max,SBUX_Low_min,SBUX_Low_volatility,SBUX_Low_change,SBUX_Close_average,SBUX_Close_max,SBUX_Close_min,SBUX_Close_volatility,SBUX_Close_change,SBUX_Volume_average,SBUX_Volume_max,SBUX_Volume_min,SBUX_Volume_volatility,SBUX_Volume_change
2018-01-14,61.002,61.43,60.33,1.1000000000000014,0.7100000000000009,61.36,61.47,61.1,0.36999999999999744,0.36999999999999744,60.654,60.95,60.3,0.6500000000000057,0.47000000000000597,60.996,61.41,60.56,0.8499999999999943,0.8499999999999943,9190611,11945783,8040748,3905035,3905035
2018-01-21,59.87,61.51,57.55,3.960000000000001,-3.770000000000003,60.314,61.94,58.17,3.769999999999996,-3.559999999999995,59.046,61.14,56.55,4.590000000000003,-4.230000000000004,59.616,61.69,57.02,4.669999999999995,-4.669999999999995,21939164,51851688,10806783,41044905,8093085
2018-01-28,56.38,57.23,55.53,1.6999999999999957,-1.4299999999999997,56.798,57.54,56.26,1.2800000000000011,-1.2800000000000011,55.92,56.74,54.57,2.1700000000000017,-2.1700000000000017,56.092,57.19,54.69,2.5,-2.5,14713705,16059955,13118364,2941591,1718800
2018-02-04,54.466,55.08,53.69,1.3900000000000006,1.1700000000000017,55.414,56.06,54.79,1.2700000000000031,-0.3300000000000054,53.99,54.55,53.56,0.9899999999999949,0.9899999999999949,54.76,55.61,53.77,1.8399999999999963,-0.22999999999999687,15885945,19382012,10968956,8413056,-6446108
2018-02-11,55.9325,56.65,55.25,1.3999999999999986,1.3999999999999986,56.575,57.05,55.72,1.3299999999999983,1.3299999999999983,55.6375,56.34,55.02,1.3200000000000003,1.3200000000000003,56.18,56.58,55.67,0.9099999999999966,0.8099999999999952,11263246,14190323,10151328,4038995,-265057
2018-02-18,56.048,56.42,55.65,0.7700000000000031,0.13000000000000256,56.584,57.35,56.14,1.2100000000000009,0.8100000000000023,55.614,56.32,54.8,1.5200000000000031,0.490000000000002,56.156,57.17,55.4,1.7700000000000031,1.2000000000000028,9516490,11394350,7850950,3543400,-737059
2018-02-25,56.736,57.29,55.72,1.5700000000000003,-0.46000000000000085,57.548,57.92,57.2,0.7199999999999989,-0.21999999999999886,56.316,56.83,55.68,1.1499999999999986,0.11999999999999744,56.752,57.1,56.17,0.9299999999999997,0.4200000000000017,10176126,11555132,7835398,3719734,-986016
2018-03-04,57.5,58.67,56.62,2.0500000000000043,1.4200000000000017,58.104,59.68,57.16,2.520000000000003,2.4299999999999997,57.288,58.48,56.54,1.9399999999999977,1.9399999999999977,57.878,59.4,57.03,2.3699999999999974,2.3699999999999974,8523099,10550283,7044099,3506184,2503489
2018-03-11,59.198,59.7,58.7,1.0,-1.0,59.798,60.7,58.85,1.8500000000000014,-1.8500000000000014,58.63,58.94,57.8,1.1400000000000006,-1.0900000000000034,58.91,59.37,58.3,1.0700000000000003,-0.75,9331677,13030896,6488531,6542365,-1060782
2018-03-18,57.994,58.75,56.96,1.7899999999999991,-1.490000000000002,58.664,59.55,58.0,1.5499999999999972,-0.9799999999999969,57.49,58.45,56.31,2.1400000000000006,-1.9000000000000057,57.802,58.66,56.31,2.3499999999999943,-0.8599999999999994,7445129,9476776,5888445,3588331,2556407
