Date,RIOT_Open_average,RIOT_Open_max,RIOT_Open_min,RIOT_Open_volatility,RIOT_Open_change,RIOT_High_average,RIOT_High_max,RIOT_High_min,RIOT_High_volatility,RIOT_High_change,RIOT_Low_average,RIOT_Low_max,RIOT_Low_min,RIOT_Low_volatility,RIOT_Low_change,RIOT_Close_average,RIOT_Close_max,RIOT_Close_min,RIOT_Close_volatility,RIOT_Close_change,RIOT_Volume_average,RIOT_Volume_max,RIOT_Volume_min,RIOT_Volume_volatility,RIOT_Volume_change
2018-01-14,19.184,20.39,17.5,2.8900000000000006,-0.6099999999999994,20.25,21.44,18.1,3.34,0.23000000000000043,18.168,19.5,16.04,3.460000000000001,1.1999999999999993,19.046,19.91,17.76,2.1499999999999986,1.1999999999999993,3141927,5540813,1567026,3973787,-1226244
2018-01-21,18.55,19.88,16.85,3.0299999999999976,-2.66,18.848,20.11,17.0,3.1099999999999994,-3.1099999999999994,17.5,18.91,15.1,3.8100000000000005,-3.5299999999999994,17.822,19.6,15.23,4.370000000000001,-4.370000000000001,1239023,1656620,1026486,630134,239706
2018-01-28,13.152,14.87,11.4,3.469999999999999,-3.469999999999999,13.702,15.67,12.19,3.4800000000000004,-2.710000000000001,12.272,13.75,10.55,3.1999999999999993,-3.1999999999999993,12.638,14.28,10.7,3.58,-3.58,1721523,1953421,1493902,459519,-171386
2018-02-04,14.624,16.57,10.4,6.17,6.17,16.056,18.14,13.49,4.65,4.65,13.98,16.57,10.4,6.17,6.17,15.15,17.54,12.95,4.59,4.59,3720424,7206506,2144077,5062429,1215862
2018-02-11,16.41,17.6,14.09,3.5100000000000016,-2.66,17.1225,18.4,15.2,3.1999999999999993,-2.289999999999999,14.74,16.7,10.55,6.149999999999999,-4.66,15.3275,17.2,11.46,5.739999999999998,-4.599999999999998,4878624,12316654,1643876,10672778,9462800
2018-02-18,10.352,10.76,9.85,0.9100000000000001,-0.5500000000000007,11.052,12.4,10.26,2.1400000000000006,-2.1400000000000006,9.8612,10.5,9.52,0.9800000000000004,-0.07000000000000028,10.334,10.92,9.9,1.0199999999999996,-1.0199999999999996,2000612,4636012,921101,3714911,-3714911
2018-02-25,10.04,10.67,9.76,0.9100000000000001,0.7200000000000006,10.626,10.85,10.12,0.7300000000000004,0.7300000000000004,9.8922,10.25,9.651,0.5990000000000002,0.5990000000000002,10.416,10.83,9.96,0.8699999999999992,0.8699999999999992,876197,1228970,567884,661086,148996
2018-03-04,9.868,10.65,9.11,1.540000000000001,-1.540000000000001,10.0744,10.8,9.243,1.5570000000000004,-1.5570000000000004,9.496,10.25,8.6,1.6500000000000004,-1.6500000000000004,9.65,10.39,8.97,1.42,-1.42,788815,1322126,578624,743502,735686
2018-03-11,8.136,8.83,7.31,1.5200000000000005,-0.7100000000000009,8.622,8.92,8.29,0.6300000000000008,-0.16999999999999993,7.814,8.54,7.3,1.2399999999999993,-0.6899999999999995,8.214,8.7,7.51,1.1899999999999995,-0.27999999999999936,910619,1203756,565909,637847,463673
2018-03-18,7.994,8.75,7.65,1.0999999999999996,-1.08,8.132,8.75,7.76,0.9900000000000002,-0.9900000000000002,7.5200000000000005,7.83,7.05,0.7800000000000002,-0.7800000000000002,7.69,8.02,7.36,0.6599999999999993,-0.6599999999999993,505610,633880,362736,271144,-6622
2018-03-25,6.745,7.34,6.25,1.0899999999999999,-0.8300000000000001,6.92725,7.55,6.599,0.9509999999999996,-0.9509999999999996,6.2575,6.83,6.0,0.8300000000000001,-0.6600000000000001,6.5525,6.95,6.28,0.6699999999999999,-0.5899999999999999,455243,701408,296891,404517,-13498
2018-04-01,6.56,7.18,6.25,0.9299999999999997,0.1900000000000004,7.17,7.81,6.6,1.21,-0.10999999999999943,6.3182,6.53,6.2,0.33000000000000007,0.019000000000000128,6.642,7.22,6.4,0.8199999999999994,-0.1299999999999999,1277127,3419551,311401,3108150,51007
2018-04-08,7.17,8.04,6.35,1.6899999999999995,1.29,7.6174,8.36,6.727,1.6329999999999991,0.9729999999999999,6.8766,7.5,6.35,1.1500000000000004,0.7069999999999999,7.128,7.75,6.49,1.2599999999999998,0.8199999999999994,1448390,4081899,432338,3649561,163067
2018-04-15,6.868,7.32,6.66,0.6600000000000001,-0.6600000000000001,7.1318,7.87,6.75,1.12,-0.9710000000000001,6.6802,7.29,6.25,1.04,-0.8300000000000001,6.814,7.3,6.55,0.75,-0.75,587477,745710,356891,388819,-278441
