Date,iShares International Treasury Bond_Open_average,iShares International Treasury Bond_Open_max,iShares International Treasury Bond_Open_min,iShares International Treasury Bond_Open_volatility,iShares International Treasury Bond_Open_change,iShares International Treasury Bond_High_average,iShares International Treasury Bond_High_max,iShares International Treasury Bond_High_min,iShares International Treasury Bond_High_volatility,iShares International Treasury Bond_High_change,iShares International Treasury Bond_Low_average,iShares International Treasury Bond_Low_max,iShares International Treasury Bond_Low_min,iShares International Treasury Bond_Low_volatility,iShares International Treasury Bond_Low_change,iShares International Treasury Bond_Close_average,iShares International Treasury Bond_Close_max,iShares International Treasury Bond_Close_min,iShares International Treasury Bond_Close_volatility,iShares International Treasury Bond_Close_change
2018-07-01,49.59,49.59,49.59,0.0,0.0,49.61,49.61,49.61,0.0,0.0,49.36,49.36,49.36,0.0,0.0,49.46,49.46,49.46,0.0,0.0
2018-07-08,49.2,49.2,49.2,0.0,0.0,49.3,49.3,49.3,0.0,0.0,49.18,49.18,49.18,0.0,0.0,49.22,49.22,49.22,0.0,0.0
2018-07-15,49.24,49.24,49.24,0.0,0.0,49.24,49.24,49.24,0.0,0.0,48.95,48.95,48.95,0.0,0.0,49.02,49.02,49.02,0.0,0.0
2018-07-22,48.98,48.98,48.98,0.0,0.0,49.04,49.04,49.04,0.0,0.0,48.91,48.91,48.91,0.0,0.0,48.99,48.99,48.99,0.0,0.0
2018-07-29,48.47,48.47,48.47,0.0,0.0,48.55,48.55,48.55,0.0,0.0,48.45,48.45,48.45,0.0,0.0,48.54,48.54,48.54,0.0,0.0
2018-08-05,48.22,48.22,48.22,0.0,0.0,48.29,48.29,48.29,0.0,0.0,48.1,48.1,48.1,0.0,0.0,48.16,48.16,48.16,0.0,0.0
2018-08-12,48.29,48.29,48.29,0.0,0.0,48.48,48.48,48.48,0.0,0.0,48.27,48.27,48.27,0.0,0.0,48.44,48.44,48.44,0.0,0.0
2018-08-19,48.68,48.68,48.68,0.0,0.0,48.83,48.83,48.83,0.0,0.0,48.68,48.68,48.68,0.0,0.0,48.77,48.77,48.77,0.0,0.0
2018-08-26,48.72,48.72,48.72,0.0,0.0,48.74,48.74,48.74,0.0,0.0,48.48,48.48,48.48,0.0,0.0,48.56,48.56,48.56,0.0,0.0
2018-09-02,48.48,48.48,48.48,0.0,0.0,48.57,48.57,48.57,0.0,0.0,48.48,48.48,48.48,0.0,0.0,48.53,48.53,48.53,0.0,0.0
2018-09-09,48.59,48.59,48.59,0.0,0.0,48.68,48.68,48.68,0.0,0.0,48.59,48.59,48.59,0.0,0.0,48.62,48.62,48.62,0.0,0.0
2018-09-16,48.82,48.82,48.82,0.0,0.0,48.86,48.86,48.86,0.0,0.0,48.58,48.58,48.58,0.0,0.0,48.58,48.58,48.58,0.0,0.0
2018-09-23,48.07,48.07,48.07,0.0,0.0,48.13,48.13,48.13,0.0,0.0,47.96,47.96,47.96,0.0,0.0,47.98,47.98,47.98,0.0,0.0
2018-09-30,47.5,47.5,47.5,0.0,0.0,47.62,47.62,47.62,0.0,0.0,47.4,47.4,47.4,0.0,0.0,47.53,47.53,47.53,0.0,0.0
2018-10-07,48.02,48.02,48.02,0.0,0.0,48.07,48.07,48.07,0.0,0.0,47.93,47.93,47.93,0.0,0.0,47.95,47.95,47.95,0.0,0.0
2018-10-14,47.64,47.64,47.64,0.0,0.0,47.66,47.66,47.66,0.0,0.0,47.55,47.55,47.55,0.0,0.0,47.61,47.61,47.61,0.0,0.0
2018-10-21,47.63,47.63,47.63,0.0,0.0,47.73,47.73,47.73,0.0,0.0,47.59,47.59,47.59,0.0,0.0,47.66,47.66,47.66,0.0,0.0
2018-10-28,47.59,47.59,47.59,0.0,0.0,47.64,47.64,47.64,0.0,0.0,47.53,47.53,47.53,0.0,0.0,47.6,47.6,47.6,0.0,0.0
2018-11-04,47.17,47.17,47.17,0.0,0.0,47.25,47.25,47.25,0.0,0.0,47.02,47.02,47.02,0.0,0.0,47.13,47.13,47.13,0.0,0.0
2018-11-11,47.65,47.65,47.65,0.0,0.0,47.85,47.85,47.85,0.0,0.0,47.65,47.65,47.65,0.0,0.0,47.77,47.77,47.77,0.0,0.0
2018-11-18,47.52,47.52,47.52,0.0,0.0,47.55,47.55,47.55,0.0,0.0,47.43,47.43,47.43,0.0,0.0,47.54,47.54,47.54,0.0,0.0
2018-11-25,47.74,47.74,47.74,0.0,0.0,47.88,47.88,47.88,0.0,0.0,47.7,47.7,47.7,0.0,0.0,47.77,47.77,47.77,0.0,0.0
2018-12-02,48.09,48.09,48.09,0.0,0.0,48.14,48.14,48.14,0.0,0.0,47.86,47.86,47.86,0.0,0.0,47.95,47.95,47.95,0.0,0.0
2018-12-09,47.85,47.85,47.85,0.0,0.0,48.04,48.04,48.04,0.0,0.0,47.85,47.85,47.85,0.0,0.0,48.0,48.0,48.0,0.0,0.0
2018-12-16,48.24,48.24,48.24,0.0,0.0,48.3,48.3,48.3,0.0,0.0,48.11,48.11,48.11,0.0,0.0,48.24,48.24,48.24,0.0,0.0
2018-12-23,48.37,48.37,48.37,0.0,0.0,48.74,48.74,48.74,0.0,0.0,48.3,48.3,48.3,0.0,0.0,48.47,48.47,48.47,0.0,0.0
2018-12-30,48.69,48.69,48.69,0.0,0.0,48.81,48.81,48.81,0.0,0.0,48.69,48.69,48.69,0.0,0.0,48.8,48.8,48.8,0.0,0.0
2019-01-06,48.88,48.88,48.88,0.0,0.0,48.96,48.96,48.96,0.0,0.0,48.83,48.83,48.83,0.0,0.0,48.91,48.91,48.91,0.0,0.0
2019-01-13,48.52,48.52,48.52,0.0,0.0,48.56,48.56,48.56,0.0,0.0,48.31,48.31,48.31,0.0,0.0,48.37,48.37,48.37,0.0,0.0
2019-01-20,48.85,48.85,48.85,0.0,0.0,49.02,49.02,49.02,0.0,0.0,48.78,48.78,48.78,0.0,0.0,48.97,48.97,48.97,0.0,0.0
2019-01-27,48.85,48.85,48.85,0.0,0.0,48.91,48.91,48.91,0.0,0.0,48.79,48.79,48.79,0.0,0.0,48.9,48.9,48.9,0.0,0.0
2019-02-03,48.39,48.39,48.39,0.0,0.0,48.41,48.41,48.41,0.0,0.0,48.29,48.29,48.29,0.0,0.0,48.39,48.39,48.39,0.0,0.0
2019-02-10,48.44,48.44,48.44,0.0,0.0,48.52,48.52,48.52,0.0,0.0,48.32,48.32,48.32,0.0,0.0,48.47,48.47,48.47,0.0,0.0
2019-02-17,48.7,48.7,48.7,0.0,0.0,48.72,48.72,48.72,0.0,0.0,48.57,48.57,48.57,0.0,0.0,48.72,48.72,48.72,0.0,0.0
2019-02-24,48.37,48.37,48.37,0.0,0.0,48.44,48.44,48.44,0.0,0.0,48.22,48.22,48.22,0.0,0.0,48.44,48.44,48.44,0.0,0.0
2019-03-03,48.54,48.54,48.54,0.0,0.0,48.62,48.62,48.62,0.0,0.0,48.45,48.45,48.45,0.0,0.0,48.45,48.45,48.45,0.0,0.0
2019-03-10,48.86,48.86,48.86,0.0,0.0,48.92,48.92,48.92,0.0,0.0,48.79,48.79,48.79,0.0,0.0,48.79,48.79,48.79,0.0,0.0
2019-03-17,49.25,49.25,49.25,0.0,0.0,49.41,49.41,49.41,0.0,0.0,49.25,49.25,49.25,0.0,0.0,49.3,49.3,49.3,0.0,0.0
2019-03-24,48.96,48.96,48.96,0.0,0.0,49.04,49.04,49.04,0.0,0.0,48.75,48.75,48.75,0.0,0.0,48.86,48.86,48.86,0.0,0.0
2019-03-31,48.92,48.92,48.92,0.0,0.0,48.98,48.98,48.98,0.0,0.0,48.86,48.86,48.86,0.0,0.0,48.88,48.88,48.88,0.0,0.0
2019-04-07,48.8,48.8,48.8,0.0,0.0,48.9,48.9,48.9,0.0,0.0,48.75,48.75,48.75,0.0,0.0,48.89,48.89,48.89,0.0,0.0
2019-04-14,48.68,48.68,48.68,0.0,0.0,48.78,48.78,48.78,0.0,0.0,48.67,48.67,48.67,0.0,0.0,48.78,48.78,48.78,0.0,0.0
2019-04-21,48.47,48.47,48.47,0.0,0.0,48.54,48.54,48.54,0.0,0.0,48.4,48.4,48.4,0.0,0.0,48.5,48.5,48.5,0.0,0.0
2019-04-28,48.58,48.58,48.58,0.0,0.0,48.71,48.71,48.71,0.0,0.0,48.52,48.52,48.52,0.0,0.0,48.6,48.6,48.6,0.0,0.0
2019-05-05,48.96,48.96,48.96,0.0,0.0,49.01,49.01,49.01,0.0,0.0,48.85,48.85,48.85,0.0,0.0,48.98,48.98,48.98,0.0,0.0
2019-05-12,48.67,48.67,48.67,0.0,0.0,48.76,48.76,48.76,0.0,0.0,48.51,48.51,48.51,0.0,0.0,48.61,48.61,48.61,0.0,0.0
2019-05-19,49.0,49.0,49.0,0.0,0.0,49.15,49.15,49.15,0.0,0.0,48.99,48.99,48.99,0.0,0.0,49.06,49.06,49.06,0.0,0.0
2019-05-26,49.47,49.47,49.47,0.0,0.0,49.76,49.76,49.76,0.0,0.0,49.46,49.46,49.46,0.0,0.0,49.76,49.76,49.76,0.0,0.0
2019-06-02,50.05,50.05,50.05,0.0,0.0,50.14,50.14,50.14,0.0,0.0,50.0,50.0,50.0,0.0,0.0,50.0,50.0,50.0,0.0,0.0
2019-06-09,49.92,49.92,49.92,0.0,0.0,49.96,49.96,49.96,0.0,0.0,49.76,49.76,49.76,0.0,0.0,49.9,49.9,49.9,0.0,0.0
2019-06-16,50.82,50.82,50.82,0.0,0.0,50.97,50.97,50.97,0.0,0.0,50.78,50.78,50.78,0.0,0.0,50.86,50.86,50.86,0.0,0.0
2019-06-23,50.7,50.7,50.7,0.0,0.0,50.75,50.75,50.75,0.0,0.0,50.42,50.42,50.42,0.0,0.0,50.43,50.43,50.43,0.0,0.0
2019-06-30,50.45,50.45,50.45,0.0,0.0,50.48,50.48,50.48,0.0,0.0,50.33,50.33,50.33,0.0,0.0,50.33,50.33,50.33,0.0,0.0
2019-07-07,50.2,50.2,50.2,0.0,0.0,50.58,50.58,50.58,0.0,0.0,50.2,50.2,50.2,0.0,0.0,50.35,50.35,50.35,0.0,0.0
2019-07-14,50.57,50.57,50.57,0.0,0.0,50.59,50.59,50.59,0.0,0.0,50.46,50.46,50.46,0.0,0.0,50.51,50.51,50.51,0.0,0.0
2019-07-21,50.24,50.24,50.24,0.0,0.0,50.25,50.25,50.25,0.0,0.0,50.12,50.12,50.12,0.0,0.0,50.25,50.25,50.25,0.0,0.0
2019-07-28,50.92,50.92,50.92,0.0,0.0,51.1,51.1,51.1,0.0,0.0,50.86,50.86,50.86,0.0,0.0,50.87,50.87,50.87,0.0,0.0
2019-08-04,51.2,51.2,51.2,0.0,0.0,51.34,51.34,51.34,0.0,0.0,51.16,51.16,51.16,0.0,0.0,51.34,51.34,51.34,0.0,0.0
2019-08-11,51.16,51.16,51.16,0.0,0.0,51.26,51.26,51.26,0.0,0.0,51.1,51.1,51.1,0.0,0.0,51.21,51.21,51.21,0.0,0.0
2019-08-18,51.26,51.26,51.26,0.0,0.0,51.3,51.3,51.3,0.0,0.0,51.09,51.09,51.09,0.0,0.0,51.22,51.22,51.22,0.0,0.0
2019-08-25,51.28,51.28,51.28,0.0,0.0,51.33,51.33,51.33,0.0,0.0,51.02,51.02,51.02,0.0,0.0,51.21,51.21,51.21,0.0,0.0
2019-09-01,50.88,50.88,50.88,0.0,0.0,50.89,50.89,50.89,0.0,0.0,50.78,50.78,50.78,0.0,0.0,50.8,50.8,50.8,0.0,0.0
2019-09-08,50.36,50.36,50.36,0.0,0.0,50.48,50.48,50.48,0.0,0.0,50.19,50.19,50.19,0.0,0.0,50.26,50.26,50.26,0.0,0.0
2019-09-15,50.73,50.73,50.73,0.0,0.0,50.86,50.86,50.86,0.0,0.0,50.69,50.69,50.69,0.0,0.0,50.78,50.78,50.78,0.0,0.0
2019-09-22,50.37,50.37,50.37,0.0,0.0,50.49,50.49,50.49,0.0,0.0,50.32,50.32,50.32,0.0,0.0,50.47,50.47,50.47,0.0,0.0
2019-09-29,50.73,50.73,50.73,0.0,0.0,50.83,50.83,50.83,0.0,0.0,50.59,50.59,50.59,0.0,0.0,50.68,50.68,50.68,0.0,0.0
2019-10-06,50.37,50.37,50.37,0.0,0.0,50.38,50.38,50.38,0.0,0.0,50.26,50.26,50.26,0.0,0.0,50.35,50.35,50.35,0.0,0.0
2019-10-13,50.53,50.53,50.53,0.0,0.0,50.6,50.6,50.6,0.0,0.0,50.45,50.45,50.45,0.0,0.0,50.58,50.58,50.58,0.0,0.0
2019-10-20,50.25,50.25,50.25,0.0,0.0,50.25,50.25,50.25,0.0,0.0,50.1,50.1,50.1,0.0,0.0,50.24,50.24,50.24,0.0,0.0
2019-10-27,50.66,50.66,50.66,0.0,0.0,50.72,50.72,50.72,0.0,0.0,50.51,50.51,50.51,0.0,0.0,50.55,50.55,50.55,0.0,0.0
2019-11-03,49.8,49.8,49.8,0.0,0.0,49.82,49.82,49.82,0.0,0.0,49.66,49.66,49.66,0.0,0.0,49.73,49.73,49.73,0.0,0.0
2019-11-10,50.15,50.15,50.15,0.0,0.0,50.23,50.23,50.23,0.0,0.0,50.1,50.1,50.1,0.0,0.0,50.1,50.1,50.1,0.0,0.0
2019-11-17,49.91,49.91,49.91,0.0,0.0,49.98,49.98,49.98,0.0,0.0,49.84,49.84,49.84,0.0,0.0,49.89,49.89,49.89,0.0,0.0
2019-11-24,49.74,49.74,49.74,0.0,0.0,49.91,49.91,49.91,0.0,0.0,49.68,49.68,49.68,0.0,0.0,49.89,49.89,49.89,0.0,0.0
2019-12-01,49.99,49.99,49.99,0.0,0.0,50.06,50.06,50.06,0.0,0.0,49.93,49.93,49.93,0.0,0.0,49.99,49.99,49.99,0.0,0.0
2019-12-08,50.26,50.26,50.26,0.0,0.0,50.36,50.36,50.36,0.0,0.0,50.23,50.23,50.23,0.0,0.0,50.27,50.27,50.27,0.0,0.0
2019-12-15,49.8,49.8,49.8,0.0,0.0,49.85,49.85,49.85,0.0,0.0,49.72,49.72,49.72,0.0,0.0,49.76,49.76,49.76,0.0,0.0
2019-12-22,50.12,50.12,50.12,0.0,0.0,50.19,50.19,50.19,0.0,0.0,50.04,50.04,50.04,0.0,0.0,50.12,50.12,50.12,0.0,0.0
2019-12-29,50.3,50.3,50.3,0.0,0.0,50.44,50.44,50.44,0.0,0.0,50.25,50.25,50.25,0.0,0.0,50.34,50.34,50.34,0.0,0.0
