Date,Victory CEMP US Small Cap High Dividend VolatilityEtf_Open_average,Victory CEMP US Small Cap High Dividend VolatilityEtf_Open_max,Victory CEMP US Small Cap High Dividend VolatilityEtf_Open_min,Victory CEMP US Small Cap High Dividend VolatilityEtf_Open_volatility,Victory CEMP US Small Cap High Dividend VolatilityEtf_Open_change,Victory CEMP US Small Cap High Dividend VolatilityEtf_High_average,Victory CEMP US Small Cap High Dividend VolatilityEtf_High_max,Victory CEMP US Small Cap High Dividend VolatilityEtf_High_min,Victory CEMP US Small Cap High Dividend VolatilityEtf_High_volatility,Victory CEMP US Small Cap High Dividend VolatilityEtf_High_change,Victory CEMP US Small Cap High Dividend VolatilityEtf_Low_average,Victory CEMP US Small Cap High Dividend VolatilityEtf_Low_max,Victory CEMP US Small Cap High Dividend VolatilityEtf_Low_min,Victory CEMP US Small Cap High Dividend VolatilityEtf_Low_volatility,Victory CEMP US Small Cap High Dividend VolatilityEtf_Low_change,Victory CEMP US Small Cap High Dividend VolatilityEtf_Close_average,Victory CEMP US Small Cap High Dividend VolatilityEtf_Close_max,Victory CEMP US Small Cap High Dividend VolatilityEtf_Close_min,Victory CEMP US Small Cap High Dividend VolatilityEtf_Close_volatility,Victory CEMP US Small Cap High Dividend VolatilityEtf_Close_change
2019-07-07,44.16,44.16,44.16,0.0,0.0,44.52,44.52,44.52,0.0,0.0,44.15,44.15,44.15,0.0,0.0,44.52,44.52,44.52,0.0,0.0
2019-07-14,44.2,44.2,44.2,0.0,0.0,44.29,44.29,44.29,0.0,0.0,44.0,44.0,44.0,0.0,0.0,44.01,44.01,44.01,0.0,0.0
2019-07-21,44.25,44.25,44.25,0.0,0.0,44.68,44.68,44.68,0.0,0.0,44.25,44.25,44.25,0.0,0.0,44.67,44.67,44.67,0.0,0.0
2019-07-28,43.29,43.29,43.29,0.0,0.0,43.44,43.44,43.44,0.0,0.0,43.12,43.12,43.12,0.0,0.0,43.37,43.37,43.37,0.0,0.0
2019-08-04,42.83,42.83,42.83,0.0,0.0,42.83,42.83,42.83,0.0,0.0,42.6,42.6,42.6,0.0,0.0,42.76,42.76,42.76,0.0,0.0
2019-08-11,41.71,41.71,41.71,0.0,0.0,42.19,42.19,42.19,0.0,0.0,41.71,41.71,41.71,0.0,0.0,42.16,42.16,42.16,0.0,0.0
2019-08-18,42.39,42.39,42.39,0.0,0.0,42.41,42.41,42.41,0.0,0.0,41.41,41.41,41.41,0.0,0.0,41.41,41.41,41.41,0.0,0.0
2019-08-25,42.78,42.78,42.78,0.0,0.0,42.78,42.78,42.78,0.0,0.0,42.21,42.21,42.21,0.0,0.0,42.37,42.37,42.37,0.0,0.0
2019-09-01,43.31,43.31,43.31,0.0,0.0,43.31,43.31,43.31,0.0,0.0,43.0,43.0,43.0,0.0,0.0,43.01,43.01,43.01,0.0,0.0
2019-09-08,45.68,45.68,45.68,0.0,0.0,45.76,45.76,45.76,0.0,0.0,45.48,45.48,45.48,0.0,0.0,45.56,45.56,45.56,0.0,0.0
2019-09-15,44.82,44.82,44.82,0.0,0.0,44.93,44.93,44.93,0.0,0.0,44.4,44.4,44.4,0.0,0.0,44.63,44.63,44.63,0.0,0.0
2019-09-22,44.6,44.6,44.6,0.0,0.0,44.6,44.6,44.6,0.0,0.0,44.17,44.17,44.17,0.0,0.0,44.17,44.17,44.17,0.0,0.0
2019-09-29,42.67,42.67,42.67,0.0,0.0,42.84,42.84,42.84,0.0,0.0,42.67,42.67,42.67,0.0,0.0,42.84,42.84,42.84,0.0,0.0
2019-10-06,43.05,43.05,43.05,0.0,0.0,43.98,43.98,43.98,0.0,0.0,43.05,43.05,43.05,0.0,0.0,43.72,43.72,43.72,0.0,0.0
2019-10-13,44.11,44.11,44.11,0.0,0.0,44.19,44.19,44.19,0.0,0.0,44.05,44.05,44.05,0.0,0.0,44.05,44.05,44.05,0.0,0.0
2019-10-20,44.97,44.97,44.97,0.0,0.0,45.61,45.61,45.61,0.0,0.0,44.97,44.97,44.97,0.0,0.0,45.59,45.59,45.59,0.0,0.0
2019-10-27,45.67,45.67,45.67,0.0,0.0,46.03,46.03,46.03,0.0,0.0,45.67,45.67,45.67,0.0,0.0,45.97,45.97,45.97,0.0,0.0
2019-11-03,46.85,46.85,46.85,0.0,0.0,46.88,46.88,46.88,0.0,0.0,46.66,46.66,46.66,0.0,0.0,46.84,46.84,46.84,0.0,0.0
2019-11-10,46.25,46.25,46.25,0.0,0.0,46.25,46.25,46.25,0.0,0.0,46.06,46.06,46.06,0.0,0.0,46.14,46.14,46.14,0.0,0.0
2019-11-17,45.73,45.73,45.73,0.0,0.0,45.93,45.93,45.93,0.0,0.0,45.73,45.73,45.73,0.0,0.0,45.9,45.9,45.9,0.0,0.0
2019-11-24,46.64,46.64,46.64,0.0,0.0,46.64,46.64,46.64,0.0,0.0,46.36,46.36,46.36,0.0,0.0,46.36,46.36,46.36,0.0,0.0
2019-12-01,47.22,47.22,47.22,0.0,0.0,47.23,47.23,47.23,0.0,0.0,46.97,46.97,46.97,0.0,0.0,46.97,46.97,46.97,0.0,0.0
2019-12-08,47.59,47.59,47.59,0.0,0.0,47.59,47.59,47.59,0.0,0.0,46.79,46.79,46.79,0.0,0.0,46.93,46.93,46.93,0.0,0.0
2019-12-15,47.48,47.48,47.48,0.0,0.0,47.69,47.69,47.69,0.0,0.0,47.42,47.42,47.42,0.0,0.0,47.44,47.44,47.44,0.0,0.0
2019-12-22,47.38,47.38,47.38,0.0,0.0,47.38,47.38,47.38,0.0,0.0,47.06,47.06,47.06,0.0,0.0,47.06,47.06,47.06,0.0,0.0
2019-12-29,46.72,46.72,46.72,0.0,0.0,46.92,46.92,46.92,0.0,0.0,46.72,46.72,46.72,0.0,0.0,46.87,46.87,46.87,0.0,0.0
