Date,Victory CEMP US Small Cap High Dividend VolatilityEtf_Open_average,Victory CEMP US Small Cap High Dividend VolatilityEtf_Open_max,Victory CEMP US Small Cap High Dividend VolatilityEtf_Open_min,Victory CEMP US Small Cap High Dividend VolatilityEtf_Open_volatility,Victory CEMP US Small Cap High Dividend VolatilityEtf_Open_change,Victory CEMP US Small Cap High Dividend VolatilityEtf_High_average,Victory CEMP US Small Cap High Dividend VolatilityEtf_High_max,Victory CEMP US Small Cap High Dividend VolatilityEtf_High_min,Victory CEMP US Small Cap High Dividend VolatilityEtf_High_volatility,Victory CEMP US Small Cap High Dividend VolatilityEtf_High_change,Victory CEMP US Small Cap High Dividend VolatilityEtf_Low_average,Victory CEMP US Small Cap High Dividend VolatilityEtf_Low_max,Victory CEMP US Small Cap High Dividend VolatilityEtf_Low_min,Victory CEMP US Small Cap High Dividend VolatilityEtf_Low_volatility,Victory CEMP US Small Cap High Dividend VolatilityEtf_Low_change,Victory CEMP US Small Cap High Dividend VolatilityEtf_Close_average,Victory CEMP US Small Cap High Dividend VolatilityEtf_Close_max,Victory CEMP US Small Cap High Dividend VolatilityEtf_Close_min,Victory CEMP US Small Cap High Dividend VolatilityEtf_Close_volatility,Victory CEMP US Small Cap High Dividend VolatilityEtf_Close_change
2018-01-14,44.86,44.86,44.86,0.0,0.0,45.37,45.37,45.37,0.0,0.0,44.82,44.82,44.82,0.0,0.0,45.33,45.33,45.33,0.0,0.0
2018-01-21,45.14,45.14,45.14,0.0,0.0,45.16,45.16,45.16,0.0,0.0,44.87,44.87,44.87,0.0,0.0,45.16,45.16,45.16,0.0,0.0
2018-01-28,43.89,43.89,43.89,0.0,0.0,43.98,43.98,43.98,0.0,0.0,43.44,43.44,43.44,0.0,0.0,43.44,43.44,43.44,0.0,0.0
2018-02-04,41.87,41.87,41.87,0.0,0.0,41.98,41.98,41.98,0.0,0.0,41.43,41.43,41.43,0.0,0.0,41.98,41.98,41.98,0.0,0.0
2018-02-11,42.86,42.86,42.86,0.0,0.0,43.31,43.31,43.31,0.0,0.0,42.86,42.86,42.86,0.0,0.0,43.24,43.24,43.24,0.0,0.0
2018-02-18,43.35,43.35,43.35,0.0,0.0,43.5,43.5,43.5,0.0,0.0,43.23,43.23,43.23,0.0,0.0,43.49,43.49,43.49,0.0,0.0
2018-02-25,41.84,41.84,41.84,0.0,0.0,42.56,42.56,42.56,0.0,0.0,41.84,41.84,41.84,0.0,0.0,42.5,42.5,42.5,0.0,0.0
2018-03-04,43.62,43.62,43.62,0.0,0.0,44.1,44.1,44.1,0.0,0.0,43.53,43.53,43.53,0.0,0.0,44.08,44.08,44.08,0.0,0.0
2018-03-11,43.61,43.61,43.61,0.0,0.0,43.94,43.94,43.94,0.0,0.0,43.61,43.61,43.61,0.0,0.0,43.79,43.79,43.79,0.0,0.0
2018-03-18,42.86,42.86,42.86,0.0,0.0,42.86,42.86,42.86,0.0,0.0,42.07,42.07,42.07,0.0,0.0,42.07,42.07,42.07,0.0,0.0
2018-03-25,42.69,42.69,42.69,0.0,0.0,42.94,42.94,42.94,0.0,0.0,42.66,42.66,42.66,0.0,0.0,42.66,42.66,42.66,0.0,0.0
2018-04-01,43.16,43.16,43.16,0.0,0.0,43.16,43.16,43.16,0.0,0.0,42.37,42.37,42.37,0.0,0.0,42.51,42.51,42.51,0.0,0.0
2018-04-08,43.38,43.38,43.38,0.0,0.0,43.38,43.38,43.38,0.0,0.0,43.04,43.04,43.04,0.0,0.0,43.1,43.1,43.1,0.0,0.0
2018-04-15,43.7,43.7,43.7,0.0,0.0,43.7,43.7,43.7,0.0,0.0,43.32,43.32,43.32,0.0,0.0,43.32,43.32,43.32,0.0,0.0
2018-04-22,43.57,43.57,43.57,0.0,0.0,43.6,43.6,43.6,0.0,0.0,43.57,43.57,43.57,0.0,0.0,43.6,43.6,43.6,0.0,0.0
2018-04-29,43.4,43.4,43.4,0.0,0.0,43.74,43.74,43.74,0.0,0.0,43.4,43.4,43.4,0.0,0.0,43.58,43.58,43.58,0.0,0.0
2018-05-06,43.9,43.9,43.9,0.0,0.0,44.19,44.19,44.19,0.0,0.0,43.9,43.9,43.9,0.0,0.0,44.12,44.12,44.12,0.0,0.0
2018-05-13,44.51,44.51,44.51,0.0,0.0,44.51,44.51,44.51,0.0,0.0,44.5,44.5,44.5,0.0,0.0,44.5,44.5,44.5,0.0,0.0
2018-05-20,44.86,44.86,44.86,0.0,0.0,44.94,44.94,44.94,0.0,0.0,44.86,44.86,44.86,0.0,0.0,44.94,44.94,44.94,0.0,0.0
2018-05-27,45.18,45.18,45.18,0.0,0.0,45.18,45.18,45.18,0.0,0.0,44.86,44.86,44.86,0.0,0.0,45.01,45.01,45.01,0.0,0.0
2018-06-03,46.04,46.04,46.04,0.0,0.0,46.04,46.04,46.04,0.0,0.0,46.04,46.04,46.04,0.0,0.0,46.04,46.04,46.04,0.0,0.0
2018-06-10,45.88,45.88,45.88,0.0,0.0,46.34,46.34,46.34,0.0,0.0,45.87,45.87,45.87,0.0,0.0,46.25,46.25,46.25,0.0,0.0
2018-06-17,46.89,46.89,46.89,0.0,0.0,46.89,46.89,46.89,0.0,0.0,46.89,46.89,46.89,0.0,0.0,46.89,46.89,46.89,0.0,0.0
2018-06-24,46.28,46.28,46.28,0.0,0.0,46.28,46.28,46.28,0.0,0.0,46.01,46.01,46.01,0.0,0.0,46.02,46.02,46.02,0.0,0.0
2018-07-01,47.28,47.28,47.28,0.0,0.0,47.35,47.35,47.35,0.0,0.0,47.28,47.28,47.28,0.0,0.0,47.28,47.28,47.28,0.0,0.0
2018-07-08,46.91,46.91,46.91,0.0,0.0,46.91,46.91,46.91,0.0,0.0,46.79,46.79,46.79,0.0,0.0,46.86,46.86,46.86,0.0,0.0
2018-07-15,47.05,47.05,47.05,0.0,0.0,47.27,47.27,47.27,0.0,0.0,47.05,47.05,47.05,0.0,0.0,47.09,47.09,47.09,0.0,0.0
2018-07-22,46.63,46.63,46.63,0.0,0.0,46.7,46.7,46.7,0.0,0.0,46.6,46.6,46.6,0.0,0.0,46.6,46.6,46.6,0.0,0.0
2018-07-29,47.13,47.13,47.13,0.0,0.0,47.28,47.28,47.28,0.0,0.0,47.13,47.13,47.13,0.0,0.0,47.28,47.28,47.28,0.0,0.0
2018-08-05,47.49,47.49,47.49,0.0,0.0,47.69,47.69,47.69,0.0,0.0,47.37,47.37,47.37,0.0,0.0,47.5,47.5,47.5,0.0,0.0
2018-08-12,47.92,47.92,47.92,0.0,0.0,48.03,48.03,48.03,0.0,0.0,47.81,47.81,47.81,0.0,0.0,47.99,47.99,47.99,0.0,0.0
2018-08-19,48.5,48.5,48.5,0.0,0.0,48.5,48.5,48.5,0.0,0.0,48.31,48.31,48.31,0.0,0.0,48.45,48.45,48.45,0.0,0.0
2018-08-26,48.15,48.15,48.15,0.0,0.0,48.38,48.38,48.38,0.0,0.0,48.15,48.15,48.15,0.0,0.0,48.38,48.38,48.38,0.0,0.0
2018-09-02,48.32,48.32,48.32,0.0,0.0,48.43,48.43,48.43,0.0,0.0,48.27,48.27,48.27,0.0,0.0,48.36,48.36,48.36,0.0,0.0
2018-09-09,48.33,48.33,48.33,0.0,0.0,48.62,48.62,48.62,0.0,0.0,48.15,48.15,48.15,0.0,0.0,48.62,48.62,48.62,0.0,0.0
2018-09-16,48.38,48.38,48.38,0.0,0.0,48.38,48.38,48.38,0.0,0.0,48.05,48.05,48.05,0.0,0.0,48.05,48.05,48.05,0.0,0.0
2018-09-23,47.23,47.23,47.23,0.0,0.0,47.23,47.23,47.23,0.0,0.0,47.14,47.14,47.14,0.0,0.0,47.17,47.17,47.17,0.0,0.0
2018-09-30,46.1,46.1,46.1,0.0,0.0,46.11,46.11,46.11,0.0,0.0,46.03,46.03,46.03,0.0,0.0,46.11,46.11,46.11,0.0,0.0
2018-10-07,44.84,44.84,44.84,0.0,0.0,44.84,44.84,44.84,0.0,0.0,43.55,43.55,43.55,0.0,0.0,43.55,43.55,43.55,0.0,0.0
2018-10-14,44.2,44.2,44.2,0.0,0.0,44.2,44.2,44.2,0.0,0.0,43.73,43.73,43.73,0.0,0.0,43.76,43.76,43.76,0.0,0.0
2018-10-21,43.1,43.1,43.1,0.0,0.0,43.23,43.23,43.23,0.0,0.0,42.76,42.76,42.76,0.0,0.0,42.95,42.95,42.95,0.0,0.0
2018-10-28,44.36,44.36,44.36,0.0,0.0,44.53,44.53,44.53,0.0,0.0,43.98,43.98,43.98,0.0,0.0,44.3,44.3,44.3,0.0,0.0
2018-11-04,45.74,45.74,45.74,0.0,0.0,45.74,45.74,45.74,0.0,0.0,44.79,44.79,44.79,0.0,0.0,45.05,45.05,45.05,0.0,0.0
2018-11-11,44.7,44.7,44.7,0.0,0.0,44.9,44.9,44.9,0.0,0.0,44.45,44.45,44.45,0.0,0.0,44.9,44.9,44.9,0.0,0.0
2018-11-18,43.64,43.64,43.64,0.0,0.0,44.51,44.51,44.51,0.0,0.0,43.64,43.64,43.64,0.0,0.0,44.46,44.46,44.46,0.0,0.0
2018-11-25,44.54,44.54,44.54,0.0,0.0,44.89,44.89,44.89,0.0,0.0,44.41,44.41,44.41,0.0,0.0,44.89,44.89,44.89,0.0,0.0
2018-12-02,43.3,43.3,43.3,0.0,0.0,43.3,43.3,43.3,0.0,0.0,42.58,42.58,42.58,0.0,0.0,42.69,42.69,42.69,0.0,0.0
2018-12-09,41.94,41.94,41.94,0.0,0.0,42.4,42.4,42.4,0.0,0.0,41.72,41.72,41.72,0.0,0.0,41.72,41.72,41.72,0.0,0.0
2018-12-16,39.92,39.92,39.92,0.0,0.0,40.39,40.39,40.39,0.0,0.0,39.26,39.26,39.26,0.0,0.0,39.43,39.43,39.43,0.0,0.0
2018-12-23,39.89,39.89,39.89,0.0,0.0,40.48,40.48,40.48,0.0,0.0,39.67,39.67,39.67,0.0,0.0,40.22,40.22,40.22,0.0,0.0
2018-12-30,40.38,40.38,40.38,0.0,0.0,41.22,41.22,41.22,0.0,0.0,40.38,40.38,40.38,0.0,0.0,41.19,41.19,41.19,0.0,0.0
2019-01-06,42.39,42.39,42.39,0.0,0.0,42.47,42.47,42.47,0.0,0.0,42.22,42.22,42.22,0.0,0.0,42.42,42.42,42.42,0.0,0.0
2019-01-13,43.25,43.25,43.25,0.0,0.0,43.58,43.58,43.58,0.0,0.0,43.25,43.25,43.25,0.0,0.0,43.46,43.46,43.46,0.0,0.0
2019-01-20,43.09,43.09,43.09,0.0,0.0,43.35,43.35,43.35,0.0,0.0,43.09,43.09,43.09,0.0,0.0,43.18,43.18,43.18,0.0,0.0
2019-01-27,43.61,43.61,43.61,0.0,0.0,43.61,43.61,43.61,0.0,0.0,42.98,42.98,42.98,0.0,0.0,43.12,43.12,43.12,0.0,0.0
2019-02-03,43.6,43.6,43.6,0.0,0.0,43.7,43.7,43.7,0.0,0.0,43.45,43.45,43.45,0.0,0.0,43.7,43.7,43.7,0.0,0.0
2019-02-10,44.48,44.48,44.48,0.0,0.0,45.19,45.19,45.19,0.0,0.0,44.48,44.48,44.48,0.0,0.0,44.95,44.95,44.95,0.0,0.0
2019-02-17,45.46,45.46,45.46,0.0,0.0,45.62,45.62,45.62,0.0,0.0,45.39,45.39,45.39,0.0,0.0,45.53,45.53,45.53,0.0,0.0
2019-02-24,45.31,45.31,45.31,0.0,0.0,45.33,45.33,45.33,0.0,0.0,45.01,45.01,45.01,0.0,0.0,45.33,45.33,45.33,0.0,0.0
2019-03-03,43.73,43.73,43.73,0.0,0.0,43.9,43.9,43.9,0.0,0.0,43.69,43.69,43.69,0.0,0.0,43.87,43.87,43.87,0.0,0.0
2019-03-10,44.24,44.24,44.24,0.0,0.0,44.51,44.51,44.51,0.0,0.0,44.09,44.09,44.09,0.0,0.0,44.09,44.09,44.09,0.0,0.0
2019-03-17,43.4,43.4,43.4,0.0,0.0,43.4,43.4,43.4,0.0,0.0,42.52,42.52,42.52,0.0,0.0,42.68,42.68,42.68,0.0,0.0
2019-03-24,44.07,44.07,44.07,0.0,0.0,44.07,44.07,44.07,0.0,0.0,43.69,43.69,43.69,0.0,0.0,43.85,43.85,43.85,0.0,0.0
2019-03-31,44.87,44.87,44.87,0.0,0.0,44.93,44.93,44.93,0.0,0.0,44.84,44.84,44.84,0.0,0.0,44.84,44.84,44.84,0.0,0.0
2019-04-07,45.3,45.3,45.3,0.0,0.0,45.3,45.3,45.3,0.0,0.0,45.04,45.04,45.04,0.0,0.0,45.27,45.27,45.27,0.0,0.0
2019-04-14,45.14,45.14,45.14,0.0,0.0,45.28,45.28,45.28,0.0,0.0,44.98,44.98,44.98,0.0,0.0,44.98,44.98,44.98,0.0,0.0
2019-04-21,45.04,45.04,45.04,0.0,0.0,45.14,45.14,45.14,0.0,0.0,44.93,44.93,44.93,0.0,0.0,45.14,45.14,45.14,0.0,0.0
2019-04-28,45.16,45.16,45.16,0.0,0.0,45.7,45.7,45.7,0.0,0.0,45.16,45.16,45.16,0.0,0.0,45.7,45.7,45.7,0.0,0.0
2019-05-05,44.42,44.42,44.42,0.0,0.0,44.73,44.73,44.73,0.0,0.0,44.1,44.1,44.1,0.0,0.0,44.73,44.73,44.73,0.0,0.0
2019-05-12,44.26,44.26,44.26,0.0,0.0,44.26,44.26,44.26,0.0,0.0,43.82,43.82,43.82,0.0,0.0,43.82,43.82,43.82,0.0,0.0
2019-05-19,43.13,43.13,43.13,0.0,0.0,43.13,43.13,43.13,0.0,0.0,42.87,42.87,42.87,0.0,0.0,43.13,43.13,43.13,0.0,0.0
2019-05-26,41.69,41.69,41.69,0.0,0.0,41.84,41.84,41.84,0.0,0.0,41.59,41.59,41.59,0.0,0.0,41.72,41.72,41.72,0.0,0.0
2019-06-02,43.1,43.1,43.1,0.0,0.0,43.32,43.32,43.32,0.0,0.0,43.05,43.05,43.05,0.0,0.0,43.21,43.21,43.21,0.0,0.0
2019-06-09,44.0,44.0,44.0,0.0,0.0,44.0,44.0,44.0,0.0,0.0,43.22,43.22,43.22,0.0,0.0,43.24,43.24,43.24,0.0,0.0
2019-06-16,43.46,43.46,43.46,0.0,0.0,43.63,43.63,43.63,0.0,0.0,43.4,43.4,43.4,0.0,0.0,43.4,43.4,43.4,0.0,0.0
2019-06-23,43.82,43.82,43.82,0.0,0.0,44.4,44.4,44.4,0.0,0.0,43.79,43.79,43.79,0.0,0.0,44.3,44.3,44.3,0.0,0.0
2019-06-30,44.26,44.26,44.26,0.0,0.0,44.4,44.4,44.4,0.0,0.0,44.06,44.06,44.06,0.0,0.0,44.4,44.4,44.4,0.0,0.0
