Date,ALIM_Open_average,ALIM_Open_max,ALIM_Open_min,ALIM_Open_volatility,ALIM_Open_change,ALIM_High_average,ALIM_High_max,ALIM_High_min,ALIM_High_volatility,ALIM_High_change,ALIM_Low_average,ALIM_Low_max,ALIM_Low_min,ALIM_Low_volatility,ALIM_Low_change,ALIM_Close_average,ALIM_Close_max,ALIM_Close_min,ALIM_Close_volatility,ALIM_Close_change,ALIM_Volume_average,ALIM_Volume_max,ALIM_Volume_min,ALIM_Volume_volatility,ALIM_Volume_change
2018-01-14,18.54,19.05,17.55,1.5,-1.5,18.806,19.33,18.3,1.0299999999999976,-1.0299999999999976,17.849999999999998,18.45,16.65,1.8000000000000007,-1.8000000000000007,18.314,19.05,17.4,1.6500000000000021,-1.6500000000000021,18547,21952,13168,8784,4373
2018-01-21,17.82,18.15,17.55,0.5999999999999979,0.3000000000000007,18.296,18.75,18.0,0.75,-0.3000000000000007,17.51,17.7,17.33,0.370000000000001,0.22000000000000242,17.91,18.3,17.55,0.75,-0.4499999999999993,7031,11101,4507,6594,-5884
2018-01-28,17.580000000000002,17.85,17.4,0.45000000000000284,-0.45000000000000284,17.88,18.0,17.55,0.4499999999999993,-0.4499999999999993,17.076,17.4,16.8,0.5999999999999979,-0.4800000000000004,17.55,18.0,17.25,0.75,-0.4499999999999993,11266,19487,4392,15095,-7291
2018-02-04,16.782,17.31,16.2,1.1099999999999994,-0.45000000000000284,17.022,17.31,16.5,0.8099999999999987,-0.4499999999999993,16.074,16.6,15.45,1.1500000000000021,-0.5800000000000018,16.68,17.1,16.35,0.75,-0.45000000000000284,9429,17087,3066,14021,-1426
2018-02-11,17.1,17.85,16.35,1.5,1.1999999999999993,18.025,19.45,16.65,2.8000000000000007,2.8000000000000007,16.8575,17.55,16.05,1.5,1.5,17.8875,19.2,16.5,2.6999999999999993,2.6999999999999993,6156,10888,1791,9097,9097
2018-02-18,18.93,19.35,18.6,0.75,-0.3000000000000007,19.11,19.5,18.9,0.6000000000000014,-0.4499999999999993,18.24,18.45,17.85,0.5999999999999979,0.0,18.84,19.2,18.6,0.5999999999999979,-0.29999999999999716,6418,14194,2347,11847,-2339
2018-02-25,18.0,18.9,15.75,3.1499999999999986,-0.3000000000000007,19.198,20.09,18.15,1.9400000000000013,-1.2000000000000028,17.58,18.75,15.75,3.0,-1.1999999999999993,18.586,19.5,17.63,1.870000000000001,-0.9700000000000024,12330,24866,3861,21005,3584
2018-03-04,17.19,17.4,16.8,0.5999999999999979,-0.5999999999999979,17.490000000000002,17.85,17.1,0.75,-0.75,16.65,16.95,16.2,0.75,-0.75,16.89,17.25,16.35,0.8999999999999986,-0.5999999999999979,12623,17249,3249,14000,-13637
2018-03-11,16.41,16.8,15.9,0.9000000000000004,0.3000000000000007,16.68,17.1,16.05,1.0500000000000007,0.45000000000000284,15.78,16.05,15.6,0.45000000000000107,-0.15000000000000036,16.334,16.8,15.75,1.0500000000000007,0.0,10905,14646,8313,6333,6275
2018-03-18,16.44,16.65,16.05,0.5999999999999979,0.14999999999999858,16.684,16.8,16.52,0.28000000000000114,0.0,15.93,16.05,15.75,0.3000000000000007,-0.3000000000000007,16.304,16.5,16.05,0.4499999999999993,-0.07000000000000028,9848,14169,5108,9061,7695
2018-03-25,15.7125,16.05,15.45,0.6000000000000014,-0.6000000000000014,15.7725,16.05,15.45,0.6000000000000014,-0.6000000000000014,15.3375,15.6,15.15,0.4499999999999993,-0.29999999999999893,15.524999999999999,15.6,15.45,0.15000000000000036,-0.15000000000000036,6334,8267,3979,4288,-4288
2018-04-01,15.57,15.9,15.3,0.5999999999999996,0.45000000000000107,15.798,15.9,15.6,0.3000000000000007,0.15000000000000036,15.33,15.45,15.15,0.29999999999999893,0.15000000000000036,15.54,15.75,15.3,0.4499999999999993,0.14999999999999858,3054,5992,1284,4708,-2027
2018-04-08,16.05,17.1,15.45,1.6500000000000021,1.5000000000000018,16.32,17.1,15.75,1.3500000000000014,1.3500000000000014,15.72,16.2,15.3,0.8999999999999986,0.8999999999999986,16.17,16.8,15.6,1.200000000000001,1.200000000000001,8871,15615,4268,11347,4335
2018-04-15,16.65,16.8,16.5,0.3000000000000007,-0.15000000000000213,17.035999999999998,17.25,16.95,0.3000000000000007,-0.129999999999999,16.2,16.65,15.0,1.6499999999999986,1.3500000000000014,16.77,16.8,16.65,0.15000000000000213,0.15000000000000213,8019,19324,3637,15687,-9912
2018-04-22,16.77,16.95,16.5,0.4499999999999993,0.3000000000000007,16.968,17.1,16.65,0.45000000000000284,0.45000000000000284,16.439999999999998,16.65,15.9,0.7499999999999982,0.5999999999999996,16.77,16.95,16.35,0.5999999999999979,0.4499999999999993,10335,14091,4751,9340,1180
2018-04-29,16.65,17.7,15.75,1.9499999999999993,-1.9499999999999993,16.65,17.7,15.75,1.9499999999999993,-1.9499999999999993,15.826,16.5,15.38,1.1199999999999992,-1.0500000000000007,16.154,16.95,15.52,1.4299999999999997,-1.2800000000000011,14350,22045,8533,13512,6189
2018-05-06,14.258,15.6,12.15,3.4499999999999993,-3.4499999999999993,14.65,15.6,13.29,2.3100000000000005,-2.3100000000000005,13.132,14.33,11.88,2.4499999999999993,-2.0699999999999985,13.502,14.7,12.3,2.3999999999999986,-2.389999999999999,23579,34482,7765,26717,8998
2018-05-13,11.898,12.3,11.55,0.75,-0.5999999999999996,12.62,13.2,12.0,1.1999999999999993,-1.1999999999999993,11.268,11.6,11.1,0.5,-0.2599999999999998,11.75,12.15,11.55,0.5999999999999996,-0.5899999999999999,22971,33739,15832,17907,-17203
2018-05-20,11.46,11.55,11.4,0.15000000000000036,0.15000000000000036,11.78,11.85,11.7,0.15000000000000036,0.129999999999999,11.254999999999999,11.4,11.1,0.3000000000000007,0.3000000000000007,11.532499999999999,11.7,11.28,0.41999999999999993,0.09999999999999964,8092,12510,3751,8759,-6724
2018-05-27,11.758,11.85,11.67,0.17999999999999972,0.13000000000000078,12.09,12.75,11.85,0.9000000000000004,0.15000000000000036,11.542,11.7,11.4,0.29999999999999893,-0.10999999999999943,11.678,11.76,11.56,0.1999999999999993,-0.10999999999999943,6502,12943,3318,9625,4186
2018-06-03,12.398,12.75,11.61,1.1400000000000006,1.1400000000000006,12.906,13.2,12.75,0.4499999999999993,0.0,11.914,12.23,11.55,0.6799999999999997,0.6799999999999997,12.488,12.75,12.0,0.75,-0.41000000000000014,14389,18632,8594,10038,2412
