Date,BLDRS Developed Markets 100 ADR_etf_Open_average,BLDRS Developed Markets 100 ADR_etf_Open_max,BLDRS Developed Markets 100 ADR_etf_Open_min,BLDRS Developed Markets 100 ADR_etf_Open_volatility,BLDRS Developed Markets 100 ADR_etf_Open_change,BLDRS Developed Markets 100 ADR_etf_High_average,BLDRS Developed Markets 100 ADR_etf_High_max,BLDRS Developed Markets 100 ADR_etf_High_min,BLDRS Developed Markets 100 ADR_etf_High_volatility,BLDRS Developed Markets 100 ADR_etf_High_change,BLDRS Developed Markets 100 ADR_etf_Low_average,BLDRS Developed Markets 100 ADR_etf_Low_max,BLDRS Developed Markets 100 ADR_etf_Low_min,BLDRS Developed Markets 100 ADR_etf_Low_volatility,BLDRS Developed Markets 100 ADR_etf_Low_change,BLDRS Developed Markets 100 ADR_etf_Close_average,BLDRS Developed Markets 100 ADR_etf_Close_max,BLDRS Developed Markets 100 ADR_etf_Close_min,BLDRS Developed Markets 100 ADR_etf_Close_volatility,BLDRS Developed Markets 100 ADR_etf_Close_change
2018-01-14,24.8,24.8,24.8,0.0,0.0,24.86,24.86,24.86,0.0,0.0,24.8,24.8,24.8,0.0,0.0,24.86,24.86,24.86,0.0,0.0
2018-01-21,25.12,25.12,25.12,0.0,0.0,25.23,25.23,25.23,0.0,0.0,25.12,25.12,25.12,0.0,0.0,25.2,25.2,25.2,0.0,0.0
2018-01-28,24.51,24.51,24.51,0.0,0.0,24.51,24.51,24.51,0.0,0.0,24.21,24.21,24.21,0.0,0.0,24.21,24.21,24.21,0.0,0.0
2018-02-04,22.9,22.9,22.9,0.0,0.0,23.03,23.03,23.03,0.0,0.0,22.59,22.59,22.59,0.0,0.0,23.02,23.02,23.02,0.0,0.0
2018-02-11,23.81,23.81,23.81,0.0,0.0,23.81,23.81,23.81,0.0,0.0,23.7,23.7,23.7,0.0,0.0,23.7,23.7,23.7,0.0,0.0
2018-02-18,23.58,23.58,23.58,0.0,0.0,23.68,23.68,23.68,0.0,0.0,23.58,23.58,23.58,0.0,0.0,23.64,23.64,23.64,0.0,0.0
2018-02-25,22.8,22.8,22.8,0.0,0.0,22.96,22.96,22.96,0.0,0.0,22.73,22.73,22.73,0.0,0.0,22.96,22.96,22.96,0.0,0.0
2018-03-04,23.32,23.32,23.32,0.0,0.0,23.38,23.38,23.38,0.0,0.0,23.31,23.31,23.31,0.0,0.0,23.38,23.38,23.38,0.0,0.0
2018-03-11,23.25,23.25,23.25,0.0,0.0,23.25,23.25,23.25,0.0,0.0,23.25,23.25,23.25,0.0,0.0,23.25,23.25,23.25,0.0,0.0
2018-03-18,22.64,22.64,22.64,0.0,0.0,22.64,22.64,22.64,0.0,0.0,22.39,22.39,22.39,0.0,0.0,22.39,22.39,22.39,0.0,0.0
2018-03-25,22.77,22.77,22.77,0.0,0.0,22.92,22.92,22.92,0.0,0.0,22.77,22.77,22.77,0.0,0.0,22.83,22.83,22.83,0.0,0.0
2018-04-01,23.16,23.16,23.16,0.0,0.0,23.16,23.16,23.16,0.0,0.0,23.09,23.09,23.09,0.0,0.0,23.09,23.09,23.09,0.0,0.0
2018-04-08,23.43,23.43,23.43,0.0,0.0,23.47,23.47,23.47,0.0,0.0,23.35,23.35,23.35,0.0,0.0,23.38,23.38,23.38,0.0,0.0
2018-04-15,23.52,23.52,23.52,0.0,0.0,23.61,23.61,23.61,0.0,0.0,23.38,23.38,23.38,0.0,0.0,23.4,23.4,23.4,0.0,0.0
2018-04-22,23.39,23.39,23.39,0.0,0.0,23.42,23.42,23.42,0.0,0.0,23.22,23.22,23.22,0.0,0.0,23.42,23.42,23.42,0.0,0.0
2018-04-29,23.04,23.04,23.04,0.0,0.0,23.27,23.27,23.27,0.0,0.0,23.04,23.04,23.04,0.0,0.0,23.27,23.27,23.27,0.0,0.0
2018-05-06,23.72,23.72,23.72,0.0,0.0,23.77,23.77,23.77,0.0,0.0,23.64,23.64,23.64,0.0,0.0,23.65,23.65,23.65,0.0,0.0
2018-05-13,23.69,23.69,23.69,0.0,0.0,23.69,23.69,23.69,0.0,0.0,23.52,23.52,23.52,0.0,0.0,23.52,23.52,23.52,0.0,0.0
2018-05-20,22.97,22.97,22.97,0.0,0.0,23.04,23.04,23.04,0.0,0.0,22.97,22.97,22.97,0.0,0.0,23.03,23.03,23.03,0.0,0.0
2018-05-27,22.87,22.87,22.87,0.0,0.0,23.05,23.05,23.05,0.0,0.0,22.87,22.87,22.87,0.0,0.0,22.97,22.97,22.97,0.0,0.0
2018-06-03,23.23,23.23,23.23,0.0,0.0,23.23,23.23,23.23,0.0,0.0,23.08,23.08,23.08,0.0,0.0,23.19,23.19,23.19,0.0,0.0
2018-06-10,23.11,23.11,23.11,0.0,0.0,23.11,23.11,23.11,0.0,0.0,22.86,22.86,22.86,0.0,0.0,23.0,23.0,23.0,0.0,0.0
2018-06-17,22.61,22.61,22.61,0.0,0.0,22.64,22.64,22.64,0.0,0.0,22.6,22.6,22.6,0.0,0.0,22.64,22.64,22.64,0.0,0.0
2018-06-24,22.44,22.44,22.44,0.0,0.0,22.53,22.53,22.53,0.0,0.0,22.38,22.38,22.38,0.0,0.0,22.38,22.38,22.38,0.0,0.0
2018-07-01,22.63,22.63,22.63,0.0,0.0,22.71,22.71,22.71,0.0,0.0,22.61,22.61,22.61,0.0,0.0,22.61,22.61,22.61,0.0,0.0
2018-07-08,22.7,22.7,22.7,0.0,0.0,22.73,22.73,22.73,0.0,0.0,22.7,22.7,22.7,0.0,0.0,22.73,22.73,22.73,0.0,0.0
2018-07-15,22.74,22.74,22.74,0.0,0.0,22.74,22.74,22.74,0.0,0.0,22.74,22.74,22.74,0.0,0.0,22.74,22.74,22.74,0.0,0.0
2018-07-22,23.22,23.22,23.22,0.0,0.0,23.22,23.22,23.22,0.0,0.0,23.04,23.04,23.04,0.0,0.0,23.14,23.14,23.14,0.0,0.0
2018-07-29,22.76,22.76,22.76,0.0,0.0,22.93,22.93,22.93,0.0,0.0,22.76,22.76,22.76,0.0,0.0,22.93,22.93,22.93,0.0,0.0
2018-08-05,22.45,22.45,22.45,0.0,0.0,22.45,22.45,22.45,0.0,0.0,22.3,22.3,22.3,0.0,0.0,22.31,22.31,22.31,0.0,0.0
2018-08-12,22.17,22.17,22.17,0.0,0.0,22.28,22.28,22.28,0.0,0.0,22.17,22.17,22.17,0.0,0.0,22.28,22.28,22.28,0.0,0.0
2018-08-19,22.58,22.58,22.58,0.0,0.0,22.58,22.58,22.58,0.0,0.0,22.47,22.47,22.47,0.0,0.0,22.56,22.56,22.56,0.0,0.0
2018-08-26,22.39,22.39,22.39,0.0,0.0,22.39,22.39,22.39,0.0,0.0,22.27,22.27,22.27,0.0,0.0,22.31,22.31,22.31,0.0,0.0
2018-09-02,21.67,21.67,21.67,0.0,0.0,21.74,21.74,21.74,0.0,0.0,21.58,21.58,21.58,0.0,0.0,21.61,21.61,21.61,0.0,0.0
2018-09-09,22.09,22.09,22.09,0.0,0.0,22.09,22.09,22.09,0.0,0.0,22.06,22.06,22.06,0.0,0.0,22.08,22.08,22.08,0.0,0.0
2018-09-16,22.74,22.74,22.74,0.0,0.0,22.76,22.76,22.76,0.0,0.0,22.72,22.72,22.72,0.0,0.0,22.72,22.72,22.72,0.0,0.0
2018-09-23,22.45,22.45,22.45,0.0,0.0,22.45,22.45,22.45,0.0,0.0,22.34,22.34,22.34,0.0,0.0,22.34,22.34,22.34,0.0,0.0
2018-09-30,22.26,22.26,22.26,0.0,0.0,22.26,22.26,22.26,0.0,0.0,22.0,22.0,22.0,0.0,0.0,22.0,22.0,22.0,0.0,0.0
2018-10-07,21.11,21.11,21.11,0.0,0.0,21.23,21.23,21.23,0.0,0.0,21.09,21.09,21.09,0.0,0.0,21.23,21.23,21.23,0.0,0.0
2018-10-14,21.41,21.41,21.41,0.0,0.0,21.41,21.41,21.41,0.0,0.0,21.33,21.33,21.33,0.0,0.0,21.33,21.33,21.33,0.0,0.0
2018-10-21,20.35,20.35,20.35,0.0,0.0,20.61,20.61,20.61,0.0,0.0,20.33,20.33,20.33,0.0,0.0,20.48,20.48,20.48,0.0,0.0
2018-10-28,21.42,21.42,21.42,0.0,0.0,21.42,21.42,21.42,0.0,0.0,21.05,21.05,21.05,0.0,0.0,21.09,21.09,21.09,0.0,0.0
2018-11-04,21.35,21.35,21.35,0.0,0.0,21.35,21.35,21.35,0.0,0.0,21.26,21.26,21.26,0.0,0.0,21.26,21.26,21.26,0.0,0.0
2018-11-11,20.92,20.92,20.92,0.0,0.0,20.92,20.92,20.92,0.0,0.0,20.92,20.92,20.92,0.0,0.0,20.92,20.92,20.92,0.0,0.0
2018-11-18,20.54,20.54,20.54,0.0,0.0,20.62,20.62,20.62,0.0,0.0,20.54,20.54,20.54,0.0,0.0,20.61,20.61,20.61,0.0,0.0
2018-11-25,21.15,21.15,21.15,0.0,0.0,21.15,21.15,21.15,0.0,0.0,20.86,20.86,20.86,0.0,0.0,20.93,20.93,20.93,0.0,0.0
2018-12-02,20.4,20.4,20.4,0.0,0.0,20.51,20.51,20.51,0.0,0.0,20.21,20.21,20.21,0.0,0.0,20.45,20.45,20.45,0.0,0.0
2018-12-09,20.37,20.37,20.37,0.0,0.0,20.38,20.38,20.38,0.0,0.0,20.19,20.19,20.19,0.0,0.0,20.19,20.19,20.19,0.0,0.0
2018-12-16,19.72,19.72,19.72,0.0,0.0,19.72,19.72,19.72,0.0,0.0,19.34,19.34,19.34,0.0,0.0,19.34,19.34,19.34,0.0,0.0
2018-12-23,19.66,19.66,19.66,0.0,0.0,19.7,19.7,19.7,0.0,0.0,19.55,19.55,19.55,0.0,0.0,19.55,19.55,19.55,0.0,0.0
2018-12-30,19.9,19.9,19.9,0.0,0.0,20.15,20.15,20.15,0.0,0.0,19.89,19.89,19.89,0.0,0.0,20.15,20.15,20.15,0.0,0.0
2019-01-06,20.38,20.38,20.38,0.0,0.0,20.47,20.47,20.47,0.0,0.0,20.38,20.38,20.38,0.0,0.0,20.41,20.41,20.41,0.0,0.0
2019-01-13,20.62,20.62,20.62,0.0,0.0,20.67,20.67,20.67,0.0,0.0,20.62,20.62,20.62,0.0,0.0,20.63,20.63,20.63,0.0,0.0
2019-01-20,20.58,20.58,20.58,0.0,0.0,20.62,20.62,20.62,0.0,0.0,20.58,20.58,20.58,0.0,0.0,20.62,20.62,20.62,0.0,0.0
2019-01-27,20.77,20.77,20.77,0.0,0.0,20.86,20.86,20.86,0.0,0.0,20.77,20.77,20.77,0.0,0.0,20.79,20.79,20.79,0.0,0.0
2019-02-03,20.69,20.69,20.69,0.0,0.0,20.7,20.7,20.7,0.0,0.0,20.68,20.68,20.68,0.0,0.0,20.69,20.69,20.69,0.0,0.0
2019-02-10,21.1,21.1,21.1,0.0,0.0,21.22,21.22,21.22,0.0,0.0,21.1,21.1,21.1,0.0,0.0,21.17,21.17,21.17,0.0,0.0
2019-02-17,21.32,21.32,21.32,0.0,0.0,21.36,21.36,21.36,0.0,0.0,21.32,21.32,21.32,0.0,0.0,21.34,21.34,21.34,0.0,0.0
2019-02-24,21.42,21.42,21.42,0.0,0.0,21.44,21.44,21.44,0.0,0.0,21.35,21.35,21.35,0.0,0.0,21.35,21.35,21.35,0.0,0.0
2019-03-03,21.04,21.04,21.04,0.0,0.0,21.11,21.11,21.11,0.0,0.0,21.04,21.04,21.04,0.0,0.0,21.11,21.11,21.11,0.0,0.0
2019-03-10,21.71,21.71,21.71,0.0,0.0,21.81,21.81,21.81,0.0,0.0,21.71,21.71,21.71,0.0,0.0,21.81,21.81,21.81,0.0,0.0
2019-03-17,21.46,21.46,21.46,0.0,0.0,21.46,21.46,21.46,0.0,0.0,21.27,21.27,21.27,0.0,0.0,21.27,21.27,21.27,0.0,0.0
2019-03-24,21.48,21.48,21.48,0.0,0.0,21.48,21.48,21.48,0.0,0.0,21.33,21.33,21.33,0.0,0.0,21.33,21.33,21.33,0.0,0.0
2019-03-31,21.7,21.7,21.7,0.0,0.0,21.73,21.73,21.73,0.0,0.0,21.7,21.7,21.7,0.0,0.0,21.73,21.73,21.73,0.0,0.0
2019-04-07,21.85,21.85,21.85,0.0,0.0,21.86,21.86,21.86,0.0,0.0,21.76,21.76,21.76,0.0,0.0,21.77,21.77,21.77,0.0,0.0
2019-04-14,21.83,21.83,21.83,0.0,0.0,21.83,21.83,21.83,0.0,0.0,21.8,21.8,21.8,0.0,0.0,21.8,21.8,21.8,0.0,0.0
2019-04-21,21.66,21.66,21.66,0.0,0.0,21.77,21.77,21.77,0.0,0.0,21.65,21.65,21.65,0.0,0.0,21.77,21.77,21.77,0.0,0.0
2019-04-28,21.82,21.82,21.82,0.0,0.0,21.82,21.82,21.82,0.0,0.0,21.82,21.82,21.82,0.0,0.0,21.82,21.82,21.82,0.0,0.0
2019-05-05,21.19,21.19,21.19,0.0,0.0,21.43,21.43,21.43,0.0,0.0,21.19,21.19,21.19,0.0,0.0,21.32,21.32,21.32,0.0,0.0
2019-05-12,21.3,21.3,21.3,0.0,0.0,21.37,21.37,21.37,0.0,0.0,21.19,21.19,21.19,0.0,0.0,21.19,21.19,21.19,0.0,0.0
2019-05-19,21.19,21.19,21.19,0.0,0.0,21.24,21.24,21.24,0.0,0.0,21.19,21.19,21.19,0.0,0.0,21.24,21.24,21.24,0.0,0.0
2019-05-26,20.76,20.76,20.76,0.0,0.0,20.77,20.77,20.77,0.0,0.0,20.71,20.71,20.71,0.0,0.0,20.74,20.74,20.74,0.0,0.0
2019-06-02,21.48,21.48,21.48,0.0,0.0,21.48,21.48,21.48,0.0,0.0,21.48,21.48,21.48,0.0,0.0,21.48,21.48,21.48,0.0,0.0
2019-06-09,21.41,21.41,21.41,0.0,0.0,21.41,21.41,21.41,0.0,0.0,21.31,21.31,21.31,0.0,0.0,21.32,21.32,21.32,0.0,0.0
2019-06-16,21.85,21.85,21.85,0.0,0.0,21.89,21.89,21.89,0.0,0.0,21.84,21.84,21.84,0.0,0.0,21.89,21.89,21.89,0.0,0.0
2019-06-23,21.6,21.6,21.6,0.0,0.0,21.64,21.64,21.64,0.0,0.0,21.54,21.54,21.54,0.0,0.0,21.64,21.64,21.64,0.0,0.0
2019-06-30,21.73,21.73,21.73,0.0,0.0,21.84,21.84,21.84,0.0,0.0,21.73,21.73,21.73,0.0,0.0,21.82,21.82,21.82,0.0,0.0
2019-07-07,21.63,21.63,21.63,0.0,0.0,21.63,21.63,21.63,0.0,0.0,21.61,21.61,21.61,0.0,0.0,21.61,21.61,21.61,0.0,0.0
2019-07-14,21.5,21.5,21.5,0.0,0.0,21.59,21.59,21.59,0.0,0.0,21.46,21.46,21.46,0.0,0.0,21.46,21.46,21.46,0.0,0.0
