Date,BXP_Open_average,BXP_Open_max,BXP_Open_min,BXP_Open_volatility,BXP_Open_change,BXP_High_average,BXP_High_max,BXP_High_min,BXP_High_volatility,BXP_High_change,BXP_Low_average,BXP_Low_max,BXP_Low_min,BXP_Low_volatility,BXP_Low_change,BXP_Close_average,BXP_Close_max,BXP_Close_min,BXP_Close_volatility,BXP_Close_change,BXP_Volume_average,BXP_Volume_max,BXP_Volume_min,BXP_Volume_volatility,BXP_Volume_change
2018-01-14,122.14999999999999,122.74,121.66,1.0799999999999983,-0.789999999999992,123.086,124.53,122.31,2.219999999999999,-0.8499999999999943,121.114,121.7,120.68,1.019999999999996,0.2600000000000051,122.132,123.47,121.18,2.289999999999992,1.9099999999999966,976137,1080886,826741,254145,240366
2018-01-21,123.28,124.08,122.37,1.7099999999999937,-1.25,123.758,124.63,122.63,2.0,-1.6600000000000108,122.142,123.28,121.2,2.0799999999999983,-2.0799999999999983,122.876,124.15,121.34,2.8100000000000023,-2.8100000000000023,739386,1083235,559227,524008,-478987
2018-01-28,120.208,123.59,118.09,5.5,-2.3900000000000006,122.26,125.37,119.59,5.780000000000001,-1.019999999999996,118.078,119.97,114.6,5.3700000000000045,-4.760000000000005,119.28,123.71,114.74,8.969999999999999,-4.680000000000007,1231654,2001103,977951,1023152,-54887
2018-02-04,114.318,115.59,112.95,2.6400000000000006,2.6400000000000006,116.25999999999999,116.97,115.66,1.3100000000000023,0.1599999999999966,112.454,114.96,111.57,3.3900000000000006,-0.30000000000001137,114.648,115.35,112.09,3.259999999999991,-0.1799999999999926,1113104,1731981,829181,902800,-902800
2018-02-11,116.1725,117.45,115.06,2.3900000000000006,2.3900000000000006,117.7575,120.19,115.67,4.519999999999996,3.519999999999996,115.31,117.45,113.32,4.13000000000001,3.4000000000000057,117.1725,119.64,115.46,4.180000000000007,3.450000000000003,929346,1062852,736619,326233,175012
2018-02-18,119.0,121.41,116.49,4.920000000000002,1.9200000000000017,120.714,121.91,119.58,2.3299999999999983,0.7399999999999949,117.88799999999999,119.87,115.85,4.02000000000001,0.7700000000000102,119.222,121.43,115.85,5.5800000000000125,2.0400000000000063,842580,1040681,652318,388363,-246232
2018-02-25,119.406,121.91,117.87,4.039999999999992,-2.6400000000000006,120.72,122.23,119.15,3.0799999999999983,-0.4200000000000017,118.24,119.2,117.08,2.1200000000000045,-0.28000000000000114,119.334,121.36,118.0,3.3599999999999994,1.8499999999999943,830181,1064963,503085,561878,-476387
2018-03-04,122.33,123.3,121.1,2.200000000000003,2.200000000000003,123.624,125.92,122.25,3.6700000000000017,3.6700000000000017,121.524,123.3,120.31,2.989999999999995,2.989999999999995,123.266,125.56,122.1,3.460000000000008,3.460000000000008,647165,886398,495358,391040,391040
2018-03-11,126.064,127.3,125.66,1.6400000000000006,1.4899999999999949,126.598,127.42,125.75,1.6700000000000017,1.0300000000000011,124.814,125.57,124.3,1.269999999999996,0.8399999999999892,126.04,127.16,125.26,1.8999999999999915,1.019999999999996,657876,887137,441147,445990,-277026
2018-03-18,123.572,126.53,119.78,6.75,-6.75,124.42,127.54,120.14,7.400000000000006,-7.400000000000006,121.598,125.38,117.94,7.439999999999998,-6.679999999999993,122.18,125.67,118.43,7.239999999999995,-5.799999999999997,824934,1198436,659952,538484,142096
2018-03-25,122.015,123.8,119.97,3.8299999999999983,3.469999999999999,123.7475,124.47,123.01,1.4599999999999937,0.7099999999999937,120.2975,122.34,118.73,3.6099999999999994,1.5799999999999983,122.2375,123.4,120.87,2.530000000000001,0.5899999999999892,707117,759944,640407,119537,72655
2018-04-01,121.78,123.06,120.99,2.0700000000000074,-0.29999999999999716,122.798,123.38,121.47,1.9099999999999966,-1.5,120.59,121.44,120.03,1.4099999999999966,-0.1700000000000017,121.692,122.92,120.12,2.799999999999997,-2.069999999999993,714570,871177,578129,293048,-201959
2018-04-08,120.496,121.42,118.86,2.5600000000000023,-0.39000000000000057,121.348,122.15,119.97,2.180000000000007,-0.7800000000000011,119.4,120.88,118.29,2.589999999999989,-0.75,120.33,121.45,118.83,2.6200000000000045,-0.9300000000000068,685594,952327,539483,412844,-240402
2018-04-15,120.51,122.07,118.86,3.2099999999999937,-2.3200000000000074,120.914,122.49,119.07,3.4200000000000017,-3.4200000000000017,118.966,120.55,117.57,2.980000000000004,-2.6100000000000136,119.822,121.62,118.56,3.0600000000000023,-3.0600000000000023,567292,740207,431686,308521,-233637
2018-04-22,119.75,122.66,118.51,4.1499999999999915,3.9799999999999898,121.072,123.29,119.07,4.220000000000013,4.160000000000011,118.788,121.32,116.43,4.889999999999986,3.779999999999987,120.238,122.45,118.32,4.13000000000001,2.969999999999999,899920,1410309,606064,804245,-308659
2018-04-29,122.024,124.54,120.44,4.1000000000000085,2.8400000000000034,123.414,124.9,122.33,2.5700000000000074,1.940000000000012,121.052,123.77,118.68,5.089999999999989,2.9099999999999966,122.69800000000001,124.15,120.81,3.3400000000000034,1.480000000000004,622173,884179,451659,432520,-222068
2018-05-06,124.084,125.11,122.64,2.469999999999999,0.010000000000005116,124.644,125.3,124.0,1.2999999999999972,0.3400000000000034,122.866,123.99,121.89,2.0999999999999943,0.39000000000000057,123.742,124.87,122.44,2.430000000000007,-0.3299999999999983,623721,1057562,485284,572278,-521545
2018-05-13,118.558,121.59,116.84,4.75,-3.8500000000000085,119.294,122.03,117.87,4.159999999999997,-3.25,116.896,118.7,116.0,2.700000000000003,-2.700000000000003,117.728,119.0,117.09,1.9099999999999966,-0.8100000000000023,1121763,1877295,767821,1109474,-317821
