Date,IVCStock_Open_average,IVCStock_Open_max,IVCStock_Open_min,IVCStock_Open_volatility,IVCStock_Open_change,IVCStock_High_average,IVCStock_High_max,IVCStock_High_min,IVCStock_High_volatility,IVCStock_High_change,IVCStock_Low_average,IVCStock_Low_max,IVCStock_Low_min,IVCStock_Low_volatility,IVCStock_Low_change,IVCStock_Close_average,IVCStock_Close_max,IVCStock_Close_min,IVCStock_Close_volatility,IVCStock_Close_change,IVCStock_Volume_average,IVCStock_Volume_max,IVCStock_Volume_min,IVCStock_Volume_volatility,IVCStock_Volume_change
2018-01-14,16.9,17.1,16.65,0.45000000000000284,-0.45000000000000284,17.1,17.25,16.95,0.3000000000000007,-0.1999999999999993,16.724999999999998,16.9,16.65,0.25,-0.25,16.865000000000002,17.05,16.65,0.40000000000000213,-0.14000000000000057,192194,243010,135918,107092,-107092
2018-01-21,17.56,18.05,16.95,1.1000000000000014,1.0,17.85,18.15,17.3,0.8499999999999979,0.8000000000000007,17.47,17.85,16.95,0.9000000000000021,0.8000000000000007,17.740000000000002,18.0,17.25,0.75,0.75,570909,1488952,118928,1370024,-246164
2018-01-28,18.17,18.6,17.9,0.7000000000000028,0.05000000000000071,18.442,18.62,18.15,0.4700000000000024,-0.1700000000000017,17.92,18.1,17.7,0.40000000000000213,-0.15000000000000213,18.23,18.5,17.95,0.5500000000000007,-0.3000000000000007,291230,354416,235788,118628,38581
2018-02-04,17.89,18.6,17.5,1.1000000000000014,0.6500000000000021,18.35,19.05,17.5,1.5500000000000007,0.8000000000000007,17.32,17.65,16.95,0.6999999999999993,-0.1999999999999993,17.919999999999998,18.5,17.15,1.3500000000000014,0.5,861578,1527323,388956,1138367,593388
2018-02-11,18.37,18.55,18.25,0.3000000000000007,-0.3000000000000007,18.576,18.7,18.43,0.2699999999999996,0.0,18.009999999999998,18.15,17.9,0.25,0.09999999999999787,18.31,18.45,18.2,0.25,-0.05000000000000071,523024,740616,371644,368972,152158
2018-02-18,18.2,18.3,18.05,0.25,0.09999999999999787,18.4825,18.68,18.2,0.4800000000000004,-0.3000000000000007,17.887500000000003,18.1,17.55,0.5500000000000007,-0.5,18.0925,18.3,17.85,0.4499999999999993,-0.4499999999999993,291654,337794,188137,149657,-23415
2018-02-25,17.55,17.9,16.9,1.0,-0.9500000000000028,17.73,18.05,17.3,0.75,-0.75,17.16,17.65,16.75,0.8999999999999986,-0.6999999999999993,17.43,17.9,16.9,1.0,-0.6499999999999986,322118,502014,193052,308962,-83414
2018-03-04,17.57,17.9,17.25,0.6499999999999986,0.5500000000000007,17.84,18.05,17.4,0.6500000000000021,0.6500000000000021,17.47,17.7,17.1,0.5999999999999979,0.5999999999999979,17.69,17.9,17.3,0.5999999999999979,0.5500000000000007,263412,314788,197080,117708,78176
2018-03-11,18.240000000000002,18.6,17.95,0.6500000000000021,0.15000000000000213,18.576,18.85,18.23,0.620000000000001,-0.620000000000001,17.96,18.3,17.5,0.8000000000000007,-0.3500000000000014,18.19,18.6,17.6,1.0,-1.0,463003,824355,177846,646509,-226212
2018-03-18,17.580000000000002,17.95,17.35,0.5999999999999979,-0.05000000000000071,17.85,18.2,17.6,0.5999999999999979,-0.09999999999999787,17.259999999999998,17.4,17.15,0.25,0.05000000000000071,17.47,17.95,17.25,0.6999999999999993,0.0,314928,443476,226868,216608,-191532
2018-03-25,17.4125,17.75,17.25,0.5,-0.10000000000000142,17.655,17.9,17.4,0.5,-0.3299999999999983,17.130000000000003,17.32,17.05,0.2699999999999996,-0.21999999999999886,17.375,17.7,17.15,0.5500000000000007,-0.3000000000000007,302619,561460,193072,368388,19401
2018-04-01,17.0,17.4,16.55,0.8499999999999979,0.09999999999999787,17.31,17.65,16.95,0.6999999999999993,0.04999999999999716,16.69,17.35,16.35,1.0,0.8000000000000007,17.009999999999998,17.45,16.7,0.75,0.75,284121,377664,167796,209868,-147138
2018-04-08,17.9,18.35,17.5,0.8500000000000014,0.8500000000000014,18.264,18.7,17.9,0.8000000000000007,0.8000000000000007,17.754,18.12,17.35,0.7699999999999996,0.75,18.060000000000002,18.55,17.6,0.9499999999999993,0.9499999999999993,367627,569566,153796,415770,295733
2018-04-15,18.72,18.8,18.6,0.1999999999999993,0.14999999999999858,18.97,19.1,18.85,0.25,0.20000000000000284,18.58,18.75,18.4,0.3500000000000014,0.3500000000000014,18.78,18.9,18.7,0.1999999999999993,0.14999999999999858,248246,426408,168272,258136,-70936
2018-04-22,18.84,19.0,18.75,0.25,-0.14999999999999858,19.0,19.2,18.8,0.3999999999999986,-0.25,18.55,18.75,18.35,0.3999999999999986,-0.3999999999999986,18.75,19.05,18.4,0.6500000000000021,-0.6500000000000021,233128,547738,103769,443969,-410416
2018-04-29,18.66,19.05,18.25,0.8000000000000007,0.3000000000000007,18.85,19.05,18.65,0.40000000000000213,0.15000000000000213,18.39,18.75,17.85,0.8999999999999986,0.40000000000000213,18.61,18.85,18.2,0.6500000000000021,0.3500000000000014,239138,411841,115792,296049,78456
2018-05-06,17.51,18.7,16.35,2.349999999999998,-1.0,18.146,18.9,17.6,1.2999999999999972,-1.0,17.254,18.3,16.35,1.9499999999999993,-1.1500000000000021,17.68,18.5,17.35,1.1499999999999986,-1.1000000000000014,518385,964957,364119,600838,-105501
2018-05-13,17.26,17.35,17.1,0.25,0.0,17.42,17.6,17.25,0.3500000000000014,-0.10000000000000142,17.06,17.2,16.9,0.3000000000000007,-0.09999999999999787,17.19,17.3,17.1,0.1999999999999993,-0.15000000000000213,238130,349835,187210,162625,-40258
2018-05-20,16.65,17.15,16.25,0.8999999999999986,-0.8999999999999986,16.77,17.3,16.35,0.9499999999999993,-0.9499999999999993,16.330000000000002,16.8,16.05,0.75,-0.75,16.47,16.9,16.2,0.6999999999999993,-0.6999999999999993,301863,329043,259861,69182,-28699
2018-05-27,16.4875,16.8,16.1,0.6999999999999993,0.4499999999999993,16.9375,17.7,16.4,1.3000000000000007,1.3000000000000007,16.3125,16.5,16.0,0.5,0.5,16.75,17.4,16.35,1.0499999999999972,1.0499999999999972,605273,1212051,283528,928523,928523
2018-06-03,17.83,18.1,17.4,0.7000000000000028,0.6500000000000021,18.16,18.55,17.8,0.75,0.75,17.599999999999998,18.0,16.95,1.0500000000000007,1.0500000000000007,18.01,18.35,17.75,0.6000000000000014,0.6000000000000014,289794,397662,208220,189442,-32806
2018-06-10,18.98,19.65,18.35,1.2999999999999972,1.2999999999999972,19.400000000000002,19.9,18.85,1.0499999999999972,1.0499999999999972,18.81,19.3,18.15,1.1500000000000021,1.1500000000000021,19.2,19.75,18.7,1.0500000000000007,0.6999999999999993,497096,668826,260427,408399,-141842
2018-06-17,19.48,19.55,19.4,0.15000000000000213,0.0,19.67,20.0,19.55,0.4499999999999993,-0.14999999999999858,19.18,19.35,19.1,0.25,-0.09999999999999787,19.41,19.65,19.2,0.4499999999999993,-0.4499999999999993,295898,377237,166891,210346,73614
2018-06-24,19.1,19.35,18.95,0.40000000000000213,-0.25,19.25,19.5,19.05,0.4499999999999993,-0.14999999999999858,18.78,18.95,18.5,0.4499999999999993,-0.25,18.97,19.4,18.6,0.7999999999999972,-0.29999999999999716,239301,492750,102168,390582,-334299
2018-07-01,18.65,18.7,18.55,0.14999999999999858,0.09999999999999787,18.725,18.8,18.7,0.10000000000000142,0.0,18.2625,18.5,18.05,0.4499999999999993,-0.1999999999999993,18.4875,18.65,18.1,0.5499999999999972,-0.5499999999999972,153272,195811,91174,104637,47943
2018-07-08,17.98,18.2,17.5,0.6999999999999993,-0.6000000000000014,18.2,18.5,17.6,0.8999999999999986,-0.8999999999999986,17.73,18.1,17.25,0.8500000000000014,-0.8500000000000014,17.830000000000002,18.25,17.3,0.9499999999999993,-0.8999999999999986,247691,383414,146734,236680,153078
2018-07-15,17.55,18.0,17.25,0.75,0.6999999999999993,17.91,18.2,17.4,0.8000000000000007,0.8000000000000007,17.326,17.5,17.0,0.5,0.4299999999999997,17.64,18.05,17.2,0.8500000000000014,0.40000000000000213,466668,602865,313982,288883,-268996
2018-07-22,17.48,17.65,17.25,0.3999999999999986,-0.15000000000000213,17.75,17.9,17.55,0.34999999999999787,-0.04999999999999716,17.11,17.5,16.75,0.75,-0.3000000000000007,17.5,17.65,17.2,0.4499999999999993,-0.04999999999999716,254548,331241,182555,148686,73691
2018-07-29,17.75,18.05,17.5,0.5500000000000007,0.4499999999999993,18.02,18.2,17.7,0.5,0.5,17.56,17.85,17.25,0.6000000000000014,0.6000000000000014,17.85,18.0,17.5,0.5,0.5,238164,388636,168096,220540,55373
