Date,PBHC_Open_average,PBHC_Open_max,PBHC_Open_min,PBHC_Open_volatility,PBHC_Open_change,PBHC_High_average,PBHC_High_max,PBHC_High_min,PBHC_High_volatility,PBHC_High_change,PBHC_Low_average,PBHC_Low_max,PBHC_Low_min,PBHC_Low_volatility,PBHC_Low_change,PBHC_Close_average,PBHC_Close_max,PBHC_Close_min,PBHC_Close_volatility,PBHC_Close_change,PBHC_Volume_average,PBHC_Volume_max,PBHC_Volume_min,PBHC_Volume_volatility,PBHC_Volume_change
2018-01-14,15.6675,15.98,15.46,0.5199999999999996,-0.5199999999999996,15.752500000000001,15.98,15.46,0.5199999999999996,-0.5199999999999996,15.43,15.46,15.4,0.0600000000000005,0.010000000000001563,15.432500000000001,15.46,15.41,0.05000000000000071,0.010000000000001563,3445,10247,171,10076,-2166
2018-01-21,15.603333333333333,15.8,15.5,0.3000000000000007,0.2900000000000009,15.826666666666666,16.0,15.68,0.3200000000000003,0.120000000000001,15.55,15.67,15.48,0.1899999999999995,0.1899999999999995,15.643333333333333,15.78,15.48,0.29999999999999893,0.1899999999999995,2819,4232,1019,3213,-3213
2018-01-28,15.702,15.92,15.54,0.3800000000000008,-0.23000000000000043,15.702,15.92,15.54,0.3800000000000008,-0.23000000000000043,15.564,15.75,15.47,0.27999999999999936,-0.03999999999999915,15.564,15.75,15.47,0.27999999999999936,-0.03999999999999915,1174,3251,0,3251,1366
2018-02-04,15.4175,15.45,15.38,0.06999999999999851,-0.06999999999999851,15.4425,15.55,15.38,0.16999999999999993,-0.16999999999999993,15.355,15.45,15.28,0.16999999999999993,-0.16999999999999993,15.3675,15.46,15.31,0.15000000000000036,-0.15000000000000036,4015,5702,2002,3700,-2671
2018-02-11,15.386666666666667,15.45,15.31,0.1399999999999988,-0.049999999999998934,15.386666666666667,15.45,15.31,0.1399999999999988,-0.049999999999998934,15.253333333333334,15.26,15.25,0.009999999999999787,-0.009999999999999787,15.253333333333334,15.26,15.25,0.009999999999999787,-0.009999999999999787,4964,8150,3109,5041,4515
2018-02-18,15.27,15.29,15.25,0.03999999999999915,0.009999999999999787,15.3025,15.4,15.25,0.15000000000000036,0.009999999999999787,15.254999999999999,15.26,15.25,0.009999999999999787,0.009999999999999787,15.2925,15.4,15.25,0.15000000000000036,0.009999999999999787,1164,3420,100,3320,213
2018-02-25,15.3175,15.4,15.25,0.15000000000000036,0.019999999999999574,15.4,15.54,15.3,0.23999999999999844,0.019999999999999574,15.2825,15.32,15.25,0.07000000000000028,0.019999999999999574,15.3,15.33,15.25,0.08000000000000007,0.019999999999999574,8025,27661,210,27451,-88
2018-03-04,15.578,15.82,15.45,0.370000000000001,0.3100000000000005,15.76,15.84,15.68,0.16000000000000014,0.14000000000000057,15.475999999999999,15.82,15.25,0.5700000000000003,0.3100000000000005,15.53,15.82,15.35,0.47000000000000064,0.14000000000000057,1538,4893,308,4585,270
2018-03-11,15.526666666666666,15.69,15.44,0.25,-0.2400000000000002,15.66,15.85,15.44,0.41000000000000014,0.16000000000000014,15.446666666666665,15.45,15.44,0.009999999999999787,0.0,15.58,15.85,15.44,0.41000000000000014,0.40000000000000036,4049,9437,0,9437,6726
2018-03-18,15.556000000000001,15.92,15.3,0.6199999999999992,0.5199999999999996,15.558,15.92,15.3,0.6199999999999992,0.5199999999999996,15.494,15.86,15.3,0.5599999999999987,0.5599999999999987,15.496,15.86,15.3,0.5599999999999987,0.5499999999999989,1062,3322,237,3085,-402
