Date,First Trust Dow Jones Select MicroCap_Open_average,First Trust Dow Jones Select MicroCap_Open_max,First Trust Dow Jones Select MicroCap_Open_min,First Trust Dow Jones Select MicroCap_Open_volatility,First Trust Dow Jones Select MicroCap_Open_change,First Trust Dow Jones Select MicroCap_High_average,First Trust Dow Jones Select MicroCap_High_max,First Trust Dow Jones Select MicroCap_High_min,First Trust Dow Jones Select MicroCap_High_volatility,First Trust Dow Jones Select MicroCap_High_change,First Trust Dow Jones Select MicroCap_Low_average,First Trust Dow Jones Select MicroCap_Low_max,First Trust Dow Jones Select MicroCap_Low_min,First Trust Dow Jones Select MicroCap_Low_volatility,First Trust Dow Jones Select MicroCap_Low_change,First Trust Dow Jones Select MicroCap_Close_average,First Trust Dow Jones Select MicroCap_Close_max,First Trust Dow Jones Select MicroCap_Close_min,First Trust Dow Jones Select MicroCap_Close_volatility,First Trust Dow Jones Select MicroCap_Close_change
2018-01-14,48.88,48.88,48.88,0.0,0.0,48.88,48.88,48.88,0.0,0.0,48.65,48.65,48.65,0.0,0.0,48.79,48.79,48.79,0.0,0.0
2018-01-21,48.42,48.42,48.42,0.0,0.0,48.42,48.42,48.42,0.0,0.0,48.26,48.26,48.26,0.0,0.0,48.28,48.28,48.28,0.0,0.0
2018-01-28,46.58,46.58,46.58,0.0,0.0,46.89,46.89,46.89,0.0,0.0,45.58,45.58,45.58,0.0,0.0,45.58,45.58,45.58,0.0,0.0
2018-02-04,45.4,45.4,45.4,0.0,0.0,45.53,45.53,45.53,0.0,0.0,44.87,44.87,44.87,0.0,0.0,45.32,45.32,45.32,0.0,0.0
2018-02-11,46.47,46.47,46.47,0.0,0.0,46.89,46.89,46.89,0.0,0.0,46.47,46.47,46.47,0.0,0.0,46.76,46.76,46.76,0.0,0.0
2018-02-18,46.88,46.88,46.88,0.0,0.0,47.17,47.17,47.17,0.0,0.0,46.72,46.72,46.72,0.0,0.0,47.11,47.11,47.11,0.0,0.0
2018-02-25,46.46,46.46,46.46,0.0,0.0,47.07,47.07,47.07,0.0,0.0,46.34,46.34,46.34,0.0,0.0,47.07,47.07,47.07,0.0,0.0
2018-03-04,48.7,48.7,48.7,0.0,0.0,48.9,48.9,48.9,0.0,0.0,48.68,48.68,48.68,0.0,0.0,48.87,48.87,48.87,0.0,0.0
2018-03-11,48.62,48.62,48.62,0.0,0.0,48.62,48.62,48.62,0.0,0.0,48.0,48.0,48.0,0.0,0.0,48.31,48.31,48.31,0.0,0.0
2018-03-18,47.02,47.02,47.02,0.0,0.0,47.07,47.07,47.07,0.0,0.0,46.62,46.62,46.62,0.0,0.0,46.9,46.9,46.9,0.0,0.0
2018-03-25,47.06,47.06,47.06,0.0,0.0,47.06,47.06,47.06,0.0,0.0,46.09,46.09,46.09,0.0,0.0,46.33,46.33,46.33,0.0,0.0
2018-04-01,47.47,47.47,47.47,0.0,0.0,47.71,47.71,47.71,0.0,0.0,47.24,47.24,47.24,0.0,0.0,47.24,47.24,47.24,0.0,0.0
2018-04-08,47.96,47.96,47.96,0.0,0.0,48.41,48.41,48.41,0.0,0.0,47.96,47.96,47.96,0.0,0.0,48.37,48.37,48.37,0.0,0.0
2018-04-15,48.32,48.32,48.32,0.0,0.0,48.5,48.5,48.5,0.0,0.0,48.29,48.29,48.29,0.0,0.0,48.29,48.29,48.29,0.0,0.0
2018-04-22,48.07,48.07,48.07,0.0,0.0,48.22,48.22,48.22,0.0,0.0,47.73,47.73,47.73,0.0,0.0,47.73,47.73,47.73,0.0,0.0
2018-04-29,48.68,48.68,48.68,0.0,0.0,48.94,48.94,48.94,0.0,0.0,48.66,48.66,48.66,0.0,0.0,48.69,48.69,48.69,0.0,0.0
2018-05-06,49.45,49.45,49.45,0.0,0.0,49.45,49.45,49.45,0.0,0.0,48.99,48.99,48.99,0.0,0.0,48.99,48.99,48.99,0.0,0.0
2018-05-13,50.32,50.32,50.32,0.0,0.0,50.45,50.45,50.45,0.0,0.0,50.08,50.08,50.08,0.0,0.0,50.39,50.39,50.39,0.0,0.0
2018-05-20,50.21,50.21,50.21,0.0,0.0,50.21,50.21,50.21,0.0,0.0,50.05,50.05,50.05,0.0,0.0,50.07,50.07,50.07,0.0,0.0
2018-05-27,51.23,51.23,51.23,0.0,0.0,51.23,51.23,51.23,0.0,0.0,50.95,50.95,50.95,0.0,0.0,51.14,51.14,51.14,0.0,0.0
2018-06-03,51.84,51.84,51.84,0.0,0.0,51.93,51.93,51.93,0.0,0.0,51.57,51.57,51.57,0.0,0.0,51.68,51.68,51.68,0.0,0.0
2018-06-10,51.67,51.67,51.67,0.0,0.0,52.11,52.11,52.11,0.0,0.0,51.62,51.62,51.62,0.0,0.0,52.11,52.11,52.11,0.0,0.0
2018-06-17,52.1,52.1,52.1,0.0,0.0,52.1,52.1,52.1,0.0,0.0,51.4,51.4,51.4,0.0,0.0,51.69,51.69,51.69,0.0,0.0
2018-06-24,50.71,50.71,50.71,0.0,0.0,51.36,51.36,51.36,0.0,0.0,50.71,50.71,50.71,0.0,0.0,51.36,51.36,51.36,0.0,0.0
2018-07-01,52.59,52.59,52.59,0.0,0.0,52.62,52.62,52.62,0.0,0.0,52.21,52.21,52.21,0.0,0.0,52.62,52.62,52.62,0.0,0.0
2018-07-08,51.63,51.63,51.63,0.0,0.0,51.63,51.63,51.63,0.0,0.0,51.26,51.26,51.26,0.0,0.0,51.33,51.33,51.33,0.0,0.0
2018-07-15,51.89,51.89,51.89,0.0,0.0,52.07,52.07,52.07,0.0,0.0,51.75,51.75,51.75,0.0,0.0,52.0,52.0,52.0,0.0,0.0
2018-07-22,50.96,50.96,50.96,0.0,0.0,51.24,51.24,51.24,0.0,0.0,50.84,50.84,50.84,0.0,0.0,50.84,50.84,50.84,0.0,0.0
2018-07-29,51.82,51.82,51.82,0.0,0.0,51.93,51.93,51.93,0.0,0.0,51.67,51.67,51.67,0.0,0.0,51.85,51.85,51.85,0.0,0.0
2018-08-05,52.22,52.22,52.22,0.0,0.0,52.22,52.22,52.22,0.0,0.0,51.77,51.77,51.77,0.0,0.0,51.96,51.96,51.96,0.0,0.0
2018-08-12,52.35,52.35,52.35,0.0,0.0,52.5,52.5,52.5,0.0,0.0,52.2,52.2,52.2,0.0,0.0,52.46,52.46,52.46,0.0,0.0
2018-08-19,53.27,53.27,53.27,0.0,0.0,53.34,53.34,53.34,0.0,0.0,52.82,52.82,52.82,0.0,0.0,52.88,52.88,52.88,0.0,0.0
2018-08-26,52.44,52.44,52.44,0.0,0.0,52.86,52.86,52.86,0.0,0.0,52.44,52.44,52.44,0.0,0.0,52.86,52.86,52.86,0.0,0.0
2018-09-02,52.41,52.41,52.41,0.0,0.0,52.55,52.55,52.55,0.0,0.0,52.35,52.35,52.35,0.0,0.0,52.41,52.41,52.41,0.0,0.0
2018-09-09,51.85,51.85,51.85,0.0,0.0,51.97,51.97,51.97,0.0,0.0,51.58,51.58,51.58,0.0,0.0,51.64,51.64,51.64,0.0,0.0
2018-09-16,51.87,51.87,51.87,0.0,0.0,51.87,51.87,51.87,0.0,0.0,51.2,51.2,51.2,0.0,0.0,51.42,51.42,51.42,0.0,0.0
2018-09-23,51.27,51.27,51.27,0.0,0.0,51.31,51.31,51.31,0.0,0.0,50.52,50.52,50.52,0.0,0.0,50.54,50.54,50.54,0.0,0.0
2018-09-30,49.45,49.45,49.45,0.0,0.0,49.74,49.74,49.74,0.0,0.0,49.34,49.34,49.34,0.0,0.0,49.67,49.67,49.67,0.0,0.0
2018-10-07,47.37,47.37,47.37,0.0,0.0,48.0,48.0,48.0,0.0,0.0,47.37,47.37,47.37,0.0,0.0,47.9,47.9,47.9,0.0,0.0
2018-10-14,47.26,47.26,47.26,0.0,0.0,47.48,47.48,47.48,0.0,0.0,47.05,47.05,47.05,0.0,0.0,47.11,47.11,47.11,0.0,0.0
2018-10-21,46.28,46.28,46.28,0.0,0.0,46.56,46.56,46.56,0.0,0.0,45.66,45.66,45.66,0.0,0.0,45.66,45.66,45.66,0.0,0.0
2018-10-28,47.07,47.07,47.07,0.0,0.0,47.2,47.2,47.2,0.0,0.0,46.67,46.67,46.67,0.0,0.0,46.9,46.9,46.9,0.0,0.0
2018-11-04,46.61,46.61,46.61,0.0,0.0,46.61,46.61,46.61,0.0,0.0,46.14,46.14,46.14,0.0,0.0,46.14,46.14,46.14,0.0,0.0
2018-11-11,45.81,45.81,45.81,0.0,0.0,45.98,45.98,45.98,0.0,0.0,45.37,45.37,45.37,0.0,0.0,45.54,45.54,45.54,0.0,0.0
2018-11-18,45.45,45.45,45.45,0.0,0.0,45.51,45.51,45.51,0.0,0.0,45.13,45.13,45.13,0.0,0.0,45.32,45.32,45.32,0.0,0.0
2018-11-25,46.17,46.17,46.17,0.0,0.0,46.17,46.17,46.17,0.0,0.0,45.55,45.55,45.55,0.0,0.0,45.96,45.96,45.96,0.0,0.0
2018-12-02,43.41,43.41,43.41,0.0,0.0,43.41,43.41,43.41,0.0,0.0,42.79,42.79,42.79,0.0,0.0,43.11,43.11,43.11,0.0,0.0
2018-12-09,42.0,42.0,42.0,0.0,0.0,42.4,42.4,42.4,0.0,0.0,41.32,41.32,41.32,0.0,0.0,41.48,41.48,41.48,0.0,0.0
2018-12-16,38.95,38.95,38.95,0.0,0.0,39.34,39.34,39.34,0.0,0.0,38.71,38.71,38.71,0.0,0.0,38.71,38.71,38.71,0.0,0.0
2018-12-23,40.65,40.65,40.65,0.0,0.0,40.7,40.7,40.7,0.0,0.0,40.3,40.3,40.3,0.0,0.0,40.58,40.58,40.58,0.0,0.0
2018-12-30,42.22,42.22,42.22,0.0,0.0,42.8,42.8,42.8,0.0,0.0,42.22,42.22,42.22,0.0,0.0,42.8,42.8,42.8,0.0,0.0
2019-01-06,43.24,43.24,43.24,0.0,0.0,43.52,43.52,43.52,0.0,0.0,43.16,43.16,43.16,0.0,0.0,43.18,43.18,43.18,0.0,0.0
2019-01-13,44.26,44.26,44.26,0.0,0.0,44.64,44.64,44.64,0.0,0.0,44.23,44.23,44.23,0.0,0.0,44.54,44.54,44.54,0.0,0.0
2019-01-20,44.24,44.24,44.24,0.0,0.0,44.46,44.46,44.46,0.0,0.0,44.09,44.09,44.09,0.0,0.0,44.42,44.42,44.42,0.0,0.0
2019-01-27,45.13,45.13,45.13,0.0,0.0,45.49,45.49,45.49,0.0,0.0,45.13,45.13,45.13,0.0,0.0,45.49,45.49,45.49,0.0,0.0
2019-02-03,45.25,45.25,45.25,0.0,0.0,45.6,45.6,45.6,0.0,0.0,45.23,45.23,45.23,0.0,0.0,45.58,45.58,45.58,0.0,0.0
2019-02-10,46.64,46.64,46.64,0.0,0.0,47.16,47.16,47.16,0.0,0.0,46.58,46.58,46.58,0.0,0.0,47.0,47.0,47.0,0.0,0.0
2019-02-17,48.13,48.13,48.13,0.0,0.0,48.2,48.2,48.2,0.0,0.0,47.78,47.78,47.78,0.0,0.0,47.78,47.78,47.78,0.0,0.0
2019-02-24,47.58,47.58,47.58,0.0,0.0,47.58,47.58,47.58,0.0,0.0,46.92,46.92,46.92,0.0,0.0,47.16,47.16,47.16,0.0,0.0
2019-03-03,45.5,45.5,45.5,0.0,0.0,45.98,45.98,45.98,0.0,0.0,45.47,45.47,45.47,0.0,0.0,45.92,45.92,45.92,0.0,0.0
2019-03-10,45.8,45.8,45.8,0.0,0.0,46.23,46.23,46.23,0.0,0.0,45.8,45.8,45.8,0.0,0.0,46.1,46.1,46.1,0.0,0.0
2019-03-17,43.55,43.55,43.55,0.0,0.0,43.97,43.97,43.97,0.0,0.0,43.36,43.36,43.36,0.0,0.0,43.81,43.81,43.81,0.0,0.0
2019-03-24,44.87,44.87,44.87,0.0,0.0,45.2,45.2,45.2,0.0,0.0,44.87,44.87,44.87,0.0,0.0,45.2,45.2,45.2,0.0,0.0
2019-03-31,45.72,45.72,45.72,0.0,0.0,46.02,46.02,46.02,0.0,0.0,45.72,45.72,45.72,0.0,0.0,45.79,45.79,45.79,0.0,0.0
2019-04-07,45.94,45.94,45.94,0.0,0.0,46.04,46.04,46.04,0.0,0.0,45.65,45.65,45.65,0.0,0.0,45.78,45.78,45.78,0.0,0.0
2019-04-14,45.57,45.57,45.57,0.0,0.0,45.58,45.58,45.58,0.0,0.0,45.0,45.0,45.0,0.0,0.0,45.24,45.24,45.24,0.0,0.0
2019-04-21,46.0,46.0,46.0,0.0,0.0,46.31,46.31,46.31,0.0,0.0,46.0,46.0,46.0,0.0,0.0,46.18,46.18,46.18,0.0,0.0
2019-04-28,45.72,45.72,45.72,0.0,0.0,46.32,46.32,46.32,0.0,0.0,45.72,45.72,45.72,0.0,0.0,46.14,46.14,46.14,0.0,0.0
2019-05-05,44.96,44.96,44.96,0.0,0.0,44.96,44.96,44.96,0.0,0.0,44.45,44.45,44.45,0.0,0.0,44.6,44.6,44.6,0.0,0.0
2019-05-12,44.49,44.49,44.49,0.0,0.0,44.83,44.83,44.83,0.0,0.0,44.47,44.47,44.47,0.0,0.0,44.59,44.59,44.59,0.0,0.0
2019-05-19,44.06,44.06,44.06,0.0,0.0,44.23,44.23,44.23,0.0,0.0,43.97,43.97,43.97,0.0,0.0,44.18,44.18,44.18,0.0,0.0
2019-05-26,42.34,42.34,42.34,0.0,0.0,42.76,42.76,42.76,0.0,0.0,42.33,42.33,42.33,0.0,0.0,42.64,42.64,42.64,0.0,0.0
2019-06-02,43.38,43.38,43.38,0.0,0.0,43.79,43.79,43.79,0.0,0.0,43.38,43.38,43.38,0.0,0.0,43.48,43.48,43.48,0.0,0.0
2019-06-09,43.9,43.9,43.9,0.0,0.0,43.9,43.9,43.9,0.0,0.0,43.72,43.72,43.72,0.0,0.0,43.72,43.72,43.72,0.0,0.0
2019-06-16,44.22,44.22,44.22,0.0,0.0,44.32,44.32,44.32,0.0,0.0,43.79,43.79,43.79,0.0,0.0,43.86,43.86,43.86,0.0,0.0
2019-06-23,45.67,45.67,45.67,0.0,0.0,45.68,45.68,45.68,0.0,0.0,45.09,45.09,45.09,0.0,0.0,45.27,45.27,45.27,0.0,0.0
2019-06-30,45.38,45.38,45.38,0.0,0.0,45.57,45.57,45.57,0.0,0.0,45.31,45.31,45.31,0.0,0.0,45.31,45.31,45.31,0.0,0.0
2019-07-07,45.6,45.6,45.6,0.0,0.0,45.6,45.6,45.6,0.0,0.0,45.02,45.02,45.02,0.0,0.0,45.28,45.28,45.28,0.0,0.0
2019-07-14,45.11,45.11,45.11,0.0,0.0,45.11,45.11,45.11,0.0,0.0,44.7,44.7,44.7,0.0,0.0,44.7,44.7,44.7,0.0,0.0
2019-07-21,45.61,45.61,45.61,0.0,0.0,45.66,45.66,45.66,0.0,0.0,45.52,45.52,45.52,0.0,0.0,45.53,45.53,45.53,0.0,0.0
2019-07-28,44.08,44.08,44.08,0.0,0.0,44.08,44.08,44.08,0.0,0.0,43.62,43.62,43.62,0.0,0.0,43.97,43.97,43.97,0.0,0.0
2019-08-04,44.29,44.29,44.29,0.0,0.0,44.29,44.29,44.29,0.0,0.0,44.01,44.01,44.01,0.0,0.0,44.01,44.01,44.01,0.0,0.0
2019-08-11,44.07,44.07,44.07,0.0,0.0,44.26,44.26,44.26,0.0,0.0,43.99,43.99,43.99,0.0,0.0,43.99,43.99,43.99,0.0,0.0
