Date,First Trust Dow Jones Select MicroCap_Open_average,First Trust Dow Jones Select MicroCap_Open_max,First Trust Dow Jones Select MicroCap_Open_min,First Trust Dow Jones Select MicroCap_Open_volatility,First Trust Dow Jones Select MicroCap_Open_change,First Trust Dow Jones Select MicroCap_High_average,First Trust Dow Jones Select MicroCap_High_max,First Trust Dow Jones Select MicroCap_High_min,First Trust Dow Jones Select MicroCap_High_volatility,First Trust Dow Jones Select MicroCap_High_change,First Trust Dow Jones Select MicroCap_Low_average,First Trust Dow Jones Select MicroCap_Low_max,First Trust Dow Jones Select MicroCap_Low_min,First Trust Dow Jones Select MicroCap_Low_volatility,First Trust Dow Jones Select MicroCap_Low_change,First Trust Dow Jones Select MicroCap_Close_average,First Trust Dow Jones Select MicroCap_Close_max,First Trust Dow Jones Select MicroCap_Close_min,First Trust Dow Jones Select MicroCap_Close_volatility,First Trust Dow Jones Select MicroCap_Close_change
2019-08-18,42.65,42.65,42.65,0.0,0.0,42.92,42.92,42.92,0.0,0.0,42.52,42.52,42.52,0.0,0.0,42.76,42.76,42.76,0.0,0.0
2019-08-25,43.67,43.67,43.67,0.0,0.0,43.67,43.67,43.67,0.0,0.0,43.15,43.15,43.15,0.0,0.0,43.26,43.26,43.26,0.0,0.0
2019-09-01,44.59,44.59,44.59,0.0,0.0,45.33,45.33,45.33,0.0,0.0,44.59,44.59,44.59,0.0,0.0,45.27,45.27,45.27,0.0,0.0
2019-09-08,47.88,47.88,47.88,0.0,0.0,48.37,48.37,48.37,0.0,0.0,47.88,47.88,47.88,0.0,0.0,48.11,48.11,48.11,0.0,0.0
2019-09-15,46.51,46.51,46.51,0.0,0.0,46.81,46.81,46.81,0.0,0.0,46.34,46.34,46.34,0.0,0.0,46.7,46.7,46.7,0.0,0.0
2019-09-22,45.83,45.83,45.83,0.0,0.0,45.86,45.86,45.86,0.0,0.0,45.52,45.52,45.52,0.0,0.0,45.7,45.7,45.7,0.0,0.0
2019-09-29,44.71,44.71,44.71,0.0,0.0,44.85,44.85,44.85,0.0,0.0,44.58,44.58,44.58,0.0,0.0,44.58,44.58,44.58,0.0,0.0
2019-10-06,44.67,44.67,44.67,0.0,0.0,44.79,44.79,44.79,0.0,0.0,44.53,44.53,44.53,0.0,0.0,44.7,44.7,44.7,0.0,0.0
2019-10-13,45.65,45.65,45.65,0.0,0.0,46.05,46.05,46.05,0.0,0.0,45.65,45.65,45.65,0.0,0.0,45.99,45.99,45.99,0.0,0.0
2019-10-20,46.89,46.89,46.89,0.0,0.0,46.96,46.96,46.96,0.0,0.0,46.78,46.78,46.78,0.0,0.0,46.87,46.87,46.87,0.0,0.0
2019-10-27,47.33,47.33,47.33,0.0,0.0,47.53,47.53,47.53,0.0,0.0,47.3,47.3,47.3,0.0,0.0,47.51,47.51,47.51,0.0,0.0
2019-11-03,47.6,47.6,47.6,0.0,0.0,47.71,47.71,47.71,0.0,0.0,47.5,47.5,47.5,0.0,0.0,47.58,47.58,47.58,0.0,0.0
2019-11-10,47.39,47.39,47.39,0.0,0.0,47.39,47.39,47.39,0.0,0.0,47.2,47.2,47.2,0.0,0.0,47.28,47.28,47.28,0.0,0.0
2019-11-17,46.94,46.94,46.94,0.0,0.0,48.0,48.0,48.0,0.0,0.0,46.94,46.94,46.94,0.0,0.0,47.91,47.91,47.91,0.0,0.0
2019-11-24,48.25,48.25,48.25,0.0,0.0,48.26,48.26,48.26,0.0,0.0,47.65,47.65,47.65,0.0,0.0,47.74,47.74,47.74,0.0,0.0
2019-12-01,49.06,49.06,49.06,0.0,0.0,49.34,49.34,49.34,0.0,0.0,49.06,49.06,49.06,0.0,0.0,49.32,49.32,49.32,0.0,0.0
2019-12-08,50.24,50.24,50.24,0.0,0.0,50.83,50.83,50.83,0.0,0.0,50.24,50.24,50.24,0.0,0.0,50.33,50.33,50.33,0.0,0.0
2019-12-15,51.15,51.15,51.15,0.0,0.0,51.15,51.15,51.15,0.0,0.0,50.71,50.71,50.71,0.0,0.0,50.97,50.97,50.97,0.0,0.0
2019-12-22,50.87,50.87,50.87,0.0,0.0,51.12,51.12,51.12,0.0,0.0,50.68,50.68,50.68,0.0,0.0,50.91,50.91,50.91,0.0,0.0
2019-12-29,50.27,50.27,50.27,0.0,0.0,50.6,50.6,50.6,0.0,0.0,50.27,50.27,50.27,0.0,0.0,50.58,50.58,50.58,0.0,0.0
