Date,iShares Core 5-10_Open_average,iShares Core 5-10_Open_max,iShares Core 5-10_Open_min,iShares Core 5-10_Open_volatility,iShares Core 5-10_Open_change,iShares Core 5-10_High_average,iShares Core 5-10_High_max,iShares Core 5-10_High_min,iShares Core 5-10_High_volatility,iShares Core 5-10_High_change,iShares Core 5-10_Low_average,iShares Core 5-10_Low_max,iShares Core 5-10_Low_min,iShares Core 5-10_Low_volatility,iShares Core 5-10_Low_change,iShares Core 5-10_Close_average,iShares Core 5-10_Close_max,iShares Core 5-10_Close_min,iShares Core 5-10_Close_volatility,iShares Core 5-10_Close_change
2018-06-03,47.32,47.32,47.32,0.0,0.0,47.67,47.67,47.67,0.0,0.0,47.32,47.32,47.32,0.0,0.0,47.63,47.63,47.63,0.0,0.0
2018-06-10,47.82,47.82,47.82,0.0,0.0,47.82,47.82,47.82,0.0,0.0,47.71,47.71,47.71,0.0,0.0,47.71,47.71,47.71,0.0,0.0
2018-06-17,47.52,47.52,47.52,0.0,0.0,47.89,47.89,47.89,0.0,0.0,47.52,47.52,47.52,0.0,0.0,47.89,47.89,47.89,0.0,0.0
2018-06-24,47.49,47.49,47.49,0.0,0.0,47.83,47.83,47.83,0.0,0.0,47.49,47.49,47.49,0.0,0.0,47.75,47.75,47.75,0.0,0.0
2018-07-01,48.11,48.11,48.11,0.0,0.0,48.11,48.11,48.11,0.0,0.0,47.82,47.82,47.82,0.0,0.0,47.91,47.91,47.91,0.0,0.0
2018-07-08,47.84,47.84,47.84,0.0,0.0,47.96,47.96,47.96,0.0,0.0,47.84,47.84,47.84,0.0,0.0,47.96,47.96,47.96,0.0,0.0
2018-07-15,48.23,48.23,48.23,0.0,0.0,48.23,48.23,48.23,0.0,0.0,47.85,47.85,47.85,0.0,0.0,47.85,47.85,47.85,0.0,0.0
2018-07-22,47.7,47.7,47.7,0.0,0.0,47.88,47.88,47.88,0.0,0.0,47.7,47.7,47.7,0.0,0.0,47.79,47.79,47.79,0.0,0.0
2018-07-29,47.8,47.8,47.8,0.0,0.0,47.95,47.95,47.95,0.0,0.0,47.8,47.8,47.8,0.0,0.0,47.95,47.95,47.95,0.0,0.0
2018-08-05,47.94,47.94,47.94,0.0,0.0,48.0,48.0,48.0,0.0,0.0,47.94,47.94,47.94,0.0,0.0,47.97,47.97,47.97,0.0,0.0
2018-08-12,48.0,48.0,48.0,0.0,0.0,48.26,48.26,48.26,0.0,0.0,48.0,48.0,48.0,0.0,0.0,48.25,48.25,48.25,0.0,0.0
2018-08-19,48.11,48.11,48.11,0.0,0.0,48.39,48.39,48.39,0.0,0.0,48.11,48.11,48.11,0.0,0.0,48.24,48.24,48.24,0.0,0.0
2018-08-26,48.09,48.09,48.09,0.0,0.0,48.3,48.3,48.3,0.0,0.0,48.09,48.09,48.09,0.0,0.0,48.26,48.26,48.26,0.0,0.0
2018-09-02,47.96,47.96,47.96,0.0,0.0,47.96,47.96,47.96,0.0,0.0,47.91,47.91,47.91,0.0,0.0,47.96,47.96,47.96,0.0,0.0
2018-09-09,47.89,47.89,47.89,0.0,0.0,47.96,47.96,47.96,0.0,0.0,47.89,47.89,47.89,0.0,0.0,47.96,47.96,47.96,0.0,0.0
2018-09-16,47.68,47.68,47.68,0.0,0.0,47.69,47.69,47.69,0.0,0.0,47.61,47.61,47.61,0.0,0.0,47.68,47.68,47.68,0.0,0.0
2018-09-23,47.55,47.55,47.55,0.0,0.0,47.74,47.74,47.74,0.0,0.0,47.53,47.53,47.53,0.0,0.0,47.53,47.53,47.53,0.0,0.0
2018-09-30,47.07,47.07,47.07,0.0,0.0,47.13,47.13,47.13,0.0,0.0,47.07,47.07,47.07,0.0,0.0,47.13,47.13,47.13,0.0,0.0
2018-10-07,47.39,47.39,47.39,0.0,0.0,47.48,47.48,47.48,0.0,0.0,47.39,47.39,47.39,0.0,0.0,47.39,47.39,47.39,0.0,0.0
2018-10-14,47.39,47.39,47.39,0.0,0.0,47.39,47.39,47.39,0.0,0.0,47.17,47.17,47.17,0.0,0.0,47.17,47.17,47.17,0.0,0.0
2018-10-21,47.4,47.4,47.4,0.0,0.0,47.46,47.46,47.46,0.0,0.0,47.36,47.36,47.36,0.0,0.0,47.36,47.36,47.36,0.0,0.0
2018-10-28,47.16,47.16,47.16,0.0,0.0,47.16,47.16,47.16,0.0,0.0,47.0,47.0,47.0,0.0,0.0,47.1,47.1,47.1,0.0,0.0
2018-11-04,47.11,47.11,47.11,0.0,0.0,47.16,47.16,47.16,0.0,0.0,47.03,47.03,47.03,0.0,0.0,47.03,47.03,47.03,0.0,0.0
2018-11-11,47.36,47.36,47.36,0.0,0.0,47.36,47.36,47.36,0.0,0.0,47.28,47.28,47.28,0.0,0.0,47.28,47.28,47.28,0.0,0.0
2018-11-18,47.28,47.28,47.28,0.0,0.0,47.33,47.33,47.33,0.0,0.0,47.22,47.22,47.22,0.0,0.0,47.32,47.32,47.32,0.0,0.0
2018-11-25,47.43,47.43,47.43,0.0,0.0,47.43,47.43,47.43,0.0,0.0,47.26,47.26,47.26,0.0,0.0,47.38,47.38,47.38,0.0,0.0
2018-12-02,47.68,47.68,47.68,0.0,0.0,47.8,47.8,47.8,0.0,0.0,47.66,47.66,47.66,0.0,0.0,47.73,47.73,47.73,0.0,0.0
2018-12-09,47.81,47.81,47.81,0.0,0.0,47.81,47.81,47.81,0.0,0.0,47.75,47.75,47.75,0.0,0.0,47.76,47.76,47.76,0.0,0.0
2018-12-16,47.6,47.6,47.6,0.0,0.0,47.86,47.86,47.86,0.0,0.0,47.59,47.59,47.59,0.0,0.0,47.73,47.73,47.73,0.0,0.0
2018-12-23,47.91,47.91,47.91,0.0,0.0,48.07,48.07,48.07,0.0,0.0,47.8,47.8,47.8,0.0,0.0,48.0,48.0,48.0,0.0,0.0
2018-12-30,48.26,48.26,48.26,0.0,0.0,48.31,48.31,48.31,0.0,0.0,48.13,48.13,48.13,0.0,0.0,48.13,48.13,48.13,0.0,0.0
2019-01-06,48.21,48.21,48.21,0.0,0.0,48.45,48.45,48.45,0.0,0.0,48.21,48.21,48.21,0.0,0.0,48.25,48.25,48.25,0.0,0.0
2019-01-13,47.96,47.96,47.96,0.0,0.0,49.69,49.69,49.69,0.0,0.0,47.79,47.79,47.79,0.0,0.0,48.19,48.19,48.19,0.0,0.0
2019-01-20,48.58,48.58,48.58,0.0,0.0,48.58,48.58,48.58,0.0,0.0,48.34,48.34,48.34,0.0,0.0,48.34,48.34,48.34,0.0,0.0
2019-01-27,48.7,48.7,48.7,0.0,0.0,48.7,48.7,48.7,0.0,0.0,48.43,48.43,48.43,0.0,0.0,48.45,48.45,48.45,0.0,0.0
2019-02-03,48.73,48.73,48.73,0.0,0.0,49.02,49.02,49.02,0.0,0.0,48.58,48.58,48.58,0.0,0.0,48.65,48.65,48.65,0.0,0.0
2019-02-10,48.68,48.68,48.68,0.0,0.0,48.68,48.68,48.68,0.0,0.0,48.55,48.55,48.55,0.0,0.0,48.62,48.62,48.62,0.0,0.0
2019-02-17,48.71,48.71,48.71,0.0,0.0,48.74,48.74,48.74,0.0,0.0,48.7,48.7,48.7,0.0,0.0,48.7,48.7,48.7,0.0,0.0
2019-02-24,48.36,48.36,48.36,0.0,0.0,48.56,48.56,48.56,0.0,0.0,48.36,48.36,48.36,0.0,0.0,48.49,48.49,48.49,0.0,0.0
2019-03-03,48.81,48.81,48.81,0.0,0.0,48.84,48.84,48.84,0.0,0.0,48.7,48.7,48.7,0.0,0.0,48.7,48.7,48.7,0.0,0.0
2019-03-10,49.13,49.13,49.13,0.0,0.0,49.13,49.13,49.13,0.0,0.0,48.84,48.84,48.84,0.0,0.0,48.85,48.85,48.85,0.0,0.0
2019-03-17,49.63,49.63,49.63,0.0,0.0,49.63,49.63,49.63,0.0,0.0,49.28,49.28,49.28,0.0,0.0,49.35,49.35,49.35,0.0,0.0
2019-03-24,49.28,49.28,49.28,0.0,0.0,49.28,49.28,49.28,0.0,0.0,49.09,49.09,49.09,0.0,0.0,49.09,49.09,49.09,0.0,0.0
2019-03-31,49.31,49.31,49.31,0.0,0.0,49.31,49.31,49.31,0.0,0.0,49.1,49.1,49.1,0.0,0.0,49.17,49.17,49.17,0.0,0.0
2019-04-07,49.18,49.18,49.18,0.0,0.0,49.21,49.21,49.21,0.0,0.0,49.09,49.09,49.09,0.0,0.0,49.13,49.13,49.13,0.0,0.0
2019-04-14,48.94,48.94,48.94,0.0,0.0,49.22,49.22,49.22,0.0,0.0,48.94,48.94,48.94,0.0,0.0,49.07,49.07,49.07,0.0,0.0
2019-04-21,49.68,49.68,49.68,0.0,0.0,49.68,49.68,49.68,0.0,0.0,49.21,49.21,49.21,0.0,0.0,49.28,49.28,49.28,0.0,0.0
2019-04-28,49.03,49.03,49.03,0.0,0.0,49.43,49.43,49.43,0.0,0.0,49.03,49.03,49.03,0.0,0.0,49.17,49.17,49.17,0.0,0.0
2019-05-05,49.15,49.15,49.15,0.0,0.0,49.48,49.48,49.48,0.0,0.0,49.15,49.15,49.15,0.0,0.0,49.32,49.32,49.32,0.0,0.0
2019-05-12,49.45,49.45,49.45,0.0,0.0,49.45,49.45,49.45,0.0,0.0,49.36,49.36,49.36,0.0,0.0,49.36,49.36,49.36,0.0,0.0
2019-05-19,49.51,49.51,49.51,0.0,0.0,49.67,49.67,49.67,0.0,0.0,49.51,49.51,49.51,0.0,0.0,49.52,49.52,49.52,0.0,0.0
2019-05-26,49.9,49.9,49.9,0.0,0.0,49.9,49.9,49.9,0.0,0.0,49.72,49.72,49.72,0.0,0.0,49.8,49.8,49.8,0.0,0.0
2019-06-02,49.74,49.74,49.74,0.0,0.0,49.92,49.92,49.92,0.0,0.0,49.74,49.74,49.74,0.0,0.0,49.83,49.83,49.83,0.0,0.0
2019-06-09,50.31,50.31,50.31,0.0,0.0,50.31,50.31,50.31,0.0,0.0,49.86,49.86,49.86,0.0,0.0,49.96,49.96,49.96,0.0,0.0
2019-06-16,50.27,50.27,50.27,0.0,0.0,50.31,50.31,50.31,0.0,0.0,50.25,50.25,50.25,0.0,0.0,50.27,50.27,50.27,0.0,0.0
2019-06-23,50.55,50.55,50.55,0.0,0.0,50.55,50.55,50.55,0.0,0.0,50.15,50.15,50.15,0.0,0.0,50.18,50.18,50.18,0.0,0.0
2019-06-30,50.25,50.25,50.25,0.0,0.0,50.27,50.27,50.27,0.0,0.0,50.1,50.1,50.1,0.0,0.0,50.16,50.16,50.16,0.0,0.0
2019-07-07,50.22,50.22,50.22,0.0,0.0,50.25,50.25,50.25,0.0,0.0,50.15,50.15,50.15,0.0,0.0,50.15,50.15,50.15,0.0,0.0
2019-07-14,50.26,50.26,50.26,0.0,0.0,50.4,50.4,50.4,0.0,0.0,50.26,50.26,50.26,0.0,0.0,50.3,50.3,50.3,0.0,0.0
2019-07-21,50.31,50.31,50.31,0.0,0.0,50.4,50.4,50.4,0.0,0.0,50.3,50.3,50.3,0.0,0.0,50.35,50.35,50.35,0.0,0.0
2019-07-28,50.75,50.75,50.75,0.0,0.0,51.02,51.02,51.02,0.0,0.0,50.54,50.54,50.54,0.0,0.0,50.59,50.59,50.59,0.0,0.0
2019-08-04,50.59,50.59,50.59,0.0,0.0,50.68,50.68,50.68,0.0,0.0,50.59,50.59,50.59,0.0,0.0,50.65,50.65,50.65,0.0,0.0
2019-08-11,50.87,50.87,50.87,0.0,0.0,50.87,50.87,50.87,0.0,0.0,50.75,50.75,50.75,0.0,0.0,50.77,50.77,50.77,0.0,0.0
2019-08-18,50.92,50.92,50.92,0.0,0.0,50.99,50.99,50.99,0.0,0.0,50.89,50.89,50.89,0.0,0.0,50.93,50.93,50.93,0.0,0.0
2019-08-25,51.0,51.0,51.0,0.0,0.0,51.1,51.1,51.1,0.0,0.0,50.87,50.87,50.87,0.0,0.0,51.08,51.08,51.08,0.0,0.0
2019-09-01,51.05,51.05,51.05,0.0,0.0,51.05,51.05,51.05,0.0,0.0,50.81,50.81,50.81,0.0,0.0,50.81,50.81,50.81,0.0,0.0
2019-09-08,50.38,50.38,50.38,0.0,0.0,50.7,50.7,50.7,0.0,0.0,50.34,50.34,50.34,0.0,0.0,50.5,50.5,50.5,0.0,0.0
2019-09-15,50.77,50.77,50.77,0.0,0.0,50.82,50.82,50.82,0.0,0.0,50.7,50.7,50.7,0.0,0.0,50.74,50.74,50.74,0.0,0.0
2019-09-22,50.96,50.96,50.96,0.0,0.0,50.96,50.96,50.96,0.0,0.0,50.7,50.7,50.7,0.0,0.0,50.75,50.75,50.75,0.0,0.0
2019-09-29,50.74,50.74,50.74,0.0,0.0,50.95,50.95,50.95,0.0,0.0,50.74,50.74,50.74,0.0,0.0,50.84,50.84,50.84,0.0,0.0
2019-10-06,50.56,50.56,50.56,0.0,0.0,50.69,50.69,50.69,0.0,0.0,50.56,50.56,50.56,0.0,0.0,50.66,50.66,50.66,0.0,0.0
2019-10-13,50.86,50.86,50.86,0.0,0.0,50.86,50.86,50.86,0.0,0.0,50.5,50.5,50.5,0.0,0.0,50.54,50.54,50.54,0.0,0.0
2019-10-20,50.75,50.75,50.75,0.0,0.0,50.75,50.75,50.75,0.0,0.0,50.54,50.54,50.54,0.0,0.0,50.56,50.56,50.56,0.0,0.0
2019-10-27,50.9,50.9,50.9,0.0,0.0,50.9,50.9,50.9,0.0,0.0,50.6,50.6,50.6,0.0,0.0,50.65,50.65,50.65,0.0,0.0
2019-11-03,50.41,50.41,50.41,0.0,0.0,50.41,50.41,50.41,0.0,0.0,50.27,50.27,50.27,0.0,0.0,50.31,50.31,50.31,0.0,0.0
2019-11-10,50.64,50.64,50.64,0.0,0.0,50.69,50.69,50.69,0.0,0.0,50.6,50.6,50.6,0.0,0.0,50.65,50.65,50.65,0.0,0.0
2019-11-17,50.92,50.92,50.92,0.0,0.0,50.92,50.92,50.92,0.0,0.0,50.65,50.65,50.65,0.0,0.0,50.67,50.67,50.67,0.0,0.0
2019-11-24,50.31,50.31,50.31,0.0,0.0,50.47,50.47,50.47,0.0,0.0,50.31,50.31,50.31,0.0,0.0,50.4,50.4,50.4,0.0,0.0
2019-12-01,50.49,50.49,50.49,0.0,0.0,50.56,50.56,50.56,0.0,0.0,50.49,50.49,50.49,0.0,0.0,50.52,50.52,50.52,0.0,0.0
2019-12-08,50.57,50.57,50.57,0.0,0.0,50.65,50.65,50.65,0.0,0.0,50.56,50.56,50.56,0.0,0.0,50.59,50.59,50.59,0.0,0.0
2019-12-15,50.44,50.44,50.44,0.0,0.0,50.52,50.52,50.52,0.0,0.0,50.41,50.41,50.41,0.0,0.0,50.48,50.48,50.48,0.0,0.0
2019-12-22,50.54,50.54,50.54,0.0,0.0,50.65,50.65,50.65,0.0,0.0,50.5,50.5,50.5,0.0,0.0,50.62,50.62,50.62,0.0,0.0
2019-12-29,50.79,50.79,50.79,0.0,0.0,51.02,51.02,51.02,0.0,0.0,50.77,50.77,50.77,0.0,0.0,50.85,50.85,50.85,0.0,0.0
