Date,NOA_Open_average,NOA_Open_max,NOA_Open_min,NOA_Open_volatility,NOA_Open_change,NOA_High_average,NOA_High_max,NOA_High_min,NOA_High_volatility,NOA_High_change,NOA_Low_average,NOA_Low_max,NOA_Low_min,NOA_Low_volatility,NOA_Low_change,NOA_Close_average,NOA_Close_max,NOA_Close_min,NOA_Close_volatility,NOA_Close_change,NOA_Volume_average,NOA_Volume_max,NOA_Volume_min,NOA_Volume_volatility,NOA_Volume_change
2018-01-14,4.97,5.05,4.95,0.09999999999999964,0.0,5.08,5.2,5.05,0.15000000000000036,0.15000000000000036,4.92,4.95,4.85,0.10000000000000053,0.04999999999999982,5.01,5.15,4.95,0.20000000000000018,0.20000000000000018,33122,71113,10524,60589,-10969
2018-01-21,5.12,5.2,5.1,0.10000000000000053,0.10000000000000053,5.220000000000001,5.4,5.15,0.25,0.04999999999999982,5.04,5.05,5.0,0.04999999999999982,0.0,5.09,5.15,5.05,0.10000000000000053,-0.04999999999999982,35776,84774,6345,78429,-78429
2018-01-28,4.81,5.05,4.5,0.5499999999999998,-0.5499999999999998,4.89,5.15,4.6,0.5500000000000007,-0.5,4.64,5.05,4.4,0.6499999999999995,-0.5999999999999996,4.71,5.05,4.5,0.5499999999999998,-0.5499999999999998,37028,59731,16264,43467,38560
2018-02-04,4.45,4.55,4.25,0.2999999999999998,-0.25,4.518,4.6,4.35,0.25,-0.25,4.36,4.5,4.2,0.2999999999999998,-0.2999999999999998,4.38,4.55,4.2,0.34999999999999964,-0.34999999999999964,21471,39689,8672,31017,12801
2018-02-11,4.612500000000001,4.95,4.2,0.75,0.75,4.85,5.2,4.6,0.6000000000000005,0.6000000000000005,4.5325,4.88,4.2,0.6799999999999997,0.6799999999999997,4.8,5.1,4.55,0.5499999999999998,0.5,35182,56337,20293,36044,-12999
2018-02-18,5.15,5.3,5.0,0.2999999999999998,-0.15000000000000036,5.2379999999999995,5.3,5.1,0.20000000000000018,-0.009999999999999787,5.0200000000000005,5.15,4.9,0.25,-0.09999999999999964,5.14,5.3,5.05,0.25,-0.14999999999999947,36148,52651,14872,37779,-22359
2018-02-25,5.04,5.2,4.8,0.40000000000000036,-0.35000000000000053,5.132,5.2,5.01,0.1900000000000004,-0.1900000000000004,4.93,5.15,4.75,0.40000000000000036,-0.40000000000000036,5.0,5.15,4.85,0.3000000000000007,-0.20000000000000018,21351,32320,5773,26547,24789
2018-03-04,4.97,5.15,4.85,0.3000000000000007,0.3000000000000007,5.11,5.2,4.95,0.25,0.25,4.83,5.05,4.55,0.5,0.5,5.0,5.1,4.9,0.1999999999999993,0.1999999999999993,47487,112611,16052,96559,-96559
2018-03-11,5.21,5.3,5.1,0.20000000000000018,0.20000000000000018,5.37,5.45,5.25,0.20000000000000018,0.15000000000000036,5.126,5.18,5.05,0.1299999999999999,0.1299999999999999,5.27,5.35,5.2,0.14999999999999947,0.04999999999999982,48806,66429,34183,32246,-4328
2018-03-18,5.43,5.6,5.3,0.2999999999999998,0.1999999999999993,5.609999999999999,5.75,5.5,0.25,0.09999999999999964,5.2860000000000005,5.4,5.15,0.25,-0.1999999999999993,5.36,5.45,5.3,0.15000000000000036,-0.04999999999999982,58973,90223,27072,63151,45820
2018-03-25,5.2425,5.32,5.15,0.16999999999999993,-0.14999999999999947,5.3125,5.35,5.25,0.09999999999999964,-0.04999999999999982,5.175,5.3,5.05,0.25,-0.10000000000000053,5.2425,5.3,5.2,0.09999999999999964,-0.019999999999999574,37529,55166,15753,39413,8888
2018-04-01,5.45,5.65,5.15,0.5,0.5,5.65,5.75,5.4,0.34999999999999964,0.34999999999999964,5.3,5.55,5.0,0.5499999999999998,0.14999999999999947,5.56,5.75,5.3,0.4500000000000002,0.4500000000000002,66239,109793,24799,84994,22198
2018-04-08,5.93,6.05,5.75,0.2999999999999998,0.25,6.13,6.2,6.05,0.15000000000000036,-0.10000000000000053,5.82,5.9,5.7,0.20000000000000018,0.20000000000000018,5.91,6.0,5.85,0.15000000000000036,0.15000000000000036,79222,132091,49537,82554,-82554
2018-04-15,6.05,6.25,5.9,0.34999999999999964,-0.09999999999999964,6.168,6.35,6.0,0.34999999999999964,0.08999999999999986,5.892,6.05,5.8,0.25,-0.040000000000000036,6.0,6.25,5.9,0.34999999999999964,-0.09999999999999964,47485,67436,22095,45341,16690
