Date,Direxion Daily SP 500 Bull_Open_average,Direxion Daily SP 500 Bull_Open_max,Direxion Daily SP 500 Bull_Open_min,Direxion Daily SP 500 Bull_Open_volatility,Direxion Daily SP 500 Bull_Open_change,Direxion Daily SP 500 Bull_High_average,Direxion Daily SP 500 Bull_High_max,Direxion Daily SP 500 Bull_High_min,Direxion Daily SP 500 Bull_High_volatility,Direxion Daily SP 500 Bull_High_change,Direxion Daily SP 500 Bull_Low_average,Direxion Daily SP 500 Bull_Low_max,Direxion Daily SP 500 Bull_Low_min,Direxion Daily SP 500 Bull_Low_volatility,Direxion Daily SP 500 Bull_Low_change,Direxion Daily SP 500 Bull_Close_average,Direxion Daily SP 500 Bull_Close_max,Direxion Daily SP 500 Bull_Close_min,Direxion Daily SP 500 Bull_Close_volatility,Direxion Daily SP 500 Bull_Close_change
2018-05-20,36.85,36.85,36.85,0.0,0.0,36.85,36.85,36.85,0.0,0.0,36.85,36.85,36.85,0.0,0.0,36.85,36.85,36.85,0.0,0.0
2018-05-27,37.25,37.25,37.25,0.0,0.0,37.25,37.25,37.25,0.0,0.0,37.0,37.0,37.0,0.0,0.0,37.0,37.0,37.0,0.0,0.0
2018-06-03,37.83,37.83,37.83,0.0,0.0,37.87,37.87,37.87,0.0,0.0,37.83,37.83,37.83,0.0,0.0,37.87,37.87,37.87,0.0,0.0
2018-06-10,37.87,37.87,37.87,0.0,0.0,37.92,37.92,37.92,0.0,0.0,37.7,37.7,37.7,0.0,0.0,37.87,37.87,37.87,0.0,0.0
2018-06-17,37.46,37.46,37.46,0.0,0.0,37.46,37.46,37.46,0.0,0.0,37.44,37.44,37.44,0.0,0.0,37.44,37.44,37.44,0.0,0.0
2018-06-24,36.94,36.94,36.94,0.0,0.0,37.11,37.11,37.11,0.0,0.0,36.94,36.94,36.94,0.0,0.0,36.97,36.97,36.97,0.0,0.0
2018-07-01,37.31,37.31,37.31,0.0,0.0,37.51,37.51,37.51,0.0,0.0,37.31,37.31,37.31,0.0,0.0,37.51,37.51,37.51,0.0,0.0
2018-07-08,38.2,38.2,38.2,0.0,0.0,38.2,38.2,38.2,0.0,0.0,38.16,38.16,38.16,0.0,0.0,38.16,38.16,38.16,0.0,0.0
2018-07-15,38.21,38.21,38.21,0.0,0.0,38.21,38.21,38.21,0.0,0.0,38.15,38.15,38.15,0.0,0.0,38.15,38.15,38.15,0.0,0.0
2018-07-22,38.92,38.92,38.92,0.0,0.0,38.92,38.92,38.92,0.0,0.0,38.35,38.35,38.35,0.0,0.0,38.46,38.46,38.46,0.0,0.0
2018-07-29,38.68,38.68,38.68,0.0,0.0,40.65,40.65,40.65,0.0,0.0,38.67,38.67,38.67,0.0,0.0,38.84,38.84,38.84,0.0,0.0
2018-08-05,38.77,38.77,38.77,0.0,0.0,38.77,38.77,38.77,0.0,0.0,38.68,38.68,38.68,0.0,0.0,38.74,38.74,38.74,0.0,0.0
2018-08-12,39.12,39.12,39.12,0.0,0.0,39.12,39.12,39.12,0.0,0.0,39.12,39.12,39.12,0.0,0.0,39.12,39.12,39.12,0.0,0.0
2018-08-19,39.36,39.36,39.36,0.0,0.0,39.5,39.5,39.5,0.0,0.0,39.36,39.36,39.36,0.0,0.0,39.48,39.48,39.48,0.0,0.0
2018-08-26,39.91,39.91,39.91,0.0,0.0,39.95,39.95,39.95,0.0,0.0,39.91,39.91,39.91,0.0,0.0,39.95,39.95,39.95,0.0,0.0
2018-09-02,39.64,39.64,39.64,0.0,0.0,39.64,39.64,39.64,0.0,0.0,39.55,39.55,39.55,0.0,0.0,39.55,39.55,39.55,0.0,0.0
2018-09-09,40.1,40.1,40.1,0.0,0.0,40.1,40.1,40.1,0.0,0.0,40.02,40.02,40.02,0.0,0.0,40.06,40.06,40.06,0.0,0.0
2018-09-16,40.6,40.6,40.6,0.0,0.0,40.6,40.6,40.6,0.0,0.0,40.6,40.6,40.6,0.0,0.0,40.6,40.6,40.6,0.0,0.0
2018-09-23,39.81,39.81,39.81,0.0,0.0,39.93,39.93,39.93,0.0,0.0,39.81,39.81,39.81,0.0,0.0,39.82,39.82,39.82,0.0,0.0
2018-09-30,39.2,39.2,39.2,0.0,0.0,39.41,39.41,39.41,0.0,0.0,39.2,39.2,39.2,0.0,0.0,39.41,39.41,39.41,0.0,0.0
2018-10-07,37.25,37.25,37.25,0.0,0.0,37.25,37.25,37.25,0.0,0.0,37.25,37.25,37.25,0.0,0.0,37.25,37.25,37.25,0.0,0.0
2018-10-14,37.42,37.42,37.42,0.0,0.0,37.44,37.44,37.44,0.0,0.0,37.36,37.36,37.36,0.0,0.0,37.36,37.36,37.36,0.0,0.0
2018-10-21,35.93,35.93,35.93,0.0,0.0,35.93,35.93,35.93,0.0,0.0,35.47,35.47,35.47,0.0,0.0,35.47,35.47,35.47,0.0,0.0
2018-10-28,36.92,36.92,36.92,0.0,0.0,36.92,36.92,36.92,0.0,0.0,35.77,35.77,35.77,0.0,0.0,35.77,35.77,35.77,0.0,0.0
2018-11-04,37.83,37.83,37.83,0.0,0.0,37.83,37.83,37.83,0.0,0.0,37.47,37.47,37.47,0.0,0.0,37.62,37.62,37.62,0.0,0.0
2018-11-11,36.57,36.57,36.57,0.0,0.0,36.93,36.93,36.93,0.0,0.0,36.57,36.57,36.57,0.0,0.0,36.93,36.93,36.93,0.0,0.0
2018-11-18,35.13,35.13,35.13,0.0,0.0,35.13,35.13,35.13,0.0,0.0,35.12,35.12,35.12,0.0,0.0,35.12,35.12,35.12,0.0,0.0
2018-11-25,35.83,35.83,35.83,0.0,0.0,35.83,35.83,35.83,0.0,0.0,35.14,35.14,35.14,0.0,0.0,35.14,35.14,35.14,0.0,0.0
2018-12-02,36.21,36.21,36.21,0.0,0.0,36.21,36.21,36.21,0.0,0.0,35.07,35.07,35.07,0.0,0.0,35.13,35.13,35.13,0.0,0.0
2018-12-09,35.04,35.04,35.04,0.0,0.0,35.12,35.12,35.12,0.0,0.0,34.51,34.51,34.51,0.0,0.0,34.63,34.63,34.63,0.0,0.0
2018-12-16,32.47,32.47,32.47,0.0,0.0,32.98,32.98,32.98,0.0,0.0,31.52,31.52,31.52,0.0,0.0,31.6,31.6,31.6,0.0,0.0
2018-12-23,32.67,32.67,32.67,0.0,0.0,32.74,32.74,32.74,0.0,0.0,32.28,32.28,32.28,0.0,0.0,32.38,32.38,32.38,0.0,0.0
2018-12-30,32.39,32.39,32.39,0.0,0.0,33.09,33.09,33.09,0.0,0.0,32.26,32.26,32.26,0.0,0.0,33.09,33.09,33.09,0.0,0.0
2019-01-06,33.95,33.95,33.95,0.0,0.0,34.18,34.18,34.18,0.0,0.0,33.94,33.94,33.94,0.0,0.0,34.18,34.18,34.18,0.0,0.0
2019-01-13,35.11,35.11,35.11,0.0,0.0,35.5,35.5,35.5,0.0,0.0,35.11,35.11,35.11,0.0,0.0,35.36,35.36,35.36,0.0,0.0
2019-01-20,35.41,35.41,35.41,0.0,0.0,35.41,35.41,35.41,0.0,0.0,35.28,35.28,35.28,0.0,0.0,35.3,35.3,35.3,0.0,0.0
2019-01-27,36.0,36.0,36.0,0.0,0.0,36.01,36.01,36.01,0.0,0.0,35.9,35.9,35.9,0.0,0.0,36.01,36.01,36.01,0.0,0.0
2019-02-03,35.83,35.83,35.83,0.0,0.0,36.05,36.05,36.05,0.0,0.0,35.67,35.67,35.67,0.0,0.0,36.05,36.05,36.05,0.0,0.0
2019-02-10,37.2,37.2,37.2,0.0,0.0,37.2,37.2,37.2,0.0,0.0,37.2,37.2,37.2,0.0,0.0,37.2,37.2,37.2,0.0,0.0
2019-02-17,37.46,37.46,37.46,0.0,0.0,37.51,37.51,37.51,0.0,0.0,37.39,37.39,37.39,0.0,0.0,37.51,37.51,37.51,0.0,0.0
2019-02-24,37.78,37.78,37.78,0.0,0.0,37.78,37.78,37.78,0.0,0.0,37.55,37.55,37.55,0.0,0.0,37.76,37.76,37.76,0.0,0.0
2019-03-03,36.42,36.42,36.42,0.0,0.0,36.69,36.69,36.69,0.0,0.0,36.33,36.33,36.33,0.0,0.0,36.69,36.69,36.69,0.0,0.0
2019-03-10,38.07,38.07,38.07,0.0,0.0,38.27,38.27,38.27,0.0,0.0,38.0,38.0,38.0,0.0,0.0,38.1,38.1,38.1,0.0,0.0
2019-03-17,38.5,38.5,38.5,0.0,0.0,38.51,38.51,38.51,0.0,0.0,37.73,37.73,37.73,0.0,0.0,37.73,37.73,37.73,0.0,0.0
2019-03-24,38.28,38.28,38.28,0.0,0.0,38.34,38.34,38.34,0.0,0.0,38.13,38.13,38.13,0.0,0.0,38.32,38.32,38.32,0.0,0.0
2019-03-31,39.31,39.31,39.31,0.0,0.0,39.38,39.38,39.38,0.0,0.0,39.31,39.31,39.31,0.0,0.0,39.37,39.37,39.37,0.0,0.0
2019-04-07,39.64,39.64,39.64,0.0,0.0,39.74,39.74,39.74,0.0,0.0,39.52,39.52,39.52,0.0,0.0,39.68,39.68,39.68,0.0,0.0
2019-04-14,39.63,39.63,39.63,0.0,0.0,39.68,39.68,39.68,0.0,0.0,39.51,39.51,39.51,0.0,0.0,39.65,39.65,39.65,0.0,0.0
2019-04-21,40.04,40.04,40.04,0.0,0.0,40.28,40.28,40.28,0.0,0.0,39.95,39.95,39.95,0.0,0.0,40.28,40.28,40.28,0.0,0.0
2019-04-28,40.17,40.17,40.17,0.0,0.0,40.48,40.48,40.48,0.0,0.0,40.11,40.11,40.11,0.0,0.0,40.4,40.4,40.4,0.0,0.0
2019-05-05,38.8,38.8,38.8,0.0,0.0,39.19,39.19,39.19,0.0,0.0,38.25,38.25,38.25,0.0,0.0,39.15,39.15,39.15,0.0,0.0
2019-05-12,38.86,38.86,38.86,0.0,0.0,39.16,39.16,39.16,0.0,0.0,38.82,38.82,38.82,0.0,0.0,38.89,38.89,38.89,0.0,0.0
2019-05-19,38.3,38.3,38.3,0.0,0.0,38.32,38.32,38.32,0.0,0.0,38.3,38.3,38.3,0.0,0.0,38.3,38.3,38.3,0.0,0.0
2019-05-26,37.0,37.0,37.0,0.0,0.0,37.02,37.02,37.02,0.0,0.0,36.92,36.92,36.92,0.0,0.0,36.92,36.92,36.92,0.0,0.0
2019-06-02,38.84,38.84,38.84,0.0,0.0,39.2,39.2,39.2,0.0,0.0,38.84,38.84,38.84,0.0,0.0,39.15,39.15,39.15,0.0,0.0
2019-06-09,39.34,39.34,39.34,0.0,0.0,39.44,39.44,39.44,0.0,0.0,39.34,39.34,39.34,0.0,0.0,39.44,39.44,39.44,0.0,0.0
2019-06-16,40.6,40.6,40.6,0.0,0.0,40.76,40.76,40.76,0.0,0.0,40.54,40.54,40.54,0.0,0.0,40.55,40.55,40.55,0.0,0.0
2019-06-23,39.52,39.52,39.52,0.0,0.0,39.63,39.63,39.63,0.0,0.0,39.47,39.47,39.47,0.0,0.0,39.63,39.63,39.63,0.0,0.0
2019-06-30,40.28,40.28,40.28,0.0,0.0,40.48,40.48,40.48,0.0,0.0,40.23,40.23,40.23,0.0,0.0,40.48,40.48,40.48,0.0,0.0
2019-07-07,40.84,40.84,40.84,0.0,0.0,40.99,40.99,40.99,0.0,0.0,40.84,40.84,40.84,0.0,0.0,40.99,40.99,40.99,0.0,0.0
2019-07-14,40.87,40.87,40.87,0.0,0.0,40.87,40.87,40.87,0.0,0.0,40.32,40.32,40.32,0.0,0.0,40.32,40.32,40.32,0.0,0.0
2019-07-21,41.05,41.05,41.05,0.0,0.0,41.22,41.22,41.22,0.0,0.0,41.03,41.03,41.03,0.0,0.0,41.22,41.22,41.22,0.0,0.0
2019-07-28,39.72,39.72,39.72,0.0,0.0,39.72,39.72,39.72,0.0,0.0,39.2,39.2,39.2,0.0,0.0,39.49,39.49,39.49,0.0,0.0
2019-08-04,39.44,39.44,39.44,0.0,0.0,39.44,39.44,39.44,0.0,0.0,39.13,39.13,39.13,0.0,0.0,39.29,39.29,39.29,0.0,0.0
2019-08-11,38.55,38.55,38.55,0.0,0.0,38.81,38.81,38.81,0.0,0.0,38.55,38.55,38.55,0.0,0.0,38.8,38.8,38.8,0.0,0.0
2019-08-18,39.35,39.35,39.35,0.0,0.0,39.35,39.35,39.35,0.0,0.0,37.99,37.99,37.99,0.0,0.0,37.99,37.99,37.99,0.0,0.0
2019-08-25,39.59,39.59,39.59,0.0,0.0,39.59,39.59,39.59,0.0,0.0,39.29,39.29,39.29,0.0,0.0,39.44,39.44,39.44,0.0,0.0
2019-09-01,40.29,40.29,40.29,0.0,0.0,40.45,40.45,40.45,0.0,0.0,40.29,40.29,40.29,0.0,0.0,40.39,40.39,40.39,0.0,0.0
2019-09-08,41.05,41.05,41.05,0.0,0.0,41.05,41.05,41.05,0.0,0.0,40.93,40.93,40.93,0.0,0.0,40.93,40.93,40.93,0.0,0.0
2019-09-15,41.01,41.01,41.01,0.0,0.0,41.01,41.01,41.01,0.0,0.0,40.72,40.72,40.72,0.0,0.0,40.72,40.72,40.72,0.0,0.0
2019-09-22,40.41,40.41,40.41,0.0,0.0,40.41,40.41,40.41,0.0,0.0,39.9,39.9,39.9,0.0,0.0,40.05,40.05,40.05,0.0,0.0
2019-09-29,39.46,39.46,39.46,0.0,0.0,39.94,39.94,39.94,0.0,0.0,39.46,39.46,39.46,0.0,0.0,39.94,39.94,39.94,0.0,0.0
2019-10-06,40.44,40.44,40.44,0.0,0.0,40.52,40.52,40.52,0.0,0.0,40.31,40.31,40.31,0.0,0.0,40.31,40.31,40.31,0.0,0.0
2019-10-13,40.7,40.7,40.7,0.0,0.0,40.7,40.7,40.7,0.0,0.0,40.62,40.62,40.62,0.0,0.0,40.62,40.62,40.62,0.0,0.0
2019-10-20,41.0,41.0,41.0,0.0,0.0,41.31,41.31,41.31,0.0,0.0,41.0,41.0,41.0,0.0,0.0,41.24,41.24,41.24,0.0,0.0
2019-10-27,41.83,41.83,41.83,0.0,0.0,42.02,42.02,42.02,0.0,0.0,41.81,41.81,41.81,0.0,0.0,42.02,42.02,42.02,0.0,0.0
2019-11-03,42.41,42.41,42.41,0.0,0.0,42.56,42.56,42.56,0.0,0.0,42.41,42.41,42.41,0.0,0.0,42.56,42.56,42.56,0.0,0.0
2019-11-10,42.87,42.87,42.87,0.0,0.0,43.09,43.09,43.09,0.0,0.0,42.87,42.87,42.87,0.0,0.0,43.09,43.09,43.09,0.0,0.0
2019-11-17,42.9,42.9,42.9,0.0,0.0,42.91,42.91,42.91,0.0,0.0,42.81,42.81,42.81,0.0,0.0,42.91,42.91,42.91,0.0,0.0
2019-11-24,43.65,43.65,43.65,0.0,0.0,43.65,43.65,43.65,0.0,0.0,43.53,43.53,43.53,0.0,0.0,43.53,43.53,43.53,0.0,0.0
2019-12-01,43.58,43.58,43.58,0.0,0.0,43.67,43.67,43.67,0.0,0.0,43.58,43.58,43.58,0.0,0.0,43.64,43.64,43.64,0.0,0.0
2019-12-08,43.74,43.74,43.74,0.0,0.0,43.84,43.84,43.84,0.0,0.0,43.72,43.72,43.72,0.0,0.0,43.83,43.83,43.83,0.0,0.0
2019-12-15,44.71,44.71,44.71,0.0,0.0,44.88,44.88,44.88,0.0,0.0,44.71,44.71,44.71,0.0,0.0,44.8,44.8,44.8,0.0,0.0
2019-12-22,44.81,44.81,44.81,0.0,0.0,44.81,44.81,44.81,0.0,0.0,44.73,44.73,44.73,0.0,0.0,44.73,44.73,44.73,0.0,0.0
2019-12-29,44.41,44.41,44.41,0.0,0.0,44.73,44.73,44.73,0.0,0.0,44.41,44.41,44.41,0.0,0.0,44.71,44.71,44.71,0.0,0.0
