Date,TISI_Open_average,TISI_Open_max,TISI_Open_min,TISI_Open_volatility,TISI_Open_change,TISI_High_average,TISI_High_max,TISI_High_min,TISI_High_volatility,TISI_High_change,TISI_Low_average,TISI_Low_max,TISI_Low_min,TISI_Low_volatility,TISI_Low_change,TISI_Close_average,TISI_Close_max,TISI_Close_min,TISI_Close_volatility,TISI_Close_change,TISI_Volume_average,TISI_Volume_max,TISI_Volume_min,TISI_Volume_volatility,TISI_Volume_change
2018-01-14,16.64,17.7,16.2,1.5,1.3000000000000007,17.07,18.5,16.55,1.9499999999999993,1.9499999999999993,16.310000000000002,17.3,15.9,1.4000000000000004,1.4000000000000004,16.68,17.8,16.15,1.6500000000000021,1.6500000000000021,727835,1303096,443071,860025,847440
2018-01-21,17.96,18.2,17.85,0.34999999999999787,-0.3000000000000007,18.15,18.25,18.05,0.1999999999999993,-0.10000000000000142,17.34,17.55,17.2,0.3500000000000014,0.05000000000000071,17.830000000000002,17.95,17.6,0.34999999999999787,-0.34999999999999787,511378,696270,398215,298055,-55442
2018-01-28,16.82,17.35,16.2,1.1500000000000021,-1.1500000000000021,17.052,17.6,16.45,1.1500000000000021,-1.1500000000000021,16.37,16.95,15.4,1.549999999999999,-1.4000000000000004,16.5,17.0,15.4,1.5999999999999996,-1.549999999999999,374926,465112,227173,237939,-24668
2018-02-04,16.25,17.3,14.9,2.4000000000000004,2.4000000000000004,16.832,17.3,16.1,1.1999999999999993,1.1999999999999993,16.03,16.9,14.8,2.099999999999998,2.099999999999998,16.57,17.2,15.8,1.3999999999999986,1.3000000000000007,522396,693097,351711,341386,97348
2018-02-11,17.275,17.75,16.9,0.8500000000000014,0.6000000000000014,17.737499999999997,18.2,17.15,1.0500000000000007,1.0500000000000007,17.0875,17.5,16.6,0.8999999999999986,0.8999999999999986,17.55,17.95,17.05,0.8999999999999986,0.8999999999999986,448113,531366,285412,245954,3469
2018-02-18,17.709999999999997,17.9,17.45,0.4499999999999993,-0.25,18.026,18.15,17.93,0.21999999999999886,-0.1999999999999993,17.4,17.6,17.2,0.40000000000000213,-0.15000000000000213,17.650000000000002,17.95,17.3,0.6499999999999986,0.09999999999999787,297141,507896,231121,276775,-261018
2018-02-25,17.04,17.95,16.45,1.5,-0.9499999999999993,17.45,18.2,17.25,0.9499999999999993,-0.9499999999999993,16.59,16.95,16.35,0.5999999999999979,-0.1999999999999993,16.9,17.15,16.35,0.7999999999999972,0.14999999999999858,319006,387862,272775,115087,-41720
2018-03-04,17.86,18.75,17.15,1.6000000000000014,1.6000000000000014,18.366,19.1,17.75,1.3500000000000014,1.3500000000000014,17.668,18.45,16.79,1.6600000000000001,1.6600000000000001,18.12,18.75,17.7,1.0500000000000007,1.0500000000000007,502974,770079,289211,480868,375538
2018-03-11,17.17,20.0,14.9,5.1,-3.4000000000000004,17.58,20.65,15.6,5.049999999999999,-3.299999999999999,15.556,18.2,13.78,4.42,-4.42,16.0,18.45,14.35,4.1,-4.1,1498936,2294501,661314,1633187,664989
2018-03-18,14.059999999999999,14.35,13.95,0.40000000000000036,-0.40000000000000036,14.23,14.5,14.0,0.5,-0.25,13.55,13.75,12.95,0.8000000000000007,-0.8000000000000007,13.93,14.2,13.55,0.6499999999999986,-0.6499999999999986,632792,735062,445739,289323,7954
