Date,Global X China ConsumerEtf_Open_average,Global X China ConsumerEtf_Open_max,Global X China ConsumerEtf_Open_min,Global X China ConsumerEtf_Open_volatility,Global X China ConsumerEtf_Open_change,Global X China ConsumerEtf_High_average,Global X China ConsumerEtf_High_max,Global X China ConsumerEtf_High_min,Global X China ConsumerEtf_High_volatility,Global X China ConsumerEtf_High_change,Global X China ConsumerEtf_Low_average,Global X China ConsumerEtf_Low_max,Global X China ConsumerEtf_Low_min,Global X China ConsumerEtf_Low_volatility,Global X China ConsumerEtf_Low_change,Global X China ConsumerEtf_Close_average,Global X China ConsumerEtf_Close_max,Global X China ConsumerEtf_Close_min,Global X China ConsumerEtf_Close_volatility,Global X China ConsumerEtf_Close_change
2018-04-08,19.01,19.01,19.01,0.0,0.0,19.01,19.01,19.01,0.0,0.0,18.67,18.67,18.67,0.0,0.0,18.75,18.75,18.75,0.0,0.0
2018-04-15,18.4,18.4,18.4,0.0,0.0,18.4,18.4,18.4,0.0,0.0,18.23,18.23,18.23,0.0,0.0,18.27,18.27,18.27,0.0,0.0
2018-04-22,18.21,18.21,18.21,0.0,0.0,18.23,18.23,18.23,0.0,0.0,18.11,18.11,18.11,0.0,0.0,18.22,18.22,18.22,0.0,0.0
2018-04-29,18.06,18.06,18.06,0.0,0.0,18.43,18.43,18.43,0.0,0.0,18.04,18.04,18.04,0.0,0.0,18.39,18.39,18.39,0.0,0.0
2018-05-06,19.0,19.0,19.0,0.0,0.0,19.05,19.05,19.05,0.0,0.0,18.91,18.91,18.91,0.0,0.0,18.95,18.95,18.95,0.0,0.0
2018-05-13,18.75,18.75,18.75,0.0,0.0,18.77,18.77,18.77,0.0,0.0,18.67,18.67,18.67,0.0,0.0,18.72,18.72,18.72,0.0,0.0
2018-05-20,19.08,19.08,19.08,0.0,0.0,19.16,19.16,19.16,0.0,0.0,19.05,19.05,19.05,0.0,0.0,19.07,19.07,19.07,0.0,0.0
2018-05-27,19.17,19.17,19.17,0.0,0.0,19.29,19.29,19.29,0.0,0.0,19.13,19.13,19.13,0.0,0.0,19.27,19.27,19.27,0.0,0.0
2018-06-03,19.48,19.48,19.48,0.0,0.0,19.76,19.76,19.76,0.0,0.0,19.34,19.34,19.34,0.0,0.0,19.73,19.73,19.73,0.0,0.0
2018-06-10,19.12,19.12,19.12,0.0,0.0,19.31,19.31,19.31,0.0,0.0,19.09,19.09,19.09,0.0,0.0,19.31,19.31,19.31,0.0,0.0
2018-06-17,18.61,18.61,18.61,0.0,0.0,18.79,18.79,18.79,0.0,0.0,18.61,18.61,18.61,0.0,0.0,18.65,18.65,18.65,0.0,0.0
2018-06-24,18.0,18.0,18.0,0.0,0.0,18.0,18.0,18.0,0.0,0.0,17.79,17.79,17.79,0.0,0.0,17.82,17.82,17.82,0.0,0.0
2018-07-01,17.06,17.06,17.06,0.0,0.0,17.48,17.48,17.48,0.0,0.0,17.06,17.06,17.06,0.0,0.0,17.44,17.44,17.44,0.0,0.0
2018-07-08,17.53,17.53,17.53,0.0,0.0,17.66,17.66,17.66,0.0,0.0,17.53,17.53,17.53,0.0,0.0,17.63,17.63,17.63,0.0,0.0
2018-07-15,17.05,17.05,17.05,0.0,0.0,17.16,17.16,17.16,0.0,0.0,17.05,17.05,17.05,0.0,0.0,17.09,17.09,17.09,0.0,0.0
2018-07-22,17.03,17.03,17.03,0.0,0.0,17.24,17.24,17.24,0.0,0.0,16.92,16.92,16.92,0.0,0.0,16.99,16.99,16.99,0.0,0.0
2018-07-29,16.24,16.24,16.24,0.0,0.0,16.3,16.3,16.3,0.0,0.0,16.15,16.15,16.15,0.0,0.0,16.21,16.21,16.21,0.0,0.0
2018-08-05,16.31,16.31,16.31,0.0,0.0,16.31,16.31,16.31,0.0,0.0,16.14,16.14,16.14,0.0,0.0,16.19,16.19,16.19,0.0,0.0
2018-08-12,15.43,15.43,15.43,0.0,0.0,15.59,15.59,15.59,0.0,0.0,15.28,15.28,15.28,0.0,0.0,15.55,15.55,15.55,0.0,0.0
2018-08-19,15.81,15.81,15.81,0.0,0.0,15.94,15.94,15.94,0.0,0.0,15.77,15.77,15.77,0.0,0.0,15.82,15.82,15.82,0.0,0.0
2018-08-26,16.01,16.01,16.01,0.0,0.0,16.16,16.16,16.16,0.0,0.0,16.01,16.01,16.01,0.0,0.0,16.06,16.06,16.06,0.0,0.0
2018-09-02,15.02,15.02,15.02,0.0,0.0,15.18,15.18,15.18,0.0,0.0,15.02,15.02,15.02,0.0,0.0,15.08,15.08,15.08,0.0,0.0
2018-09-09,14.91,14.91,14.91,0.0,0.0,14.98,14.98,14.98,0.0,0.0,14.78,14.78,14.78,0.0,0.0,14.82,14.82,14.82,0.0,0.0
2018-09-16,15.87,15.87,15.87,0.0,0.0,15.88,15.88,15.88,0.0,0.0,15.75,15.75,15.75,0.0,0.0,15.78,15.78,15.78,0.0,0.0
2018-09-23,15.38,15.38,15.38,0.0,0.0,15.5,15.5,15.5,0.0,0.0,15.38,15.38,15.38,0.0,0.0,15.44,15.44,15.44,0.0,0.0
2018-09-30,14.68,14.68,14.68,0.0,0.0,14.68,14.68,14.68,0.0,0.0,14.39,14.39,14.39,0.0,0.0,14.47,14.47,14.47,0.0,0.0
2018-10-07,13.83,13.83,13.83,0.0,0.0,14.0,14.0,14.0,0.0,0.0,13.79,13.79,13.79,0.0,0.0,13.95,13.95,13.95,0.0,0.0
2018-10-14,13.54,13.54,13.54,0.0,0.0,13.64,13.64,13.64,0.0,0.0,13.41,13.41,13.41,0.0,0.0,13.42,13.42,13.42,0.0,0.0
2018-10-21,13.16,13.16,13.16,0.0,0.0,13.36,13.36,13.36,0.0,0.0,13.06,13.06,13.06,0.0,0.0,13.26,13.26,13.26,0.0,0.0
2018-10-28,14.6,14.6,14.6,0.0,0.0,14.71,14.71,14.71,0.0,0.0,14.27,14.27,14.27,0.0,0.0,14.39,14.39,14.39,0.0,0.0
2018-11-04,13.72,13.72,13.72,0.0,0.0,13.72,13.72,13.72,0.0,0.0,13.51,13.51,13.51,0.0,0.0,13.54,13.54,13.54,0.0,0.0
2018-11-11,14.15,14.15,14.15,0.0,0.0,14.22,14.22,14.22,0.0,0.0,14.07,14.07,14.07,0.0,0.0,14.11,14.11,14.11,0.0,0.0
2018-11-18,13.75,13.75,13.75,0.0,0.0,13.8,13.8,13.8,0.0,0.0,13.65,13.65,13.65,0.0,0.0,13.77,13.77,13.77,0.0,0.0
2018-11-25,13.88,13.88,13.88,0.0,0.0,14.21,14.21,14.21,0.0,0.0,13.88,13.88,13.88,0.0,0.0,14.16,14.16,14.16,0.0,0.0
2018-12-02,13.98,13.98,13.98,0.0,0.0,14.13,14.13,14.13,0.0,0.0,13.77,13.77,13.77,0.0,0.0,13.81,13.81,13.81,0.0,0.0
2018-12-09,14.02,14.02,14.02,0.0,0.0,14.14,14.14,14.14,0.0,0.0,13.9,13.9,13.9,0.0,0.0,13.97,13.97,13.97,0.0,0.0
2018-12-16,13.22,13.22,13.22,0.0,0.0,13.32,13.32,13.32,0.0,0.0,13.04,13.04,13.04,0.0,0.0,13.17,13.17,13.17,0.0,0.0
2018-12-23,13.09,13.09,13.09,0.0,0.0,13.18,13.18,13.18,0.0,0.0,13.01,13.01,13.01,0.0,0.0,13.08,13.08,13.08,0.0,0.0
2018-12-30,12.76,12.76,12.76,0.0,0.0,13.11,13.11,13.11,0.0,0.0,12.75,12.75,12.75,0.0,0.0,13.1,13.1,13.1,0.0,0.0
2019-01-06,13.65,13.65,13.65,0.0,0.0,13.65,13.65,13.65,0.0,0.0,13.5,13.5,13.5,0.0,0.0,13.57,13.57,13.57,0.0,0.0
2019-01-13,14.12,14.12,14.12,0.0,0.0,14.25,14.25,14.25,0.0,0.0,14.01,14.01,14.01,0.0,0.0,14.21,14.21,14.21,0.0,0.0
2019-01-20,14.38,14.38,14.38,0.0,0.0,14.62,14.62,14.62,0.0,0.0,14.34,14.34,14.34,0.0,0.0,14.61,14.61,14.61,0.0,0.0
2019-01-27,14.77,14.77,14.77,0.0,0.0,14.89,14.89,14.89,0.0,0.0,14.77,14.77,14.77,0.0,0.0,14.87,14.87,14.87,0.0,0.0
2019-02-03,14.77,14.77,14.77,0.0,0.0,14.85,14.85,14.85,0.0,0.0,14.73,14.73,14.73,0.0,0.0,14.85,14.85,14.85,0.0,0.0
2019-02-10,15.38,15.38,15.38,0.0,0.0,15.41,15.41,15.41,0.0,0.0,15.17,15.17,15.17,0.0,0.0,15.23,15.23,15.23,0.0,0.0
2019-02-17,15.73,15.73,15.73,0.0,0.0,15.88,15.88,15.88,0.0,0.0,15.7,15.7,15.7,0.0,0.0,15.88,15.88,15.88,0.0,0.0
2019-02-24,16.32,16.32,16.32,0.0,0.0,16.39,16.39,16.39,0.0,0.0,16.27,16.27,16.27,0.0,0.0,16.29,16.29,16.29,0.0,0.0
2019-03-03,15.56,15.56,15.56,0.0,0.0,15.74,15.74,15.74,0.0,0.0,15.22,15.22,15.22,0.0,0.0,15.69,15.69,15.69,0.0,0.0
2019-03-10,15.98,15.98,15.98,0.0,0.0,16.11,16.11,16.11,0.0,0.0,15.98,15.98,15.98,0.0,0.0,16.03,16.03,16.03,0.0,0.0
2019-03-17,16.3,16.3,16.3,0.0,0.0,16.34,16.34,16.34,0.0,0.0,15.98,15.98,15.98,0.0,0.0,16.02,16.02,16.02,0.0,0.0
2019-03-24,16.56,16.56,16.56,0.0,0.0,16.7,16.7,16.7,0.0,0.0,16.49,16.49,16.49,0.0,0.0,16.67,16.67,16.67,0.0,0.0
2019-03-31,17.08,17.08,17.08,0.0,0.0,17.35,17.35,17.35,0.0,0.0,17.08,17.08,17.08,0.0,0.0,17.32,17.32,17.32,0.0,0.0
2019-04-07,17.3,17.3,17.3,0.0,0.0,17.4,17.4,17.4,0.0,0.0,17.3,17.3,17.3,0.0,0.0,17.33,17.33,17.33,0.0,0.0
2019-04-14,17.39,17.39,17.39,0.0,0.0,17.51,17.51,17.51,0.0,0.0,17.35,17.35,17.35,0.0,0.0,17.49,17.49,17.49,0.0,0.0
2019-04-21,17.04,17.04,17.04,0.0,0.0,17.11,17.11,17.11,0.0,0.0,16.95,16.95,16.95,0.0,0.0,17.11,17.11,17.11,0.0,0.0
2019-04-28,17.29,17.29,17.29,0.0,0.0,17.41,17.41,17.41,0.0,0.0,17.29,17.29,17.29,0.0,0.0,17.4,17.4,17.4,0.0,0.0
2019-05-05,16.09,16.09,16.09,0.0,0.0,16.09,16.09,16.09,0.0,0.0,15.78,15.78,15.78,0.0,0.0,16.03,16.03,16.03,0.0,0.0
2019-05-12,15.43,15.43,15.43,0.0,0.0,15.51,15.51,15.51,0.0,0.0,15.35,15.35,15.35,0.0,0.0,15.37,15.37,15.37,0.0,0.0
2019-05-19,14.66,14.66,14.66,0.0,0.0,14.69,14.69,14.69,0.0,0.0,14.45,14.45,14.45,0.0,0.0,14.47,14.47,14.47,0.0,0.0
2019-05-26,14.5,14.5,14.5,0.0,0.0,14.6,14.6,14.6,0.0,0.0,14.48,14.48,14.48,0.0,0.0,14.55,14.55,14.55,0.0,0.0
2019-06-02,14.7,14.7,14.7,0.0,0.0,14.89,14.89,14.89,0.0,0.0,14.7,14.7,14.7,0.0,0.0,14.82,14.82,14.82,0.0,0.0
2019-06-09,14.89,14.89,14.89,0.0,0.0,14.92,14.92,14.92,0.0,0.0,14.81,14.81,14.81,0.0,0.0,14.87,14.87,14.87,0.0,0.0
2019-06-16,15.87,15.87,15.87,0.0,0.0,15.9,15.9,15.9,0.0,0.0,15.76,15.76,15.76,0.0,0.0,15.81,15.81,15.81,0.0,0.0
2019-06-23,16.25,16.25,16.25,0.0,0.0,16.27,16.27,16.27,0.0,0.0,16.17,16.17,16.17,0.0,0.0,16.24,16.24,16.24,0.0,0.0
2019-06-30,16.4,16.4,16.4,0.0,0.0,16.4,16.4,16.4,0.0,0.0,16.32,16.32,16.32,0.0,0.0,16.39,16.39,16.39,0.0,0.0
2019-07-07,15.84,15.84,15.84,0.0,0.0,15.9,15.9,15.9,0.0,0.0,15.81,15.81,15.81,0.0,0.0,15.85,15.85,15.85,0.0,0.0
2019-07-14,16.21,16.21,16.21,0.0,0.0,16.22,16.22,16.22,0.0,0.0,16.06,16.06,16.06,0.0,0.0,16.09,16.09,16.09,0.0,0.0
2019-07-21,16.4,16.4,16.4,0.0,0.0,16.4,16.4,16.4,0.0,0.0,16.34,16.34,16.34,0.0,0.0,16.36,16.36,16.36,0.0,0.0
2019-07-28,15.32,15.32,15.32,0.0,0.0,15.43,15.43,15.43,0.0,0.0,15.27,15.27,15.27,0.0,0.0,15.34,15.34,15.34,0.0,0.0
2019-08-04,15.16,15.16,15.16,0.0,0.0,15.16,15.16,15.16,0.0,0.0,14.96,14.96,14.96,0.0,0.0,15.04,15.04,15.04,0.0,0.0
2019-08-11,15.32,15.32,15.32,0.0,0.0,15.63,15.63,15.63,0.0,0.0,15.3,15.3,15.3,0.0,0.0,15.59,15.59,15.59,0.0,0.0
2019-08-18,15.85,15.85,15.85,0.0,0.0,15.87,15.87,15.87,0.0,0.0,15.5,15.5,15.5,0.0,0.0,15.51,15.51,15.51,0.0,0.0
2019-08-25,16.44,16.44,16.44,0.0,0.0,16.5,16.5,16.5,0.0,0.0,16.35,16.35,16.35,0.0,0.0,16.4,16.4,16.4,0.0,0.0
2019-09-01,16.84,16.84,16.84,0.0,0.0,16.91,16.91,16.91,0.0,0.0,16.77,16.77,16.77,0.0,0.0,16.88,16.88,16.88,0.0,0.0
2019-09-08,17.34,17.34,17.34,0.0,0.0,17.42,17.42,17.42,0.0,0.0,17.26,17.26,17.26,0.0,0.0,17.35,17.35,17.35,0.0,0.0
2019-09-15,17.0,17.0,17.0,0.0,0.0,17.0,17.0,17.0,0.0,0.0,16.73,16.73,16.73,0.0,0.0,16.79,16.79,16.79,0.0,0.0
2019-09-22,16.25,16.25,16.25,0.0,0.0,16.41,16.41,16.41,0.0,0.0,15.75,15.75,15.75,0.0,0.0,15.87,15.87,15.87,0.0,0.0
2019-09-29,16.16,16.16,16.16,0.0,0.0,16.37,16.37,16.37,0.0,0.0,16.09,16.09,16.09,0.0,0.0,16.37,16.37,16.37,0.0,0.0
2019-10-06,16.66,16.66,16.66,0.0,0.0,16.92,16.92,16.92,0.0,0.0,16.66,16.66,16.66,0.0,0.0,16.72,16.72,16.72,0.0,0.0
2019-10-13,16.81,16.81,16.81,0.0,0.0,16.98,16.98,16.98,0.0,0.0,16.67,16.67,16.67,0.0,0.0,16.72,16.72,16.72,0.0,0.0
2019-10-20,17.17,17.17,17.17,0.0,0.0,17.45,17.45,17.45,0.0,0.0,17.13,17.13,17.13,0.0,0.0,17.41,17.41,17.41,0.0,0.0
2019-10-27,17.74,17.74,17.74,0.0,0.0,17.87,17.87,17.87,0.0,0.0,17.74,17.74,17.74,0.0,0.0,17.79,17.79,17.79,0.0,0.0
2019-11-03,18.39,18.39,18.39,0.0,0.0,18.44,18.44,18.44,0.0,0.0,18.31,18.31,18.31,0.0,0.0,18.38,18.38,18.38,0.0,0.0
2019-11-10,17.74,17.74,17.74,0.0,0.0,17.9,17.9,17.9,0.0,0.0,17.74,17.74,17.74,0.0,0.0,17.82,17.82,17.82,0.0,0.0
2019-11-17,17.47,17.47,17.47,0.0,0.0,17.54,17.54,17.54,0.0,0.0,17.4,17.4,17.4,0.0,0.0,17.51,17.51,17.51,0.0,0.0
2019-11-24,17.77,17.77,17.77,0.0,0.0,17.77,17.77,17.77,0.0,0.0,17.63,17.63,17.63,0.0,0.0,17.65,17.65,17.65,0.0,0.0
2019-12-01,17.91,17.91,17.91,0.0,0.0,18.04,18.04,18.04,0.0,0.0,17.91,17.91,17.91,0.0,0.0,17.96,17.96,17.96,0.0,0.0
2019-12-08,18.21,18.21,18.21,0.0,0.0,18.44,18.44,18.44,0.0,0.0,18.11,18.11,18.11,0.0,0.0,18.17,18.17,18.17,0.0,0.0
2019-12-15,18.35,18.35,18.35,0.0,0.0,18.5,18.5,18.5,0.0,0.0,18.35,18.35,18.35,0.0,0.0,18.44,18.44,18.44,0.0,0.0
2019-12-22,18.69,18.69,18.69,0.0,0.0,18.69,18.69,18.69,0.0,0.0,18.56,18.56,18.56,0.0,0.0,18.65,18.65,18.65,0.0,0.0
2019-12-29,18.9,18.9,18.9,0.0,0.0,19.15,19.15,19.15,0.0,0.0,18.88,18.88,18.88,0.0,0.0,19.07,19.07,19.07,0.0,0.0
