Date,Global X MSCI Argentina_Open_average,Global X MSCI Argentina_Open_max,Global X MSCI Argentina_Open_min,Global X MSCI Argentina_Open_volatility,Global X MSCI Argentina_Open_change,Global X MSCI Argentina_High_average,Global X MSCI Argentina_High_max,Global X MSCI Argentina_High_min,Global X MSCI Argentina_High_volatility,Global X MSCI Argentina_High_change,Global X MSCI Argentina_Low_average,Global X MSCI Argentina_Low_max,Global X MSCI Argentina_Low_min,Global X MSCI Argentina_Low_volatility,Global X MSCI Argentina_Low_change,Global X MSCI Argentina_Close_average,Global X MSCI Argentina_Close_max,Global X MSCI Argentina_Close_min,Global X MSCI Argentina_Close_volatility,Global X MSCI Argentina_Close_change
2018-01-14,37.75,37.75,37.75,0.0,0.0,37.82,37.82,37.82,0.0,0.0,37.56,37.56,37.56,0.0,0.0,37.79,37.79,37.79,0.0,0.0
2018-01-21,38.2,38.2,38.2,0.0,0.0,38.37,38.37,38.37,0.0,0.0,37.86,37.86,37.86,0.0,0.0,37.92,37.92,37.92,0.0,0.0
2018-01-28,35.99,35.99,35.99,0.0,0.0,36.0,36.0,36.0,0.0,0.0,34.82,34.82,34.82,0.0,0.0,35.11,35.11,35.11,0.0,0.0
2018-02-04,34.05,34.05,34.05,0.0,0.0,35.23,35.23,35.23,0.0,0.0,34.05,34.05,34.05,0.0,0.0,34.99,34.99,34.99,0.0,0.0
2018-02-11,36.73,36.73,36.73,0.0,0.0,37.25,37.25,37.25,0.0,0.0,36.73,36.73,36.73,0.0,0.0,36.85,36.85,36.85,0.0,0.0
2018-02-18,37.67,37.67,37.67,0.0,0.0,37.71,37.71,37.71,0.0,0.0,37.32,37.32,37.32,0.0,0.0,37.71,37.71,37.71,0.0,0.0
2018-02-25,36.15,36.15,36.15,0.0,0.0,36.77,36.77,36.77,0.0,0.0,36.15,36.15,36.15,0.0,0.0,36.59,36.59,36.59,0.0,0.0
2018-03-04,37.91,37.91,37.91,0.0,0.0,38.17,38.17,38.17,0.0,0.0,37.81,37.81,37.81,0.0,0.0,38.05,38.05,38.05,0.0,0.0
2018-03-11,36.79,36.79,36.79,0.0,0.0,36.85,36.85,36.85,0.0,0.0,36.02,36.02,36.02,0.0,0.0,36.14,36.14,36.14,0.0,0.0
2018-03-18,35.71,35.71,35.71,0.0,0.0,35.75,35.75,35.75,0.0,0.0,35.28,35.28,35.28,0.0,0.0,35.71,35.71,35.71,0.0,0.0
2018-03-25,35.64,35.64,35.64,0.0,0.0,35.69,35.69,35.69,0.0,0.0,35.18,35.18,35.18,0.0,0.0,35.42,35.42,35.42,0.0,0.0
2018-04-01,35.88,35.88,35.88,0.0,0.0,36.01,36.01,36.01,0.0,0.0,35.57,35.57,35.57,0.0,0.0,35.57,35.57,35.57,0.0,0.0
2018-04-08,35.68,35.68,35.68,0.0,0.0,35.68,35.68,35.68,0.0,0.0,35.12,35.12,35.12,0.0,0.0,35.17,35.17,35.17,0.0,0.0
2018-04-15,35.14,35.14,35.14,0.0,0.0,35.47,35.47,35.47,0.0,0.0,35.14,35.14,35.14,0.0,0.0,35.27,35.27,35.27,0.0,0.0
2018-04-22,34.91,34.91,34.91,0.0,0.0,35.17,35.17,35.17,0.0,0.0,34.88,34.88,34.88,0.0,0.0,34.97,34.97,34.97,0.0,0.0
2018-04-29,32.69,32.69,32.69,0.0,0.0,33.16,33.16,33.16,0.0,0.0,32.55,32.55,32.55,0.0,0.0,32.66,32.66,32.66,0.0,0.0
2018-05-06,31.45,31.45,31.45,0.0,0.0,31.45,31.45,31.45,0.0,0.0,30.77,30.77,30.77,0.0,0.0,30.83,30.83,30.83,0.0,0.0
2018-05-13,31.8,31.8,31.8,0.0,0.0,31.89,31.89,31.89,0.0,0.0,31.4,31.4,31.4,0.0,0.0,31.57,31.57,31.57,0.0,0.0
2018-05-20,31.16,31.16,31.16,0.0,0.0,31.24,31.24,31.24,0.0,0.0,31.0,31.0,31.0,0.0,0.0,31.17,31.17,31.17,0.0,0.0
2018-05-27,29.94,29.94,29.94,0.0,0.0,30.5,30.5,30.5,0.0,0.0,29.94,29.94,29.94,0.0,0.0,30.49,30.49,30.49,0.0,0.0
2018-06-03,30.89,30.89,30.89,0.0,0.0,31.49,31.49,31.49,0.0,0.0,30.76,30.76,30.76,0.0,0.0,31.0,31.0,31.0,0.0,0.0
2018-06-10,28.79,28.79,28.79,0.0,0.0,28.79,28.79,28.79,0.0,0.0,27.86,27.86,27.86,0.0,0.0,28.06,28.06,28.06,0.0,0.0
2018-06-17,28.9,28.9,28.9,0.0,0.0,29.08,29.08,29.08,0.0,0.0,28.18,28.18,28.18,0.0,0.0,28.31,28.31,28.31,0.0,0.0
2018-06-24,26.68,26.68,26.68,0.0,0.0,26.85,26.85,26.85,0.0,0.0,26.36,26.36,26.36,0.0,0.0,26.57,26.57,26.57,0.0,0.0
2018-07-01,28.66,28.66,28.66,0.0,0.0,28.76,28.76,28.76,0.0,0.0,28.45,28.45,28.45,0.0,0.0,28.63,28.63,28.63,0.0,0.0
2018-07-08,28.47,28.47,28.47,0.0,0.0,28.81,28.81,28.81,0.0,0.0,28.47,28.47,28.47,0.0,0.0,28.78,28.78,28.78,0.0,0.0
2018-07-15,29.76,29.76,29.76,0.0,0.0,29.76,29.76,29.76,0.0,0.0,29.4,29.4,29.4,0.0,0.0,29.48,29.48,29.48,0.0,0.0
2018-07-22,30.04,30.04,30.04,0.0,0.0,30.04,30.04,30.04,0.0,0.0,29.6,29.6,29.6,0.0,0.0,29.64,29.64,29.64,0.0,0.0
2018-07-29,29.2,29.2,29.2,0.0,0.0,29.39,29.39,29.39,0.0,0.0,29.2,29.2,29.2,0.0,0.0,29.37,29.37,29.37,0.0,0.0
2018-08-05,28.19,28.19,28.19,0.0,0.0,28.19,28.19,28.19,0.0,0.0,27.26,27.26,27.26,0.0,0.0,27.4,27.4,27.4,0.0,0.0
2018-08-12,26.41,26.41,26.41,0.0,0.0,26.41,26.41,26.41,0.0,0.0,26.06,26.06,26.06,0.0,0.0,26.26,26.26,26.26,0.0,0.0
2018-08-19,27.56,27.56,27.56,0.0,0.0,27.86,27.86,27.86,0.0,0.0,27.53,27.53,27.53,0.0,0.0,27.63,27.63,27.63,0.0,0.0
2018-08-26,25.02,25.02,25.02,0.0,0.0,26.16,26.16,26.16,0.0,0.0,25.02,25.02,25.02,0.0,0.0,26.11,26.11,26.11,0.0,0.0
