Date,DIS_Open_average,DIS_Open_max,DIS_Open_min,DIS_Open_volatility,DIS_Open_change,DIS_High_average,DIS_High_max,DIS_High_min,DIS_High_volatility,DIS_High_change,DIS_Low_average,DIS_Low_max,DIS_Low_min,DIS_Low_volatility,DIS_Low_change,DIS_Close_average,DIS_Close_max,DIS_Close_min,DIS_Close_volatility,DIS_Close_change,DIS_Volume_average,DIS_Volume_max,DIS_Volume_min,DIS_Volume_volatility,DIS_Volume_change
2018-01-14,111.45,113.07,110.27,2.799999999999997,-2.799999999999997,112.002,113.16,111.09,2.069999999999993,-1.5999999999999943,110.256,110.62,109.84,0.7800000000000011,-0.5600000000000023,110.954,111.97,110.42,1.5499999999999972,0.4099999999999966,8351745,10514262,7030711,3483551,4423
2018-01-21,110.948,112.1,110.27,1.8299999999999983,1.8299999999999983,111.874,112.53,111.14,1.3900000000000006,1.3100000000000023,110.44200000000001,111.24,109.89,1.3499999999999943,1.3499999999999943,111.038,112.19,110.41,1.7800000000000011,1.1300000000000097,7114333,7743825,6291011,1452814,-629516
2018-01-28,109.434,111.42,107.1,4.320000000000007,-4.320000000000007,110.48,112.42,108.63,3.7900000000000063,-3.7900000000000063,107.678,110.1,104.01,6.089999999999989,-6.089999999999989,108.534,110.49,104.7,5.789999999999992,-5.409999999999997,10561949,15107942,8393878,6714064,6714064
2018-02-04,104.532,107.83,102.55,5.280000000000001,1.0500000000000114,105.688,108.03,103.75,4.280000000000001,-1.5600000000000023,101.944,104.41,100.26,4.1499999999999915,0.3399999999999892,103.752,106.17,101.35,4.820000000000007,-2.780000000000001,12988400,17765068,9584727,8180341,-8180341
2018-02-11,104.17,105.36,102.64,2.719999999999999,2.549999999999997,105.495,107.34,104.31,3.030000000000001,3.030000000000001,103.55250000000001,105.19,102.4,2.789999999999992,2.789999999999992,105.1075,106.53,104.12,2.4099999999999966,2.4099999999999966,7778656,8746390,6494683,2251707,298522
2018-02-18,106.286,108.0,105.31,2.6899999999999977,1.6299999999999955,107.53,109.81,106.01,3.799999999999997,2.25,105.714,107.67,104.93,2.739999999999995,2.1500000000000057,106.666,109.81,105.05,4.760000000000005,3.8299999999999983,6435847,8138181,4462165,3676016,1403676
2018-02-25,104.272,108.0,102.0,6.0,-5.290000000000006,104.98,108.16,103.17,4.989999999999995,-4.189999999999998,102.636,104.85,101.33,3.519999999999996,-2.4299999999999926,103.39999999999999,104.87,102.57,2.3000000000000114,-1.460000000000008,9799956,14179597,5736713,8442884,-8442884
2018-03-04,104.172,104.72,103.72,1.0,0.7199999999999989,104.892,105.94,104.24,1.7000000000000028,0.9899999999999949,103.622,104.72,102.77,1.9500000000000028,1.2099999999999937,104.492,105.17,103.59,1.5799999999999983,0.23000000000000398,6232342,6626981,5618412,1008569,269084
2018-03-11,104.144,105.83,102.8,3.030000000000001,-3.030000000000001,104.396,105.83,102.95,2.8799999999999955,-2.8799999999999955,102.794,103.47,101.0,2.469999999999999,-2.4200000000000017,103.044,103.9,101.48,2.4200000000000017,-2.25,7024691,10467983,5174578,5293405,-188377
2018-03-18,101.008,101.54,99.86,1.6800000000000068,-1.6800000000000068,101.724,102.94,100.78,2.1599999999999966,-1.3700000000000045,100.022,101.42,98.45,2.969999999999999,-1.6700000000000017,100.592,101.82,98.54,3.279999999999987,-0.6999999999999886,7644693,8911556,6136431,2775125,-990264
