Date,HSC_Open_average,HSC_Open_max,HSC_Open_min,HSC_Open_volatility,HSC_Open_change,HSC_High_average,HSC_High_max,HSC_High_min,HSC_High_volatility,HSC_High_change,HSC_Low_average,HSC_Low_max,HSC_Low_min,HSC_Low_volatility,HSC_Low_change,HSC_Close_average,HSC_Close_max,HSC_Close_min,HSC_Close_volatility,HSC_Close_change,HSC_Volume_average,HSC_Volume_max,HSC_Volume_min,HSC_Volume_volatility,HSC_Volume_change
2018-01-14,19.330000000000002,19.6,18.95,0.6500000000000021,-0.25,19.6,20.0,19.45,0.5500000000000007,-0.5500000000000007,19.016000000000002,19.35,18.8,0.5500000000000007,-0.28000000000000114,19.259999999999998,19.5,18.95,0.5500000000000007,-0.10000000000000142,255672,309212,212930,96282,-7580
2018-01-21,18.74,19.15,18.5,0.6499999999999986,-0.6499999999999986,18.892,19.34,18.52,0.8200000000000003,-0.48999999999999844,18.378,18.75,18.15,0.6000000000000014,-0.4800000000000004,18.54,18.9,18.35,0.5499999999999972,-0.5499999999999972,341009,433804,238668,195136,147199
2018-01-28,18.0,18.35,17.5,0.8500000000000014,-0.6999999999999993,18.324,18.55,18.02,0.5300000000000011,-0.5300000000000011,17.54,17.9,16.7,1.1999999999999993,-1.0500000000000007,17.79,18.4,16.75,1.6499999999999986,-1.3500000000000014,389133,428603,328882,99721,-57909
2018-02-04,16.49,16.8,16.2,0.6000000000000014,-0.1999999999999993,16.788,17.05,16.45,0.6000000000000014,-0.4499999999999993,16.08,16.6,15.55,1.0500000000000007,-0.29999999999999893,16.46,16.95,16.1,0.8499999999999979,-0.5500000000000007,477443,583103,312677,270426,17146
2018-02-11,16.4375,16.75,16.1,0.6499999999999986,0.4499999999999993,16.7575,17.0,16.45,0.5500000000000007,0.4800000000000004,16.3,16.6,16.05,0.5500000000000007,0.3999999999999986,16.5375,16.9,16.3,0.5999999999999979,0.25,363157,467868,249894,217974,112160
2018-02-18,18.29,20.3,16.35,3.9499999999999993,3.900000000000002,19.31,21.6,16.95,4.650000000000002,4.650000000000002,18.04,20.2,16.2,4.0,3.9499999999999993,18.78,21.15,16.3,4.849999999999998,4.849999999999998,671968,1342130,361248,980882,277566
2018-02-25,20.36,21.2,19.55,1.6499999999999986,-1.1999999999999993,20.884,21.9,20.05,1.8499999999999979,-1.75,19.972,20.86,19.3,1.5599999999999987,-1.1600000000000001,20.16,21.05,19.8,1.25,-1.1999999999999993,593773,690799,482532,208267,-97418
2018-03-04,20.38,21.15,19.85,1.2999999999999972,1.1999999999999993,20.830000000000002,21.5,20.35,1.1499999999999986,1.1499999999999986,20.09,20.65,19.6,1.0499999999999972,1.0499999999999972,20.55,21.05,20.15,0.9000000000000021,0.7000000000000028,422589,494523,351665,142858,41988
2018-03-11,20.67,21.0,20.35,0.6499999999999986,-0.4499999999999993,21.06,21.45,20.7,0.75,-0.3999999999999986,20.336,20.68,20.15,0.5300000000000011,-0.5300000000000011,20.62,20.9,20.3,0.5999999999999979,0.14999999999999858,602219,1132932,303211,829721,-148623
2018-03-18,21.880000000000003,22.6,21.05,1.5500000000000007,0.8000000000000007,22.504,23.2,21.85,1.3499999999999979,-0.14999999999999858,21.294,21.9,20.7,1.1999999999999993,-0.25,21.919999999999998,22.85,21.45,1.4000000000000021,-0.4499999999999993,960444,1484398,550354,934044,-403899
2018-03-25,20.7625,21.45,20.5,0.9499999999999993,-0.8999999999999986,20.97,21.45,20.55,0.8999999999999986,-0.8999999999999986,20.0125,20.45,19.05,1.3999999999999986,-1.3499999999999979,20.2625,20.65,19.6,1.0499999999999972,-0.9499999999999993,586862,672466,391591,280875,280875
2018-04-01,20.45,20.95,19.75,1.1999999999999993,1.0,20.946,21.3,20.45,0.8500000000000014,0.370000000000001,20.088,20.44,19.6,0.8399999999999999,0.7900000000000027,20.68,21.25,20.4,0.8500000000000014,-0.14999999999999858,692486,830496,584811,245685,-241532
2018-04-08,21.53,21.95,21.05,0.8999999999999986,0.8499999999999979,21.77,21.95,21.5,0.4499999999999993,0.29999999999999716,21.25,21.6,20.85,0.75,0.75,21.61,21.8,21.45,0.3500000000000014,0.25,428167,544486,309723,234763,-234763
