Date,ECHOStock_Open_average,ECHOStock_Open_max,ECHOStock_Open_min,ECHOStock_Open_volatility,ECHOStock_Open_change,ECHOStock_High_average,ECHOStock_High_max,ECHOStock_High_min,ECHOStock_High_volatility,ECHOStock_High_change,ECHOStock_Low_average,ECHOStock_Low_max,ECHOStock_Low_min,ECHOStock_Low_volatility,ECHOStock_Low_change,ECHOStock_Close_average,ECHOStock_Close_max,ECHOStock_Close_min,ECHOStock_Close_volatility,ECHOStock_Close_change,ECHOStock_Volume_average,ECHOStock_Volume_max,ECHOStock_Volume_min,ECHOStock_Volume_volatility,ECHOStock_Volume_change
2018-01-14,28.9875,29.15,28.8,0.34999999999999787,-0.09999999999999787,29.4375,29.75,29.0,0.75,0.05000000000000071,28.36,28.65,28.07,0.5799999999999983,0.379999999999999,29.1,29.7,28.75,0.9499999999999993,0.9499999999999993,328251,415460,207642,207818,48521
2018-01-21,29.77,30.3,29.5,0.8000000000000007,0.8000000000000007,30.13,30.65,29.75,0.8999999999999986,0.8999999999999986,29.332,30.0,28.46,1.5399999999999991,1.5399999999999991,29.93,30.6,29.55,1.0500000000000007,0.9500000000000028,356848,562428,227539,334889,249919
2018-01-28,30.31,32.9,29.1,3.799999999999997,-3.599999999999998,30.580000000000002,32.95,29.55,3.400000000000002,-3.3500000000000014,28.908,30.05,27.76,2.289999999999999,-1.1700000000000017,29.63,30.35,29.05,1.3000000000000007,-1.3000000000000007,331815,393643,248420,145223,-86726
2018-02-04,29.02,31.5,27.45,4.050000000000001,0.29999999999999716,30.13,32.5,28.7,3.8000000000000007,0.9500000000000028,27.8,28.45,27.05,1.3999999999999986,-0.15000000000000213,28.58,29.25,28.15,1.1000000000000014,0.3000000000000007,668032,1595337,288417,1306920,412830
2018-02-11,29.16,29.8,28.65,1.1500000000000021,0.10000000000000142,29.6,29.95,28.95,1.0,-0.75,28.46,28.95,27.8,1.1499999999999986,-0.6499999999999986,28.990000000000002,29.5,27.85,1.6499999999999986,-1.5999999999999979,459178,524257,361204,163053,-23860
2018-02-18,26.9,27.65,25.9,1.75,-1.75,27.88,28.25,27.2,1.0500000000000007,-0.9200000000000017,26.225,26.95,24.35,2.599999999999998,-2.599999999999998,27.0375,27.35,26.75,0.6000000000000014,-0.15000000000000213,528104,659735,324859,334876,-43592
2018-02-25,26.97,27.7,26.05,1.6499999999999986,-0.9499999999999993,27.48,28.25,26.5,1.75,-1.25,26.52,27.5,25.85,1.6499999999999986,-1.1499999999999986,26.89,27.75,26.25,1.5,-1.3500000000000014,471154,555579,257577,298002,179895
2018-03-04,25.92,26.2,25.7,0.5,-0.09999999999999787,26.32,26.95,26.0,0.9499999999999993,0.5500000000000007,25.628,26.05,25.4,0.6500000000000021,0.5,26.04,26.9,25.65,1.25,1.0999999999999979,375983,403893,345101,58792,-26750
2018-03-11,27.07,27.6,26.75,0.8500000000000014,0.8000000000000007,27.45,27.8,27.15,0.6500000000000021,0.6500000000000021,26.66,26.9,26.5,0.3999999999999986,0.3999999999999986,27.16,27.55,26.65,0.9000000000000021,0.9000000000000021,471589,754574,265273,489301,489301
2018-03-18,27.78,28.25,27.5,0.75,0.75,28.148,28.4,27.6,0.7999999999999972,0.75,27.37,27.5,27.0,0.5,0.5,27.86,28.3,27.6,0.6999999999999993,0.09999999999999787,362639,545033,268192,276841,265683
