Date,Direxion Daily Small Cap Bull 2X Shares_Open_average,Direxion Daily Small Cap Bull 2X Shares_Open_max,Direxion Daily Small Cap Bull 2X Shares_Open_min,Direxion Daily Small Cap Bull 2X Shares_Open_volatility,Direxion Daily Small Cap Bull 2X Shares_Open_change,Direxion Daily Small Cap Bull 2X Shares_High_average,Direxion Daily Small Cap Bull 2X Shares_High_max,Direxion Daily Small Cap Bull 2X Shares_High_min,Direxion Daily Small Cap Bull 2X Shares_High_volatility,Direxion Daily Small Cap Bull 2X Shares_High_change,Direxion Daily Small Cap Bull 2X Shares_Low_average,Direxion Daily Small Cap Bull 2X Shares_Low_max,Direxion Daily Small Cap Bull 2X Shares_Low_min,Direxion Daily Small Cap Bull 2X Shares_Low_volatility,Direxion Daily Small Cap Bull 2X Shares_Low_change,Direxion Daily Small Cap Bull 2X Shares_Close_average,Direxion Daily Small Cap Bull 2X Shares_Close_max,Direxion Daily Small Cap Bull 2X Shares_Close_min,Direxion Daily Small Cap Bull 2X Shares_Close_volatility,Direxion Daily Small Cap Bull 2X Shares_Close_change
2018-01-14,53.24,53.24,53.24,0.0,0.0,53.24,53.24,53.24,0.0,0.0,53.24,53.24,53.24,0.0,0.0,53.24,53.24,53.24,0.0,0.0
2018-01-21,55.11,55.11,55.11,0.0,0.0,55.11,55.11,55.11,0.0,0.0,54.92,54.92,54.92,0.0,0.0,54.92,54.92,54.92,0.0,0.0
2018-01-28,52.65,52.65,52.65,0.0,0.0,52.65,52.65,52.65,0.0,0.0,52.65,52.65,52.65,0.0,0.0,52.65,52.65,52.65,0.0,0.0
2018-02-04,46.35,46.35,46.35,0.0,0.0,46.35,46.35,46.35,0.0,0.0,46.34,46.34,46.34,0.0,0.0,46.34,46.34,46.34,0.0,0.0
2018-02-11,49.95,49.95,49.95,0.0,0.0,49.95,49.95,49.95,0.0,0.0,49.39,49.39,49.39,0.0,0.0,49.39,49.39,49.39,0.0,0.0
2018-02-18,50.35,50.35,50.35,0.0,0.0,50.36,50.36,50.36,0.0,0.0,50.35,50.35,50.35,0.0,0.0,50.36,50.36,50.36,0.0,0.0
2018-02-25,49.4,49.4,49.4,0.0,0.0,49.4,49.4,49.4,0.0,0.0,49.4,49.4,49.4,0.0,0.0,49.4,49.4,49.4,0.0,0.0
2018-03-04,53.12,53.12,53.12,0.0,0.0,54.0,54.0,54.0,0.0,0.0,53.12,53.12,53.12,0.0,0.0,54.0,54.0,54.0,0.0,0.0
2018-03-11,53.0,53.0,53.0,0.0,0.0,53.0,53.0,53.0,0.0,0.0,53.0,53.0,53.0,0.0,0.0,53.0,53.0,53.0,0.0,0.0
2018-03-18,50.78,50.78,50.78,0.0,0.0,50.78,50.78,50.78,0.0,0.0,50.78,50.78,50.78,0.0,0.0,50.78,50.78,50.78,0.0,0.0
2018-03-25,49.03,49.03,49.03,0.0,0.0,49.22,49.22,49.22,0.0,0.0,49.03,49.03,49.03,0.0,0.0,49.22,49.22,49.22,0.0,0.0
2018-04-01,49.79,49.79,49.79,0.0,0.0,49.79,49.79,49.79,0.0,0.0,48.52,48.52,48.52,0.0,0.0,48.52,48.52,48.52,0.0,0.0
2018-04-08,51.04,51.04,51.04,0.0,0.0,51.1,51.1,51.1,0.0,0.0,51.04,51.04,51.04,0.0,0.0,51.08,51.08,51.08,0.0,0.0
2018-04-15,52.06,52.06,52.06,0.0,0.0,52.06,52.06,52.06,0.0,0.0,52.06,52.06,52.06,0.0,0.0,52.06,52.06,52.06,0.0,0.0
