Date,VXRT_stock_Open_average,VXRT_stock_Open_max,VXRT_stock_Open_min,VXRT_stock_Open_volatility,VXRT_stock_Open_change,VXRT_stock_High_average,VXRT_stock_High_max,VXRT_stock_High_min,VXRT_stock_High_volatility,VXRT_stock_High_change,VXRT_stock_Low_average,VXRT_stock_Low_max,VXRT_stock_Low_min,VXRT_stock_Low_volatility,VXRT_stock_Low_change,VXRT_stock_Close_average,VXRT_stock_Close_max,VXRT_stock_Close_min,VXRT_stock_Close_volatility,VXRT_stock_Close_change,VXRT_stock_Volume_average,VXRT_stock_Volume_max,VXRT_stock_Volume_min,VXRT_stock_Volume_volatility,VXRT_stock_Volume_change
2018-01-14,7.369,7.7,7.069,0.6310000000000002,-0.21999999999999975,7.75225,7.865,7.579,0.2860000000000005,0.16500000000000004,7.09525,7.273,6.944,0.32899999999999974,0.32899999999999974,7.2875,7.37,7.15,0.21999999999999975,0.21999999999999975,50111,112719,20230,92489,-92489
2018-01-21,6.7744,7.37,6.534,0.8360000000000003,-0.8360000000000003,7.0283999999999995,7.59,6.707999999999999,0.8820000000000006,-0.8820000000000006,6.4412,6.54,6.305,0.23500000000000032,0.18600000000000083,6.7250000000000005,6.917000000000001,6.534,0.3830000000000009,-0.07299999999999951,30936,66238,16935,49303,-49303
2018-01-28,6.6144,6.82,6.38,0.4400000000000004,-0.11000000000000032,6.8388,6.925,6.709,0.2160000000000002,-0.10200000000000031,6.391,6.511,6.171,0.33999999999999986,-0.08700000000000063,6.5334,6.71,6.402,0.30799999999999983,0.11000000000000032,24837,32466,16462,16004,-957
2018-02-04,7.4676,8.8,6.6,2.200000000000001,2.200000000000001,8.1488,9.46,7.257000000000001,2.2030000000000003,2.131000000000001,6.9752,7.92,6.49,1.4299999999999997,1.4289999999999994,7.6049999999999995,8.69,6.82,1.8699999999999992,1.4609999999999985,137157,272658,26678,245980,221663
2018-02-11,8.4066,9.24,7.6,1.6400000000000006,-0.9670000000000005,8.77,9.24,7.89,1.3500000000000005,-1.3500000000000005,7.4894,8.469,5.93,2.5389999999999997,-2.4480000000000004,8.137,9.047,6.558,2.4890000000000008,-2.242000000000001,58855,89340,13267,76073,561
2018-02-18,6.135,6.73,5.66,1.0700000000000003,-1.0700000000000003,6.2375,6.73,5.88,0.8500000000000005,-0.8500000000000005,5.5525,6.02,5.04,0.9799999999999995,-0.4899999999999993,5.99,6.19,5.69,0.5,-0.4899999999999993,44792,61454,29665,31789,-21601
2018-02-25,5.5656,5.74,5.4,0.33999999999999986,-0.33999999999999986,5.99,6.28,5.5,0.7800000000000002,-0.7800000000000002,5.362,5.74,4.85,0.8900000000000006,-0.8900000000000006,5.474,5.9,4.95,0.9500000000000002,-0.9500000000000002,31162,47527,18334,29193,26907
2018-03-04,5.5464,5.93,4.9,1.0299999999999994,1.0019999999999998,6.2032,6.7,5.619,1.0810000000000004,0.48099999999999987,5.3424,5.5729999999999995,4.9,0.6729999999999992,0.6599999999999993,5.744,5.87,5.53,0.33999999999999986,0.2699999999999996,59422,96854,19174,77680,-62302
2018-03-11,6.5206,7.0,5.75,1.25,1.0099999999999998,7.104,8.05,6.39,1.660000000000001,0.5600000000000005,6.1472,6.855,5.75,1.1050000000000004,0.08999999999999986,6.562,6.94,6.11,0.8300000000000001,0.1899999999999995,109856,219674,53182,166492,-55390
2018-03-18,5.638,6.25,5.1,1.1500000000000004,-1.1500000000000004,6.07,6.26,5.84,0.41999999999999993,-0.17999999999999972,5.314,5.77,5.1,0.6699999999999999,-0.6699999999999999,5.594,5.91,5.42,0.4900000000000002,-0.4500000000000002,21798,40829,12682,28147,-28147
