Date,ProShares K-1 Free Crude Oil StrategyEtf_Open_average,ProShares K-1 Free Crude Oil StrategyEtf_Open_max,ProShares K-1 Free Crude Oil StrategyEtf_Open_min,ProShares K-1 Free Crude Oil StrategyEtf_Open_volatility,ProShares K-1 Free Crude Oil StrategyEtf_Open_change,ProShares K-1 Free Crude Oil StrategyEtf_High_average,ProShares K-1 Free Crude Oil StrategyEtf_High_max,ProShares K-1 Free Crude Oil StrategyEtf_High_min,ProShares K-1 Free Crude Oil StrategyEtf_High_volatility,ProShares K-1 Free Crude Oil StrategyEtf_High_change,ProShares K-1 Free Crude Oil StrategyEtf_Low_average,ProShares K-1 Free Crude Oil StrategyEtf_Low_max,ProShares K-1 Free Crude Oil StrategyEtf_Low_min,ProShares K-1 Free Crude Oil StrategyEtf_Low_volatility,ProShares K-1 Free Crude Oil StrategyEtf_Low_change,ProShares K-1 Free Crude Oil StrategyEtf_Close_average,ProShares K-1 Free Crude Oil StrategyEtf_Close_max,ProShares K-1 Free Crude Oil StrategyEtf_Close_min,ProShares K-1 Free Crude Oil StrategyEtf_Close_volatility,ProShares K-1 Free Crude Oil StrategyEtf_Close_change
2018-03-25,116.75,116.75,116.75,0.0,0.0,117.95,117.95,117.95,0.0,0.0,116.1,116.1,116.1,0.0,0.0,117.8,117.8,117.8,0.0,0.0
2018-04-01,114.45,114.45,114.45,0.0,0.0,114.45,114.45,114.45,0.0,0.0,113.8,113.8,113.8,0.0,0.0,113.8,113.8,113.8,0.0,0.0
2018-04-08,121.47,121.47,121.47,0.0,0.0,122.05,122.05,122.05,0.0,0.0,121.47,121.47,121.47,0.0,0.0,121.5,121.5,121.5,0.0,0.0
2018-04-15,122.55,122.55,122.55,0.0,0.0,123.95,123.95,123.95,0.0,0.0,122.5,122.5,122.5,0.0,0.0,123.45,123.45,123.45,0.0,0.0
2018-04-22,123.0,123.0,123.0,0.0,0.0,123.3,123.3,123.3,0.0,0.0,123.0,123.0,123.0,0.0,0.0,123.25,123.25,123.25,0.0,0.0
2018-04-29,125.0,125.0,125.0,0.0,0.0,126.65,126.65,126.65,0.0,0.0,125.0,125.0,125.0,0.0,0.0,126.35,126.35,126.35,0.0,0.0
2018-05-06,129.0,129.0,129.0,0.0,0.0,129.15,129.15,129.15,0.0,0.0,128.0,128.0,128.0,0.0,0.0,128.0,128.0,128.0,0.0,0.0
2018-05-13,129.6,129.6,129.6,0.0,0.0,129.75,129.75,129.75,0.0,0.0,129.45,129.45,129.45,0.0,0.0,129.48,129.48,129.48,0.0,0.0
2018-05-20,124.95,124.95,124.95,0.0,0.0,124.95,124.95,124.95,0.0,0.0,122.7,122.7,122.7,0.0,0.0,122.95,122.95,122.95,0.0,0.0
2018-05-27,120.49,120.49,120.49,0.0,0.0,120.49,120.49,120.49,0.0,0.0,119.5,119.5,119.5,0.0,0.0,119.75,119.75,119.75,0.0,0.0
2018-06-03,119.5,119.5,119.5,0.0,0.0,119.8,119.8,119.8,0.0,0.0,118.4,118.4,118.4,0.0,0.0,119.07,119.07,119.07,0.0,0.0
2018-06-10,120.0,120.0,120.0,0.0,0.0,120.0,120.0,120.0,0.0,0.0,117.15,117.15,117.15,0.0,0.0,117.8,117.8,117.8,0.0,0.0
2018-06-17,123.0,123.0,123.0,0.0,0.0,125.0,125.0,125.0,0.0,0.0,122.35,122.35,122.35,0.0,0.0,124.65,124.65,124.65,0.0,0.0
2018-06-24,134.94,134.94,134.94,0.0,0.0,135.15,135.15,135.15,0.0,0.0,134.42,134.42,134.42,0.0,0.0,135.15,135.15,135.15,0.0,0.0
2018-07-01,131.55,131.55,131.55,0.0,0.0,134.15,134.15,134.15,0.0,0.0,131.55,131.55,131.55,0.0,0.0,134.08,134.08,134.08,0.0,0.0
2018-07-08,128.65,128.65,128.65,0.0,0.0,130.37,130.37,130.37,0.0,0.0,128.55,128.55,128.55,0.0,0.0,130.37,130.37,130.37,0.0,0.0
2018-07-15,126.7,126.7,126.7,0.0,0.0,126.7,126.7,126.7,0.0,0.0,126.35,126.35,126.35,0.0,0.0,126.5,126.5,126.5,0.0,0.0
2018-07-22,129.0,129.0,129.0,0.0,0.0,129.0,129.0,129.0,0.0,0.0,126.75,126.75,126.75,0.0,0.0,127.5,127.5,127.5,0.0,0.0
2018-07-29,127.6,127.6,127.6,0.0,0.0,127.6,127.6,127.6,0.0,0.0,127.35,127.35,127.35,0.0,0.0,127.35,127.35,127.35,0.0,0.0
2018-08-05,125.0,125.0,125.0,0.0,0.0,125.87,125.87,125.87,0.0,0.0,125.0,125.0,125.0,0.0,0.0,125.35,125.35,125.35,0.0,0.0
2018-08-12,122.3,122.3,122.3,0.0,0.0,122.3,122.3,122.3,0.0,0.0,121.65,121.65,121.65,0.0,0.0,122.25,122.25,122.25,0.0,0.0
2018-08-19,129.25,129.25,129.25,0.0,0.0,129.65,129.65,129.65,0.0,0.0,128.4,128.4,128.4,0.0,0.0,128.5,128.5,128.5,0.0,0.0
2018-08-26,131.37,131.37,131.37,0.0,0.0,131.8,131.8,131.8,0.0,0.0,131.05,131.05,131.05,0.0,0.0,131.25,131.25,131.25,0.0,0.0
2018-09-02,126.02,126.02,126.02,0.0,0.0,127.2,127.2,127.2,0.0,0.0,126.02,126.02,126.02,0.0,0.0,127.15,127.15,127.15,0.0,0.0
2018-09-09,128.96,128.96,128.96,0.0,0.0,130.45,130.45,130.45,0.0,0.0,128.96,128.96,128.96,0.0,0.0,129.5,129.5,129.5,0.0,0.0
2018-09-16,133.55,133.55,133.55,0.0,0.0,135.05,135.05,135.05,0.0,0.0,132.05,132.05,132.05,0.0,0.0,133.0,133.0,133.0,0.0,0.0
2018-09-23,135.95,135.95,135.95,0.0,0.0,138.57,138.57,138.57,0.0,0.0,135.95,135.95,135.95,0.0,0.0,137.95,137.95,137.95,0.0,0.0
2018-09-30,140.1,140.1,140.1,0.0,0.0,140.75,140.75,140.75,0.0,0.0,139.41,139.41,139.41,0.0,0.0,139.9,139.9,139.9,0.0,0.0
2018-10-07,134.85,134.85,134.85,0.0,0.0,135.0,135.0,135.0,0.0,0.0,133.5,133.5,133.5,0.0,0.0,135.0,135.0,135.0,0.0,0.0
2018-10-14,130.95,130.95,130.95,0.0,0.0,131.75,131.75,131.75,0.0,0.0,130.5,130.5,130.5,0.0,0.0,130.95,130.95,130.95,0.0,0.0
2018-10-21,125.8,125.8,125.8,0.0,0.0,128.2,128.2,128.2,0.0,0.0,125.7,125.7,125.7,0.0,0.0,127.75,127.75,127.75,0.0,0.0
2018-10-28,119.45,119.45,119.45,0.0,0.0,119.81,119.81,119.81,0.0,0.0,118.8,118.8,118.8,0.0,0.0,118.8,118.8,118.8,0.0,0.0
2018-11-04,112.7,112.7,112.7,0.0,0.0,114.19,114.19,114.19,0.0,0.0,112.0,112.0,112.0,0.0,0.0,113.05,113.05,113.05,0.0,0.0
2018-11-11,108.7,108.7,108.7,0.0,0.0,109.45,109.45,109.45,0.0,0.0,106.8,106.8,106.8,0.0,0.0,107.35,107.35,107.35,0.0,0.0
2018-11-18,96.95,96.95,96.95,0.0,0.0,97.35,97.35,97.35,0.0,0.0,95.65,95.65,95.65,0.0,0.0,96.7,96.7,96.7,0.0,0.0
2018-11-25,94.75,94.75,94.75,0.0,0.0,96.95,96.95,96.95,0.0,0.0,93.9,93.9,93.9,0.0,0.0,95.15,95.15,95.15,0.0,0.0
2018-12-02,101.3,101.3,101.3,0.0,0.0,101.8,101.8,101.8,0.0,0.0,98.7,98.7,98.7,0.0,0.0,98.95,98.95,98.95,0.0,0.0
2018-12-09,98.8,98.8,98.8,0.0,0.0,98.8,98.8,98.8,0.0,0.0,96.35,96.35,96.35,0.0,0.0,96.38,96.38,96.38,0.0,0.0
2018-12-16,85.85,85.85,85.85,0.0,0.0,86.65,86.65,86.65,0.0,0.0,85.0,85.0,85.0,0.0,0.0,85.35,85.35,85.35,0.0,0.0
2018-12-23,83.9,83.9,83.9,0.0,0.0,84.9,84.9,84.9,0.0,0.0,83.3,83.3,83.3,0.0,0.0,84.4,84.4,84.4,0.0,0.0
2018-12-30,90.05,90.05,90.05,0.0,0.0,91.85,91.85,91.85,0.0,0.0,89.3,89.3,89.3,0.0,0.0,90.15,90.15,90.15,0.0,0.0
2019-01-06,96.9,96.9,96.9,0.0,0.0,97.64,97.64,97.64,0.0,0.0,95.75,95.75,95.75,0.0,0.0,96.48,96.48,96.48,0.0,0.0
2019-01-13,97.9,97.9,97.9,0.0,0.0,100.2,100.2,100.2,0.0,0.0,97.9,97.9,97.9,0.0,0.0,99.85,99.85,99.85,0.0,0.0
2019-01-20,98.9,98.9,98.9,0.0,0.0,99.65,99.65,99.65,0.0,0.0,98.55,98.55,98.55,0.0,0.0,99.15,99.15,99.15,0.0,0.0
2019-01-27,101.0,101.0,101.0,0.0,0.0,102.85,102.85,102.85,0.0,0.0,100.99,100.99,100.99,0.0,0.0,102.6,102.6,102.6,0.0,0.0
2019-02-03,97.75,97.75,97.75,0.0,0.0,97.88,97.88,97.88,0.0,0.0,97.4,97.4,97.4,0.0,0.0,97.84,97.84,97.84,0.0,0.0
2019-02-10,102.7,102.7,102.7,0.0,0.0,103.6,103.6,103.6,0.0,0.0,102.55,102.55,102.55,0.0,0.0,103.5,103.5,103.5,0.0,0.0
2019-02-17,106.0,106.0,106.0,0.0,0.0,106.5,106.5,106.5,0.0,0.0,105.5,105.5,105.5,0.0,0.0,105.53,105.53,105.53,0.0,0.0
2019-02-24,105.25,105.25,105.25,0.0,0.0,105.25,105.25,105.25,0.0,0.0,102.8,102.8,102.8,0.0,0.0,103.05,103.05,103.05,0.0,0.0
2019-03-03,101.85,101.85,101.85,0.0,0.0,103.7,103.7,103.7,0.0,0.0,101.2,101.2,101.2,0.0,0.0,103.67,103.67,103.67,0.0,0.0
2019-03-10,106.9,106.9,106.9,0.0,0.0,107.9,107.9,107.9,0.0,0.0,106.8,106.8,106.8,0.0,0.0,107.6,107.6,107.6,0.0,0.0
2019-03-17,108.1,108.1,108.1,0.0,0.0,108.1,108.1,108.1,0.0,0.0,106.6,106.6,106.6,0.0,0.0,107.61,107.61,107.61,0.0,0.0
2019-03-24,109.7,109.7,109.7,0.0,0.0,109.92,109.92,109.92,0.0,0.0,109.5,109.5,109.5,0.0,0.0,109.75,109.75,109.75,0.0,0.0
2019-03-31,113.8,113.8,113.8,0.0,0.0,115.32,115.32,115.32,0.0,0.0,113.8,113.8,113.8,0.0,0.0,115.28,115.28,115.28,0.0,0.0
2019-04-07,116.9,116.9,116.9,0.0,0.0,117.15,117.15,117.15,0.0,0.0,116.35,116.35,116.35,0.0,0.0,116.38,116.38,116.38,0.0,0.0
2019-04-14,116.4,116.4,116.4,0.0,0.0,116.65,116.65,116.65,0.0,0.0,115.91,115.91,115.91,0.0,0.0,116.63,116.63,116.63,0.0,0.0
2019-04-21,117.0,117.0,117.0,0.0,0.0,117.0,117.0,117.0,0.0,0.0,113.85,113.85,113.85,0.0,0.0,114.52,114.52,114.52,0.0,0.0
2019-04-28,112.55,112.55,112.55,0.0,0.0,113.7,113.7,113.7,0.0,0.0,112.5,112.5,112.5,0.0,0.0,112.67,112.67,112.67,0.0,0.0
2019-05-05,112.05,112.05,112.05,0.0,0.0,112.65,112.65,112.65,0.0,0.0,112.05,112.05,112.05,0.0,0.0,112.23,112.23,112.23,0.0,0.0
2019-05-12,114.9,114.9,114.9,0.0,0.0,115.55,115.55,115.55,0.0,0.0,114.15,114.15,114.15,0.0,0.0,114.37,114.37,114.37,0.0,0.0
2019-05-19,106.15,106.15,106.15,0.0,0.0,106.99,106.99,106.99,0.0,0.0,104.7,104.7,104.7,0.0,0.0,106.99,106.99,106.99,0.0,0.0
2019-05-26,99.89,99.89,99.89,0.0,0.0,100.42,100.42,100.42,0.0,0.0,96.55,96.55,96.55,0.0,0.0,96.85,96.85,96.85,0.0,0.0
2019-06-02,95.95,95.95,95.95,0.0,0.0,98.69,98.69,98.69,0.0,0.0,95.95,95.95,95.95,0.0,0.0,98.23,98.23,98.23,0.0,0.0
2019-06-09,95.5,95.5,95.5,0.0,0.0,96.35,96.35,96.35,0.0,0.0,95.33,95.33,95.33,0.0,0.0,95.63,95.63,95.63,0.0,0.0
2019-06-16,103.75,103.75,103.75,0.0,0.0,104.5,104.5,104.5,0.0,0.0,103.75,103.75,103.75,0.0,0.0,104.44,104.44,104.44,0.0,0.0
2019-06-23,106.9,106.9,106.9,0.0,0.0,107.35,107.35,107.35,0.0,0.0,104.55,104.55,104.55,0.0,0.0,104.7,104.7,104.7,0.0,0.0
2019-06-30,103.15,103.15,103.15,0.0,0.0,104.5,104.5,104.5,0.0,0.0,103.15,103.15,103.15,0.0,0.0,104.15,104.15,104.15,0.0,0.0
2019-07-07,108.95,108.95,108.95,0.0,0.0,109.49,109.49,109.49,0.0,0.0,108.92,108.92,108.92,0.0,0.0,108.92,108.92,108.92,0.0,0.0
2019-07-14,99.95,99.95,99.95,0.0,0.0,101.58,101.58,101.58,0.0,0.0,99.6,99.6,99.6,0.0,0.0,101.58,101.58,101.58,0.0,0.0
2019-07-21,101.25,101.25,101.25,0.0,0.0,101.64,101.64,101.64,0.0,0.0,101.25,101.25,101.25,0.0,0.0,101.41,101.41,101.41,0.0,0.0
2019-07-28,100.35,100.35,100.35,0.0,0.0,100.85,100.85,100.85,0.0,0.0,99.8,99.8,99.8,0.0,0.0,99.8,99.8,99.8,0.0,0.0
2019-08-04,97.9,97.9,97.9,0.0,0.0,98.55,98.55,98.55,0.0,0.0,97.85,97.85,97.85,0.0,0.0,98.2,98.2,98.2,0.0,0.0
2019-08-11,99.15,99.15,99.15,0.0,0.0,99.25,99.25,99.25,0.0,0.0,99.1,99.1,99.1,0.0,0.0,99.18,99.18,99.18,0.0,0.0
2019-08-18,98.16,98.16,98.16,0.0,0.0,98.6,98.6,98.6,0.0,0.0,96.95,96.95,96.95,0.0,0.0,97.5,97.5,97.5,0.0,0.0
2019-08-25,102.11,102.11,102.11,0.0,0.0,102.11,102.11,102.11,0.0,0.0,98.8,98.8,98.8,0.0,0.0,99.7,99.7,99.7,0.0,0.0
2019-09-01,99.8,99.8,99.8,0.0,0.0,102.45,102.45,102.45,0.0,0.0,99.75,99.75,99.75,0.0,0.0,102.36,102.36,102.36,0.0,0.0
2019-09-08,99.95,99.95,99.95,0.0,0.0,99.95,99.95,99.95,0.0,0.0,99.1,99.1,99.1,0.0,0.0,99.48,99.48,99.48,0.0,0.0
2019-09-15,106.45,106.45,106.45,0.0,0.0,106.75,106.75,106.75,0.0,0.0,105.35,105.35,105.35,0.0,0.0,105.95,105.95,105.95,0.0,0.0
2019-09-22,100.35,100.35,100.35,0.0,0.0,102.3,102.3,102.3,0.0,0.0,100.35,100.35,100.35,0.0,0.0,100.95,100.95,100.95,0.0,0.0
2019-09-29,105.45,105.45,105.45,0.0,0.0,105.45,105.45,105.45,0.0,0.0,94.55,94.55,94.55,0.0,0.0,95.67,95.67,95.67,0.0,0.0
2019-10-06,97.83,97.83,97.83,0.0,0.0,99.15,99.15,99.15,0.0,0.0,97.7,97.7,97.7,0.0,0.0,99.03,99.03,99.03,0.0,0.0
2019-10-13,98.05,98.05,98.05,0.0,0.0,98.05,98.05,98.05,0.0,0.0,96.75,96.75,96.75,0.0,0.0,97.38,97.38,97.38,0.0,0.0
2019-10-20,101.2,101.2,101.2,0.0,0.0,102.6,102.6,102.6,0.0,0.0,100.8,100.8,100.8,0.0,0.0,102.55,102.55,102.55,0.0,0.0
2019-10-27,99.3,99.3,99.3,0.0,0.0,101.85,101.85,101.85,0.0,0.0,99.3,99.3,99.3,0.0,0.0,101.44,101.44,101.44,0.0,0.0
2019-11-03,101.55,101.55,101.55,0.0,0.0,104.0,104.0,104.0,0.0,0.0,101.22,101.22,101.22,0.0,0.0,103.86,103.86,103.86,0.0,0.0
2019-11-10,103.43,103.43,103.43,0.0,0.0,104.8,104.8,104.8,0.0,0.0,103.43,103.43,103.43,0.0,0.0,104.67,104.67,104.67,0.0,0.0
2019-11-17,105.35,105.35,105.35,0.0,0.0,105.65,105.65,105.65,0.0,0.0,104.35,104.35,104.35,0.0,0.0,104.78,104.78,104.78,0.0,0.0
2019-11-24,102.13,102.13,102.13,0.0,0.0,102.18,102.18,102.18,0.0,0.0,100.0,100.0,100.0,0.0,0.0,100.55,100.55,100.55,0.0,0.0
2019-12-01,105.05,105.05,105.05,0.0,0.0,107.9,107.9,107.9,0.0,0.0,104.9,104.9,104.9,0.0,0.0,106.75,106.75,106.75,0.0,0.0
2019-12-08,107.65,107.65,107.65,0.0,0.0,109.15,109.15,109.15,0.0,0.0,107.6,107.6,107.6,0.0,0.0,108.17,108.17,108.17,0.0,0.0
2019-12-15,109.4,109.4,109.4,0.0,0.0,109.5,109.5,109.5,0.0,0.0,108.95,108.95,108.95,0.0,0.0,109.3,109.3,109.3,0.0,0.0
2019-12-22,111.27,111.27,111.27,0.0,0.0,111.85,111.85,111.85,0.0,0.0,110.85,110.85,110.85,0.0,0.0,111.63,111.63,111.63,0.0,0.0
2019-12-29,114.7,114.7,114.7,0.0,0.0,114.95,114.95,114.95,0.0,0.0,113.0,113.0,113.0,0.0,0.0,113.97,113.97,113.97,0.0,0.0
