Date,MUFG_Open_average,MUFG_Open_max,MUFG_Open_min,MUFG_Open_volatility,MUFG_Open_change,MUFG_High_average,MUFG_High_max,MUFG_High_min,MUFG_High_volatility,MUFG_High_change,MUFG_Low_average,MUFG_Low_max,MUFG_Low_min,MUFG_Low_volatility,MUFG_Low_change,MUFG_Close_average,MUFG_Close_max,MUFG_Close_min,MUFG_Close_volatility,MUFG_Close_change,MUFG_Volume_average,MUFG_Volume_max,MUFG_Volume_min,MUFG_Volume_volatility,MUFG_Volume_change
2018-01-14,7.98,8.05,7.9,0.15000000000000036,-0.08000000000000096,8.02,8.11,7.92,0.1899999999999995,-0.08999999999999986,7.946,8.03,7.88,0.14999999999999947,-0.09999999999999964,8.002,8.07,7.9,0.16999999999999993,-0.07000000000000028,2142371,4880987,945714,3935273,-3116105
2018-01-21,7.867999999999999,8.02,7.76,0.2599999999999998,-0.25,7.884,8.02,7.78,0.23999999999999932,-0.22999999999999954,7.822,7.96,7.7,0.2599999999999998,-0.21999999999999975,7.862,8.02,7.76,0.2599999999999998,-0.2599999999999998,1631372,3331335,1021559,2309776,57543
2018-01-28,7.644,7.78,7.4,0.3799999999999999,-0.2999999999999998,7.7,7.87,7.5,0.3700000000000001,-0.21999999999999975,7.5360000000000005,7.76,7.12,0.6399999999999997,-0.5300000000000002,7.584,7.83,7.18,0.6500000000000004,-0.5200000000000005,2166049,3862178,1294194,2567984,2540284
2018-02-04,7.302,7.42,7.21,0.20999999999999996,0.009999999999999787,7.374,7.48,7.24,0.2400000000000002,-0.15000000000000036,7.164,7.34,6.96,0.3799999999999999,-0.040000000000000036,7.264,7.42,7.08,0.33999999999999986,-0.1299999999999999,2952754,4147440,1948145,2199295,-2199295
2018-02-11,7.215,7.36,7.07,0.29000000000000004,0.28000000000000025,7.3075,7.44,7.15,0.29000000000000004,0.29000000000000004,7.18,7.35,7.04,0.3099999999999996,0.3099999999999996,7.29,7.4,7.15,0.25,0.25,1595884,1832148,1184034,648114,-5964
2018-02-18,7.236,7.33,7.19,0.13999999999999968,-0.08000000000000007,7.296,7.4,7.26,0.14000000000000057,-0.11000000000000032,7.188000000000001,7.32,7.15,0.16999999999999993,-0.16000000000000014,7.244,7.34,7.16,0.17999999999999972,-0.04999999999999982,1321546,1710568,935562,775006,656355
2018-02-25,7.032,7.26,6.84,0.41999999999999993,-0.3899999999999997,7.094,7.29,6.96,0.33000000000000007,-0.29000000000000004,6.952,7.17,6.82,0.34999999999999964,-0.3200000000000003,7.0120000000000005,7.18,6.84,0.33999999999999986,-0.1999999999999993,1987638,2539600,1179297,1360303,65673
2018-03-04,6.862,6.96,6.78,0.17999999999999972,-0.04999999999999982,6.914,7.01,6.87,0.13999999999999968,-0.09999999999999964,6.824,6.93,6.77,0.16000000000000014,-0.08999999999999986,6.892,6.97,6.85,0.1200000000000001,-0.0699999999999994,1311253,1551689,823342,728347,-468032
2018-03-11,6.83,6.93,6.7,0.22999999999999954,-0.22999999999999954,6.852,6.95,6.71,0.2400000000000002,-0.2400000000000002,6.758,6.82,6.61,0.20999999999999996,-0.20999999999999996,6.784,6.86,6.63,0.23000000000000043,-0.23000000000000043,1123001,1534707,834092,700615,336464
2018-03-18,6.636,6.7,6.58,0.1200000000000001,-0.1200000000000001,6.684,6.75,6.62,0.1299999999999999,-0.10000000000000053,6.576,6.68,6.44,0.23999999999999932,-0.14999999999999947,6.606,6.71,6.45,0.2599999999999998,-0.08000000000000007,1521340,1859238,839597,1019641,781075
