Date,U.S. 3M_Open_average,U.S. 3M_Open_max,U.S. 3M_Open_min,U.S. 3M_Open_volatility,U.S. 3M_Open_change,U.S. 3M_High_average,U.S. 3M_High_max,U.S. 3M_High_min,U.S. 3M_High_volatility,U.S. 3M_High_change,U.S. 3M_Low_average,U.S. 3M_Low_max,U.S. 3M_Low_min,U.S. 3M_Low_volatility,U.S. 3M_Low_change,U.S. 3M_Close_average,U.S. 3M_Close_max,U.S. 3M_Close_min,U.S. 3M_Close_volatility,U.S. 3M_Close_change
2018-01-14,1.429,1.429,1.429,0.0,0.0,1.4369999999999998,1.4369999999999998,1.4369999999999998,0.0,0.0,1.4240000000000002,1.4240000000000002,1.4240000000000002,0.0,0.0,1.4240000000000002,1.4240000000000002,1.4240000000000002,0.0,0.0
2018-01-21,1.422,1.422,1.422,0.0,0.0,1.4680000000000002,1.4680000000000002,1.4680000000000002,0.0,0.0,1.409,1.409,1.409,0.0,0.0,1.409,1.409,1.409,0.0,0.0
2018-01-28,1.4880000000000002,1.4880000000000002,1.4880000000000002,0.0,0.0,1.501,1.501,1.501,0.0,0.0,1.475,1.475,1.475,0.0,0.0,1.493,1.493,1.493,0.0,0.0
2018-02-04,1.5619999999999998,1.5619999999999998,1.5619999999999998,0.0,0.0,1.595,1.595,1.595,0.0,0.0,1.5619999999999998,1.5619999999999998,1.5619999999999998,0.0,0.0,1.5719999999999998,1.5719999999999998,1.5719999999999998,0.0,0.0
2018-02-11,1.6,1.6,1.6,0.0,0.0,1.608,1.608,1.608,0.0,0.0,1.6,1.6,1.6,0.0,0.0,1.608,1.608,1.608,0.0,0.0
2018-02-18,1.6440000000000001,1.6440000000000001,1.6440000000000001,0.0,0.0,1.656,1.656,1.656,0.0,0.0,1.639,1.639,1.639,0.0,0.0,1.646,1.646,1.646,0.0,0.0
2018-02-25,1.6440000000000001,1.6440000000000001,1.6440000000000001,0.0,0.0,1.669,1.669,1.669,0.0,0.0,1.6440000000000001,1.6440000000000001,1.6440000000000001,0.0,0.0,1.6669999999999998,1.6669999999999998,1.6669999999999998,0.0,0.0
2018-03-04,1.6740000000000002,1.6740000000000002,1.6740000000000002,0.0,0.0,1.6869999999999998,1.6869999999999998,1.6869999999999998,0.0,0.0,1.672,1.672,1.672,0.0,0.0,1.682,1.682,1.682,0.0,0.0
2018-03-11,1.7819999999999998,1.7819999999999998,1.7819999999999998,0.0,0.0,1.8019999999999998,1.8019999999999998,1.8019999999999998,0.0,0.0,1.766,1.766,1.766,0.0,0.0,1.7690000000000001,1.7690000000000001,1.7690000000000001,0.0,0.0
2018-03-18,1.7309999999999999,1.7309999999999999,1.7309999999999999,0.0,0.0,1.8,1.8,1.8,0.0,0.0,1.725,1.725,1.725,0.0,0.0,1.746,1.746,1.746,0.0,0.0
2018-03-25,1.723,1.723,1.723,0.0,0.0,1.7280000000000002,1.7280000000000002,1.7280000000000002,0.0,0.0,1.723,1.723,1.723,0.0,0.0,1.723,1.723,1.723,0.0,0.0
2018-04-01,1.72,1.72,1.72,0.0,0.0,1.723,1.723,1.723,0.0,0.0,1.715,1.715,1.715,0.0,0.0,1.715,1.715,1.715,0.0,0.0
2018-04-08,1.756,1.756,1.756,0.0,0.0,1.774,1.774,1.774,0.0,0.0,1.7480000000000002,1.7480000000000002,1.7480000000000002,0.0,0.0,1.754,1.754,1.754,0.0,0.0
2018-04-15,1.8119999999999998,1.8119999999999998,1.8119999999999998,0.0,0.0,1.825,1.825,1.825,0.0,0.0,1.81,1.81,1.81,0.0,0.0,1.825,1.825,1.825,0.0,0.0
2018-04-22,1.817,1.817,1.817,0.0,0.0,1.83,1.83,1.83,0.0,0.0,1.807,1.807,1.807,0.0,0.0,1.807,1.807,1.807,0.0,0.0
2018-04-29,1.83,1.83,1.83,0.0,0.0,1.8430000000000002,1.8430000000000002,1.8430000000000002,0.0,0.0,1.83,1.83,1.83,0.0,0.0,1.835,1.835,1.835,0.0,0.0
2018-05-06,1.8869999999999998,1.8869999999999998,1.8869999999999998,0.0,0.0,1.899,1.899,1.899,0.0,0.0,1.8869999999999998,1.8869999999999998,1.8869999999999998,0.0,0.0,1.899,1.899,1.899,0.0,0.0
2018-05-13,1.892,1.892,1.892,0.0,0.0,1.912,1.912,1.912,0.0,0.0,1.892,1.892,1.892,0.0,0.0,1.9069999999999998,1.9069999999999998,1.9069999999999998,0.0,0.0
2018-05-20,1.8969999999999998,1.8969999999999998,1.8969999999999998,0.0,0.0,1.899,1.899,1.899,0.0,0.0,1.8969999999999998,1.8969999999999998,1.8969999999999998,0.0,0.0,1.899,1.899,1.899,0.0,0.0
2018-05-27,1.915,1.915,1.915,0.0,0.0,1.925,1.925,1.925,0.0,0.0,1.905,1.905,1.905,0.0,0.0,1.91,1.91,1.91,0.0,0.0
2018-06-03,1.93,1.93,1.93,0.0,0.0,1.94,1.94,1.94,0.0,0.0,1.905,1.905,1.905,0.0,0.0,1.912,1.912,1.912,0.0,0.0
2018-06-10,1.935,1.935,1.935,0.0,0.0,1.943,1.943,1.943,0.0,0.0,1.9280000000000002,1.9280000000000002,1.9280000000000002,0.0,0.0,1.9269999999999998,1.9269999999999998,1.9269999999999998,0.0,0.0
