Date,ProShares Short Russell2000_Open_average,ProShares Short Russell2000_Open_max,ProShares Short Russell2000_Open_min,ProShares Short Russell2000_Open_volatility,ProShares Short Russell2000_Open_change,ProShares Short Russell2000_High_average,ProShares Short Russell2000_High_max,ProShares Short Russell2000_High_min,ProShares Short Russell2000_High_volatility,ProShares Short Russell2000_High_change,ProShares Short Russell2000_Low_average,ProShares Short Russell2000_Low_max,ProShares Short Russell2000_Low_min,ProShares Short Russell2000_Low_volatility,ProShares Short Russell2000_Low_change,ProShares Short Russell2000_Close_average,ProShares Short Russell2000_Close_max,ProShares Short Russell2000_Close_min,ProShares Short Russell2000_Close_volatility,ProShares Short Russell2000_Close_change
2018-11-11,41.73,41.73,41.73,0.0,0.0,42.65,42.65,42.65,0.0,0.0,41.67,41.67,41.67,0.0,0.0,42.51,42.51,42.51,0.0,0.0
2018-11-18,42.36,42.36,42.36,0.0,0.0,42.56,42.56,42.56,0.0,0.0,42.08,42.08,42.08,0.0,0.0,42.26,42.26,42.26,0.0,0.0
2018-11-25,40.97,40.97,40.97,0.0,0.0,41.62,41.62,41.62,0.0,0.0,40.97,40.97,40.97,0.0,0.0,41.07,41.07,41.07,0.0,0.0
2018-12-02,43.78,43.78,43.78,0.0,0.0,44.65,44.65,44.65,0.0,0.0,43.66,43.66,43.66,0.0,0.0,44.0,44.0,44.0,0.0,0.0
2018-12-09,45.07,45.07,45.07,0.0,0.0,46.2,46.2,46.2,0.0,0.0,44.7,44.7,44.7,0.0,0.0,45.93,45.93,45.93,0.0,0.0
2018-12-16,49.29,49.29,49.29,0.0,0.0,49.93,49.93,49.93,0.0,0.0,48.95,48.95,48.95,0.0,0.0,49.87,49.87,49.87,0.0,0.0
2018-12-23,46.76,46.76,46.76,0.0,0.0,47.45,47.45,47.45,0.0,0.0,46.68,46.68,46.68,0.0,0.0,46.7,46.7,46.7,0.0,0.0
2018-12-30,45.51,45.51,45.51,0.0,0.0,45.7,45.7,45.7,0.0,0.0,44.49,44.49,44.49,0.0,0.0,44.73,44.73,44.73,0.0,0.0
2019-01-06,43.77,43.77,43.77,0.0,0.0,43.96,43.96,43.96,0.0,0.0,43.57,43.57,43.57,0.0,0.0,43.92,43.92,43.92,0.0,0.0
2019-01-13,42.65,42.65,42.65,0.0,0.0,42.81,42.81,42.81,0.0,0.0,42.26,42.26,42.26,0.0,0.0,42.41,42.41,42.41,0.0,0.0
2019-01-20,42.81,42.81,42.81,0.0,0.0,42.99,42.99,42.99,0.0,0.0,42.55,42.55,42.55,0.0,0.0,42.67,42.67,42.67,0.0,0.0
2019-01-27,41.85,41.85,41.85,0.0,0.0,42.0,42.0,42.0,0.0,0.0,41.41,41.41,41.41,0.0,0.0,41.41,41.41,41.41,0.0,0.0
2019-02-03,41.63,41.63,41.63,0.0,0.0,41.81,41.81,41.81,0.0,0.0,41.41,41.41,41.41,0.0,0.0,41.43,41.43,41.43,0.0,0.0
2019-02-10,40.44,40.44,40.44,0.0,0.0,40.58,40.58,40.58,0.0,0.0,40.06,40.06,40.06,0.0,0.0,40.07,40.07,40.07,0.0,0.0
2019-02-17,39.36,39.36,39.36,0.0,0.0,39.61,39.61,39.61,0.0,0.0,39.26,39.26,39.26,0.0,0.0,39.59,39.59,39.59,0.0,0.0
2019-02-24,39.52,39.52,39.52,0.0,0.0,40.25,40.25,40.25,0.0,0.0,39.47,39.47,39.47,0.0,0.0,39.97,39.97,39.97,0.0,0.0
2019-03-03,41.2,41.2,41.2,0.0,0.0,41.24,41.24,41.24,0.0,0.0,40.6,40.6,40.6,0.0,0.0,40.6,40.6,40.6,0.0,0.0
2019-03-10,40.42,40.42,40.42,0.0,0.0,40.56,40.56,40.56,0.0,0.0,40.07,40.07,40.07,0.0,0.0,40.23,40.23,40.23,0.0,0.0
2019-03-17,41.67,41.67,41.67,0.0,0.0,41.97,41.97,41.97,0.0,0.0,41.17,41.17,41.17,0.0,0.0,41.47,41.47,41.47,0.0,0.0
2019-03-24,40.36,40.36,40.36,0.0,0.0,40.53,40.53,40.53,0.0,0.0,40.22,40.22,40.22,0.0,0.0,40.25,40.25,40.25,0.0,0.0
2019-03-31,39.75,39.75,39.75,0.0,0.0,39.94,39.94,39.94,0.0,0.0,39.65,39.65,39.65,0.0,0.0,39.69,39.69,39.69,0.0,0.0
2019-04-07,39.49,39.49,39.49,0.0,0.0,39.84,39.84,39.84,0.0,0.0,39.45,39.45,39.45,0.0,0.0,39.7,39.7,39.7,0.0,0.0
2019-04-14,40.16,40.16,40.16,0.0,0.0,40.36,40.36,40.36,0.0,0.0,40.05,40.05,40.05,0.0,0.0,40.2,40.2,40.2,0.0,0.0
2019-04-21,39.33,39.33,39.33,0.0,0.0,39.38,39.38,39.38,0.0,0.0,39.12,39.12,39.12,0.0,0.0,39.23,39.23,39.23,0.0,0.0
2019-04-28,39.44,39.44,39.44,0.0,0.0,39.49,39.49,39.49,0.0,0.0,38.75,38.75,38.75,0.0,0.0,38.85,38.85,38.85,0.0,0.0
2019-05-05,40.62,40.62,40.62,0.0,0.0,41.25,41.25,41.25,0.0,0.0,40.53,40.53,40.53,0.0,0.0,41.15,41.15,41.15,0.0,0.0
2019-05-12,41.08,41.08,41.08,0.0,0.0,41.2,41.2,41.2,0.0,0.0,40.83,40.83,40.83,0.0,0.0,41.13,41.13,41.13,0.0,0.0
2019-05-19,41.5,41.5,41.5,0.0,0.0,41.64,41.64,41.64,0.0,0.0,41.31,41.31,41.31,0.0,0.0,41.39,41.39,41.39,0.0,0.0
2019-05-26,42.73,42.73,42.73,0.0,0.0,42.94,42.94,42.94,0.0,0.0,42.4,42.4,42.4,0.0,0.0,42.65,42.65,42.65,0.0,0.0
2019-06-02,41.19,41.19,41.19,0.0,0.0,41.19,41.19,41.19,0.0,0.0,40.75,40.75,40.75,0.0,0.0,41.11,41.11,41.11,0.0,0.0
2019-06-09,40.92,40.92,40.92,0.0,0.0,41.02,41.02,41.02,0.0,0.0,40.71,40.71,40.71,0.0,0.0,40.86,40.86,40.86,0.0,0.0
2019-06-16,40.34,40.34,40.34,0.0,0.0,40.95,40.95,40.95,0.0,0.0,40.32,40.32,40.32,0.0,0.0,40.95,40.95,40.95,0.0,0.0
2019-06-23,39.32,39.32,39.32,0.0,0.0,39.93,39.93,39.93,0.0,0.0,39.21,39.21,39.21,0.0,0.0,39.7,39.7,39.7,0.0,0.0
2019-06-30,39.7,39.7,39.7,0.0,0.0,40.02,40.02,40.02,0.0,0.0,39.63,39.63,39.63,0.0,0.0,39.94,39.94,39.94,0.0,0.0
2019-07-07,39.61,39.61,39.61,0.0,0.0,40.04,40.04,40.04,0.0,0.0,39.61,39.61,39.61,0.0,0.0,39.96,39.96,39.96,0.0,0.0
2019-07-14,40.26,40.26,40.26,0.0,0.0,40.45,40.45,40.45,0.0,0.0,40.13,40.13,40.13,0.0,0.0,40.41,40.41,40.41,0.0,0.0
2019-07-21,39.5,39.5,39.5,0.0,0.0,39.88,39.88,39.88,0.0,0.0,39.46,39.46,39.46,0.0,0.0,39.75,39.75,39.75,0.0,0.0
2019-07-28,41.44,41.44,41.44,0.0,0.0,42.36,42.36,42.36,0.0,0.0,41.4,41.4,41.4,0.0,0.0,41.94,41.94,41.94,0.0,0.0
2019-08-04,41.42,41.42,41.42,0.0,0.0,41.81,41.81,41.81,0.0,0.0,41.33,41.33,41.33,0.0,0.0,41.71,41.71,41.71,0.0,0.0
2019-08-11,41.22,41.22,41.22,0.0,0.0,41.32,41.32,41.32,0.0,0.0,41.07,41.07,41.07,0.0,0.0,41.26,41.26,41.26,0.0,0.0
2019-08-18,42.19,42.19,42.19,0.0,0.0,42.5,42.5,42.5,0.0,0.0,42.12,42.12,42.12,0.0,0.0,42.13,42.13,42.13,0.0,0.0
2019-08-25,41.31,41.31,41.31,0.0,0.0,41.81,41.81,41.81,0.0,0.0,41.29,41.29,41.29,0.0,0.0,41.6,41.6,41.6,0.0,0.0
2019-09-01,41.1,41.1,41.1,0.0,0.0,41.23,41.23,41.23,0.0,0.0,40.66,40.66,40.66,0.0,0.0,40.73,40.73,40.73,0.0,0.0
2019-09-08,39.43,39.43,39.43,0.0,0.0,39.49,39.49,39.49,0.0,0.0,38.99,38.99,38.99,0.0,0.0,39.16,39.16,39.16,0.0,0.0
2019-09-15,39.99,39.99,39.99,0.0,0.0,40.04,40.04,40.04,0.0,0.0,39.7,39.7,39.7,0.0,0.0,39.85,39.85,39.85,0.0,0.0
2019-09-22,40.62,40.62,40.62,0.0,0.0,40.76,40.76,40.76,0.0,0.0,40.37,40.37,40.37,0.0,0.0,40.63,40.63,40.63,0.0,0.0
2019-09-29,41.31,41.31,41.31,0.0,0.0,41.49,41.49,41.49,0.0,0.0,40.96,40.96,40.96,0.0,0.0,41.27,41.27,41.27,0.0,0.0
2019-10-06,40.99,40.99,40.99,0.0,0.0,41.22,41.22,41.22,0.0,0.0,40.94,40.94,40.94,0.0,0.0,41.07,41.07,41.07,0.0,0.0
2019-10-13,39.87,39.87,39.87,0.0,0.0,39.94,39.94,39.94,0.0,0.0,39.67,39.67,39.67,0.0,0.0,39.89,39.89,39.89,0.0,0.0
2019-10-20,39.5,39.5,39.5,0.0,0.0,39.5,39.5,39.5,0.0,0.0,39.18,39.18,39.18,0.0,0.0,39.32,39.32,39.32,0.0,0.0
2019-10-27,38.61,38.61,38.61,0.0,0.0,38.8,38.8,38.8,0.0,0.0,38.52,38.52,38.52,0.0,0.0,38.72,38.72,38.72,0.0,0.0
2019-11-03,38.93,38.93,38.93,0.0,0.0,38.96,38.96,38.96,0.0,0.0,38.72,38.72,38.72,0.0,0.0,38.77,38.77,38.77,0.0,0.0
2019-11-10,38.78,38.78,38.78,0.0,0.0,38.95,38.95,38.95,0.0,0.0,38.77,38.77,38.77,0.0,0.0,38.84,38.84,38.84,0.0,0.0
2019-11-17,38.71,38.71,38.71,0.0,0.0,38.71,38.71,38.71,0.0,0.0,38.02,38.02,38.02,0.0,0.0,38.07,38.07,38.07,0.0,0.0
2019-11-24,37.96,37.96,37.96,0.0,0.0,38.48,38.48,38.48,0.0,0.0,37.95,37.95,37.95,0.0,0.0,38.43,38.43,38.43,0.0,0.0
2019-12-01,37.83,37.83,37.83,0.0,0.0,37.89,37.89,37.89,0.0,0.0,37.74,37.74,37.74,0.0,0.0,37.88,37.88,37.88,0.0,0.0
2019-12-08,37.37,37.37,37.37,0.0,0.0,37.45,37.45,37.45,0.0,0.0,37.22,37.22,37.22,0.0,0.0,37.43,37.43,37.43,0.0,0.0
2019-12-15,36.9,36.9,36.9,0.0,0.0,37.09,37.09,37.09,0.0,0.0,36.88,36.88,36.88,0.0,0.0,36.88,36.88,36.88,0.0,0.0
2019-12-22,36.84,36.84,36.84,0.0,0.0,37.15,37.15,37.15,0.0,0.0,36.8,36.8,36.8,0.0,0.0,36.94,36.94,36.94,0.0,0.0
2019-12-29,37.36,37.36,37.36,0.0,0.0,37.36,37.36,37.36,0.0,0.0,36.99,36.99,36.99,0.0,0.0,37.07,37.07,37.07,0.0,0.0
