Date,iShares MSCI Eurozone_Open_average,iShares MSCI Eurozone_Open_max,iShares MSCI Eurozone_Open_min,iShares MSCI Eurozone_Open_volatility,iShares MSCI Eurozone_Open_change,iShares MSCI Eurozone_High_average,iShares MSCI Eurozone_High_max,iShares MSCI Eurozone_High_min,iShares MSCI Eurozone_High_volatility,iShares MSCI Eurozone_High_change,iShares MSCI Eurozone_Low_average,iShares MSCI Eurozone_Low_max,iShares MSCI Eurozone_Low_min,iShares MSCI Eurozone_Low_volatility,iShares MSCI Eurozone_Low_change,iShares MSCI Eurozone_Close_average,iShares MSCI Eurozone_Close_max,iShares MSCI Eurozone_Close_min,iShares MSCI Eurozone_Close_volatility,iShares MSCI Eurozone_Close_change
2018-07-08,42.03,42.03,42.03,0.0,0.0,42.12,42.12,42.12,0.0,0.0,41.97,41.97,41.97,0.0,0.0,42.04,42.04,42.04,0.0,0.0
2018-07-15,41.96,41.96,41.96,0.0,0.0,42.06,42.06,42.06,0.0,0.0,41.89,41.89,41.89,0.0,0.0,42.02,42.02,42.02,0.0,0.0
2018-07-22,42.61,42.61,42.61,0.0,0.0,42.71,42.71,42.71,0.0,0.0,42.49,42.49,42.49,0.0,0.0,42.49,42.49,42.49,0.0,0.0
2018-07-29,41.73,41.73,41.73,0.0,0.0,41.87,41.87,41.87,0.0,0.0,41.62,41.62,41.62,0.0,0.0,41.78,41.78,41.78,0.0,0.0
2018-08-05,40.67,40.67,40.67,0.0,0.0,40.73,40.73,40.73,0.0,0.0,40.42,40.42,40.42,0.0,0.0,40.5,40.5,40.5,0.0,0.0
2018-08-12,40.54,40.54,40.54,0.0,0.0,40.62,40.62,40.62,0.0,0.0,40.48,40.48,40.48,0.0,0.0,40.56,40.56,40.56,0.0,0.0
2018-08-19,41.78,41.78,41.78,0.0,0.0,42.12,42.12,42.12,0.0,0.0,41.77,41.77,41.77,0.0,0.0,42.1,42.1,42.1,0.0,0.0
2018-08-26,41.28,41.28,41.28,0.0,0.0,41.48,41.48,41.48,0.0,0.0,40.99,40.99,40.99,0.0,0.0,41.22,41.22,41.22,0.0,0.0
2018-09-02,40.38,40.38,40.38,0.0,0.0,40.42,40.42,40.42,0.0,0.0,40.28,40.28,40.28,0.0,0.0,40.33,40.33,40.33,0.0,0.0
2018-09-09,40.98,40.98,40.98,0.0,0.0,41.07,41.07,41.07,0.0,0.0,40.8,40.8,40.8,0.0,0.0,40.82,40.82,40.82,0.0,0.0
2018-09-16,42.03,42.03,42.03,0.0,0.0,42.06,42.06,42.06,0.0,0.0,41.77,41.77,41.77,0.0,0.0,41.78,41.78,41.78,0.0,0.0
2018-09-23,41.29,41.29,41.29,0.0,0.0,41.34,41.34,41.34,0.0,0.0,41.0,41.0,41.0,0.0,0.0,41.01,41.01,41.01,0.0,0.0
2018-09-30,39.36,39.36,39.36,0.0,0.0,39.65,39.65,39.65,0.0,0.0,39.31,39.31,39.31,0.0,0.0,39.65,39.65,39.65,0.0,0.0
2018-10-07,38.37,38.37,38.37,0.0,0.0,38.56,38.56,38.56,0.0,0.0,38.31,38.31,38.31,0.0,0.0,38.43,38.43,38.43,0.0,0.0
2018-10-14,38.12,38.12,38.12,0.0,0.0,38.17,38.17,38.17,0.0,0.0,37.79,37.79,37.79,0.0,0.0,37.9,37.9,37.9,0.0,0.0
2018-10-21,37.32,37.32,37.32,0.0,0.0,37.41,37.41,37.41,0.0,0.0,36.6,36.6,36.6,0.0,0.0,36.91,36.91,36.91,0.0,0.0
2018-10-28,38.06,38.06,38.06,0.0,0.0,38.13,38.13,38.13,0.0,0.0,37.89,37.89,37.89,0.0,0.0,38.02,38.02,38.02,0.0,0.0
2018-11-04,37.43,37.43,37.43,0.0,0.0,37.48,37.48,37.48,0.0,0.0,37.07,37.07,37.07,0.0,0.0,37.11,37.11,37.11,0.0,0.0
2018-11-11,37.7,37.7,37.7,0.0,0.0,37.73,37.73,37.73,0.0,0.0,37.28,37.28,37.28,0.0,0.0,37.35,37.35,37.35,0.0,0.0
2018-11-18,37.21,37.21,37.21,0.0,0.0,37.36,37.36,37.36,0.0,0.0,37.16,37.16,37.16,0.0,0.0,37.32,37.32,37.32,0.0,0.0
2018-11-25,37.63,37.63,37.63,0.0,0.0,37.79,37.79,37.79,0.0,0.0,37.6,37.6,37.6,0.0,0.0,37.71,37.71,37.71,0.0,0.0
2018-12-02,35.72,35.72,35.72,0.0,0.0,35.82,35.82,35.82,0.0,0.0,35.25,35.25,35.25,0.0,0.0,35.61,35.61,35.61,0.0,0.0
2018-12-09,35.72,35.72,35.72,0.0,0.0,35.79,35.79,35.79,0.0,0.0,35.37,35.37,35.37,0.0,0.0,35.52,35.52,35.52,0.0,0.0
2018-12-16,34.4,34.4,34.4,0.0,0.0,34.56,34.56,34.56,0.0,0.0,33.85,33.85,33.85,0.0,0.0,33.85,33.85,33.85,0.0,0.0
2018-12-23,35.12,35.12,35.12,0.0,0.0,35.34,35.34,35.34,0.0,0.0,34.9,34.9,34.9,0.0,0.0,35.06,35.06,35.06,0.0,0.0
2018-12-30,35.54,35.54,35.54,0.0,0.0,35.85,35.85,35.85,0.0,0.0,35.48,35.48,35.48,0.0,0.0,35.73,35.73,35.73,0.0,0.0
2019-01-06,35.88,35.88,35.88,0.0,0.0,36.13,36.13,36.13,0.0,0.0,35.88,35.88,35.88,0.0,0.0,36.06,36.06,36.06,0.0,0.0
2019-01-13,36.69,36.69,36.69,0.0,0.0,36.78,36.78,36.78,0.0,0.0,36.56,36.56,36.56,0.0,0.0,36.72,36.72,36.72,0.0,0.0
2019-01-20,36.97,36.97,36.97,0.0,0.0,37.09,37.09,37.09,0.0,0.0,36.9,36.9,36.9,0.0,0.0,37.05,37.05,37.05,0.0,0.0
2019-01-27,37.25,37.25,37.25,0.0,0.0,37.48,37.48,37.48,0.0,0.0,37.1,37.1,37.1,0.0,0.0,37.48,37.48,37.48,0.0,0.0
2019-02-03,36.71,36.71,36.71,0.0,0.0,36.83,36.83,36.83,0.0,0.0,36.66,36.66,36.66,0.0,0.0,36.74,36.74,36.74,0.0,0.0
2019-02-10,37.61,37.61,37.61,0.0,0.0,37.79,37.79,37.79,0.0,0.0,37.53,37.53,37.53,0.0,0.0,37.79,37.79,37.79,0.0,0.0
2019-02-17,38.37,38.37,38.37,0.0,0.0,38.44,38.44,38.44,0.0,0.0,38.21,38.21,38.21,0.0,0.0,38.21,38.21,38.21,0.0,0.0
2019-02-24,38.92,38.92,38.92,0.0,0.0,38.92,38.92,38.92,0.0,0.0,38.49,38.49,38.49,0.0,0.0,38.67,38.67,38.67,0.0,0.0
2019-03-03,37.94,37.94,37.94,0.0,0.0,38.28,38.28,38.28,0.0,0.0,37.94,37.94,37.94,0.0,0.0,38.28,38.28,38.28,0.0,0.0
2019-03-10,39.42,39.42,39.42,0.0,0.0,39.45,39.45,39.45,0.0,0.0,39.3,39.3,39.3,0.0,0.0,39.43,39.43,39.43,0.0,0.0
2019-03-17,38.36,38.36,38.36,0.0,0.0,38.44,38.44,38.44,0.0,0.0,38.23,38.23,38.23,0.0,0.0,38.36,38.36,38.36,0.0,0.0
2019-03-24,38.92,38.92,38.92,0.0,0.0,39.12,39.12,39.12,0.0,0.0,38.91,38.91,38.91,0.0,0.0,39.11,39.11,39.11,0.0,0.0
2019-03-31,39.84,39.84,39.84,0.0,0.0,39.84,39.84,39.84,0.0,0.0,39.66,39.66,39.66,0.0,0.0,39.76,39.76,39.76,0.0,0.0
2019-04-07,40.21,40.21,40.21,0.0,0.0,40.21,40.21,40.21,0.0,0.0,40.1,40.1,40.1,0.0,0.0,40.19,40.19,40.19,0.0,0.0
2019-04-14,40.26,40.26,40.26,0.0,0.0,40.55,40.55,40.55,0.0,0.0,40.26,40.26,40.26,0.0,0.0,40.51,40.51,40.51,0.0,0.0
2019-04-21,40.11,40.11,40.11,0.0,0.0,40.34,40.34,40.34,0.0,0.0,40.09,40.09,40.09,0.0,0.0,40.31,40.31,40.31,0.0,0.0
2019-04-28,39.51,39.51,39.51,0.0,0.0,40.02,40.02,40.02,0.0,0.0,39.5,39.5,39.5,0.0,0.0,39.98,39.98,39.98,0.0,0.0
2019-05-05,38.54,38.54,38.54,0.0,0.0,38.64,38.64,38.64,0.0,0.0,38.37,38.37,38.37,0.0,0.0,38.44,38.44,38.44,0.0,0.0
2019-05-12,38.82,38.82,38.82,0.0,0.0,38.95,38.95,38.95,0.0,0.0,38.71,38.71,38.71,0.0,0.0,38.84,38.84,38.84,0.0,0.0
2019-05-19,38.84,38.84,38.84,0.0,0.0,38.89,38.89,38.89,0.0,0.0,38.76,38.76,38.76,0.0,0.0,38.86,38.86,38.86,0.0,0.0
2019-05-26,38.05,38.05,38.05,0.0,0.0,38.28,38.28,38.28,0.0,0.0,37.95,37.95,37.95,0.0,0.0,38.2,38.2,38.2,0.0,0.0
2019-06-02,39.53,39.53,39.53,0.0,0.0,39.65,39.65,39.65,0.0,0.0,39.45,39.45,39.45,0.0,0.0,39.54,39.54,39.54,0.0,0.0
2019-06-09,38.12,38.12,38.12,0.0,0.0,38.29,38.29,38.29,0.0,0.0,38.12,38.12,38.12,0.0,0.0,38.14,38.14,38.14,0.0,0.0
2019-06-16,39.46,39.46,39.46,0.0,0.0,39.53,39.53,39.53,0.0,0.0,39.4,39.4,39.4,0.0,0.0,39.43,39.43,39.43,0.0,0.0
2019-06-23,39.91,39.91,39.91,0.0,0.0,39.91,39.91,39.91,0.0,0.0,39.54,39.54,39.54,0.0,0.0,39.65,39.65,39.65,0.0,0.0
2019-06-30,39.53,39.53,39.53,0.0,0.0,39.59,39.59,39.59,0.0,0.0,39.47,39.47,39.47,0.0,0.0,39.51,39.51,39.51,0.0,0.0
2019-07-07,39.63,39.63,39.63,0.0,0.0,39.66,39.66,39.66,0.0,0.0,39.57,39.57,39.57,0.0,0.0,39.6,39.6,39.6,0.0,0.0
2019-07-14,39.29,39.29,39.29,0.0,0.0,39.33,39.33,39.33,0.0,0.0,39.2,39.2,39.2,0.0,0.0,39.3,39.3,39.3,0.0,0.0
2019-07-21,39.5,39.5,39.5,0.0,0.0,39.52,39.52,39.52,0.0,0.0,39.42,39.42,39.42,0.0,0.0,39.47,39.47,39.47,0.0,0.0
2019-07-28,37.46,37.46,37.46,0.0,0.0,37.5,37.5,37.5,0.0,0.0,37.01,37.01,37.01,0.0,0.0,37.23,37.23,37.23,0.0,0.0
2019-08-04,37.59,37.59,37.59,0.0,0.0,37.71,37.71,37.71,0.0,0.0,37.38,37.38,37.38,0.0,0.0,37.43,37.43,37.43,0.0,0.0
2019-08-11,37.53,37.53,37.53,0.0,0.0,37.57,37.57,37.57,0.0,0.0,37.35,37.35,37.35,0.0,0.0,37.35,37.35,37.35,0.0,0.0
2019-08-18,37.4,37.4,37.4,0.0,0.0,37.46,37.46,37.46,0.0,0.0,37.21,37.21,37.21,0.0,0.0,37.34,37.34,37.34,0.0,0.0
2019-08-25,38.1,38.1,38.1,0.0,0.0,38.13,38.13,38.13,0.0,0.0,37.73,37.73,37.73,0.0,0.0,37.91,37.91,37.91,0.0,0.0
2019-09-01,38.88,38.88,38.88,0.0,0.0,38.9,38.9,38.9,0.0,0.0,38.81,38.81,38.81,0.0,0.0,38.87,38.87,38.87,0.0,0.0
2019-09-08,39.12,39.12,39.12,0.0,0.0,39.16,39.16,39.16,0.0,0.0,38.99,38.99,38.99,0.0,0.0,39.05,39.05,39.05,0.0,0.0
2019-09-15,38.83,38.83,38.83,0.0,0.0,39.03,39.03,39.03,0.0,0.0,38.8,38.8,38.8,0.0,0.0,38.99,38.99,38.99,0.0,0.0
2019-09-22,38.74,38.74,38.74,0.0,0.0,38.98,38.98,38.98,0.0,0.0,38.74,38.74,38.74,0.0,0.0,38.89,38.89,38.89,0.0,0.0
2019-09-29,38.19,38.19,38.19,0.0,0.0,38.4,38.4,38.4,0.0,0.0,38.17,38.17,38.17,0.0,0.0,38.19,38.19,38.19,0.0,0.0
2019-10-06,39.12,39.12,39.12,0.0,0.0,39.29,39.29,39.29,0.0,0.0,39.12,39.12,39.12,0.0,0.0,39.23,39.23,39.23,0.0,0.0
2019-10-13,40.34,40.34,40.34,0.0,0.0,40.34,40.34,40.34,0.0,0.0,40.16,40.16,40.16,0.0,0.0,40.23,40.23,40.23,0.0,0.0
2019-10-20,40.34,40.34,40.34,0.0,0.0,40.41,40.41,40.41,0.0,0.0,40.32,40.32,40.32,0.0,0.0,40.39,40.39,40.39,0.0,0.0
2019-10-27,41.11,41.11,41.11,0.0,0.0,41.18,41.18,41.18,0.0,0.0,40.94,40.94,40.94,0.0,0.0,41.0,41.0,41.0,0.0,0.0
2019-11-03,40.81,40.81,40.81,0.0,0.0,40.92,40.92,40.92,0.0,0.0,40.8,40.8,40.8,0.0,0.0,40.91,40.91,40.91,0.0,0.0
2019-11-10,40.91,40.91,40.91,0.0,0.0,41.12,41.12,41.12,0.0,0.0,40.85,40.85,40.85,0.0,0.0,41.06,41.06,41.06,0.0,0.0
2019-11-17,40.8,40.8,40.8,0.0,0.0,40.93,40.93,40.93,0.0,0.0,40.8,40.8,40.8,0.0,0.0,40.9,40.9,40.9,0.0,0.0
2019-11-24,40.6,40.6,40.6,0.0,0.0,40.63,40.63,40.63,0.0,0.0,40.26,40.26,40.26,0.0,0.0,40.4,40.4,40.4,0.0,0.0
2019-12-01,40.77,40.77,40.77,0.0,0.0,40.87,40.87,40.87,0.0,0.0,40.62,40.62,40.62,0.0,0.0,40.63,40.63,40.63,0.0,0.0
2019-12-08,41.77,41.77,41.77,0.0,0.0,41.87,41.87,41.87,0.0,0.0,41.74,41.74,41.74,0.0,0.0,41.77,41.77,41.77,0.0,0.0
2019-12-15,41.71,41.71,41.71,0.0,0.0,41.77,41.77,41.77,0.0,0.0,41.67,41.67,41.67,0.0,0.0,41.71,41.71,41.71,0.0,0.0
2019-12-22,41.86,41.86,41.86,0.0,0.0,42.02,42.02,42.02,0.0,0.0,41.68,41.68,41.68,0.0,0.0,41.71,41.71,41.71,0.0,0.0
2019-12-29,41.81,41.81,41.81,0.0,0.0,42.04,42.04,42.04,0.0,0.0,41.77,41.77,41.77,0.0,0.0,41.84,41.84,41.84,0.0,0.0
