Date,GEF_stock_Open_average,GEF_stock_Open_max,GEF_stock_Open_min,GEF_stock_Open_volatility,GEF_stock_Open_change,GEF_stock_High_average,GEF_stock_High_max,GEF_stock_High_min,GEF_stock_High_volatility,GEF_stock_High_change,GEF_stock_Low_average,GEF_stock_Low_max,GEF_stock_Low_min,GEF_stock_Low_volatility,GEF_stock_Low_change,GEF_stock_Close_average,GEF_stock_Close_max,GEF_stock_Close_min,GEF_stock_Close_volatility,GEF_stock_Close_change,GEF_stock_Volume_average,GEF_stock_Volume_max,GEF_stock_Volume_min,GEF_stock_Volume_volatility,GEF_stock_Volume_change
2018-08-12,52.662,53.17,52.18,0.990000000000002,-0.6900000000000048,53.096000000000004,53.36,52.83,0.5300000000000011,-0.18999999999999773,52.129999999999995,52.75,51.47,1.2800000000000011,0.46999999999999886,52.62,53.04,51.83,1.2100000000000009,0.3400000000000034,79410,132040,57271,74769,-15895
2018-08-19,53.07,53.43,52.86,0.5700000000000003,-0.1699999999999946,53.65,53.9,53.44,0.46000000000000085,0.46000000000000085,52.52,52.77,52.28,0.490000000000002,-0.3999999999999986,53.116,53.85,52.71,1.1400000000000006,1.0799999999999983,83790,130115,61360,68755,66398
2018-08-26,55.544,57.1,54.05,3.0500000000000043,3.0500000000000043,56.626,58.83,55.37,3.460000000000001,1.5399999999999991,54.504,55.04,53.85,1.1899999999999977,0.990000000000002,55.596000000000004,57.07,55.0,2.0700000000000003,0.17999999999999972,238733,413823,118730,295093,214260
2018-09-02,55.2075,55.45,54.97,0.480000000000004,0.480000000000004,55.685,56.09,55.43,0.6600000000000037,0.6600000000000037,54.6175,55.34,53.88,1.4600000000000009,1.4600000000000009,55.4975,56.06,55.07,0.990000000000002,0.990000000000002,145413,181003,116729,64274,-50540
2018-09-09,56.216,56.44,55.99,0.44999999999999574,-0.21999999999999886,56.674,57.57,56.14,1.4299999999999997,0.8800000000000026,55.839999999999996,56.25,55.3,0.9500000000000028,-0.030000000000001137,56.45,57.29,55.95,1.3399999999999963,0.8299999999999983,142588,200131,108807,91324,27958
2018-09-16,57.766,58.84,57.16,1.6800000000000068,1.3700000000000045,58.266,59.0,57.66,1.3400000000000034,1.1899999999999977,57.416000000000004,58.42,56.45,1.9699999999999989,1.5,57.903999999999996,58.82,57.01,1.8100000000000023,1.5399999999999991,183198,383435,105450,277985,211065
2018-09-23,56.298,58.55,54.25,4.299999999999997,-4.299999999999997,56.472,58.89,54.56,4.329999999999998,-4.329999999999998,55.128,56.96,53.53,3.4299999999999997,-3.4299999999999997,55.274,57.05,53.66,3.3900000000000006,-3.3900000000000006,124008,151025,91973,59052,59052
2018-09-30,52.842,53.89,51.35,2.539999999999999,-2.3799999999999955,53.29,54.29,51.66,2.6300000000000026,-2.6200000000000045,51.912,52.91,50.45,2.4599999999999937,-2.1400000000000006,52.292,53.55,50.93,2.6199999999999974,-2.009999999999998,142673,199900,82898,117002,-26278
2018-10-07,49.344,50.94,47.92,3.019999999999996,-2.8999999999999986,49.728,51.54,48.04,3.5,-3.5,48.138,50.85,45.84,5.009999999999998,-5.009999999999998,48.458,50.99,46.8,4.190000000000005,-4.190000000000005,179130,222834,113097,109737,57449
2018-10-14,47.438,48.38,46.69,1.6900000000000048,0.5399999999999991,48.18,48.7,47.64,1.0600000000000023,0.29999999999999716,47.062,47.53,46.38,1.1499999999999986,0.6199999999999974,47.66,48.43,47.23,1.2000000000000028,-0.05999999999999517,116378,137210,104525,32685,-16506
2018-10-21,46.398,47.34,45.11,2.230000000000004,-1.3400000000000034,47.286,47.73,46.89,0.8399999999999963,-0.6199999999999974,45.558,47.0,44.66,2.3400000000000034,-1.4799999999999969,46.32,47.27,44.72,2.5500000000000043,-1.1799999999999997,136888,161295,111597,49698,-6441
2018-10-28,47.272,48.81,45.45,3.3599999999999994,2.020000000000003,48.174,49.48,47.09,2.3899999999999935,1.9799999999999969,46.552,48.25,44.93,3.3200000000000003,3.3200000000000003,47.502,49.24,45.41,3.8300000000000054,3.8300000000000054,154183,180337,112917,67420,-8219
2018-11-04,49.542,50.4,49.05,1.3500000000000014,1.3500000000000014,50.096000000000004,50.63,49.49,1.1400000000000006,1.0700000000000003,48.83,49.82,48.5,1.3200000000000003,-0.01999999999999602,49.492,50.57,48.75,1.8200000000000003,-0.01999999999999602,95289,131828,52813,79015,-37479
2018-11-11,49.672,50.73,49.14,1.5899999999999963,1.5899999999999963,50.65,51.97,49.78,2.1899999999999977,2.1899999999999977,49.276,50.12,48.71,1.4099999999999966,1.4099999999999966,49.958,51.31,48.85,2.460000000000001,2.460000000000001,100809,171198,71324,99874,79027
2018-11-18,50.97,51.25,50.66,0.5900000000000034,-0.46999999999999886,51.745000000000005,51.94,51.6,0.3399999999999963,0.240000000000002,50.707499999999996,50.8,50.6,0.19999999999999574,-0.10999999999999943,51.230000000000004,51.52,50.98,0.5400000000000063,0.28000000000000114,68517,116969,31585,85384,-85384
2018-11-25,50.628,51.96,49.88,2.0799999999999983,-1.8900000000000006,51.268,52.45,50.15,2.3000000000000043,-1.0300000000000011,49.64,51.15,47.87,3.280000000000001,-1.1400000000000006,50.518,51.53,49.6,1.9299999999999997,-0.259999999999998,177674,278315,123727,154588,45941
2018-12-02,48.9025,52.2,45.0,7.200000000000003,-7.200000000000003,49.71,52.92,46.62,6.300000000000004,-6.300000000000004,46.9925,50.69,43.04,7.649999999999999,-6.159999999999997,47.74,51.49,44.54,6.950000000000003,-6.950000000000003,276763,472308,97926,374382,226669
2018-12-09,44.502,45.43,43.66,1.7700000000000031,-0.980000000000004,44.962,45.43,44.64,0.7899999999999991,-0.25,43.476,43.75,43.13,0.6199999999999974,-0.18999999999999773,44.13,44.65,43.47,1.1799999999999997,-0.4399999999999977,169595,200111,144124,55987,49036
2018-12-16,40.1,43.33,34.24,9.089999999999996,-9.089999999999996,40.828,44.43,34.5,9.93,-9.93,39.01,42.97,33.39,9.579999999999998,-9.219999999999999,39.252,43.09,33.66,9.430000000000007,-9.300000000000004,523839,1123178,180079,943099,943099
2018-12-23,33.802499999999995,35.47,32.64,2.8299999999999983,1.8100000000000023,34.75,36.23,33.67,2.559999999999995,2.559999999999995,33.01,35.16,31.8,3.359999999999996,2.9099999999999966,34.17,35.44,32.32,3.1199999999999974,3.1199999999999974,360668,494049,245629,248420,4851
2018-12-30,36.43,36.78,35.76,1.0200000000000031,0.6900000000000048,37.385,38.04,36.98,1.0600000000000023,0.9299999999999997,35.8725,36.35,35.52,0.8299999999999983,0.7000000000000028,36.87,37.74,35.73,2.010000000000005,0.6300000000000026,380799,569488,254362,315126,302603
2019-01-06,38.622,39.56,36.99,2.5700000000000003,2.5700000000000003,39.49,39.96,39.14,0.8200000000000003,0.7100000000000009,38.274,39.05,36.99,2.059999999999995,2.059999999999995,38.966,39.62,38.03,1.5899999999999963,1.5899999999999963,226707,291454,144743,146711,-146711
2019-01-13,39.618,40.54,38.8,1.740000000000002,1.019999999999996,40.202,40.9,39.59,1.3099999999999952,1.1899999999999977,39.266,40.33,38.57,1.759999999999998,1.7199999999999989,39.714,40.52,38.65,1.8700000000000045,1.8700000000000045,163138,219171,122694,96477,-96477
2019-01-20,40.089999999999996,40.55,39.58,0.9699999999999989,0.3299999999999983,40.7325,40.97,40.53,0.4399999999999977,-0.21000000000000085,39.5475,40.03,39.02,1.009999999999998,0.46999999999999886,39.942499999999995,40.14,39.58,0.5600000000000023,0.20000000000000284,141944,158421,124295,34126,-16346
2019-01-27,39.22,39.56,39.02,0.5399999999999991,-0.240000000000002,39.466,39.74,39.23,0.5100000000000051,-0.21000000000000085,38.51,38.8,38.13,0.6699999999999946,0.14999999999999858,38.958,39.12,38.76,0.35999999999999943,-0.09000000000000341,254928,367931,163905,204026,25278
2019-02-03,38.775999999999996,39.02,38.51,0.5100000000000051,0.020000000000003126,39.211999999999996,39.51,38.93,0.5799999999999983,0.020000000000003126,38.224,38.55,37.71,0.8399999999999963,0.10000000000000142,38.768,39.02,38.41,0.6100000000000065,0.4300000000000068,266904,388518,182633,205885,-47591
2019-02-10,39.596000000000004,40.0,39.02,0.9799999999999969,0.8599999999999994,39.972,40.3,39.33,0.9699999999999989,0.6900000000000048,39.234,39.58,38.55,1.0300000000000011,0.9000000000000057,39.584,39.95,39.01,0.9400000000000048,0.9400000000000048,213020,299523,158523,141000,32628
2019-02-17,40.2875,40.62,39.94,0.6799999999999997,0.6300000000000026,41.04,41.61,40.43,1.1799999999999997,1.1799999999999997,40.1,40.57,39.87,0.7000000000000028,0.7000000000000028,40.56,41.32,40.0,1.3200000000000003,1.3200000000000003,258698,424697,166053,258644,99344
2019-02-24,42.008,42.85,40.54,2.3100000000000023,-1.0399999999999991,42.538,43.24,40.98,2.260000000000005,-2.25,41.019999999999996,42.28,39.76,2.520000000000003,-1.6700000000000017,41.664,42.95,40.2,2.75,-2.210000000000001,449651,801095,318841,482254,43389
2019-03-03,40.854,41.28,39.88,1.3999999999999986,-0.9899999999999949,41.29,41.96,40.43,1.5300000000000011,-1.5300000000000011,40.448,41.15,39.56,1.5899999999999963,-1.3099999999999952,40.808,41.35,40.2,1.1499999999999986,-1.0900000000000034,273765,443119,163361,279758,-279758
2019-03-10,40.5,40.83,40.22,0.6099999999999994,0.4099999999999966,40.836,41.15,40.63,0.519999999999996,0.09000000000000341,40.12,40.33,39.85,0.4799999999999969,0.23000000000000398,40.46,40.96,39.93,1.0300000000000011,0.27999999999999403,357521,536650,168535,368115,31494
2019-03-17,40.822,41.24,40.24,1.0,0.6099999999999994,41.362,41.57,41.08,0.490000000000002,-0.10000000000000142,40.36,40.9,40.01,0.8900000000000006,-0.5900000000000034,40.762,41.45,40.02,1.4299999999999997,-1.009999999999998,235768,316705,148527,168178,45203
2019-03-24,41.112,42.0,40.0,2.0,2.0,41.576,42.17,40.84,1.3299999999999983,1.3299999999999983,40.652,41.21,39.86,1.3500000000000014,0.8999999999999986,41.192,41.67,40.69,0.980000000000004,0.5600000000000023,180626,277882,111471,166411,87851
2019-03-31,41.51,42.26,41.05,1.2100000000000009,-0.44999999999999574,41.824,42.51,41.4,1.1099999999999994,-1.1099999999999994,40.942,41.58,40.65,0.9299999999999997,-0.8599999999999994,41.324,42.2,40.87,1.3300000000000054,-0.9299999999999997,162414,190665,144915,45750,-10811
2019-04-07,40.422,41.19,39.76,1.4299999999999997,-0.9299999999999997,40.728,41.19,40.13,1.0599999999999952,-0.14000000000000057,39.885999999999996,40.47,39.46,1.009999999999998,-0.240000000000002,40.288000000000004,41.04,39.56,1.4799999999999969,0.269999999999996,147789,185562,127933,57629,-14671
2019-04-14,39.4875,41.1,38.25,2.8500000000000014,-2.8500000000000014,39.735,41.27,38.83,2.440000000000005,-2.440000000000005,38.42,39.57,37.68,1.8900000000000006,-1.3900000000000006,38.980000000000004,39.79,38.29,1.5,-1.0799999999999983,169215,259358,96847,162511,77028
2019-04-21,38.616,38.86,38.26,0.6000000000000014,-0.3500000000000014,38.99,39.27,38.68,0.5900000000000034,0.3500000000000014,38.098,38.4,37.82,0.5799999999999983,0.3999999999999986,38.64,39.01,38.26,0.75,0.75,112935,161000,96544,64456,-64456
2019-04-28,39.162,39.5,38.62,0.8800000000000026,-0.09000000000000341,39.658,40.15,39.07,1.0799999999999983,0.46000000000000085,38.846,39.15,38.18,0.9699999999999989,-0.07000000000000028,39.366,40.09,38.76,1.3300000000000054,0.47000000000000597,150776,221843,103332,118511,-73454
2019-05-05,39.1,39.82,38.42,1.3999999999999986,-1.3999999999999986,39.461999999999996,40.35,38.8,1.5500000000000043,-1.2800000000000011,38.566,39.19,38.07,1.1199999999999974,-1.1199999999999974,39.056,40.05,38.51,1.5399999999999991,-1.1799999999999997,128800,165222,92458,72764,-72764
2019-05-12,37.682,38.02,37.41,0.6100000000000065,-0.45000000000000284,38.106,38.38,37.93,0.45000000000000284,-0.12000000000000455,37.312,37.71,37.15,0.5600000000000023,0.0,37.636,37.89,37.26,0.6300000000000026,0.1600000000000037,118726,132973,100531,32442,-21581
2019-05-19,36.566,37.29,35.84,1.4499999999999957,-1.259999999999998,36.878,37.34,36.07,1.2700000000000031,-1.009999999999998,35.782,36.35,35.32,1.0300000000000011,0.0,36.257999999999996,37.25,35.51,1.740000000000002,-0.1700000000000017,128573,187623,82087,105536,-105536
2019-05-26,35.557500000000005,36.03,35.13,0.8999999999999986,-0.8999999999999986,35.745,36.18,35.51,0.6700000000000017,-0.6700000000000017,35.1925,35.73,34.77,0.9599999999999937,-0.9599999999999937,35.5925,35.83,35.44,0.39000000000000057,-0.39000000000000057,140097,162322,99663,62659,17127
2019-06-02,36.99,39.0,34.03,4.969999999999999,-1.4200000000000017,37.948,39.15,35.53,3.6199999999999974,-2.0899999999999963,35.76,38.4,33.37,5.030000000000001,-1.3599999999999994,36.666000000000004,38.82,34.0,4.82,-3.229999999999997,590597,1679445,227276,1452169,6642
2019-06-09,35.362,36.34,34.59,1.75,1.25,35.77,36.67,34.97,1.7000000000000028,0.8900000000000006,34.682,35.73,34.07,1.6599999999999966,0.6300000000000026,35.352,36.01,34.69,1.3200000000000003,0.5500000000000043,342726,408371,276983,131388,-44832
2019-06-16,33.748,35.0,32.79,2.210000000000001,-2.210000000000001,33.986000000000004,35.2,32.95,2.25,-2.25,32.75,33.3,31.22,2.0799999999999983,-2.0600000000000023,32.964,33.44,31.47,1.9699999999999989,-1.9699999999999989,353708,675756,193969,481787,398667
2019-06-23,31.478,32.18,31.17,1.009999999999998,0.8200000000000003,32.092,33.02,31.5,1.5200000000000031,1.3100000000000023,30.962,32.04,30.12,1.9199999999999982,1.4800000000000004,31.726,32.55,31.09,1.4599999999999973,1.259999999999998,551547,903280,307360,595920,-160592
2019-06-30,33.2375,33.94,32.65,1.2899999999999991,0.8299999999999983,33.905,34.41,33.23,1.1799999999999997,0.759999999999998,32.8775,33.62,32.3,1.3200000000000003,1.3200000000000003,33.465,34.21,32.64,1.5700000000000003,1.2299999999999969,281930,430082,184946,245136,-245136
2019-07-07,33.478,33.68,33.34,0.3399999999999963,-0.10999999999999943,34.018,34.71,33.49,1.2199999999999989,0.480000000000004,33.038,33.56,32.62,0.9400000000000048,0.2700000000000031,33.618,34.55,33.04,1.509999999999998,1.019999999999996,363495,634606,180497,454109,206425
2019-07-14,34.382,34.64,34.16,0.480000000000004,-0.4099999999999966,34.788000000000004,35.11,34.45,0.6599999999999966,0.02999999999999403,33.962,34.27,33.64,0.6300000000000026,0.28999999999999915,34.410000000000004,34.71,34.2,0.509999999999998,0.480000000000004,250180,309750,199645,110105,-67787
2019-07-21,35.212,36.22,34.56,1.6599999999999966,1.4499999999999957,35.76,36.5,34.77,1.7299999999999969,1.529999999999994,34.9,35.74,34.15,1.5900000000000034,1.1900000000000048,35.372,35.99,34.33,1.6600000000000037,1.480000000000004,236683,354136,167024,187112,95330
2019-07-28,34.98,35.67,34.29,1.3800000000000026,-1.3800000000000026,35.51,35.75,35.08,0.6700000000000017,-0.6200000000000045,34.275999999999996,35.11,33.69,1.4200000000000017,-1.4200000000000017,34.804,35.42,34.16,1.2600000000000051,-0.9600000000000009,314380,598456,123791,474665,-2060
2019-08-04,33.494,34.33,32.7,1.6299999999999955,0.7399999999999949,33.924,34.61,33.43,1.1799999999999997,0.9499999999999957,33.024,33.69,32.36,1.3299999999999983,0.9799999999999969,33.616,34.59,33.03,1.5600000000000023,0.7800000000000011,204291,261809,160920,100889,-13277
2019-08-11,32.236,33.5,30.66,2.84,-2.84,32.79,34.34,30.92,3.4200000000000017,-1.4600000000000009,31.432,32.98,29.85,3.1299999999999955,-2.2200000000000024,32.008,33.77,30.39,3.3800000000000026,-1.0700000000000003,266644,490219,154287,335932,4698
2019-08-18,32.442,32.59,32.28,0.3100000000000023,-0.0799999999999983,32.688,33.03,32.46,0.5700000000000003,0.0800000000000054,31.908,32.27,31.33,0.9400000000000048,-0.3500000000000014,32.234,32.54,31.44,1.0999999999999979,-0.9899999999999984,159994,190406,120317,70089,-31988
2019-08-25,33.434,36.8,31.45,5.349999999999998,5.229999999999997,34.444,37.71,32.18,5.530000000000001,4.619999999999997,32.534,34.8,31.02,3.7799999999999976,3.639999999999997,33.584,36.62,31.63,4.989999999999998,3.049999999999997,364089,890603,95198,795405,213281
2019-09-01,34.775,35.11,34.16,0.9500000000000028,0.35999999999999943,35.295,35.73,34.75,0.9799999999999969,0.5399999999999991,34.1275,35.04,33.03,2.009999999999998,2.009999999999998,34.6525,35.32,33.48,1.8400000000000034,1.8400000000000034,235701,334124,174847,159277,-159277
2019-09-08,37.612,39.05,35.52,3.529999999999994,3.529999999999994,38.5,39.55,36.72,2.8299999999999983,2.710000000000001,37.044000000000004,38.51,35.2,3.309999999999995,3.309999999999995,38.268,39.37,36.64,2.729999999999997,2.729999999999997,233834,287257,193668,93589,-64809
2019-09-15,38.403999999999996,38.97,37.74,1.2299999999999969,-0.6199999999999974,38.79,39.25,38.54,0.7100000000000009,-0.45000000000000284,37.910000000000004,38.49,37.3,1.1900000000000048,-0.3999999999999986,38.45,39.2,37.97,1.230000000000004,-0.720000000000006,216117,267779,167590,100189,-2945
2019-09-22,38.082,38.44,37.57,0.8699999999999974,0.28000000000000114,38.456,38.74,38.17,0.5700000000000003,-0.020000000000003126,37.554,37.93,37.01,0.9200000000000017,-0.10000000000000142,38.044000000000004,38.27,37.71,0.5600000000000023,-0.23000000000000398,153631,227971,123599,104372,8646
2019-09-29,37.116,38.15,36.4,1.75,-1.4699999999999989,37.4,38.44,36.67,1.769999999999996,-1.0499999999999972,36.362,37.44,35.73,1.7100000000000009,-1.7100000000000009,37.032,37.89,36.51,1.3800000000000026,-0.8800000000000026,156218,176348,131195,45153,-20522
2019-10-06,36.844,38.05,36.29,1.759999999999998,1.2999999999999972,37.512,39.24,36.62,2.6200000000000045,1.6300000000000026,36.682,38.05,35.94,2.1099999999999994,1.5899999999999963,36.964,38.44,36.02,2.4199999999999946,1.6299999999999955,172693,356217,110143,246074,-190499
2019-10-13,37.848,38.54,37.44,1.1000000000000014,0.490000000000002,38.486,39.08,38.09,0.9899999999999949,0.8900000000000006,37.632,38.38,37.27,1.1099999999999994,0.980000000000004,38.152,38.91,37.49,1.4199999999999946,1.4199999999999946,152064,167252,125848,41404,7183
2019-10-20,39.444,39.63,39.12,0.5100000000000051,-0.5100000000000051,39.954,40.52,39.54,0.980000000000004,-0.6300000000000026,39.038,39.41,38.47,0.9399999999999977,-0.28999999999999915,39.402,39.63,39.14,0.490000000000002,0.20000000000000284,123742,169436,101193,68243,-67762
