Date,Pacer Trendpilot 100_Open_average,Pacer Trendpilot 100_Open_max,Pacer Trendpilot 100_Open_min,Pacer Trendpilot 100_Open_volatility,Pacer Trendpilot 100_Open_change,Pacer Trendpilot 100_High_average,Pacer Trendpilot 100_High_max,Pacer Trendpilot 100_High_min,Pacer Trendpilot 100_High_volatility,Pacer Trendpilot 100_High_change,Pacer Trendpilot 100_Low_average,Pacer Trendpilot 100_Low_max,Pacer Trendpilot 100_Low_min,Pacer Trendpilot 100_Low_volatility,Pacer Trendpilot 100_Low_change,Pacer Trendpilot 100_Close_average,Pacer Trendpilot 100_Close_max,Pacer Trendpilot 100_Close_min,Pacer Trendpilot 100_Close_volatility,Pacer Trendpilot 100_Close_change
2018-01-14,32.32,32.32,32.32,0.0,0.0,32.55,32.55,32.55,0.0,0.0,32.22,32.22,32.22,0.0,0.0,32.46,32.46,32.46,0.0,0.0
2018-01-21,33.13,33.13,33.13,0.0,0.0,33.13,33.13,33.13,0.0,0.0,32.86,32.86,32.86,0.0,0.0,33.01,33.01,33.01,0.0,0.0
2018-01-28,31.52,31.52,31.52,0.0,0.0,32.08,32.08,32.08,0.0,0.0,30.67,30.67,30.67,0.0,0.0,30.82,30.82,30.82,0.0,0.0
2018-02-04,30.65,30.65,30.65,0.0,0.0,31.0,31.0,31.0,0.0,0.0,30.43,30.43,30.43,0.0,0.0,30.86,30.86,30.86,0.0,0.0
2018-02-11,32.08,32.08,32.08,0.0,0.0,32.31,32.31,32.31,0.0,0.0,31.96,31.96,31.96,0.0,0.0,31.96,31.96,31.96,0.0,0.0
2018-02-18,32.81,32.81,32.81,0.0,0.0,33.07,33.07,33.07,0.0,0.0,32.77,32.77,32.77,0.0,0.0,32.93,32.93,32.93,0.0,0.0
2018-02-25,32.11,32.11,32.11,0.0,0.0,32.55,32.55,32.55,0.0,0.0,31.89,31.89,31.89,0.0,0.0,32.5,32.5,32.5,0.0,0.0
2018-03-04,33.73,33.73,33.73,0.0,0.0,33.78,33.78,33.78,0.0,0.0,33.5,33.5,33.5,0.0,0.0,33.73,33.73,33.73,0.0,0.0
2018-03-11,32.77,32.77,32.77,0.0,0.0,32.78,32.78,32.78,0.0,0.0,32.18,32.18,32.18,0.0,0.0,32.43,32.43,32.43,0.0,0.0
2018-03-18,31.37,31.37,31.37,0.0,0.0,31.91,31.91,31.91,0.0,0.0,30.98,30.98,30.98,0.0,0.0,31.91,31.91,31.91,0.0,0.0
