Date,TRV_Open_average,TRV_Open_max,TRV_Open_min,TRV_Open_volatility,TRV_Open_change,TRV_High_average,TRV_High_max,TRV_High_min,TRV_High_volatility,TRV_High_change,TRV_Low_average,TRV_Low_max,TRV_Low_min,TRV_Low_volatility,TRV_Low_change,TRV_Close_average,TRV_Close_max,TRV_Close_min,TRV_Close_volatility,TRV_Close_change,TRV_Volume_average,TRV_Volume_max,TRV_Volume_min,TRV_Volume_volatility,TRV_Volume_change
2018-01-14,136.796,137.76,135.1,2.6599999999999966,2.3600000000000136,137.694,139.35,136.03,3.319999999999993,3.319999999999993,136.028,137.32,134.42,2.9000000000000057,2.9000000000000057,137.38400000000001,139.35,135.52,3.829999999999984,3.829999999999984,1930243,2922464,1561201,1361263,1113158
2018-01-21,147.52,149.52,144.34,5.180000000000007,5.180000000000007,148.754,150.19,146.96,3.2299999999999898,2.7299999999999898,146.566,148.56,142.79,5.77000000000001,5.77000000000001,148.146,149.42,146.26,3.1599999999999966,2.700000000000017,2808814,5048089,1866531,3181558,-3181558
2018-01-28,148.6,149.69,146.63,3.0600000000000023,-2.0600000000000023,149.902,150.55,147.88,2.670000000000016,-2.539999999999992,146.38,148.8,139.57,9.230000000000018,-8.430000000000007,147.62199999999999,150.0,141.52,8.47999999999999,-7.199999999999989,2426338,3358918,1993858,1365060,961549
2018-02-04,138.36,141.52,135.91,5.610000000000014,0.25,140.89,143.94,138.15,5.789999999999992,-2.0400000000000205,136.008,139.96,132.76,7.200000000000017,-0.25,138.644,142.14,135.01,7.1299999999999955,-2.710000000000008,3237313,3932062,2404566,1527496,-1527496
2018-02-11,139.5375,141.95,137.63,4.319999999999993,3.2900000000000205,140.95499999999998,142.24,138.82,3.420000000000016,3.0600000000000023,138.675,140.44,136.72,3.719999999999999,3.719999999999999,140.305,141.16,138.58,2.579999999999984,2.579999999999984,1629869,1923925,1282274,641651,641651
2018-02-18,139.39000000000001,140.48,138.3,2.1799999999999784,-0.2699999999999818,140.992,143.4,139.85,3.5500000000000114,2.5999999999999943,138.408,140.21,137.35,2.8600000000000136,1.8200000000000216,139.514,142.58,137.64,4.940000000000026,3.5100000000000193,1685629,2006265,1334512,671753,276447
2018-02-25,140.104,143.13,138.0,5.1299999999999955,-5.109999999999985,141.062,143.41,138.81,4.599999999999994,-3.030000000000001,138.322,141.08,136.76,4.320000000000022,-3.380000000000024,139.394,141.54,137.88,3.6599999999999966,-1.9599999999999795,1892318,2382097,1462535,919562,33666
2018-03-04,140.498,142.79,138.92,3.8700000000000045,2.6599999999999966,141.558,143.25,139.86,3.3899999999999864,1.7199999999999989,139.15200000000002,140.9,137.53,3.3700000000000045,1.5999999999999943,140.746,142.3,138.88,3.420000000000016,0.10000000000002274,1510035,1779352,1215718,563634,-253047
2018-03-11,141.13,142.29,140.15,2.1399999999999864,-1.0,141.9,142.61,141.29,1.3200000000000216,-1.3200000000000216,139.698,140.51,139.01,1.5,-0.9499999999999886,140.404,141.32,139.52,1.799999999999983,-0.6699999999999875,1884284,3954913,1285083,2669830,167774
2018-03-18,139.434,141.56,136.57,4.990000000000009,-4.069999999999993,140.486,142.64,138.39,4.25,-3.730000000000018,137.922,140.4,134.77,5.6299999999999955,-4.010000000000019,138.77,141.48,134.9,6.579999999999984,-3.259999999999991,1539727,2353106,973815,1379291,390732
2018-03-25,138.575,139.48,137.12,2.359999999999985,-0.6599999999999966,139.305,139.97,138.73,1.240000000000009,-0.45000000000001705,135.945,138.47,132.89,5.5800000000000125,-3.0400000000000205,137.31,138.86,134.84,4.02000000000001,-1.9099999999999966,1723642,2215447,1378018,837429,702492
2018-04-01,137.186,139.2,135.02,4.179999999999978,2.359999999999985,138.956,140.03,137.28,2.75,1.8400000000000034,136.066,138.05,134.54,3.5100000000000193,1.6299999999999955,137.878,139.29,136.99,2.299999999999983,0.23999999999998067,1531653,1758311,1209603,548708,286242
2018-04-08,137.554,138.7,135.8,2.8999999999999773,-1.1499999999999773,138.33,139.26,137.13,2.1299999999999955,-0.9399999999999977,136.278,137.12,135.6,1.5200000000000102,-0.8199999999999932,137.116,137.86,136.29,1.5700000000000216,-0.3100000000000023,1152821,1364147,920276,443871,-9228
2018-04-15,137.18800000000002,138.47,135.75,2.719999999999999,-1.3799999999999955,137.99,138.99,137.52,1.4699999999999989,-1.3100000000000023,135.944,137.01,135.18,1.829999999999984,-0.9799999999999898,136.894,137.34,136.47,0.8700000000000045,-0.11000000000001364,1616276,1817407,1398983,418424,-96971
2018-04-22,132.522,133.88,131.91,1.9699999999999989,1.740000000000009,133.734,134.35,133.28,1.0699999999999932,0.4199999999999875,131.42399999999998,131.95,130.79,1.1599999999999966,0.6899999999999977,132.56799999999998,133.19,131.6,1.5900000000000034,-1.2800000000000011,1907988,3147891,1107116,2040775,-1435779
2018-04-29,129.166,131.56,126.71,4.8500000000000085,-1.920000000000016,130.086,131.56,127.81,3.75,-1.7299999999999898,127.474,129.7,125.15,4.549999999999983,-0.9299999999999784,129.084,131.09,127.31,3.780000000000001,-2.0999999999999943,1701291,2267735,1222854,1044881,-41839
