Date,ProShares Short Dow30_etf_Open_average,ProShares Short Dow30_etf_Open_max,ProShares Short Dow30_etf_Open_min,ProShares Short Dow30_etf_Open_volatility,ProShares Short Dow30_etf_Open_change,ProShares Short Dow30_etf_High_average,ProShares Short Dow30_etf_High_max,ProShares Short Dow30_etf_High_min,ProShares Short Dow30_etf_High_volatility,ProShares Short Dow30_etf_High_change,ProShares Short Dow30_etf_Low_average,ProShares Short Dow30_etf_Low_max,ProShares Short Dow30_etf_Low_min,ProShares Short Dow30_etf_Low_volatility,ProShares Short Dow30_etf_Low_change,ProShares Short Dow30_etf_Close_average,ProShares Short Dow30_etf_Close_max,ProShares Short Dow30_etf_Close_min,ProShares Short Dow30_etf_Close_volatility,ProShares Short Dow30_etf_Close_change
2018-01-14,56.84,56.84,56.84,0.0,0.0,56.96,56.96,56.96,0.0,0.0,56.68,56.68,56.68,0.0,0.0,56.72,56.72,56.72,0.0,0.0
2018-01-21,55.88,55.88,55.88,0.0,0.0,55.96,55.96,55.96,0.0,0.0,55.56,55.56,55.56,0.0,0.0,55.6,55.6,55.6,0.0,0.0
2018-01-28,56.92,56.92,56.92,0.0,0.0,58.0,58.0,58.0,0.0,0.0,56.9,56.9,56.9,0.0,0.0,57.88,57.88,57.88,0.0,0.0
2018-02-04,60.88,60.88,60.88,0.0,0.0,62.9,62.9,62.9,0.0,0.0,60.24,60.24,60.24,0.0,0.0,60.72,60.72,60.72,0.0,0.0
2018-02-11,58.36,58.36,58.36,0.0,0.0,58.36,58.36,58.36,0.0,0.0,57.68,57.68,57.68,0.0,0.0,58.2,58.2,58.2,0.0,0.0
2018-02-18,58.44,58.44,58.44,0.0,0.0,58.64,58.64,58.64,0.0,0.0,57.96,57.96,57.96,0.0,0.0,57.96,57.96,57.96,0.0,0.0
2018-02-25,60.2,60.2,60.2,0.0,0.0,60.5,60.5,60.5,0.0,0.0,59.6,59.6,59.6,0.0,0.0,59.76,59.76,59.76,0.0,0.0
2018-03-04,58.44,58.44,58.44,0.0,0.0,58.56,58.56,58.56,0.0,0.0,57.78,57.78,57.78,0.0,0.0,57.84,57.84,57.84,0.0,0.0
2018-03-11,58.88,58.88,58.88,0.0,0.0,58.88,58.88,58.88,0.0,0.0,58.5,58.5,58.5,0.0,0.0,58.76,58.76,58.76,0.0,0.0
2018-03-18,60.92,60.92,60.92,0.0,0.0,62.2,62.2,62.2,0.0,0.0,60.64,60.64,60.64,0.0,0.0,62.12,62.12,62.12,0.0,0.0
2018-03-25,60.96,60.96,60.96,0.0,0.0,61.06,61.06,61.06,0.0,0.0,60.08,60.08,60.08,0.0,0.0,60.44,60.44,60.44,0.0,0.0
2018-04-01,60.2,60.2,60.2,0.0,0.0,61.44,61.44,61.44,0.0,0.0,59.76,59.76,59.76,0.0,0.0,60.92,60.92,60.92,0.0,0.0
2018-04-08,59.16,59.16,59.16,0.0,0.0,60.16,60.16,60.16,0.0,0.0,59.16,59.16,59.16,0.0,0.0,59.84,59.84,59.84,0.0,0.0
2018-04-15,59.2,59.2,59.2,0.0,0.0,59.84,59.84,59.84,0.0,0.0,59.12,59.12,59.12,0.0,0.0,59.6,59.6,59.6,0.0,0.0
2018-04-22,60.04,60.04,60.04,0.0,0.0,60.32,60.32,60.32,0.0,0.0,59.88,59.88,59.88,0.0,0.0,60.04,60.04,60.04,0.0,0.0
2018-04-29,61.28,61.28,61.28,0.0,0.0,61.36,61.36,61.36,0.0,0.0,59.96,59.96,59.96,0.0,0.0,60.12,60.12,60.12,0.0,0.0
2018-05-06,58.88,58.88,58.88,0.0,0.0,58.96,58.96,58.96,0.0,0.0,58.6,58.6,58.6,0.0,0.0,58.72,58.72,58.72,0.0,0.0
2018-05-13,58.88,58.88,58.88,0.0,0.0,59.08,59.08,59.08,0.0,0.0,58.8,58.8,58.8,0.0,0.0,59.0,59.0,59.0,0.0,0.0
2018-05-20,58.83,58.83,58.83,0.0,0.0,59.0,59.0,59.0,0.0,0.0,58.7,58.7,58.7,0.0,0.0,58.86,58.86,58.86,0.0,0.0
2018-05-27,59.15,59.15,59.15,0.0,0.0,59.26,59.26,59.26,0.0,0.0,58.99,58.99,58.99,0.0,0.0,59.09,59.09,59.09,0.0,0.0
2018-06-03,57.81,57.81,57.81,0.0,0.0,57.83,57.83,57.83,0.0,0.0,57.47,57.47,57.47,0.0,0.0,57.5,57.5,57.5,0.0,0.0
2018-06-10,58.17,58.17,58.17,0.0,0.0,58.46,58.46,58.46,0.0,0.0,57.92,57.92,57.92,0.0,0.0,58.02,58.02,58.02,0.0,0.0
2018-06-17,59.04,59.04,59.04,0.0,0.0,59.15,59.15,59.15,0.0,0.0,58.92,58.92,58.92,0.0,0.0,59.1,59.1,59.1,0.0,0.0
2018-06-24,59.64,59.64,59.64,0.0,0.0,59.88,59.88,59.88,0.0,0.0,59.3,59.3,59.3,0.0,0.0,59.87,59.87,59.87,0.0,0.0
2018-07-01,59.76,59.76,59.76,0.0,0.0,59.85,59.85,59.85,0.0,0.0,59.27,59.27,59.27,0.0,0.0,59.45,59.45,59.45,0.0,0.0
2018-07-08,58.35,58.35,58.35,0.0,0.0,58.39,58.39,58.39,0.0,0.0,58.04,58.04,58.04,0.0,0.0,58.09,58.09,58.09,0.0,0.0
2018-07-15,58.15,58.15,58.15,0.0,0.0,58.18,58.18,58.18,0.0,0.0,57.87,57.87,57.87,0.0,0.0,58.02,58.02,58.02,0.0,0.0
2018-07-22,56.94,56.94,56.94,0.0,0.0,57.33,57.33,57.33,0.0,0.0,56.87,56.87,56.87,0.0,0.0,57.17,57.17,57.17,0.0,0.0
2018-07-29,57.42,57.42,57.42,0.0,0.0,57.43,57.43,57.43,0.0,0.0,57.14,57.14,57.14,0.0,0.0,57.17,57.17,57.17,0.0,0.0
2018-08-05,57.33,57.33,57.33,0.0,0.0,57.63,57.63,57.63,0.0,0.0,57.3,57.3,57.3,0.0,0.0,57.44,57.44,57.44,0.0,0.0
2018-08-12,56.92,56.92,56.92,0.0,0.0,56.93,56.93,56.93,0.0,0.0,56.48,56.48,56.48,0.0,0.0,56.59,56.59,56.59,0.0,0.0
2018-08-19,56.49,56.49,56.49,0.0,0.0,56.53,56.53,56.53,0.0,0.0,56.27,56.27,56.27,0.0,0.0,56.34,56.34,56.34,0.0,0.0
2018-08-26,56.02,56.02,56.02,0.0,0.0,56.12,56.12,56.12,0.0,0.0,55.8,55.8,55.8,0.0,0.0,55.96,55.96,55.96,0.0,0.0
2018-09-02,56.05,56.05,56.05,0.0,0.0,56.26,56.26,56.26,0.0,0.0,55.86,55.86,55.86,0.0,0.0,56.05,56.05,56.05,0.0,0.0
2018-09-09,55.48,55.48,55.48,0.0,0.0,55.74,55.74,55.74,0.0,0.0,55.44,55.44,55.44,0.0,0.0,55.56,55.56,55.56,0.0,0.0
2018-09-16,54.27,54.27,54.27,0.0,0.0,54.48,54.48,54.48,0.0,0.0,54.27,54.27,54.27,0.0,0.0,54.4,54.4,54.4,0.0,0.0
2018-09-23,54.99,54.99,54.99,0.0,0.0,54.99,54.99,54.99,0.0,0.0,54.7,54.7,54.7,0.0,0.0,54.82,54.82,54.82,0.0,0.0
2018-09-30,54.44,54.44,54.44,0.0,0.0,55.15,55.15,55.15,0.0,0.0,54.38,54.38,54.38,0.0,0.0,54.85,54.85,54.85,0.0,0.0
2018-10-07,56.86,56.86,56.86,0.0,0.0,57.95,57.95,57.95,0.0,0.0,56.86,56.86,56.86,0.0,0.0,57.18,57.18,57.18,0.0,0.0
2018-10-14,56.86,56.86,56.86,0.0,0.0,57.12,57.12,57.12,0.0,0.0,56.56,56.56,56.56,0.0,0.0,56.93,56.93,56.93,0.0,0.0
2018-10-21,58.54,58.54,58.54,0.0,0.0,59.2,59.2,59.2,0.0,0.0,58.13,58.13,58.13,0.0,0.0,58.65,58.65,58.65,0.0,0.0
2018-10-28,56.69,56.69,56.69,0.0,0.0,57.73,57.73,57.73,0.0,0.0,56.61,56.61,56.61,0.0,0.0,57.34,57.34,57.34,0.0,0.0
2018-11-04,55.46,55.46,55.46,0.0,0.0,55.86,55.86,55.86,0.0,0.0,55.37,55.37,55.37,0.0,0.0,55.65,55.65,55.65,0.0,0.0
2018-11-11,57.33,57.33,57.33,0.0,0.0,57.45,57.45,57.45,0.0,0.0,56.64,56.64,56.64,0.0,0.0,56.83,56.83,56.83,0.0,0.0
2018-11-18,59.44,59.44,59.44,0.0,0.0,59.49,59.49,59.49,0.0,0.0,59.18,59.18,59.18,0.0,0.0,59.48,59.48,59.48,0.0,0.0
2018-11-25,57.04,57.04,57.04,0.0,0.0,57.09,57.09,57.09,0.0,0.0,56.43,56.43,56.43,0.0,0.0,56.52,56.52,56.52,0.0,0.0
2018-12-02,57.77,57.77,57.77,0.0,0.0,59.27,59.27,59.27,0.0,0.0,57.39,57.39,57.39,0.0,0.0,59.02,59.02,59.02,0.0,0.0
2018-12-09,59.13,59.13,59.13,0.0,0.0,59.9,59.9,59.9,0.0,0.0,58.95,58.95,58.95,0.0,0.0,59.75,59.75,59.75,0.0,0.0
2018-12-16,62.85,62.85,62.85,0.0,0.0,64.23,64.23,64.23,0.0,0.0,61.89,61.89,61.89,0.0,0.0,64.15,64.15,64.15,0.0,0.0
2018-12-23,61.44,61.44,61.44,0.0,0.0,62.26,62.26,62.26,0.0,0.0,61.19,61.19,61.19,0.0,0.0,62.04,62.04,62.04,0.0,0.0
2018-12-30,62.13,62.13,62.13,0.0,0.0,62.24,62.24,62.24,0.0,0.0,60.72,60.72,60.72,0.0,0.0,60.99,60.99,60.99,0.0,0.0
2019-01-06,59.82,59.82,59.82,0.0,0.0,60.04,60.04,60.04,0.0,0.0,59.55,59.55,59.55,0.0,0.0,59.55,59.55,59.55,0.0,0.0
