Date,SRL_Open_average,SRL_Open_max,SRL_Open_min,SRL_Open_volatility,SRL_Open_change,SRL_High_average,SRL_High_max,SRL_High_min,SRL_High_volatility,SRL_High_change,SRL_Low_average,SRL_Low_max,SRL_Low_min,SRL_Low_volatility,SRL_Low_change,SRL_Close_average,SRL_Close_max,SRL_Close_min,SRL_Close_volatility,SRL_Close_change,SRL_Volume_average,SRL_Volume_max,SRL_Volume_min,SRL_Volume_volatility,SRL_Volume_change
2018-01-14,7.396,7.54,7.33,0.20999999999999996,0.1900000000000004,7.598,7.86,7.45,0.41000000000000014,0.3000000000000007,7.3660000000000005,7.54,7.23,0.3099999999999996,0.21999999999999975,7.526,7.81,7.38,0.4299999999999997,0.4299999999999997,9486,21622,3756,17866,3727
2018-01-21,7.744,8.0,7.6,0.40000000000000036,-0.40000000000000036,7.7620000000000005,8.0,7.63,0.3700000000000001,-0.3700000000000001,7.58,7.72,7.42,0.2999999999999998,-0.2999999999999998,7.62,7.74,7.42,0.3200000000000003,-0.3200000000000003,10463,12464,7528,4936,-2005
2018-01-28,6.914,7.39,6.43,0.96,-0.8700000000000001,6.988,7.47,6.51,0.96,-0.96,6.698,7.3,6.28,1.0199999999999996,-1.0199999999999996,6.756,7.47,6.29,1.1799999999999997,-1.1799999999999997,14243,23597,7435,16162,14384
2018-02-04,6.3260000000000005,6.4,6.27,0.13000000000000078,0.1200000000000001,6.446,6.54,6.29,0.25,-0.009999999999999787,6.2780000000000005,6.4,6.11,0.29000000000000004,0.1200000000000001,6.406,6.49,6.27,0.22000000000000064,-0.040000000000000036,5412,10817,1625,9192,-1755
2018-02-11,6.6899999999999995,6.85,6.42,0.4299999999999997,0.27000000000000046,6.7925,6.9,6.57,0.33000000000000007,0.3099999999999996,6.49,6.77,6.14,0.6299999999999999,-0.28000000000000025,6.5675,6.82,6.17,0.6500000000000004,-0.3799999999999999,15325,42462,3561,38901,32625
2018-02-18,6.006,6.19,5.88,0.3100000000000005,-0.03000000000000025,6.088,6.26,5.97,0.29000000000000004,-0.09999999999999964,5.832,5.87,5.8,0.07000000000000028,0.019999999999999574,5.874,5.92,5.84,0.08000000000000007,0.040000000000000036,8325,21137,2191,18946,-18213
2018-02-25,5.998,6.23,5.84,0.39000000000000057,0.23000000000000043,6.128,6.42,5.92,0.5,0.2599999999999998,5.888,6.01,5.69,0.3199999999999994,0.3099999999999996,6.028,6.14,5.87,0.2699999999999996,0.2599999999999998,6237,7584,5036,2548,-2548
2018-03-04,6.198,6.29,6.15,0.13999999999999968,0.04999999999999982,6.26,6.31,6.21,0.09999999999999964,0.040000000000000036,6.146,6.2,6.08,0.1200000000000001,0.09999999999999964,6.218,6.3,6.18,0.1200000000000001,0.02999999999999936,3477,7622,1691,5931,525
2018-03-11,6.208,6.23,6.17,0.0600000000000005,0.020000000000000462,6.2379999999999995,6.27,6.21,0.05999999999999961,0.0,6.198,6.22,6.17,0.04999999999999982,0.0,6.218,6.25,6.2,0.04999999999999982,0.04999999999999982,7099,16993,622,16371,1089
2018-03-18,6.22,6.26,6.2,0.05999999999999961,0.04999999999999982,6.2475000000000005,6.26,6.23,0.02999999999999936,0.0,6.2075000000000005,6.23,6.2,0.03000000000000025,0.03000000000000025,6.2175,6.23,6.2,0.03000000000000025,0.020000000000000462,2171,5064,971,4093,-4093
2018-03-25,6.2275,6.26,6.2,0.05999999999999961,-0.05999999999999961,6.2475000000000005,6.28,6.21,0.07000000000000028,-0.07000000000000028,6.1925,6.2,6.17,0.03000000000000025,-0.03000000000000025,6.22,6.25,6.19,0.05999999999999961,-0.02999999999999936,5664,12304,757,11547,5030
2018-04-01,6.158,6.22,5.99,0.22999999999999954,-0.019999999999999574,6.2299999999999995,6.28,6.21,0.07000000000000028,-0.009999999999999787,6.09,6.2,5.89,0.3100000000000005,-0.03000000000000025,6.174,6.22,6.05,0.16999999999999993,0.0,8891,24515,629,23886,2066
2018-04-08,6.2459999999999996,6.3,6.2,0.09999999999999964,0.05999999999999961,6.268,6.3,6.21,0.08999999999999986,0.05999999999999961,6.178,6.25,6.11,0.13999999999999968,0.08999999999999986,6.238,6.3,6.16,0.13999999999999968,0.08999999999999986,7629,22223,872,21351,3855
2018-04-15,6.212,6.26,6.18,0.08000000000000007,-0.08000000000000007,6.258,6.32,6.21,0.11000000000000032,-0.020000000000000462,6.192,6.2,6.18,0.020000000000000462,-0.020000000000000462,6.206,6.24,6.18,0.0600000000000005,0.040000000000000036,4570,8551,1369,7182,-2724
2018-04-22,6.316,6.46,6.14,0.3200000000000003,-0.03000000000000025,6.402,6.47,6.3,0.16999999999999993,-0.1200000000000001,6.266,6.39,6.14,0.25,-0.17999999999999972,6.3,6.39,6.23,0.15999999999999925,-0.14999999999999947,5130,7594,3444,4150,2876
2018-04-29,6.264,6.33,6.18,0.15000000000000036,0.08999999999999986,6.336,6.43,6.25,0.17999999999999972,0.03000000000000025,6.22,6.24,6.18,0.0600000000000005,0.020000000000000462,6.262,6.3,6.24,0.05999999999999961,0.019999999999999574,8026,14822,5288,9534,-11
2018-05-06,6.2540000000000004,6.3,6.2,0.09999999999999964,0.08999999999999986,6.296,6.3,6.29,0.009999999999999787,0.009999999999999787,6.228,6.25,6.2,0.04999999999999982,0.04999999999999982,6.2780000000000005,6.3,6.24,0.05999999999999961,0.009999999999999787,9439,13241,4053,9188,-6010
2018-05-13,6.2940000000000005,6.33,6.24,0.08999999999999986,0.03000000000000025,6.384,6.5,6.33,0.16999999999999993,-0.16999999999999993,6.25,6.3,6.22,0.08000000000000007,-0.05999999999999961,6.31,6.35,6.24,0.10999999999999943,-0.05999999999999961,14530,27020,8753,18267,-14743
2018-05-20,6.234999999999999,6.27,6.21,0.05999999999999961,-0.03000000000000025,6.285,6.33,6.26,0.07000000000000028,-0.07000000000000028,6.1899999999999995,6.22,6.13,0.08999999999999986,0.08000000000000007,6.2425,6.27,6.23,0.03999999999999915,-0.03999999999999915,5468,9659,3558,6101,-5041
2018-05-27,6.236000000000001,6.24,6.23,0.009999999999999787,0.009999999999999787,6.252,6.27,6.24,0.02999999999999936,0.019999999999999574,6.192,6.23,6.14,0.09000000000000075,0.03000000000000025,6.228,6.26,6.2,0.05999999999999961,0.05999999999999961,10000,16705,3256,13449,-10258
2018-06-03,6.214,6.25,6.15,0.09999999999999964,-0.019999999999999574,6.252,6.26,6.24,0.019999999999999574,0.0,6.188,6.22,6.15,0.0699999999999994,0.0,6.232,6.25,6.2,0.04999999999999982,-0.009999999999999787,6246,10718,3772,6946,-1169
2018-06-10,6.134,6.25,5.99,0.2599999999999998,-0.2599999999999998,6.232,6.38,6.12,0.2599999999999998,0.1299999999999999,6.05,6.15,5.86,0.29000000000000004,-0.16000000000000014,6.18,6.23,6.1,0.13000000000000078,0.0,15569,39312,1309,38003,13189
2018-06-17,6.208,6.25,6.15,0.09999999999999964,0.040000000000000036,6.304,6.41,6.25,0.16000000000000014,-0.009999999999999787,6.154,6.21,6.01,0.20000000000000018,-0.009999999999999787,6.242,6.26,6.21,0.04999999999999982,0.0,12339,24349,2631,21718,3761
